TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FREEZE
670000,27,953,40,81,1000,101,45,990,70,46.015037593985,986.406015037594,66.4962406015038,43.5122035658647,986.342290934213,63.3944039922312,47.3027364132399,986.437785042421,67.9564212416305,121.075529733425,63.1520847573478,197.812485759854,11.0034326341113,7.94682859745621,14.0645826727939,4.0149015157303,4.32308629888368,2.82355723877077,0.707597806243286,-0.33172719313444,0.143080081898848,45,981,70,45.5294117647059,986.613445378151,66.3025210084034,54,47,61,989.877029622448,1098.91729323308,200.187655888242,979915.127819549,1
672078,9,972,40,81,1009,111,45,981,80,48.4511278195489,985.624060150376,76.2255639097744,44.0652116749934,985.570026088582,73.3527127708341,50.0429890382229,985.651191181085,77.456172424259,157.976760082023,53.887901572112,190.554796081112,12.5688806216792,7.34083793392226,13.804158651693,3.56955819353765,3.63020739925682,3.08478016946525,0.0149200068966581,0.587415624328393,-0.362556721972586,54,981,80,48.4033613445378,985.428571428571,76.4789915966387,72,37,71,989.929903494601,1110.3007518797,198.631506499187,980012.030075188,1
674156,-9,962,30,100,1009,191,45,990,70,42.7744360902256,986.398496240602,67.5488721804511,0,986.30390279651,64.11544971231,47.9069430038061,986.445700634734,69.7031298851743,468.948735475051,93.8324219640011,297.916154021417,21.6552242074528,9.686713682359,17.2602477972194,2.64407148119959,3.39471515656721,21.0601925894747,-0.175683742168994,-0.173907738062653,2.8099077148244,45,990,60,43.1848739495798,986.563025210084,66.5546218487395,109,47,161,990.019545546914,1096.85714285714,537.614662928727,980228.721804511,1
676234,18,962,20,81,1009,101,45,990,60,45.8796992481203,984.81954887218,60.390977443609,43.4251328045147,984.755741138696,55.6707103980607,47.1092156110535,984.851345601117,62.3537084896,115.197539302802,63.1035543403964,242.73991797676,10.7330116604242,7.94377456505384,15.5801129000004,3.67572796928867,3.70638969723224,2.74307135941178,0.644865477943685,-0.395418800278502,-0.106063155173192,45,990,60,45.453781512605,984.857142857143,60.5882352941176,63,47,81,987.917534196867,1091.09022556391,257.503973611049,976039.436090226,1
678312,-9,962,40,81,1009,111,36,981,80,33.6992481203008,985.691729323308,79.6766917293233,0,985.61786534161,75.6699821845575,37.5403542270011,985.728626353131,81.5132721330372,275.711893369788,73.2906128958761,298.281043517886,16.6045744712049,8.56099368624204,17.2708147902143,3.36966136085313,3.87631743771112,2.27572093632154,0.465960429469465,-0.0823187788989276,-0.0250789065096733,27,981,80,33.2016806722689,985.840336134454,79.7478991596639,90,47,71,989.77063801537,1099.2030075188,311.659823221079,979714.616541353,1
680390,0,953,50,54,1018,101,27,990,80,28.4210526315789,985.691729323308,76.5338345864662,0,985.616322511171,73.9189640082665,30.3253039580871,985.729434884133,77.7362515949288,112.715311004785,74.8966735019367,186.902255639098,10.6167467241516,8.65428642361326,13.671219976253,2.60161887012422,5.13746413702384,2.25701752860696,0.0253313320560065,0.044956010393706,-0.183236882050801,27,981,80,28.5126050420168,985.672268907563,76.655462184874,54,65,51,989.21927354492,1090.64661654135,197.465181653328,978625.067669173,1
682468,0,962,60,63,1000,111,27,990,90,29.2330827067669,986.187969924812,86.781954887218,0,986.125204602263,85.110725092435,31.4879139004875,986.219305629834,87.5846314667872,137.952836637047,62.2750056960585,141.020277967647,11.7453325468906,7.89145143152123,11.8751959128111,2.97778624400175,3.30080046291785,2.54008885442935,-0.117601405205344,-0.167446995547095,-0.0349064189485473,27,981,90,29.4201680672269,986.378151260504,86.7647058823529,63,38,51,990.571806634106,1102.2030075188,178.811072987887,981291.07518797,1
684546,-36,962,50,72,1018,121,27,990,80,23.0075187969925,985.631578947368,84.2706766917293,0,985.538226195113,81.8480031944267,30.184395709719,985.678213898118,85.4368693633875,384.643882433356,92.6283891547047,199.411027568922,19.6123400550102,9.62436435068336,14.1212969506672,2.79770278936,3.70073490452223,2.60107032296524,0.0270494201150358,-0.0626814248211737,0.0907548012312162,18,990,80,22.8403361344538,985.781512605042,84.1260504201681,108,56,71,989.789942740184,1094.8045112782,400.837522027879,979772.097744361,1
686625,-9,962,40,72,1009,121,27,990,80,28.8270676691729,986.278195488722,78.4135338345865,0,986.200589259306,76.4583516793972,33.2563522113598,986.316992921807,79.4127411606388,277.068352699932,77.1114149008886,158.89587605377,16.6453703082849,8.78131054574934,12.6053907537121,3.02405785276286,3.37997757051191,4.60455264972098,0.0972460772160029,0.00693043426817559,0.704707386896043,27,981,70,28.890756302521,986.411764705882,77.7478991596639,81,47,81,990.030204996102,1094.1954887218,292.418391208527,980233.578947368,1
688703,-18,962,40,63,1018,111,27,990,80,29.1654135338346,985.548872180451,79.2781954887218,0,985.476961253454,76.8731227316203,32.3371571002045,985.58490705903,80.3635536289909,196.548188653452,71.5676691729323,174.581111870586,14.0195644958555,8.45976767842547,13.2129145865167,3.39262657541493,4.12806217589021,3.07523910343286,-0.126839102475615,0.286211396706455,-0.159341075504676,27,990,80,29.2689075630252,985.352941176471,79.4705882352941,81,56,71,989.348857811033,1094.26315789474,206.903158007665,978881.601503759,1
