A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
420000,-203,885,-48,184,1323,223,29,1009,87,28.5187969924812,1014.63533834586,79.1766917293233,0,1011.71453854199,0,57.0501032927574,1016.25271966453,86.1350356179311,2450.60530571712,3297.11557667754,1154.63658674989,49.5035888165406,57.4205152944271,33.9799438897402,8.73088648681869,12.8187405196616,6.2759981952987,-1.38485878017104,2.27551900377563,-0.774108655239447,19,1009,77,31.4583333333333,1010.00416666667,80.8583333333333,0.29747224891929,0.29747224891929,0.29747224891929,387,438,271,904.345009736728,1011.00666666667,3542.12666100699,925186.613333333,0.26125419070416,18632.6368498747,1.37262811634655,16410.7104272464,0.466519389643689,6724.8955259133,1
424156,-242,828,-165,320,1752,233,33.5,980,77,24.9962406015038,1015.87218045113,66.6578947368421,0,1001.70133137751,0,101.402625612964,1024.65452457735,95.018102746919,9694.12451411547,17988.2326571145,4602.46742800397,98.4587452393919,134.120217182625,67.8414875132022,3.46758734751754,10.9713681090878,3.96338853828784,-0.0166504886448756,2.32123577480301,-0.519106549914571,19,942,77,24.4791666666667,1001.60416666667,68.575,0.661531695091799,0.661531695091799,0.661531695091799,562,924,398,909.06546891701,1043.71333333333,19208.1816893018,948048.673333333,0.374949983696732,67997.9691105457,1.02726780591055,106308.504640904,0.717640903136228,22302.0800717831,1
428312,-223,857,-155,339,1733,320,58,971,48,42.8308270676692,1012.55639097744,43.0300751879699,0,999.111615647488,0,106.957812637556,1020.7039145624,81.5241557449374,9641.74108384167,16628.5496382466,4812.69343169244,98.1923677474053,128.951733754326,69.3735787724148,3.30753403745772,8.43408636525763,4.19619007943654,-0.0804743269481195,2.02882451472836,0.195254189832847,67,933,29,42.5791666666667,998.125,42.5541666666667,0.70246655129039,0.70246655129039,0.70246655129039,562,876,475,905.450743851884,1033.21,17629.5926791288,939798.076666667,0.329168862710533,62586.076869223,0.657266461548128,87921.9240882987,0.770475791653544,24788.5998500457,1
432468,-252,838,-184,330,1695,262,38,980,58,22.4022556390977,1021.51879699248,59.2556390977444,0,1006.60132433593,0,104.390803472452,1030.41721238484,90.6517752771685,10434.8073911193,18327.8807774152,4724.27402468435,102.150904994128,135.380503682824,68.7333545280918,3.35170656992412,7.61469683461435,3.98100075153945,-0.161085107407062,1.8360071946566,-0.201199887002664,67,961,48,22.0708333333333,1008.225,60.0416666666667,0.678319410761742,0.678319410761742,0.678319410761742,582,857,446,913.721934917105,1046.72333333333,19727.2840230872,958375.67,0.463610261446553,64192.1957871638,1.02355005414973,108261.499672012,0.654391455615753,24555.2058938308,1
436625,-203,771,-165,378,1695,310,53,980,77,38.1240601503759,1016.16165413534,71.0300751879699,0,1001.63497457546,0,103.221766516112,1024.90122942418,104.14878743803,9236.01096609448,17905.3360334799,5823.59154489999,96.1041672670571,133.810821810046,76.3124599583842,3.753868909107,7.57011086363708,4.24287319806292,0.0496936111766869,1.90159094057929,0.075900581434666,58,990,87,37.2458333333333,1003.47916666667,70.15,0.62009296101557,0.62009296101557,0.62009296101557,581,924,475,909.911761916771,1051.76666666667,20558.6729964404,950439.486666667,0.39529118795004,59709.1151537022,1.01802647320768,95850.421737546,0.795922199524961,30662.5661766459,1
440781,-155,838,-233,300,1647,310,48,971,67,41.2556390977444,1013.05263157895,63.1353383458647,0,1000.43338523829,0,94.0289109275736,1020.98612952955,95.6784637264449,7166.34949638247,16197.9368421052,5187.80048233793,84.6542940221137,127.271115505857,72.0263874030756,3.24612026802662,10.4433688251184,4.46246005002851,-0.00740205265139198,2.4455381816548,-0.227484985434985,87,942,116,40.8541666666667,997.216666666667,63.5833333333333,0.644170297573819,0.644170297573819,0.644170297573819,455,809,543,905.862394453196,1036.61333333333,17201.5348494567,940228.853333333,0.539273262869057,43795.558852629,1.09724211906945,84079.4530054486,0.626577765649276,32286.0172189556,1
444937,-271,828,-184,281,1723,339,48,980,58,34.4398496240602,1020.87593984962,47.5225563909774,0,1005.73709609748,0,101.88632542334,1029.62762996676,86.1198893307804,9229.41712299618,18013.0902113775,5177.70703645907,96.0698554334094,134.212854121271,71.9562855938178,3.15231613321952,6.19324948009504,4.01176968334134,-0.0437944707066967,1.52037533177591,-0.225194396722492,67,904,87,33.8708333333333,1008.92916666667,48.9041666666667,0.735257198429489,0.735257198429489,0.735257198429489,552,895,523,912.62884459444,1041.57,18981.4110144437,955765.056666667,0.374690701508821,56175.4608586453,0.706376988194597,108337.955693345,0.814481299280997,23995.2833389479,1
449093,-300,828,-165,310,1666,281,48,971,48,30.0977443609023,1013.21052631579,48.1541353383459,0,999.069854434611,0,96.4058229920108,1021.6284288412,80.4596055191719,8419.86210810044,17193.7140019861,4170.60634132502,91.7598066045283,131.124803153279,64.5802318153552,3.81482061701028,7.20409949844526,3.99537328647244,-0.168747812269223,1.81029327857134,-0.258113785426101,97,933,48,30.1916666666667,999.7375,49.4166666666667,0.70246655129039,0.70246655129039,0.70246655129039,610,838,446,905.093814029898,1027.44333333333,18026.6910564915,939416.663333333,0.333992723155278,50754.3008811033,0.74580206490109,93267.5440634506,1.02036935758849,20882.1723144258,1
453250,-233,771,-145,349,1571,330,58,990,48,69.7894736842105,1012.08646616541,61.9661654135338,0,1002.13708251447,0,131.435967428382,1017.67955686018,105.357054925413,12451.6536246276,11395.5057029366,7287.7007376933,111.586977845211,106.749733971268,85.3680311222726,2.9609551820496,6.9123472853214,3.85442479129706,0.0679282028075041,1.52432717642835,0.850889933238597,48,933,29,70.275,1003.83333333333,58.1583333333333,0.650022421648354,0.650022421648354,0.650022421648354,582,800,475,909.854742446299,1057.20666666667,13054.0442747679,943455.186666667,0.233579587633037,91152.7383100201,0.825932336341433,60487.9767838088,0.219317513942543,47141.4269847874,1
457406,-184,771,-116,368,1742,242,48,980,48,43.0225563909774,1013.77819548872,51.9097744360902,0,1001.60778974981,0,92.3103216803073,1021.11433859348,80.8549243830732,6695.4259043836,14984.5959001277,3857.39560221308,81.8255822123106,122.411584011186,62.1079350986094,3.64520174897661,10.13573420706,3.62592746389327,0.00757154864280345,2.16819030430333,-0.123644374285094,97,961,38,43.0291666666667,1001.58333333333,52.3333333333333,0.652923966378111,0.652923966378111,0.652923966378111,552,971,358,905.237439383093,1024.83666666667,16552.5003288775,937856.776666667,0.311290257257271,41874.2966049622,0.675084493556514,70183.4948650064,0.78478743969183,23210.5884873835,1
461562,-291,828,-194,330,1542,271,48,971,48,35.3195488721804,1009.55263157895,51.3721804511278,0,995.714184274157,0,109.307956358667,1017.64392675146,82.7165874210637,10741.1390126259,16464.5425024826,4218.79303447297,103.63946648177,128.314233436835,64.9522365625155,3.48354609003648,5.71170947009653,4.79553199952155,-0.238757778594985,1.60316282278802,-0.540392726251059,77,895,38,36.025,996.833333333333,53.6958333333333,0.691884737903592,0.691884737903592,0.691884737903592,621,714,465,903.143033200183,1035.03,18796.7337699897,934891.956666667,0.254260126935727,67440.2911165646,0.586213148792891,95072.8722507928,0.538694495554486,20620.1975195895,1
465718,-223,847,-242,359,1523,252,48,985,48,37.0075187969925,1020.24812030075,43.9699248120301,0,1005.96719987831,0,104.716121802775,1028.31628571109,81.9015087947539,9632.12069797134,16590.5268832459,4792.51984678678,98.143368079414,128.804219198153,69.2280278990148,3.49887416389827,4.30713276174102,4.95242329096044,-0.065193968154684,1.25734870739275,-0.534334633429268,67,933,29,36.9791666666667,1010.11666666667,45.6541666666667,0.712813260940354,0.712813260940354,0.712813260940354,582,676,494,912.085440963819,1036.44,18039.9023678763,953262.166666667,0.487594565206328,64227.6578041238,0.432863355349538,103896.912233793,0.52733483992937,24832.2928262061,1
469875,-213,809,-213,427,1685,281,58,971,48,54.6353383458647,1013.57894736842,48.6240601503759,0,998.804220209021,0,107.259067303408,1022.14074704363,79.6107069536136,8551.63633139452,17495.1956305859,3988.56002269825,92.4750578880301,132.269405497212,63.1550474839363,4.40700905170457,6.03424854628513,4.69100130464687,0.0542701972001813,1.53417410284097,-0.145862563340527,87,933,38,54.4,1002.6,48.6666666666667,0.632267085557699,0.632267085557699,0.632267085557699,640,876,494,906.15071047758,1032.53,19195.2356489533,942184.483333333,0.390836709099748,51230.6849350017,0.829575656375142,107021.247458549,1.24832923726526,20481.0750221638,1
474031,-233,685,-194,446,1657,320,58,990,67,58.718045112782,1015.75939849624,61.6315789473684,0,1002.62368727435,0,112.244781515417,1023.29022996257,88.4997345053577,9185.61454106967,15413.6852886934,4048.97318768619,95.8416117407761,124.151863814819,63.6315423959391,4.7828751122764,7.67087692118893,4.61246194062728,0.282360255431634,1.64357627764121,-0.265381160958049,19,961,87,57.7625,1006.71666666667,62.7625,0.561752607831328,0.561752607831328,0.561752607831328,679,972,514,909.362571619605,1043.87666666667,17694.2214076326,946564.536666667,0.500906471354063,46868.3628667343,1.13654846382495,71408.5455856931,0.613616761231715,22324.3496721373,1
478187,-233,847,-155,300,1609,242,38,990,58,33.2481203007519,1023.3007518797,52.8609022556391,0,1007.35974742639,0,96.3581586418198,1032.4796562652,86.7313499702914,8210.32310966095,18941.018640942,4745.89378635267,90.6108332908431,137.626373348069,68.8904477148514,3.66215927482963,5.26263909928491,3.60588883702211,0.0877033831166162,1.41742584179673,-0.311526505418767,48,942,38,32.1583333333333,1010.95833333333,54.1333333333333,0.717899899956814,0.717899899956814,0.717899899956814,533,762,397,914.355013521793,1037.76333333333,20169.0576481089,960101.696666667,0.458542255139865,49158.893520398,0.714326156467338,112066.673076645,0.921307503609378,22606.0215276578,1
482343,-310,819,-155,349,1447,271,58,990,48,41.8421052631579,1012.88721804511,45.2518796992481,0,999.494457307448,0,103.144762859115,1020.35385281892,78.8230386915617,8921.62025819265,15238.7570435523,4181.05707192509,94.4543289542234,123.445360559044,64.661093958617,4.26794435937167,4.29849215046699,3.95206684669895,-0.459802264395438,1.18458302258096,0.0869677487966758,87,933,58,43.9416666666667,1003.45833333333,44.9333333333333,0.683791172310084,0.683791172310084,0.683791172310084,659,628,426,905.231013409435,1028.33666666667,16588.2948425938,938070.19,0.66340936946566,57487.7618836508,0.616618671539756,97998.4838084898,0.753683678175815,19729.8346935966,1
486500,-194,847,-233,281,1419,233,58,980,48,40.8796992481203,1015.7969924812,42.5789473684211,0,1004.29508091598,0,94.8938861258203,1022.32489354898,74.604067699377,7361.37415236203,13354.8642928075,3766.96166832174,85.7984507573536,115.563248019461,61.3755787616031,3.3739777333537,4.55653158982065,5.18469932076302,-0.0692042618257086,1.38840436876063,-0.515773898598489,77,971,77,40.3708333333333,1005.85833333333,43.7458333333333,0.672786036698536,0.672786036698536,0.672786036698536,475,572,466,906.858704399026,1023.95333333333,14229.9495270902,939617.34,0.362537114145287,52673.9159648342,0.998940129201521,83238.9057069776,0.903365445232499,22062.5463863407,1
490656,-203,714,-165,407,1561,271,72,980,77,72.0300751879699,1015.46240601504,74.1654135338346,0,1004.45457196388,0,128.448082019297,1021.75582511939,106.1276717297,11353.2594694283,12869.4495247553,5784.31970492268,106.551675113197,113.443596226298,76.0547152050593,3.75408825160657,7.02961938976909,3.62062817861989,0.476327333111911,1.64742977841051,-0.141122897902348,106,980,77,68.5916666666667,1005.88333333333,74.8375,0.561752607831328,0.561752607831328,0.561752607831328,610,847,436,912.511679874407,1068.59666666667,14208.6550948483,950282.303333333,0.230738331737861,79478.8688204361,1.48157860268016,62983.1812067703,0.579172753084211,35829.394420376,1
494812,-184,828,-223,398,1704,310,38,961,48,34.5300751879699,1017.57894736842,45.5714285714286,0,1000.19681345195,0,103.881384786992,1027.90335185361,88.5610107867957,9635.2387147113,21198.0786494539,5788.05714285714,98.1592518039502,145.595599691247,76.0792819554518,3.46476665833614,6.20310888734075,3.98729063759869,0.226264585826952,1.63978906601716,-0.10293841134854,97,923,38,32.9333333333333,1004.1375,45.7375,0.732819530375541,0.732819530375541,0.732819530375541,582,876,533,910.04537139447,1038.99666666667,22901.0524281269,953361.463333333,0.462219882414224,58954.1489710743,0.645670238418286,124378.442791021,0.585463267958587,29662.8442233064,1
498968,-213,809,-184,310,1676,271,38,985,38,32.0338345864662,1017.69172932331,46.3195488721804,0,1000.53880443112,0,96.7971874008837,1027.87704422519,90.090451623267,8375.01394524045,20913.3838558661,5993.32014470138,91.5151022795716,144.614604573211,77.4165366359241,2.95566409310137,7.10517368380919,3.54739019807308,-0.00751958480874769,1.7228265196664,0.0023097303831644,87,885,29,31.4916666666667,1003.1875,46.2916666666667,0.744870351186303,0.744870351186303,0.744870351186303,523,867,455,909.749503777492,1036.44666666667,21676.8155753307,952295.253333333,0.427942644183755,58032.3615144884,0.687755909746089,118500.847744364,0.674392186861778,28378.5829426126,1
503125,-310,819,-165,349,1638,242,48,980,38,38.6127819548872,1015.04135338346,34.7067669172932,0,998.762771897728,0,104.294388865711,1024.68049852632,83.976679541209,9421.79289260887,19735.3680947652,5869.58916158321,97.0659203459632,140.482625597492,76.6132440351093,4.79689650184594,6.51147941869089,3.00220550764818,-0.144022156743311,1.67640390145469,-0.303522594736568,29,933,9,38.4333333333333,1002.12083333333,35.8791666666667,0.699843324408763,0.699843324408763,0.699843324408763,659,819,407,907.577726161973,1032.58666666667,21742.880484172,946870.913333333,0.905647760426317,58445.2660591059,0.700154627315662,120650.140018186,0.547852099504858,33538.1820391833,1
507281,-194,666,-223,359,1580,252,77,1000,58,82.3759398496241,1011.46240601504,56.1240601503759,0,996.827618074823,0,134.574461597607,1019.19679233392,91.7241901990373,11367.2241736417,15765.1702794723,5283.27889062279,106.617185170317,125.559429273441,72.6861671201803,2.7000894552097,4.7815797203318,4.01379296658423,0.241351401539029,0.846068641001686,-0.101781086891323,0,914,58,81.0666666666667,1006.37083333333,56.625,0.632267085557699,0.632267085557699,0.632267085557699,553,914,475,908.743961540606,1055.46666666667,16026.1255918911,944553.333333333,0.515308520168812,78343.7854911554,1.01816981418671,80334.6428320499,0.647401816085796,28100.2146539161,1
511437,-242,819,-145,330,1533,330,58,980,48,42.9774436090226,1017.25187969925,45.3984962406015,0,1002.23652513252,0,101.675623090429,1025.69339649284,86.4232894676314,8522.91269683643,17310.6344304156,5428.36890339055,92.3196224907599,131.569884207655,73.6774653702918,3.57023140403713,4.619661415744,3.19078764817834,-0.190479204136183,1.23036154264102,0.0658424179078136,87,914,38,43.3833333333333,1006.47916666667,45.0416666666667,0.722929469099583,0.722929469099583,0.722929469099583,572,714,475,909.454368442684,1038.68333333333,17837.5338819651,948603.756666667,0.455393561736628,55145.2379918642,0.382326202645347,105456.038095209,0.727420745911043,26396.256851372,1
515593,-271,800,-184,407,1895,281,58,971,58,43.8496240601504,1012.89097744361,44.8721804511278,0,994.175208309416,0,118.057428360004,1024.66846829831,88.2866571718879,12060.1056036317,24087.893729607,5802.8364306994,109.818512117182,155.202750393178,76.1763508623208,3.88346949244577,9.78039028984683,3.61312097850581,0.00587469630986565,2.18641657923775,-0.349258462468445,87,914,9,43.5375,995.479166666667,46.3791666666667,0.715363748304303,0.715363748304303,0.715363748304303,678,1095,465,907.168001777311,1045.28333333333,26937.9344501115,950220.77,0.382239160194447,70207.3479619549,0.725313610592342,124729.474789941,0.6027806536896,25658.3974873772,1
519750,-359,828,-330,378,1761,271,58,975.5,43,46.5338345864662,1018.25187969925,40.4210526315789,0,1001.10294485021,0,113.229356697127,1028.4742312576,88.3547191211508,10695.6988509008,21001.3061285289,6195.98808341608,103.420011849259,144.918273963392,78.7145989217762,5.20957738505286,6.37830497490373,5.51138732483836,-0.315072701930322,1.67727832411522,-0.589422589026137,67,933,38,47.8625,1005.45416666667,41.9708333333333,0.705075085492617,0.705075085492617,0.705075085492617,737,933,601,911.393017178789,1041.91666666667,22725.1914186744,956169.53,0.714478294399419,61423.2234500241,0.855054026579168,120308.580172374,1.14493916950734,25867.9758893697,1
