matrix_tr1,matrix_tr2
-8.5563017878103,1
-8.54682706261835,1
-8.56932821759489,1
-8.72250370483951,1
-8.91463777182761,1
-8.52109420662455,1
-8.58488378147536,1
-8.40624655592657,1
-9.20335059853718,1
-9.55717208305853,1
-9.33542379235257,1
-9.63694376596487,1
-9.32676299064372,1
-9.22858907132195,1
-9.549731245527,1
-9.30249918810156,1
-9.1580645897476,1
-9.64262769774882,1
-9.50946431328776,1
-9.51048702943388,1
-9.43104513349988,1
-9.60662423213375,1
-9.57212071616183,1
-9.24978108476984,1
-9.64004608780283,1
-9.0840300621893,1
-9.2763209018992,1
-9.29309509765145,1
-9.0863914718893,1
-9.13990542876374,1
-9.29545970767677,1
-8.72047333420454,1
-8.96936714108338,1
-9.98663952924008,1
-9.76894522050225,1
-10.6324021736343,1
-8.67902227234975,1
-8.69811779330448,1
-9.49185252061335,1
-10.7107957460263,1
-8.52376242639664,1
-8.47797466458329,1
-9.81140635226461,1
-8.56218202386026,1
-9.89571005090156,1
-11.6380981972913,1
-9.50507177019597,1
-11.0802876731801,1
-9.53190006039898,1
-7.91924255289962,1
-9.71856138019356,1
-10.9680357993108,1
-6.84396784389673,1
-5.09863723700195,1
-7.33874787341739,1
-8.5201727769967,1
-8.4669731466073,1
-9.89887717489324,1
-9.84943838981593,1
-8.15340202680633,1
-11.0522463904902,1
-8.33549697093264,1
-9.09757084981854,1
-7.85394267916558,1
-7.34853697141494,1
-8.29497045885651,1
-9.65065422249808,1
-9.92377575814038,1
-10.6616215247001,1
-7.77315237213898,1
-8.31476327665032,1
-7.40335810964018,1
-8.19155752725618,1
-9.09612758904368,1
-7.77527355191711,1
-8.11994180159493,1
-8.76179738830902,1
-7.90223277924116,1
-9.5106868526446,1
-8.84320407008525,1
-8.77585813708492,1
-9.98102964221579,1
-9.08413017924096,1
-7.23503066835588,1
-7.22018499980129,1
-7.73118563086166,1
-6.69244727549199,1
-7.12111135505489,1
-8.67199148374033,1
-8.08245650968365,1
-8.77989456011176,1
-8.18090470568154,1
-10.5410965387963,1
-6.91210055542041,1
-9.22445406993026,1
-8.55205230449158,1
-7.73867473415189,1
-7.54661982780664,1
-8.95834659259003,1
-9.26166515938468,1
-8.93103007440254,1
-7.25092827178395,1
-9.3346277073849,1
-10.3880408004789,1
-7.74279230859665,1
-10.7910078112233,1
-6.5937386626461,1
-6.22903364740736,1
-9.61447591170187,1
-10.0193020231704,1
-9.42078133904923,1
-7.4368568872224,1
-9.47973645440828,1
-6.44510479215359,1
-9.30545335562235,1
-8.58331922005928,1
-9.62808438187827,1
-10.1625387052115,1
-11.118630563136,1
-10.2160124954466,1
-9.85852699239896,1
-8.23013834016234,1
-9.00618625931963,1
-8.31234046233143,1
-8.45228833620902,1
-9.13451298938205,1
-8.61478939947935,1
-8.55018436756626,1
-7.84548151835054,1
-8.08821912994082,1
-8.31428407609548,1
-7.78247172339832,1
-7.99168769302941,1
-8.07400815635967,1
-8.20278100172575,1
-8.04942254551941,1
-8.62925041436563,1
-7.7628588695072,1
-9.09244978716092,1
-8.90359629991863,1
-9.37291950948611,1
-9.39199340473823,1
-9.08819232001716,1
-8.26588628474499,1
-9.00533435588801,1
-8.92657918469251,1
