matrix_tr1,matrix_tr2
-202.01591791692,1
-222.97322943474,1
-228.919953748985,1
-230.157547945301,1
-225.661843439062,1
-228.217024682795,1
-217.643463241556,1
-241.266920085485,1
-223.27126060204,1
-223.282723954273,1
-228.106624129509,1
-223.161445307862,1
-237.823171592216,1
-219.270298528033,1
-259.682267679626,1
-263.686987696864,1
-240.737341607996,1
-229.896730893584,1
-238.368345874003,1
-209.73854943176,1
-232.305587965219,1
-238.925679480204,1
-235.802102025954,1
-214.182729695136,1
-218.365292547481,1
-252.924957193856,1
-229.526662206959,1
-224.25553149288,1
-232.396083990846,1
-225.768630506244,1
-205.233674520427,1
-222.886414713184,1
-223.038170927286,1
-233.767188604661,1
-236.416004478286,1
-224.693601449238,1
-222.365900065921,1
-232.563846273359,1
-213.499144612051,1
-205.757282423875,1
-214.801510289509,1
-212.779477302169,1
-203.968887909641,1
-237.588119889089,1
-219.912083719422,1
-235.260778122971,1
-242.751637677187,1
-229.46466630397,1
-202.402184335745,1
-217.487775509077,1
-217.09777439021,1
-257.229259460479,1
-296.361261704016,1
-324.867924964195,1
-252.346648123197,1
-291.366644234634,1
-279.335036599983,1
-369.615789200036,1
-305.752880649222,1
-307.334032421899,1
-316.115605835354,1
-278.381651659686,1
-357.934498257986,1
-363.607938036999,1
-213.125121688873,1
-215.062346677741,1
-171.773886582412,1
-185.165471747081,1
-233.358783550296,1
-372.0213918739,1
-430.503744175175,1
-292.109382364011,1
-285.269111452524,1
-287.011162122862,1
-322.207226408811,1
-241.193615984718,1
-213.761227007918,1
-239.957299977045,1
-250.340287643798,1
-275.07404417048,1
-253.816405614997,1
-195.786484153757,1
-230.630882156003,1
-320.582320567116,1
-297.248150100602,1
-248.859491409101,1
-377.130866210941,1
-289.044635210522,1
-240.92900262475,1
-234.946749299807,1
-223.272866861332,1
-387.290032963561,1
-418.930921979723,1
-253.168584769916,1
-280.175160243603,1
-283.14805460157,1
-206.526815658225,1
-321.154870058094,1
-301.998094447852,1
-229.183067306697,1
-278.494299141073,1
-291.752530091264,1
-227.208285893173,1
-215.160220423611,1
-278.005334426596,1
-164.62071210282,1
-202.664858421352,1
-238.356746108897,1
-241.227360154852,1
-279.332385475189,1
-174.151863193108,1
-269.295527418591,1
-226.620207867352,1
-373.476231837902,1
-340.677366140127,1
-321.438302996587,1
-372.56914115466,1
-392.44258724323,1
-335.790993893312,1
-286.315049192263,1
-316.881836813686,1
-222.693669625452,1
-179.877151068608,1
-313.502956253916,1
-241.165816974523,1
-226.657952587467,1
-315.909320882381,1
-270.693887933303,1
-225.569380607498,1
-292.605433782274,1
-166.151609137214,1
-190.597310352233,1
-246.898976615122,1
-251.447149237887,1
-197.260172397382,1
-179.499635310129,1
-183.932805412714,1
-213.505562841536,1
-194.65189874664,1
-328.330284220374,1
-196.379206811369,1
-275.806959872106,1
-278.009841227537,1
-280.785476549838,1
-227.392588042938,1
-290.162799867232,1
-293.505877544142,1
-246.175963464449,1
-281.5507101719,1
-268.731349441891,1
-245.173679600419,1
-199.551835938915,1
-157.210401160601,1
-238.633958507533,1
-222.755308599163,1
-288.553327579244,1
-343.42563882275,1
-371.322337486484,1
-328.506970516411,1
-306.995356894715,1
-247.844771742,1
-281.035064186891,1
-285.797944872506,1
-247.527818110032,1
-251.733771852317,1
-292.818778998201,1
-186.240096640892,1
-260.194318237529,1
-218.161861225646,1
-331.709477021656,1
-172.85674096456,1
-115.897830328494,1
-200.676355575726,1
-204.323081775603,1
-252.035497150214,1
-248.967599304291,1
-282.633745037857,1
-222.852840464921,1
-190.642125493411,1
-253.015423232391,1
-301.840701442405,1
-303.214814982247,1
-224.253926558499,1
-243.909619484454,1
-249.867626043906,1
-218.939550743416,1
-203.729471228772,1
-200.676469740891,1
-200.932289308834,1
-215.076925729912,1
-225.788138903527,1
-208.174193209498,1
-207.002459558332,1
-214.566272992784,1
-200.616703472419,1
-182.054080123596,1
-186.375396546551,1
-195.577458725154,1
-192.370957734499,1
-195.770528667538,1
-158.32999873319,1
-172.328732129865,1
-180.283897670475,1
-203.15842403385,1
-195.108459993405,1
-174.241173128596,1
-182.625709137245,1
-187.600494020305,1
-206.965978576218,1
-217.850048493456,1
-228.590854806422,1
-226.808534507016,1
-236.806279311973,1
-215.922507514459,1
-233.53884580714,1
-242.946332431567,1
-242.947206819337,1
-201.943962770446,1
-222.312790430604,1
-231.432343634086,1
-200.359331432882,1
-175.770922418193,1
-221.483201666673,1
-256.028455734648,1
-257.560326555868,1
-232.68640077835,1
-252.738516150893,1
-171.735529053652,1
-235.164338513559,1
-236.288021525088,1
-226.003636720336,1
-266.17753768485,1
-269.716739952043,1
-245.651714126784,1
-223.083290171339,1
-237.044183055591,1
-249.255319117348,1
-284.013817268621,1
-285.627338728863,1
-238.173925905604,1
-257.267053387043,1
-297.478616317644,1
-302.114823846928,1
-334.484287358505,1
-228.27833606798,1
-212.515832940666,1
-260.663075036055,1
-275.645552432715,1
-278.93065665359,1
-268.977345568403,1
-326.54344655482,1
-313.696979819552,1
-269.418988746751,1
-278.138461073976,1
-251.532249892292,1
-331.837642534654,1
-270.108069303395,1
-348.196224419286,1
-427.023408803424,1
-248.399047715467,1
-238.789088198518,1
-214.037308663671,1
-278.235814290885,1
-219.019012376959,1
-199.936241003801,1
-189.266040890783,1
-135.030791131363,1
-256.639977653884,1
-252.978102990488,1
-292.405165855369,1
-262.608542562756,1
-260.122282296831,1
-381.279012236346,1
-268.226305352693,1
-323.768558318385,1
-398.833325319265,1
-411.404646981995,1
-323.075692913605,1
-348.018169916984,1
-298.42189434941,1
-233.66585270321,1
-296.387659453164,1
-319.246905661559,1
-254.769257873575,1
-189.996238190086,1
-156.253211955485,1
-265.928582188899,1
-221.820360096453,1
-144.345429686392,1
-184.374002392889,1
-196.686452940994,1
-226.199214875282,1
-194.486535003433,1
-179.62796772606,1
-207.964421836913,1
-197.753220899902,1
-196.438252272659,1
-203.224080606327,1
-230.74429370881,1
-210.526830412695,1
-233.177227884023,1
-282.235094749189,1
-221.654826543045,1
-264.504367777171,1
-136.810403043218,1
-280.440836276926,1
-397.483787454587,1
-260.976338275245,1
-196.782984015743,1
-199.323608176014,1
-374.38314153922,1
-247.321457191039,1
-237.609032347931,1
-288.886397700843,1
-215.318834435322,1
-258.318842952761,1
-273.547861848809,1
-226.031850063793,1
-193.321330850636,1
-192.415689603012,1
-217.901861610379,1
-158.44125177,1
-201.839989903005,1
-222.38057473867,1
-346.272288019739,1
-311.791007852598,1
-340.984817696117,1
-285.713410231298,1
-284.315013220587,1
-349.798786789747,1
-326.559917597862,1
-203.307350161389,1
-310.61316312312,1
-351.92478427961,1
-306.937388566295,1
-235.369067656591,1
-284.212429677908,1
-207.808068400631,1
-270.655083111469,1
-181.588145874242,1
-345.107896839366,1
-339.631016192608,1
-404.274266361573,1
