matrix_tr1,matrix_tr2
1787.02845064887,1
1779.90115602051,1
1756.3326164261,1
1769.66057137706,1
1768.44293825778,1
1768.89321752841,1
1773.30370874857,1
1718.34126769279,1
1753.11665056032,1
1775.9005068122,1
1750.03490116887,1
1770.31997768267,1
1756.13991515061,1
1727.09617801568,1
1701.69150470512,1
1699.71213983257,1
1715.62772466263,1
1754.91508025818,1
1749.20846444019,1
1750.94214861686,1
1730.57094566207,1
1727.83197855747,1
1728.55052374276,1
1733.93881926621,1
1740.66454679857,1
1730.18113852098,1
1736.85696706683,1
1731.88248050431,1
1724.08543788045,1
1747.80182768612,1
1727.68456063754,1
1713.41199917465,1
1737.00028086523,1
1736.3023719888,1
1737.67984450558,1
1735.86025079991,1
1740.5943330968,1
1727.56154814907,1
1756.0135774141,1
1748.90203556965,1
1761.90780121122,1
1758.17998901517,1
1786.19015498679,1
1748.9182795582,1
1775.29678061756,1
1759.73649352762,1
1732.2747395897,1
1739.80572667962,1
1763.82601899343,1
1754.35518307526,1
1800.86938799757,1
1740.89316360344,1
1691.12640376175,1
1664.3762966584,1
1683.88044621356,1
1641.82253000378,1
1669.33940378987,1
1659.1119465312,1
1689.04644211046,1
1753.22376241839,1
1664.07313540243,1
1664.42031757513,1
1635.46767081447,1
1681.41070685531,1
1757.20110861713,1
1739.23776298102,1
1726.57354406822,1
1831.73746233738,1
1789.66830224813,1
1617.80452851713,1
1523.82767020409,1
1651.66575670102,1
1752.15555711516,1
1711.51093045146,1
1631.38217551239,1
1742.4697730294,1
1781.20545618258,1
1690.50089023051,1
1737.21362643132,1
1669.448477698,1
1723.00943618451,1
1846.05104444504,1
1844.03361894692,1
1655.25998379119,1
1659.02059207733,1
1824.34235861331,1
1696.38873089409,1
1712.06758418186,1
1680.3904004893,1
1759.86351196203,1
1714.15016500942,1
1715.68142923427,1
1710.62092645956,1
1698.55142022056,1
1691.351983784,1
1762.64285529947,1
1751.23336605124,1
1732.40851051544,1
1664.31515820586,1
1720.61556830355,1
1646.86589105949,1
1705.44389842754,1
1774.88982437652,1
1730.16487543101,1
1711.67269335256,1
1706.58590196528,1
1751.90072152286,1
1748.59507714895,1
1732.31977604895,1
1677.1746252373,1
1746.94913866887,1
1717.65993418394,1
1713.52364850213,1
1578.25157455872,1
1677.31552427859,1
1691.92273764998,1
1746.93656285167,1
1616.32462881049,1
1644.76833058025,1
1757.89346612815,1
1672.06477556194,1
1699.68233164976,1
1679.36440819989,1
1641.63913028418,1
1703.9331697804,1
1730.81933567173,1
1772.30547632439,1
1791.68437197537,1
1834.46478043523,1
1707.07363280656,1
1775.99068862623,1
1802.56115191056,1
1686.43250437155,1
1694.72490158068,1
1715.9393203434,1
1717.60361527186,1
1693.97533302711,1
1677.70567779179,1
1766.13246112345,1
1650.07196358498,1
1734.78115774959,1
1766.26171342023,1
1719.20225064876,1
1783.666099046,1
1766.59929215031,1
1724.53502676246,1
1775.16589436136,1
1699.00929782086,1
1694.24590952198,1
1760.56393465072,1
1667.71871694023,1
1738.24714686744,1
1694.05176071195,1
1729.14145587084,1
1793.73076317348,1
1622.41331088452,1
1781.90101415777,1
1749.4287990138,1
1619.43837487755,1
1632.2051725506,1
1695.85516188186,1
1679.80930955785,1
1683.56788766737,1
1780.36784751342,1
1747.36769177933,1
1640.32113680116,1
1727.5964614699,1
1732.56855773536,1
1766.77610176811,1
1587.88102189798,1
1767.92696252013,1
1768.15145357999,1
1809.31486721446,1
1778.50714686689,1
1742.55199501184,1
1713.53123535886,1
1676.18188085753,1
1646.18624112019,1
1823.13962598292,1
1747.72200248595,1
1660.94817768938,1
1670.80655096161,1
1726.20843676289,1
1730.85287611172,1
1735.19188215567,1
1749.95354765777,1
1743.85966789583,1
1725.14481568447,1
1695.60018372028,1
1662.64789211407,1
1678.23806676534,1
1740.54764090401,1
1738.83639726545,1
1721.34110439829,1
1693.21126032921,1
1719.98736758697,1
1735.36339558155,1
1738.29820866251,1
1776.31255830548,1
1803.67763366882,1
1785.0411662847,1
1777.6357376391,1
1774.22170614001,1
1760.36495723834,1
1744.80043859482,1
1730.14978292124,1
1769.30013832043,1
1769.52663225927,1
1757.45911875412,1
1763.6180100507,1
1745.07203041831,1
1757.6427815426,1
1747.1399558253,1
1755.05140974506,1
1712.88646616635,1
1735.80006954347,1
1736.71157395544,1
1750.07171798016,1
1741.29588863987,1
1777.58225078095,1
1758.69065027357,1
1771.12499712213,1
1721.93726695823,1
1695.87192326359,1
1744.65939678298,1
1720.61908139753,1
1747.06871245157,1
1763.71667793458,1
1697.69602295957,1
1769.54404661799,1
1811.82618195686,1
1771.90832525048,1
1731.99081228694,1
1749.65499953448,1
1759.69652737948,1
1748.4487495115,1
1746.00730043931,1
1754.54529591264,1
1766.69897488551,1
1754.40655293706,1
1725.93070212027,1
1641.41663866234,1
1710.4748213585,1
1736.67499931599,1
1763.47426881889,1
1762.56702568773,1
1749.65810934923,1
1738.21018243967,1
1732.09888131434,1
1771.12512450327,1
1642.75219888996,1
1642.83168991138,1
1661.00806429426,1
1711.08250519327,1
1638.67264610529,1
1568.22605209678,1
