matrix_tr1,matrix_tr2
355.722145870023,1
353.091887055205,1
355.13243392944,1
360.673599359978,1
365.931486488164,1
355.501896691802,1
364.663161084552,1
332.575622922391,1
341.913911230386,1
356.48871783786,1
331.828838760753,1
336.922994695188,1
341.765842027813,1
366.921858469596,1
337.980813281017,1
324.197132212292,1
334.363688603804,1
353.494050777851,1
348.716018624546,1
368.461943803652,1
335.255356106736,1
338.949720145954,1
338.92861778874,1
354.844924364101,1
364.595901168007,1
336.481988560753,1
349.781661725618,1
354.152899546745,1
349.972390159534,1
354.4054620989,1
373.205909360928,1
356.989084611729,1
352.226624085628,1
351.235013914917,1
344.641628408896,1
346.967604167757,1
341.658284761994,1
352.450056450184,1
368.122790173946,1
366.027431433018,1
363.482667105439,1
368.097014590078,1
372.40980220818,1
345.293044021517,1
367.050785889063,1
352.973877351456,1
339.161473005109,1
347.826192451447,1
356.159750592179,1
348.742848469345,1
383.997876396272,1
288.050780142309,1
290.575113603315,1
223.135179933238,1
286.237735953235,1
298.016384884431,1
249.305522515538,1
239.6044855318,1
270.385935464532,1
293.60082374061,1
274.805538303367,1
271.853248054351,1
193.947497383162,1
247.561256518021,1
325.33208492383,1
337.45391488943,1
327.940230531802,1
391.598481413149,1
283.911623647256,1
219.185363273233,1
165.073547767561,1
281.147669149575,1
297.77593551477,1
263.783768062552,1
223.910512509916,1
272.119368686759,1
354.463614077659,1
325.209766634287,1
304.693655964919,1
296.57243109833,1
326.272257054367,1
386.985677642683,1
270.781527666001,1
213.264233265709,1
245.074929552005,1
280.318845804898,1
223.264150428169,1
314.486557225321,1
319.292865848975,1
251.474359630888,1
296.844012957038,1
207.991934730746,1
220.182504894934,1
299.582197711012,1
332.245499782684,1
307.469697002848,1
321.874356412293,1
260.540658219238,1
289.688937455321,1
326.452399330691,1
307.79532517797,1
283.168503444405,1
316.59392666622,1
319.537438917297,1
304.097011718387,1
302.64935663198,1
294.460516409998,1
393.130226762687,1
313.889065619865,1
286.069884562577,1
313.576468260472,1
253.941024591931,1
289.501500996526,1
208.772547199472,1
259.214034471752,1
295.062402370083,1
247.747706822512,1
193.42173688529,1
270.293412248423,1
256.949816377114,1
284.495179449799,1
372.143730591227,1
406.089312410717,1
269.85015252558,1
408.193982418559,1
339.1293916216,1
222.468270742413,1
286.868027450482,1
323.012421081954,1
263.71804964082,1
402.547850250163,1
385.903151907846,1
322.685368102118,1
258.300660986661,1
391.399123221768,1
379.716503249355,1
327.570279605254,1
326.001082354184,1
275.868153631104,1
217.852212297863,1
314.001624135059,1
349.522284042041,1
329.122379449214,1
336.253031337088,1
322.668128116094,1
279.944304757205,1
262.430649843731,1
259.972031362956,1
263.54188069586,1
292.824442071902,1
339.483602208228,1
351.506617266314,1
344.575977418208,1
314.661641257146,1
390.385989527571,1
292.848567752887,1
307.28880847052,1
227.311384529681,1
236.029837096285,1
290.091362898415,1
298.638309144881,1
276.2933579404,1
266.265060740506,1
356.851713004864,1
300.300717790842,1
291.197254521877,1
355.566067726856,1
258.191687682908,1
326.592869473898,1
188.223918356509,1
303.871055538602,1
483.203328195142,1
377.452602999816,1
316.356007978149,1
310.035407847865,1
377.869684475519,1
371.517990722929,1
362.915413192006,1
435.223855382059,1
342.108351118848,1
319.435841091221,1
332.647619651163,1
373.061566505842,1
339.770298406767,1
332.142239173179,1
351.188581081382,1
365.93858141723,1
365.212549756914,1
343.605600982765,1
314.511175691778,1
328.947822853917,1
343.77963661892,1
320.708769690485,1
310.56650307642,1
348.142854697796,1
370.101024416425,1
373.241159458456,1
351.79687890351,1
340.641501824647,1
330.241886979728,1
371.640060729216,1
348.438722774889,1
356.70586984733,1
334.284272083461,1
340.415472661881,1
357.006330676186,1
357.581417450808,1
355.494781106072,1
342.372021984111,1
331.832350953465,1
331.723835186136,1
339.781873660135,1
345.645123708776,1
