A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
600000,9,800,-233,427,1171,203,262,980,-19,259.168674698795,977.957831325301,-16.0963855421687,206.492289937334,975.702427480867,0,267.920641010576,979.068727050944,62.4295265329838,4641.02592186929,2187.22851405622,3660.4027747353,68.1250755733107,46.7678149377991,60.5012625879435,4.10876363583354,8.28960901848638,5.7656012921164,-0.398992565720626,0.0467416945307501,0.142976747540201,300,980,-19,260.64,977.8,-16.64,0.796639466548829,0.796639466548829,0.796639466548829,418,371,436,505.924432922578,638.217,6370.35722720687,515058.735,0.328411036084626,13971.3222590612,1.59518402490393,6314.37173571031,0.606054568895111,10357.1871476571,1
602593,145,971,-87,223,1019,9,174,1000,-48,179.94578313253,996.385542168675,-43.1927710843374,178.747704329432,996.298062893884,0,180.545275168148,996.42907605833,49.926572590179,217.421285140562,87.2807594012413,630.847462577583,14.745212278586,9.3424172140427,25.1166769811929,2.51920773933198,3.50124616430881,1.85396603219024,0.151745984190732,-0.479601534494932,0.14295151788482,174,1000,-67,179.913333333333,996.686666666667,-43.2866666666667,0.916274699969105,0.916274699969105,0.916274699969105,78,48,96,504.895692439089,607.377,751.191980948548,511924.161,0,424.465370959857,0,118.450323926399,0,1125.877954138,1
605187,97,952,-116,184,1028,0,145,1000,-58,144.259036144578,1001.99397590361,-57.7530120481928,142.540576474704,1001.87518170859,0,145.072873254158,1002.05295593897,60.107884934718,236.896129974444,118.915115005476,279.229536327126,15.3914304070299,10.9048207232158,16.7101626660882,2.88205108988303,4.95138234117158,4.02430655578454,-0.262905193766189,-0.604648532907005,0.229870663806872,155,1000,-58,144.553333333333,1002.32,-57.9933333333333,0.91829583405449,0.91829583405449,0.91829583405449,87,76,116,505.085694878246,599.595,315.479464078047,512327.073,0,359.280234098962,0,143.640189805221,0,426.51669374441,1
607781,-58,933,-135,368,1152,155,116,1000,-87,132.487951807229,999.801204819277,-65.0722891566265,0,998.969490902658,-94.1506210052321,153.490021652836,1000.2384263957,87.9021224574818,6042.5301569916,879.760240963855,3513.54625775831,77.7337131300931,29.6607525353598,59.2751740424126,4.28866074007121,10.7953042438763,5.19518735895354,0.52237010523266,1.9193595556473,1.75278678307495,116,1000,-87,131.48,997.36,-70.46,0.894605350512295,0.894605350512295,0.894605350512295,426,219,290,505.629252755629,607.8,7767.65441095468,513817.914,0.143529634649321,16971.4008399065,0,2625.23161331631,0.0676308425219869,8545.58541743132,1
610375,-87,857,-233,349,1438,145,145,980,-9,142.530120481928,1008.81927710843,-12.6144578313253,0,1001.31639576829,0,168.344955660648,1013.14849825584,83.2319302723869,8073.82635998539,8806.59744432275,6809.45045637094,89.8544732330305,93.8434731045412,82.5193944256193,3.03569802784083,7.2570652575317,1.95139554818783,-0.27787470168229,1.9038430238075,-0.156136127231867,174,980,48,143.62,999.206666666667,-11.4866666666667,0.739250631761885,0.739250631761885,0.739250631761885,436,581,378,510.961764223327,613.26,10312.4888792828,528745.254,0.265329492256614,25385.6531377918,0.369553990557561,27567.4166222848,0.354047477016023,18765.5589068148,1
612968,106,923,-165,310,1076,87,165,1000,-19,173.10843373494,996.789156626506,-23.7530120481928,165.798464848264,996.211677806329,0,177.199261604706,997.075932746674,68.1549881493538,1441.73362541074,575.258305951077,4105.62953632713,37.9701675715388,23.9845430632121,64.075186588313,4.76383163346278,4.13192875958697,1.75517765493362,1.0649608614974,-0.203256627676612,-0.0925425515911269,155,1000,-97,170.453333333333,997.053333333333,-23.3,0.703064979682115,0.703064979682115,0.703064979682115,204,153,252,505.315687561832,611.196,4393.74321834825,513042.138,0,3628.95210599938,0,1654.76743080988,0.0311906213009355,7188.33356356236,1
615562,-19,895,-87,271,1219,135,194,990,29,169.006024096386,996.777108433735,23.1987951807229,155.48960542679,995.199969886941,0,179.865528753385,997.61676551839,53.6882455556463,3811.53329682366,1684.7560788609,2358.45115005476,61.737616546346,41.0457802808145,48.5638873037854,3.41332204031435,11.1762044243814,2.30943215235689,-1.01573274645235,1.84884944138869,-0.537651927967495,213,990,58,173.093333333333,994.26,24.62,0.495173478702068,0.495173478702068,0.495173478702068,290,324,222,505.099320460782,604.587,4196.18575785714,513175.677,0.264594062863955,11082.9139050613,0.686093436768035,5068.57110794024,0.201437277615199,6009.68372888435,1
618156,-77,847,-213,436,1457,116,145,971,0,148.253012048193,1007.30722891566,6.06024096385542,0,997.376915671749,0,177.60013296424,1013.28045630641,60.983900699925,9620.80832420592,12142.5777656079,3704.6266520628,98.0857192674139,110.193365342964,60.865644267212,2.74808907420033,7.45842015960208,3.02212721767585,0.213107706260981,2.09454391319066,-0.451983588090004,126,952,48,146.64,993.86,8,0.715455665736394,0.715455665736394,0.715455665736394,513,610,329,510.000852509027,602.559,15251.7518349875,528875.067,0.421206340952096,30659.0379350849,0.757049577279415,38707.7541246087,0.718901798800805,10459.0860869694,1
620750,-77,790,-174,466,1590,126,135,952,9,151.307228915663,997.560240963855,5.81325301204819,0,982.726127609904,0,184.842899756419,1006.64989846137,71.1006837443611,11341.3414019715,18327.9933187295,5051.94673238408,106.495734196124,135.380919330345,71.0770478592357,3.31458901784922,7.55362271399129,2.30101509433597,0.499544388313077,1.99206326121443,-0.399920322733805,97,933,58,148.22,983.32,8.24666666666667,0.694616592649001,0.694616592649001,0.694616592649001,543,800,300,506.095128893684,604.485,21153.7132731872,524177.979,0.484488738662035,35422.6139162037,0.543705562866194,58665.9256549256,0.882592374854968,14887.8764144759,1
623343,-77,828,-203,495,1476,126,155,952,0,178.475903614458,1010.39156626506,-3.80120481927711,0,994.63619357215,0,213.334611881209,1019.36087051512,70.2152027611911,13740.7842643301,18315.8033223804,4945.51781672143,117.22109138005,135.335890739968,70.3243756937908,2.6772487389709,3.70893786899903,2.50427940402856,0.268631870822269,1.22110752042776,-0.369723385143006,126,952,87,176.86,1000.94666666667,-1.43333333333333,0.719511902066881,0.719511902066881,0.719511902066881,572,648,329,514.97389439604,623.319,22002.3614857172,542590.131,0.663393840079332,44161.9647374948,0.479164407671885,58551.3974009973,0.583316247553783,13162.4793010169,1
