B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
740000,-80,1039,138,145,981,-20,-9,1019,-87,1
740031,-90,1029,108,163,972,-50,0,1009,-77,1
740062,-70,1039,128,145,990,-30,29,990,-77,1
740093,-80,1039,108,136,972,-50,0,1019,-77,1
740125,-90,1029,108,154,972,-70,-9,1009,-87,1
740156,-60,1029,118,145,981,-40,0,1009,-67,1
740187,-70,1029,128,136,981,-50,0,1009,-67,1
740218,-70,1019,118,136,981,-30,0,1019,-67,1
740250,-80,1049,118,145,972,-30,0,1019,-67,1
740281,-70,1039,108,145,981,-40,0,1019,-77,1
740312,-60,1019,108,154,962,-50,9,1019,-67,1
740343,-70,1039,108,136,981,-60,0,1019,-87,1
740375,-70,1029,108,136,972,-50,0,1028,-67,1
740406,-90,1039,128,145,981,-40,0,1019,-87,1
740437,-70,1019,118,145,972,-50,9,990,-77,1
740468,-60,1029,128,136,962,-50,0,1009,-77,1
740500,-90,1039,118,127,990,-60,9,1019,-67,1
740531,-90,1039,128,145,972,-50,0,1009,-87,1
740562,-70,1009,118,163,972,-40,0,1038,-97,1
740593,-80,1019,118,127,981,-50,-9,1019,-67,1
740625,-60,1029,118,136,981,-40,-9,1019,-77,1
740656,-70,1039,128,136,972,-40,0,1019,-48,1
740687,-70,1019,108,136,972,-20,-19,1009,-77,1
740718,-80,1039,128,154,962,-30,0,1009,-58,1
740750,-80,1029,108,118,981,-60,-9,1019,-67,1
740781,-80,1049,118,136,972,-40,9,1019,-67,1
740812,-80,1029,118,136,962,-40,-9,1009,-48,1
740843,-80,1029,128,136,981,-50,9,1019,-77,1
740875,-60,1019,118,145,972,-50,-9,1038,-97,1
740906,-80,1029,138,154,962,-50,0,1009,-77,1
740937,-80,1039,128,136,972,-30,19,1000,-87,1
740968,-80,1039,118,145,962,-20,-9,1028,-77,1
741000,-80,1029,118,127,972,-50,0,1009,-67,1
741031,-70,1039,108,136,981,-40,9,1000,-77,1
741062,-80,1029,118,154,972,-60,-9,1009,-58,1
741093,-80,1029,108,127,972,-50,0,1028,-97,1
741125,-70,1029,128,145,990,-60,9,1009,-67,1
741156,-60,1039,99,136,972,-40,-9,1009,-77,1
741187,-70,1019,99,145,962,-50,-9,1019,-87,1
741218,-80,1058,108,145,981,-30,0,1009,-67,1
741250,-70,1029,108,136,981,-40,-9,1009,-58,1
741281,-70,1049,99,145,981,-80,9,1019,-87,1
741312,-80,1039,108,145,972,-40,-19,1009,-77,1
741343,-80,1039,108,145,981,-70,19,980,-58,1
741375,-70,1039,128,145,981,-60,-9,1009,-67,1
741406,-70,1019,128,127,981,-50,0,1019,-77,1
741437,-70,1039,108,145,981,-20,0,1009,-67,1
741468,-70,1039,128,145,990,-60,0,1019,-87,1
741500,-101,1029,108,136,972,-50,0,1009,-87,1
741531,-70,1058,99,145,990,-70,-9,1019,-87,1
741562,-80,1029,128,136,972,-40,0,1019,-77,1
741593,-70,1039,99,154,962,-40,0,1000,-77,1
741625,-70,1039,108,145,981,-50,0,1019,-87,1
741656,-80,1039,108,145,981,-60,0,1028,-97,1
741687,-60,1019,108,154,981,-50,0,1009,-67,1
741718,-60,1049,108,145,972,-50,19,1019,-97,1
741750,-80,1049,108,136,962,-40,9,1009,-87,1
741781,-80,1039,99,145,981,-70,9,1009,-77,1
741812,-70,1039,99,136,972,-50,9,1019,-87,1
741843,-60,1009,108,163,972,-50,0,1019,-97,1
741875,-60,1039,108,136,981,-60,9,1009,-87,1
741906,-70,1039,128,145,972,-60,-9,1019,-87,1
741937,-70,1029,118,145,981,-60,9,1019,-87,1
741968,-60,1029,118,145,981,-50,-9,1009,-87,1
742000,-80,1029,108,154,962,-50,-9,1009,-77,1
742031,-70,1029,108,136,972,-50,9,1019,-67,1
742062,-70,1029,118,136,972,-40,0,1009,-87,1
742093,-80,1029,118,163,953,-50,-9,1019,-87,1
742125,-70,1019,128,145,981,-50,0,1009,-58,1
742156,-70,1039,108,145,972,-70,9,1009,-87,1
742187,-80,1049,108,136,990,-50,9,1019,-77,1
742218,-90,1039,118,154,990,-70,0,1009,-77,1
742250,-80,1019,99,154,981,-50,0,1009,-67,1
742281,-80,1029,108,136,981,-50,0,1019,-87,1
742312,-60,1029,118,154,981,-60,19,1000,-77,1
742343,-80,1039,108,145,972,-40,0,1000,-97,1
742375,-80,1049,108,163,962,-60,-9,1028,-67,1
742406,-50,1029,128,154,962,-60,-9,1019,-67,1
742437,-60,1049,99,154,972,-30,0,1019,-67,1
742468,-80,1039,108,154,972,-60,9,1028,-97,1
742500,-50,1029,108,145,972,-40,0,1009,-77,1
742531,-70,1039,138,145,972,-40,9,1019,-58,1
742562,-50,1019,118,145,981,-70,0,1028,-97,1
742593,-90,1039,79,209,972,-80,0,1009,-67,1
742625,-70,1029,108,263,953,-90,0,1019,-67,1
742656,-40,1029,108,190,962,-20,19,1009,-58,1
742687,-121,1029,69,81,972,-70,77,980,-67,1
742718,-70,1029,99,90,981,-30,97,1019,-67,1
742750,-20,1019,128,172,972,-50,48,1038,-67,1
742781,-60,1009,118,290,944,0,9,1028,-106,1
742812,-60,1049,99,145,962,-60,29,1000,-106,1
742843,-101,1019,89,127,962,-30,0,1009,-67,1
742875,-101,1049,108,163,981,-50,0,1019,-77,1
742906,-80,1039,89,145,1000,-90,0,1038,-87,1
742937,-80,1039,118,154,981,-80,-9,1028,-77,1
742968,-90,1029,108,154,953,-50,-9,990,-97,1
743000,-90,1039,108,145,962,-40,0,1019,-67,1
743031,-101,1039,118,154,972,-40,0,1019,-58,1
743062,-90,1019,89,127,981,-40,19,1019,-77,1
743093,-111,1039,118,100,981,-40,19,1019,-77,1
743125,-90,1039,128,145,981,-30,-9,1019,-67,1
743156,-90,1039,118,154,972,-50,9,1000,-67,1
743187,-101,1039,118,163,990,-50,9,1019,-87,1
743218,-121,1029,118,136,981,-10,0,1028,-48,1
743250,-111,1029,108,136,972,-10,9,1000,-58,1
743281,-90,1029,118,127,981,0,-19,1028,-58,1
743312,-131,1029,128,127,972,-20,-19,1019,-67,1
743343,-111,1019,128,136,972,-20,-9,1009,-67,1
743375,-111,1019,118,127,972,-20,-9,1019,-87,1
743406,-111,1049,158,136,962,0,-9,1019,-48,1
743437,-101,1039,148,127,990,-10,9,1019,-58,1
743468,-111,990,158,127,972,0,0,1019,-77,1
