TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,ENTROPYX,ENTROPYY,ENTROPYZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FIX,SLFX,FIY,SLFY,FIZ,SLFZ,FREEZE
670000,-135,971,-116,-87,1038,-58,-116,1009,-87,-113.334763948498,1006.12017167382,-89.7210300429185,-112.508954752542,1006.00228483689,-87.7629066475745,113.748178309235,1006.17898304563,90.636258365359,94.2840017759361,118.856186177298,165.779598934438,9.70999494211692,10.902118426127,12.8755426656292,2.73701649000362,3.33463087019182,2.80614866372262,-0.186456846743415,-0.17957920171458,0.148843556555484,-116,1009,-87,-113.210526315789,1006.24401913876,-89.7799043062201,0.91829583405449,0.91829583405449,0.91829583405449,48,67,58,789.53666310793,939.126666666667,193.619402707252,802723.62,0,219.296453113045,0,248.411528792394,0,331.201681613287,1
673640,-155,980,-126,-87,1028,-67,-116,1009,-97,-117.31330472103,1005.69957081545,-93.9570815450644,-116.395486607722,1005.59856686462,-92.4185926503809,117.766591005605,1005.74989851807,94.6878766865976,107.017796359331,101.667973952938,138.455046618322,10.3449406165203,10.0830538009543,11.766692254764,3.26792595998998,3.3469356834567,3.21020091256343,-0.0744361661218235,-0.319912990465777,0.0971600060584704,-116,1009,-97,-117.320574162679,1005.96650717703,-94,0.91829583405449,0.91829583405449,0.91829583405449,68,48,59,789.856296341396,945.18,169.846108612648,803358.853333333,0,344.201062889608,0,212.291387123159,0,263.521497557148,1
677281,-145,971,-126,-87,1028,-48,-116,1009,-97,-118.210300429185,1006.32618025751,-91.6695278969957,-117.246200578983,1006.22883886471,-89.5383576885575,118.663570308899,1006.37461774661,92.6400343569951,107.830583099008,97.9103892259878,179.6446277934,10.3841505718575,9.89496787392399,13.4031573815053,3.12615495862421,3.08121816887339,2.87891127171113,0.482851175204403,-0.467416817174535,0.278194803760723,-116,1009,-97,-118.55980861244,1006.77511961722,-91.8181818181818,0.91829583405449,0.91829583405449,0.91829583405449,58,57,78,790.274373068622,944.586666666667,194.643353756577,804201.9,0,304.085666468066,0,167.770868032634,0,337.876020590651,1
680921,-359,923,-135,-67,1114,9,-116,1000,-87,-126.931330472103,1005.12017167382,-87.8712446351931,-119.736816794486,1004.62324176029,-81.731920355099,133.017811579596,1005.37429879955,90.1066130577451,1588.99526417049,513.123427556608,399.560936806275,39.8622034535284,22.6522278718145,19.98902040637,14.950163483731,9.9007146447388,7.06107892987653,-3.12935337222492,1.18522998062137,1.29281956248839,-116,1000,-97,-121.334928229665,1004.21052631579,-89.1435406698565,0.919719810367747,0.919719810367747,0.919719810367747,292,191,144,790.523786037566,947.533333333333,1676.74677073664,805085.226666667,0.387581026871532,8508.53924663533,0,2327.11589309978,0,1804.37220200876,1
684562,-699,438,-524,708,1561,203,-174,980,-126,-157.854077253219,988.733905579399,-134.798283261803,0,937.987429443573,0,275.310967372106,1012.27982823119,179.687950783163,51097.5217182181,47318.7995782152,14178.0324108332,226.047609406112,217.528847692013,119.071543245367,3.5610240022642,2.92919802770827,3.57702204663241,0.187936863400014,0.176755682161149,-0.0982531676684547,58,952,-106,-160,986.631578947368,-134.755980861244,0.991228913931627,0.991228913931627,0.991228913931627,1407,1123,727,810.99783672223,1050.61666666667,65606.1504076972,879803.603333333,0.712347573417628,268998.773445617,3.6626855028615,254974.434662101,4.26301485100175,47774.6174667452,1
688203,-961,323,-902,669,1628,466,-194,971,-126,-177.06008583691,984.407725321888,-132.74678111588,0,918.617110312449,0,329.42558278354,1011.88509967072,208.825429691494,77503.5739603375,55089.3201124759,26098.3623279562,278.394637089757,234.711141858404,161.549875666793,3.14245202318876,3.09507403877784,8.01059026824664,-0.0210437244480599,-0.0362242054639452,-0.502903601977051,-281,866,-126,-177.22966507177,986.038277511962,-132.33971291866,0.99797792794744,0.99797792794744,0.99797792794744,1630,1305,1368,823.907942283387,1094.71333333333,92687.7740084306,913391.633333333,2.12908105621469,407072.237891024,7.05295669414259,249084.448096827,5.28010898601516,56800.4918705604,2
691843,-825,485,-436,271,1466,165,-106,1000,-116,-119.678111587983,1003.40772532189,-124.214592274678,0,993.234312862879,0,165.059684874337,1008.07490013979,137.753153613528,12977.546803315,9428.40631937253,3561.95375166493,113.919036176203,97.0999810472306,59.6821057911409,10.6142362607375,11.3427952682892,12.9958528102202,-0.964670880856341,0.337859298182543,-1.24650260591921,-97,1000,-116,-118.741626794258,1000.79425837321,-121.138755980861,0.947739261069466,0.947739261069466,0.947739261069466,1096,981,601,796.742557054503,984.063333333333,14637.1594069887,825158.343333333,2.00072814376401,67108.0534162077,1.66677174356968,39744.9670357488,3.04690410672803,7760.47160354227,2
695484,-174,914,-213,-19,1123,-77,-106,1000,-126,-105.489270386266,1000.61373390558,-129.935622317597,-98.6938707467363,1000.1628317019,-126.989104088547,107.811928918684,1000.84349190019,131.357439165181,497.561306792955,461.832914015097,373.11221696019,22.3060822824842,21.4902981369523,19.3161128843303,4.31557022408324,12.4983368415282,4.1317788188453,0.25846379039982,1.11048246567631,-0.216325949811503,-106,1009,-126,-105.684210526316,1000.43062200957,-129.794258373206,0.91829583405449,0.91829583405449,0.91829583405449,155,209,136,788.273515640619,959.99,607.939588141284,800406.17,0,2452.06725173235,0,2088.38307433448,0,1153.00404925019,1
699125,-689,714,-524,242,1485,19,-106,1000,-145,-119.454935622318,991.669527896996,-158.776824034335,0,978.983164475697,0,162.846711671271,998.415609660493,172.369612350329,12302.3697276898,13483.1446277934,4520.60515021459,110.91604810707,116.116943758409,67.2354456385513,8.26552989028556,6.80049873550315,8.17989109576583,-0.448575435284481,1.07313783492173,-1.4927860972445,-106,1000,-135,-119.014354066986,984.808612440191,-154.837320574163,0.947739261069466,0.947739261069466,0.947739261069466,931,771,543,792.011006945333,1002.65666666667,16655.5075360972,817879.756666667,1.72389131648263,62148.6102378942,3.09268316928652,68879.3435174013,0.924560584299759,19934.5604694426,1
702765,-844,552,-669,213,1533,77,-116,1000,-126,-141.93991416309,996.283261802575,-139.12017167382,0,987.591475774199,0,185.603134685679,1000.35356410565,156.354678240612,14363.2291327512,8161.94527896995,5114.31308272902,119.846690120133,90.3434849835336,71.5144256967014,11.1386146874143,13.5986498446113,16.2871822988228,-1.89518640000549,0.478138978020791,-2.00277793270081,-106,1000,-126,-133.593301435407,995.047846889952,-135.856459330144,0.938275542279411,0.938275542279411,0.938275542279411,1057,981,746,795.91831234566,999.856666666667,14728.6795356982,822957.99,1.91920812285422,70731.3777861905,5.69979322955197,31795.3367109207,0.966251318550343,15946.5113175941,1
706406,-126,971,-135,-38,1047,-58,-77,1009,-97,-78.793991416309,1009.04721030043,-96.4034334763949,-74.9572663502942,1008.89845147799,-94.0683523231054,80.5801656124431,1009.12154888754,97.5066851455256,285.897032706823,150.674485718514,214.853781263875,16.9084899593909,12.2749535933345,14.6578914330771,2.80904535620374,3.57618020607544,3.10697394749222,-0.150090854724584,-0.0109908938131018,-0.0112032937050049,-67,1009,-97,-78.6650717703349,1009.00956937799,-96.3875598086124,0.91829583405449,0.91829583405449,0.91829583405449,88,76,77,789.826053848022,919.763333333333,319.892172113284,803327.316666667,0,1509.22045155967,0,384.063277135647,0,656.761556486372,1
710046,-155,961,-174,-29,1038,-87,-97,1000,-135,-95.931330472103,1002.23605150215,-129.171673819742,-90.8360811950495,1002.06353451658,-127.178397380992,98.1202293064057,1002.32216857343,130.149550822887,426.590091756696,173.370763652509,254.677297617285,20.6540575131545,13.1670332137695,15.9586120203884,3.17245747306195,3.05933164244544,2.80941404633476,0.0117562719292598,-0.0948090885604157,-0.0992173360564604,-97,1000,-135,-95.866028708134,1002.24880382775,-128.985645933014,0.91829583405449,0.91829583405449,0.91829583405449,126,77,87,788.63468830478,953.233333333333,486.072367256222,800911.26,0,2316.14972366014,0,522.678279585084,0,796.702814077385,1
713687,-320,704,-262,233,1161,48,-87,1009,-116,-90.0085836909871,1002.07725321888,-120.223175965665,0,1000.1303577927,0,107.113232773515,1002.91469219886,127.215305311819,3386.23268462336,1686.29573035371,1737.57928814563,58.1913454443473,41.0645312934863,41.6842810678754,13.847169300006,24.0170016132837,6.7994206935437,0.14078714825615,-2.72570030551636,-0.187125168561289,-77,1009,-97,-87.3205741626794,1003.60765550239,-119.349282296651,0.929317937249798,0.929317937249798,0.929317937249798,553,457,310,788.98567690135,946.2,4188.91846993848,802681.006666667,0.937585440704538,14839.9110028682,6.38511501102134,6362.15787975803,0.481154825334809,7042.59985684924,1
717328,-106,971,-145,-48,1047,-58,-77,1009,-106,-79.0643776824034,1008.49356223176,-103.609442060086,-77.5885734454518,1008.37300780451,-101.680759212814,79.759940249912,1008.55407271825,104.53450874861,110.948423856741,122.578622169602,193.376979428741,10.5332057730181,11.0715230284547,13.9060051570802,2.85101880982355,3.5508209458719,3.15567860514936,0.127300870350388,0.382358933062222,-0.0564119791825158,-77,1000,-97,-79.2966507177033,1008.24401913876,-103.631578947368,0.91829583405449,0.91829583405449,0.91829583405449,58,76,87,789.889455342039,925.14,205.690447888987,803438.7,0,306.363969253688,0,266.891876978378,0,335.126865812967,1
720968,-106,980,-126,-58,1028,-67,-77,1009,-97,-77.3519313304721,1009.37768240343,-96.9442060085837,-76.1152759032974,1009.29162255256,-95.5244061604701,77.9572624195366,1009.42058551178,97.6236532936738,94.4187139262985,86.9860515021462,132.768425336688,9.71692924366019,9.3266313051469,11.5225181855655,2.64416880089155,3.4616540783549,2.80260364116844,-0.0663133741909969,-0.295293479355423,0.115082229264458,-77,1009,-97,-77.2918660287081,1009.56459330144,-96.9952153110048,0.91829583405449,0.91829583405449,0.91829583405449,48,48,59,789.929951085307,919.32,138.618456579891,803490.893333333,0,257.113455052573,0,163.650120853598,0,238.621214643737,1
724609,-106,980,-135,-48,1028,-77,-77,1009,-106,-81.5836909871245,1005.74248927039,-109.210300429185,-79.9479801913997,1005.61626823447,-107.900405171092,82.3763737535812,1005.80549148197,109.834874110254,130.528525973065,127.278229983721,137.39954861625,11.4249081384957,11.2817653753179,11.7217553555877,2.6984280125178,2.59147730309147,2.8796970278124,-0.0713448583503478,-0.132833353707558,0.196681190477302,-77,1000,-106,-81.4976076555024,1005.88516746411,-109.44976076555,0.91829583405449,0.91829583405449,0.91829583405449,58,48,58,788.368820289769,929.31,156.617004680773,800350.536666667,0,413.596151174026,0,213.794938706376,0,282.858611593965,1
