F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149
740000,-0.99081,9.89829,0.87309,1.15758,9.26064,-0.7848,-0.18639,9.6138,-0.95157,-0.5886,10.37898,1.35378,1.59903,9.7119,-0.1962,0.28449,10.18278,-0.47088,-0.6867,10.09449,1.10853,1.42245,9.53532,-0.4905,0,9.99639,-0.75537,-0.72977203125,10.130281171875,1.12278515625,1.4086546875,9.5601515625,-0.465975,0.00505828125,9.947953125,-0.761424609375,-0.719669059441055,10.1293287669459,1.11355323853524,1.40358304049797,9.55925424334514,-0.429904707560627,0,9.94710777693436,-0.745340912891445,0.734830760129714,10.1307568646863,1.12747802813403,1.41113565896353,9.56059847859603,0.480902669791404,0.0801858742625533,9.94837346101565,0.76892182008062,0.00746736724466044,0.00971392014428515,0.0106433479858022,0.00705090457470471,0.00861265734714572,0.0142459738582677,0.00645461490095965,0.00842899416023625,0.0115636708124446,0.0864139296911119,0.0985592215081123,0.103166603054487,0.0839696646099335,0.0928044037055662,0.119356499019818,0.0803406180021018,0.0918095537525167,0.107534509867505,3.13264022658047,3.02305298061383,2.56249690761373,2.92015970427238,2.93241479641913,2.8103214124038,3.502899540153,5.23862530151273,2.63893074931928,-0.265378217563653,-0.0885447355401984,0.339098581905515,-0.23582622685706,-0.382059999225207,0.0921695581763136,0.28080678619225,-0.563072180768683,0.192507769289651,-0.7848,10.19259,1.05948,1.42245,9.53532,-0.4905,0,9.99639,-0.75537,-0.727293103448276,10.1300089655172,1.11952396551724,1.41027206896552,9.56246663793103,-0.466820689655173,0.00304448275862069,9.95055362068965,-0.763234913793102,0.40221,0.480690000000001,0.48069,0.44145,0.45126,0.5886,0.47088,0.568980000000002,0.48069,0.90322921859007,0.855158730808716,0.881893995498756,11.982838359375,11.43478125,10.765938515625,0.0119917107870967,0.0163485544092784,0.0131687281277192,13368.7574529723,11984.3346553272,12744.6790476375,-92.67507,1286.53245,142.46082,178.88535,1214.07579,-59.30145,0.64746,1263.39066,-96.751125,-5968.212705,81663.13899,9164.25675,11360.190915,77093.322165,-3619.374975,17.68743,80260.11279,-6034.5258525,1
742000,-1.57941,9.7119,0.67689,0.44145,9.26064,-0.99081,-0.28449,9.6138,-1.03986,-0.1962,10.37898,1.74618,2.8449,9.81,0.4905,0.95157,10.27107,-0.37278,-0.8829,10.09449,1.15758,1.33416,9.53532,-0.34335,0,9.99639,-0.75537,-0.93731484375,10.101617578125,1.2026446875,1.396468828125,9.560994609375,-0.272917265625,0.025827890625,9.94588382812501,-0.719808749999999,-0.795875977418031,10.1002474987788,1.16400683738778,1.3333326525511,9.55987493729948,0,0,9.94466525308616,-0.690983445327149,0.989098145258157,10.1022992211685,1.2218822895748,1.42972310080019,9.56155221508136,0.41800648428826,0.194086750060943,9.94649053013529,0.733410273518939,0.100541505148007,0.0138802991744032,0.0470093457180118,0.0947229803206633,0.0107468006092951,0.101034922361756,0.0372939455648068,0.0121637729891671,0.0199216304645669,0.317082804875961,0.117814681489207,0.216816387106722,0.307770986807826,0.103666776786467,0.317859909963109,0.193116404183608,0.110289496277602,0.141144006123416,2.38879896063944,3.42101881177289,2.89818121910291,9.5898870317508,3.0351469972569,2.30952222875382,11.8547503062467,4.04155074016442,2.57993006870583,-0.0394442235689836,-0.39736401356947,0.388135193391214,1.70286498230109,-0.345465740567342,0.247692102646952,2.50298798448658,-0.349053823574664,-0.0876573287866503,-0.6867,10.09449,1.15758,1.42245,9.62361,-0.4905,0,9.99639,-0.75537,-0.938208103448277,10.1054839655172,1.20087931034483,1.3714549137931,9.56322775862069,-0.274003448275862,0.00312905172413793,9.9483548275862,-0.719259051724136,1.38321,0.66708,1.06929,2.40345,0.54936,1.48131,1.23606,0.65727,0.66708,0.903027774794584,0.854423828874664,0.881456442097561,12.241577109375,11.308554140625,10.7772046875,0.122206250179205,0.144371924387162,0.0377988852715969,13379.5534111425,11986.1911459323,12737.0539727262,-118.794195,1282.96161,152.68284,177.457995,1214.32104,-34.88436,3.44331,1263.17484,-91.4292,-6350.1920325,81690.76395,9049.69557,11855.7651375,76982.312205,-3368.857005,479.39508,80201.5912350001,-6035.86737,1
744000,-2.57022,9.6138,-0.87309,0.17658,9.34893,-1.08891,-0.65727,9.6138,-1.42245,0.4905,10.67328,2.32497,1.51074,9.81,0.99081,0.37278,10.18278,0.08829,-1.48131,9.99639,1.30473,1.06929,9.62361,0.0981,-0.08829,9.89829,-0.75537,-1.3657359375,10.03241109375,1.264646953125,1.062162421875,9.61839843750001,0.0843046875000001,-0.0954175781250001,9.94596046875,-0.681871640625,-1.44781165625753,10.0296345976474,1.12324297330363,0.971608182128421,9.61747830219759,0,0,9.94460015913865,0,1.46205361196749,10.0338098635815,1.40240573266335,1.08732390291809,9.61885671675669,0.55590255468163,0.253959601953182,9.94664038405116,0.741015782886383,0.274510728353445,0.0282890325735975,0.370302914478045,0.0545101197240096,0.00888545259124016,0.304297695714862,0.0558271145413324,0.013631781996629,0.0848180975854761,0.523937714192675,0.168193437962358,0.608525196255706,0.233474023660041,0.0942626786763466,0.551631847988187,0.236277621753166,0.116755222566826,0.29123546759534,5.62911709843878,4.71860877516528,4.87468494965512,4.67745081144609,3.22274516143096,1.74861250647987,2.18660303252533,2.8295468902033,2.88351955591429,1.15565281617617,0.514799681112715,-1.08254530387658,-0.895712954727083,-0.375374791631147,-0.0732957161911214,-0.0297135046378834,-0.00571274554537613,0.365646433247296,-1.77561,9.99639,0.77499,0.981,9.62361,-0.4905,-0.18639,9.89829,-0.75537,-1.39944724137931,10.0292027586207,1.30887387931035,1.07411043103448,9.61938155172414,0.0913344827586206,-0.0937869827586207,9.94666344827586,-0.684585775862069,3.06072,1.05948,3.19806,1.33416,0.461070000000001,2.07972,1.03005,0.568980000000002,1.51074,0.901933802047573,0.855394696846984,0.881264345220209,12.738821484375,11.174586328125,10.841889375,0.626259178259967,0.304921097783584,0.121216750053603,13412.0554216677,12033.7542985797,12742.3046143422,-173.681145,1274.05413,160.761375,134.79921,1221.66873,10.84005,-12.2625,1263.091455,-86.5242,-12430.4545575,80511.361605,12197.8398375,8732.90124,77598.821655,2673.347625,-1547.728605,80305.9181325,-4924.713195,1
746000,-0.99081,9.81,0.38259,0.79461,9.34893,-0.8829,-0.18639,9.6138,-1.03986,-0.5886,10.37898,1.15758,1.51074,9.81,-0.1962,0.28449,10.18278,-0.47088,-0.6867,10.19259,0.77499,1.24587,9.62361,-0.5886,0.08829,9.99639,-0.75537,-0.744640312500001,10.146605625,0.824269921875001,1.205480390625,9.584599921875,-0.58323515625,0.078556640625,9.940825546875,-0.733374140624999,-0.732021982945214,10.1456625198212,0.804096029354257,1.19291326031101,9.58378121170299,-0.552168775193257,0,9.93980727769654,-0.711847085135982,0.751174967481154,10.14707500729,0.833529400224301,1.21112380136016,9.58500871596324,0.596277853712617,0.124375243639837,9.94133206245989,0.74374817215059,0.0098516024140748,0.00960049818070861,0.015471225882671,0.0137452750006336,0.00789812680078127,0.0155051654472195,0.00937126847917694,0.0101499189319821,0.0154443726008305,0.0992552387235797,0.0979821319461289,0.124383382662923,0.117240244799444,0.0888714059795459,0.124519739187084,0.0968053122466786,0.100746806063428,0.124275390165674,3.03203821604914,3.57313286236994,3.61630887008583,4.43533274089565,2.96356839984787,3.51145840620628,3.37056960606103,3.19242378525627,2.54572496221054,-0.52672883744888,-0.453095566972567,0.00258837382907445,-0.718621217330736,-0.12807318927244,0.0131772917003148,-0.113531071337583,-0.48717354235153,-0.0940687049165519,-0.6867,10.19259,0.77499,1.24587,9.62361,-0.5886,0.08829,9.99639,-0.75537,-0.739978448275862,10.1503055172414,0.823109741379312,1.21085844827586,9.58546939655172,-0.583525862068965,0.0790719827586207,9.94522577586207,-0.733212931034481,0.40221,0.56898,0.77499,0.71613,0.461070000000001,0.6867,0.47088,0.568980000000002,0.56898,0.902242240440456,0.855430226545803,0.881113724512978,11.715515859375,11.37331546875,10.771150078125,0.0167596993152902,0.0168425938309928,0.0165140258549943,13340.4372859365,11992.929308946,12723.0353562753,-94.524255,1288.62198,104.540265,153.05562,1217.34252,-74.11455,10.05525,1262.385135,-93.06747,-6164.9203725,81844.42779,6488.7484725,9392.922945,77356.347885,-4599.884475,634.45194,80180.4335175,-5998.20678,1
748000,-0.8829,9.89829,0.57879,1.15758,9.26064,-0.99081,-0.18639,9.7119,-0.95157,-0.4905,10.37898,1.15758,1.51074,9.81,-0.3924,0.37278,10.08468,-0.37278,-0.6867,10.14354,0.87309,1.33416,9.53532,-0.6867,0.08829,9.99639,-0.75537,-0.65221171875,10.131967265625,0.908344687500001,1.348645078125,9.555476484375,-0.6508321875,0.0810091406250001,9.941132109375,-0.711838125,-0.639526587036924,10.1310459155027,0.894451759731078,1.34495941252234,9.55455795670881,-0.627740235374348,0,9.94033384703254,-0.690627530974344,0.658588726048454,10.1324263206908,0.914978087334951,1.35044006903161,9.55593426988895,0.661892220870164,0.125662208678042,9.94153065999251,0.72113613767725,0.00842480277497539,0.00937572034600759,0.0121900638676181,0.00488298158897023,0.00881781618360611,0.0146330968313976,0.00930117525673598,0.00798664317425566,0.0134287247728346,0.0917867243939742,0.0968283034345206,0.110408622252151,0.0698783341885754,0.0939032277592528,0.120967337870177,0.0964426008397533,0.0893680209820921,0.11588237472901,2.61503380376749,2.93210611978431,2.9367465561357,2.95849392241007,3.28862418947811,3.11610572202065,3.33811642311479,2.14446749557349,2.90618737480903,-0.287805147341221,-0.34980388370063,-0.0891491131946517,-0.394160932153279,-0.304835905136313,-0.188263837454484,0.359498062577475,-0.150141231816457,0.400422950523737,-0.5886,10.19259,0.87309,1.33416,9.53532,-0.6867,0,9.99639,-0.75537,-0.651181034482759,10.1342374137931,0.909116379310346,1.35090465517241,9.55798448275861,-0.648643965517242,0.0786491379310345,9.94133560344827,-0.715284310344826,0.3924,0.480690000000001,0.57879,0.35316,0.54936,0.59841,0.55917,0.372780000000001,0.57879,0.901026916353261,0.854938573156488,0.880995487617844,11.692523671875,11.55495375,10.742563125,0.0126411675824929,0.015088737585522,0.0164793461080523,13303.9343557899,11977.9416912042,12719.3421034656,-82.7964,1286.65017,115.54218,171.424845,1213.521525,-82.76697,10.36917,1262.51757,-90.40896,-5197.28895,81719.01675,7347.7881,10909.0069425,77134.4236125,-5297.385285,880.61427,80155.21446,-5563.75131,1
750000,-1.77561,9.5157,0.08829,0.981,9.17235,-1.18701,-0.37278,9.52551,-1.13796,0.7848,10.47708,3.19806,3.03129,9.81,0.3924,0.65727,10.18278,-0.47088,-0.4905,10.19259,0.87309,1.51074,9.53532,-0.6867,0,9.89829,-0.85347,-0.510733125,10.151740546875,0.865119375,1.539786796875,9.52413046875,-0.713754140625,0.044758125,9.932395078125,-0.857608593750001,-0.532794500017725,10.1498514070061,0.732492058971586,1.49481177903448,9.52283640757446,-0.653666984195962,0,9.93081552263495,-0.830106364681893,0.604917961989475,10.1526682457936,0.922660846091855,1.56848328414422,9.52477055896689,0.744260514827994,0.183929324818325,9.93317986262695,0.870470817671211,0.105904796991732,0.0189846960178087,0.103681515752362,0.0898987669258797,0.0122890231840306,0.0448289669772084,0.0320773107649606,0.0157129527795214,0.022401959653125,0.325430172220912,0.13778496295971,0.321996142449505,0.299831230738027,0.110855866710024,0.211728521879336,0.179101397998342,0.125351317422361,0.149672842069378,8.25927573083631,6.93053299779682,24.0652524652575,11.8335916110035,4.70584793057159,8.25895161834302,4.03372490277879,3.24977522604516,2.42068740224497,0.650463484265194,-1.25767817123641,3.13971006813962,2.31864290436863,-0.888197538509032,1.27669135677609,0.590469771289549,-0.474024153270785,0.0634152387348752,-0.3924,10.19259,0.87309,1.59903,9.53532,-0.7848,0.08829,9.89829,-0.95157,-0.526018965517241,10.1602846551724,0.846366206896551,1.51014801724138,9.52948474137931,-0.723656637931034,0.0379714655172414,9.93753,-0.858121293103448,2.56041,0.96138,3.10977,2.05029,0.637649999999999,1.57941,1.03005,0.65727,0.66708,0.901737620530746,0.855132561571056,0.881254777274083,11.572044609375,11.78380265625,10.927650234375,0.178068799316583,0.100919365926134,0.033002495933749,13349.6193647097,11998.1206691244,12730.8302879031,-64.68714,1289.18115,109.719945,195.714405,1209.55338,-90.77193,5.86638,1261.39923,-108.82233,-4449.05082,81837.33516,6666.4026675,11885.6414925,76916.91384,-5935.36392,464.47407,80134.8489,-6591.765735,1
752000,-0.7848,9.89829,0.87309,1.33416,9.17235,-0.7848,-0.28449,9.7119,-1.03986,-0.1962,10.37898,1.45188,1.962,9.7119,-0.2943,0.28449,10.18278,-0.37278,-0.4905,10.19259,1.15758,1.68732,9.53532,-0.5886,0.08829,9.89829,-0.75537,-0.4537125,10.1456859375,1.164094453125,1.68364125,9.508725703125,-0.542615625,0.0716589843750001,9.9378365625,-0.782807343749999,-0.422094201448637,10.1447857946602,1.15002357522675,1.67168259274186,9.50764702862563,-0.514849026211743,0,9.93704585623467,-0.758228976745591,0.468709901784942,10.1461341091006,1.17091369294153,1.68941606681634,9.50926226162291,0.5553437014307,0.147024767022324,9.93823192162579,0.794134875314405,0.0139428680314961,0.0091658254810039,0.0160483583209584,0.0196321644,0.0102846115837538,0.0140849488877953,0.0166110458721887,0.00792006053297246,0.0180035152243848,0.118079922220063,0.0957383177259967,0.12668211523715,0.140114825768011,0.10141307402773,0.118680027333142,0.128883846436195,0.0889947219388457,0.134177178478252,3.40961720226843,3.65023590356645,2.70679885107658,2.71194186390678,3.02199285489458,2.51683566475471,2.72602408207355,3.17026391420094,2.58537273735206,-0.452158973960722,-0.423450009606675,-0.0669338299064038,-0.25184150016649,-0.462928865804376,-0.0204041923498955,-0.450568999196842,0.0232738163673883,0.0781702957064687,-0.4905,10.19259,1.15758,1.77561,9.53532,-0.5886,0.08829,9.89829,-0.75537,-0.449906896551725,10.1494598275862,1.16510663793103,1.68503663793103,9.5118098275862,-0.542087068965517,0.0756892241379311,9.93769913793103,-0.782262931034482,0.5886,0.480690000000001,0.57879,0.62784,0.539549999999998,0.4905,0.56898,0.470880000000001,0.66708,0.903572236392481,0.854922349344779,0.881169071463956,11.763492890625,11.734982578125,10.844725078125,0.0200615805931149,0.0226631439948536,0.0213268862117774,13380.4499466501,11979.3410603343,12725.8521869223,-57.4866,1288.40616,147.89556,213.90705,1207.58157,-68.91525,9.216495,1262.188935,-99.39492,-3937.5378,81767.37024,9177.80926500001,13098.709305,76775.19858,-4266.540675,319.6269675,80089.5585825,-6628.43061,1
754000,-0.6867,9.89829,0.97119,1.51074,9.26064,-0.8829,-0.18639,9.7119,-1.03986,-0.1962,10.37898,1.45188,2.05029,9.7119,-0.2943,0.37278,10.18278,-0.47088,-0.3924,10.19259,1.25568,1.77561,9.53532,-0.5886,0.08829,9.99639,-0.75537,-0.41309296875,10.13878828125,1.2063234375,1.757829375,9.49240125,-0.57557109375,0.088979765625,9.94841296875001,-0.743184140624999,-0.391555126586977,10.1377712126724,1.19661258673385,1.75372518724734,9.49170509173875,-0.551456684268311,0,9.94755311568792,-0.720306497670181,0.423278338445136,10.1392951928104,1.21102167832385,1.7598712618661,9.49274839865475,0.587385269980977,0.122068860750167,9.948841105765,0.754160199515722,0.00858582774544783,0.0103601334789124,0.0114466968274607,0.00723930379015748,0.00664256419370086,0.013847555457062,0.00703839553931472,0.00858582774544786,0.0165643486307517,0.0926597417730474,0.101784740894264,0.106989236970177,0.0850840983389815,0.0815019275459229,0.117675636633341,0.0838951461010393,0.0926597417730476,0.128702558757593,3.43334689617081,2.87006071936414,2.63232780069578,3.45890780287554,3.09368752989541,2.8555087625001,3.87674950701901,3.3519574671599,2.67142163087086,-0.357384408989835,-0.298799919118918,-0.201263985294861,0.0249507427536315,-0.293224936849761,-0.339414691495061,0.159923811159278,-0.426200473463225,-0.117855719294719,-0.3924,10.19259,1.25568,1.77561,9.53532,-0.4905,0.08829,9.99639,-0.65727,-0.411005172413793,10.1410029310345,1.20916706896552,1.75886534482759,9.49379663793103,-0.573377586206895,0.08829,9.95106103448276,-0.744206896551723,0.4905,0.480690000000001,0.48069,0.53955,0.45126,0.5886,0.55917,0.470880000000001,0.56898,0.903252630796832,0.854825574875899,0.88184748374371,11.7582046875,11.82580171875,10.7876278125,0.0136976077661732,0.0148789489090222,0.0169103195348318,13369.7337682068,11974.9683806586,12744.0765134154,-52.4835,1287.57231,153.20277,223.182405,1205.585235,-73.0845,11.345265,1263.44952,-94.42125,-3410.0541,81738.808425,9803.069235,14157.4658175,76528.0478925,-4471.6923,593.2425825,80173.3923900001,-6046.46217,1
756000,-0.4905,9.89829,1.05948,1.51074,9.17235,-0.8829,-0.28449,9.7119,-0.95157,-0.0981,10.29069,1.54998,2.13858,9.62361,-0.2943,0.28449,10.18278,-0.37278,-0.2943,10.09449,1.25568,1.8639,9.43722,-0.5886,0.08829,9.99639,-0.65727,-0.33032109375,10.12514625,1.28250421875,1.84719234375,9.44503734375001,-0.6253875,0.061925625,9.9531646875,-0.685243828124999,-0.295802120141343,10.124420787413,1.27253345421987,1.84065648254374,9.44396206956849,-0.60051877858539,0,9.95234953340423,-0.660605238483965,0.342363202493894,10.1255082375192,1.28746089241941,1.85037021202009,9.44557403427021,0.636351683058393,0.119324899886036,9.95357231653752,0.696169351667237,0.0081643212050935,0.00738820452755902,0.0128387813773376,0.011842889295251,0.010218242063755,0.013942868031496,0.0104855671948819,0.0081784582502953,0.0152115020773561,0.0903566334316053,0.0859546655368923,0.113308346459286,0.108825039835743,0.101085320713519,0.118079922220063,0.102399058564432,0.0904348287458726,0.123334918321439,2.95974685138832,2.63629191321508,2.66225275134659,3.26887167939465,2.37692986586809,2.49090264650284,4.02788195347174,2.59990494760598,2.55536241004275,0.364409238451941,-0.226953329311168,0.0995116220093274,-0.325166542208274,-0.147981577758445,0.26177624808252,-0.507365512297091,0.0308194548822021,0.298701832262627,-0.3924,10.19259,1.35378,1.8639,9.43722,-0.5886,0.08829,9.99639,-0.75537,-0.332356034482758,10.1249348275862,1.28189637931034,1.84876215517241,9.44609974137931,-0.629193103448276,0.064103275862069,9.95292155172413,-0.687630258620687,0.3924,0.3924,0.4905,0.62784,0.45126,0.5886,0.56898,0.470880000000001,0.57879,0.90259716832008,0.85248025700403,0.881879957039973,11.7379715625,11.9176171875,10.732829765625,0.0148885433997877,0.0163342681592567,0.0154430247324405,13350.48770304,11910.1033245366,12745.2789834849,-41.93775,1285.82613,162.85581,234.620865,1199.571705,-79.3629,7.92648,1263.964545,-86.999985,-2730.785175,81643.680855,10156.082085,14931.8966475,76172.1558075,-5101.24905,708.20352,80262.2587275,-5592.0654225,1
758000,-1.18701,9.81,-0.38259,0.26487,9.17235,-1.08891,-0.18639,9.6138,-1.42245,0.5886,10.37898,1.54998,3.11958,9.62361,-0.2943,0.37278,10.27107,-0.47088,-0.2943,10.09449,1.25568,1.8639,9.43722,-0.5886,0.08829,9.94734,-0.85347,-0.275216484375,10.128901640625,1.219505625,1.88244703125,9.451398515625,-0.64975921875,0.067980234375,9.93829640625,-0.840364453125,0,10.127772883036,1.13900331065659,1.7478421997188,9.45033981392713,-0.6185789685315,0,9.9369444103279,-0.816324232132685,0.329882902402741,10.1294624889052,1.23957257046469,1.91033811233403,9.4519250172252,0.66541888769406,0.133247171097434,9.93896821273049,0.852186846571532,0.0333390775694328,0.0114513322153973,0.0497347407035433,0.10661782976907,0.0100309972552596,0.0207574211017471,0.013236909696795,0.0134588222342274,0.0201675665067852,0.182589916395821,0.107010897647844,0.223012871161158,0.32652385788648,0.100154866358353,0.144074359626365,0.115051769637824,0.116012164164916,0.142012557567228,12.1341771121706,4.20875947840689,28.220749000434,13.0843116897605,2.94218897929421,3.6018547748712,2.72697529514674,3.72670218488416,4.30194410140559,0.228917516994828,-0.561297164998789,-4.29761104338996,-0.859609313461073,-0.489235692289204,-0.593283954349371,0.248818750365594,-0.501494189055966,-0.403427406464946,-0.2943,10.19259,1.25568,1.8639,9.43722,-0.5886,0.08829,9.99639,-0.85347,-0.281614655172414,10.1317003448276,1.24384034482759,1.88707189655172,9.45388008620689,-0.645430344827586,0.0666403448275862,9.94336525862068,-0.838332155172414,1.77561,0.56898,1.93257,2.85471,0.45126,0.79461,0.55917,0.65727,0.95157,0.902122425805172,0.853775261298012,0.881646441155152,11.65259390625,11.983604765625,10.87883015625,0.0504321338080531,0.113073921397208,0.0217355070137574,13344.1757697132,11959.1757479403,12739.464494559,-34.93341,1286.55207,155.326635,239.623965,1200.29274,-82.379475,8.65242,1262.1546,-106.71318,-2420.00928,81701.87868,10187.7070725,15060.4959375,76276.031445,-5102.5562325,331.474995,80209.18908,-6678.319365,1
