F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149
620000,0.2943,9.4176,2.52117,-3.29616,8.17173,1.48131,-0.37278,9.24102,-1.80504,1.38321,10.09449,3.49236,-0.8829,10.43784,3.07053,2.28573,10.45746,-0.28449,0.7848,9.81,3.00186,-2.49174,9.17235,2.17782,0.85347,9.81,-1.03986,0.770085,9.76056679687499,3.02561859375,-2.399541328125,9.169820859375,2.26442390625,0.86695875,9.867250546875,-0.9911165625,0.695590543277932,9.75792738871521,3.01796792679441,-2.26215816057861,9.15127564538331,2.22010775777378,0,9.86055512681303,-0.860372657872346,0.802977489015492,9.76188254476688,3.02940936504234,2.44649521336662,9.17919039156832,2.28670638380326,1.12522186029856,9.87060532447507,1.04404440158139,0.052149357496063,0.0258888784282419,0.0231339602247786,0.229331899107671,0.173275365423665,0.102208966077534,0.518557995028346,0.066737503496549,0.108564834783366,0.228362338173489,0.160900212642003,0.15209852144179,0.478886102437387,0.416263576864065,0.319701370152732,0.720109710411092,0.258336028258834,0.329491782573354,2.87800443242128,2.53789934428784,3.59746774749044,4.23786014636028,2.95105014841866,2.83465604540015,1.82041241538804,2.42896134645959,2.19701039849425,0.22952729095003,-0.153540872101287,-0.033473236568663,0.98160395558135,0.324925036649558,0.325345592087159,0.0571458242546801,0.124405675585709,0.0676229284422373,0.7848,9.81,3.00186,-2.49174,9.07425,1.98162,1.32435,9.81,-1.23606,0.765518275862068,9.76357163793102,3.02587758620689,-2.42518422413793,9.16347025862069,2.25917534482759,0.858966982758621,9.86573094827587,-0.989795172413793,1.08891,0.67689,0.97119,2.41326,2.26611,1.58922,2.65851,1.21644,1.52055,0.905866556412186,0.861890410945899,0.880276259377772,13.556270390625,13.83378609375,11.770083984375,0.0551423047974605,0.347427076967356,0.544535655193482,13454.9049301371,12220.4033484048,12772.4803096221,97.53102,1239.547455,384.27732,-305.31663,1164.33909,287.37414,110.024055,1253.252025,-126.0585,6079.54149,78741.3653775,24418.80675,-19379.83158,73977.36696,18295.03197,7153.6212225,79642.5659325,-8074.01259,1
622000,0.2943,9.3195,2.71737,-3.29616,8.17173,1.67751,-0.65727,9.42741,-1.32435,1.38321,10.09449,3.49236,-0.79461,10.34955,3.16863,2.28573,10.36917,-0.08829,0.8829,9.7119,3.09996,-2.359305,9.17235,2.37402,1.13796,9.89829,-0.85347,0.878378203125001,9.740946796875,3.11835375,-2.330488125,9.18216,2.373330234375,0.987361171875,9.87414820312501,-0.828945,0.805941117519484,9.73865084423535,3.11058266924636,-2.17188276186491,9.16265839938571,2.33063565190603,0,9.86882917746072,-0.686993963036634,0.910192684206808,9.7420940222713,3.12223911580646,2.38315306939606,9.19198848534027,2.39517279288126,1.28316296475649,9.87680948207977,0.874638661626903,0.0573505054825727,0.0225274348093442,0.0244379072834646,0.250198325826378,0.18201201791811,0.104976434756638,0.676913497092317,0.0529766884022577,0.0784559122015748,0.239479655675743,0.150091421504842,0.156326284685156,0.500198286508838,0.426628665138795,0.324000670920042,0.822747529374787,0.230166653540989,0.28009982542225,2.34970668229085,2.77334307815927,2.55868925184785,4.05508087819916,3.29123713982154,3.12835045460942,1.85336808024079,2.21601113411983,2.31216324291817,0.0512186585827767,-0.0114975555275408,0.0898408424974008,0.911691021731259,0.28536541576901,0.462549793588128,-0.156781688804488,0.0624123591002207,0.133711457869625,0.8829,9.7119,3.09996,-2.13858,9.07425,2.17782,1.42245,9.6138,-0.75537,0.877403017241379,9.74023060344827,3.11805775862069,-2.35964327586206,9.17412594827586,2.36311060344828,0.99968974137931,9.87249646551725,-0.832496896551723,1.08891,0.774990000000001,0.77499,2.50155,2.17782,1.49112,2.943,0.94176,1.23606,0.907428973677377,0.86376987138259,0.880486270519617,13.73767875,13.885978359375,11.76816796875,0.0581899958981009,0.378354635313978,0.703766778029435,13502.108640951,12276.3422175435,12795.246787563,111.3435,1237.17834,396.09837,-296.21295,1166.10489,301.4613,125.484615,1253.94363,-105.491835,6786.719865,78660.597195,25008.294555,-19082.858355,74027.893365,19009.793475,7636.8961575,79762.77522,-6644.7078525,1
624000,0.3924,9.3195,2.91357,-3.03129,8.5347,1.67751,-0.08829,9.24102,-1.52055,1.48131,10.09449,3.49236,-0.61803,10.17297,3.16863,2.18763,10.36917,-0.18639,0.99081,9.7119,3.19806,-2.31516,9.07425,2.47212,1.23606,9.81,-0.85347,0.962759531250001,9.6895209375,3.177290390625,-2.198283046875,9.14062078124999,2.486145234375,1.1775065625,9.836364375,-0.82756546875,0.916551532208821,9.68641663852138,3.17083792836427,-2.06292219320597,9.12961184775033,2.46025820909321,0.789023377715158,9.83125923569575,-0.718522494493796,0.982536208116208,9.69107640371261,3.18049455840118,2.23985983822876,9.14629049721892,2.49863189679513,1.31880208779123,9.83890985391428,0.866019908914303,0.0387744103273376,0.0303832333550197,0.0205318144620509,0.185976683572533,0.104497983393085,0.0627333334440391,0.355494543150295,0.050477349979134,0.0656386797541092,0.196912189382317,0.174307869458093,0.143289268481805,0.431250140373929,0.323261478362463,0.250466232143255,0.596233631347893,0.224671649255383,0.256200467903767,3.00645574045786,2.45900653288714,2.15954807887079,4.97297729756177,3.8385776846705,3.33053929458105,1.7790348885328,2.36665824136679,2.74247646589151,-0.191397223968321,0.149430925728934,-0.0892634917525489,1.26529925105802,0.928646251484821,-0.0691978073159671,-0.154156727768949,-0.085341680194122,0.261709171416693,0.8829,9.7119,3.19806,-2.31516,8.89767,2.47212,1.80504,9.81,-1.03986,0.964593620689655,9.68771327586207,3.17886284482758,-2.22391008620689,9.11898698275862,2.4873424137931,1.18481120689655,9.83807689655172,-0.831397499999999,1.08891,0.774990000000001,0.57879,2.41326,1.63827,1.49112,2.27592,1.12815,1.33416,0.905404504777764,0.859857835209518,0.878973068808711,13.829570859375,13.8250490625,11.8428159375,0.0476505354681452,0.259197981331846,0.376762521046891,13439.7292670559,12149.089703694,12709.5521974848,122.149215,1230.600735,403.54416,-279.334845,1160.782965,315.80352,150.3873,1249.34274,-105.07491,8028.6241725,78017.7552525,25644.718305,-17457.9373125,73774.8272475,20169.512055,10021.17987,79329.37923,-6551.377965,1
626000,0.3924,9.4176,2.71737,-3.38445,8.34831,1.67751,-0.56898,9.24102,-1.42245,1.57941,10.19259,3.59046,-0.26487,10.34955,3.36483,2.57022,10.45746,-0.18639,0.99081,9.7119,3.19806,-2.31516,9.07425,2.37402,1.23606,9.89829,-0.85347,0.958391015625001,9.71672835937499,3.167480390625,-2.191232109375,9.1432265625,2.421460546875,1.13750015625,9.85736390625,-0.825189609375001,0.893684250974912,9.71363568452941,3.15988418419362,-1.66289289912436,9.12635186153737,2.36637513408054,0,9.85193385133525,-0.684203470654922,0.986706541011166,9.71828411725431,3.17126968016299,2.28680814181938,9.15190022288703,2.44961769174788,1.38683236954365,9.86006450190806,0.875553233915295,0.0555101321509289,0.0304742539035864,0.0242084881407911,0.431363346479768,0.159935210304626,0.13823562144458,0.634353300908637,0.053668083449188,0.0863300273376416,0.235605883099147,0.174568765544087,0.155590771386966,0.656782571693074,0.39991900468048,0.371800512969765,0.796462994061015,0.23166372924821,0.293819719109595,2.67878047948759,2.50500493711472,3.04411007967571,4.7129486378001,3.96575504207356,2.87542987927662,1.75330952191838,3.20014018592419,2.33788509248833,-0.0198163243976307,0.369221177647356,0.0657098462593455,1.20752614422405,0.756786887474222,0.424921055619019,-0.173153342491365,-0.170207307391698,0.164690436208913,0.99081,9.6138,3.19806,-2.31516,8.98596,2.27592,1.90314,9.81,-0.75537,0.957236120689656,9.71266112068965,3.16550094827586,-2.22991448275862,9.12727474137931,2.40607163793103,1.14599405172414,9.85964198275862,-0.826492499999999,1.18701,0.774989999999999,0.87309,3.11958,2.00124,1.68732,3.1392,1.21644,1.23606,0.907388753592416,0.858669235495493,0.880417490127934,13.842599765625,13.75591921875,11.847797578125,0.062290634437948,0.545801141190789,0.654160462579688,13500.8751828573,12158.3866883706,12788.5784919579,121.737195,1233.985185,402.14133,-278.432325,1161.028215,307.62198,145.222335,1251.839385,-104.530455,7757.5983975,78371.9060625,25311.08511,-17506.2809925,73902.1953825,19126.993545,9226.8470025,79497.5888475,-6819.3798075,1
628000,-0.0981,9.3195,2.81547,-3.8259,8.26002,1.57941,-0.47088,9.05463,-1.52055,1.57941,10.37898,3.68856,-0.17658,10.43784,3.36483,2.75661,10.55556,-0.08829,0.99081,9.7119,3.19806,-2.31516,9.07425,2.47212,1.18701,9.81,-0.85347,0.915472265625,9.688064765625,3.20710359375,-2.259595546875,9.145985625,2.49036046875,1.087913671875,9.859586484375,-0.808788515625,0.865858991764391,9.68380778443778,3.19870441522485,-1.83079066255822,9.12562305048065,2.44984351169224,0,9.84929990133634,-0.610472349825012,0.967349212904539,9.69021098650322,3.21130644060122,2.35732633227956,9.15644955922003,2.50984049917457,1.44153367657479,9.86468963267745,0.865798933800181,0.0984441253074249,0.0419175407904957,0.0271880006578494,0.454768278577652,0.193023473722441,0.0981710281415109,0.901506200437592,0.101448472374157,0.0962206546269131,0.313758068115268,0.204737736605873,0.164887842662367,0.674365092941243,0.439344368033142,0.313322562452037,0.949476803527918,0.318509768098495,0.310194543193321,2.75748810581663,3.18972861937575,2.91553751279446,3.58609875715078,3.08779268040147,3.4181859617129,1.64090208807968,2.62595684874419,2.4670046041198,-0.256568310150483,0.442159197132958,0.124353145830158,0.665292880589949,0.669905733551322,0.0504751581925532,-0.0659275380089132,-0.182640398131926,0.140790015691129,0.99081,9.7119,3.09996,-1.962,8.98596,2.47212,-0.18639,9.7119,-0.95157,0.921717155172415,9.6819625862069,3.20584034482758,-2.28860534482758,9.13099577586207,2.48954120689655,1.08628836206897,9.86598465517241,-0.813468879310344,1.67751,1.05948,0.87309,3.64932,2.17782,1.78542,3.22749,1.50093,1.43226,0.905769814440187,0.861907144672191,0.880219677556233,13.8121734375,13.895941640625,11.841053203125,0.10355582057605,0.574853193552097,0.935435200664342,13459.000642317,12249.1974782331,12817.8852714909,116.292645,1230.36039,407.3112,-287.17794,1161.65115,316.14687,138.91941,1252.31517,-102.480165,7420.9339125,78157.21176,25977.33126,-18159.129135,73768.428675,20234.758365,8476.98777,79643.80935,-6469.3835325,1
630000,0.0981,9.3195,2.81547,-3.64932,8.34831,1.18701,-0.65727,9.15273,-1.23606,1.87371,9.99639,3.78666,1.06929,10.43784,3.46293,2.75661,10.74195,-0.08829,0.936855,9.7119,3.29616,-2.40345,9.07425,2.57022,1.03986,9.89829,-0.75537,0.91309640625,9.6815503125,3.268186171875,-2.2106221875,9.1524234375,2.556654609375,1.075651171875,9.86127257812501,-0.752687578125001,0.715121518878433,9.67920446573706,3.25836345725836,-1.64927603454452,9.12621798366666,2.49073754495824,0,9.84945064500482,-0.548717611693038,0.97602259310588,9.68271785587019,3.27311060250474,2.36855004521622,9.16611523587036,2.58526350127431,1.52922003741108,9.86716435191335,0.814041146679158,0.119811079202731,0.0227866435715551,0.0324658012663324,0.728873182565256,0.252788649277854,0.148262883157326,1.19079153815531,0.117150727649207,0.0968812832484191,0.346137370422108,0.150952454672175,0.180182688586702,0.853740699841149,0.50278091578525,0.385049195762472,1.09123395207229,0.342272884770626,0.311257583439214,2.84826759091862,2.89246781465242,3.26940330282042,4.68114405360582,3.27963215224683,4.03138647580519,1.52546962476018,2.17537148964415,2.11891298688181,0.0563997836721043,-0.263068764449502,0.181873570262296,1.32836687232381,0.914464289605592,-0.286290114098861,-0.0448762573916365,-0.0452543652438581,0.210389422396794,0.6867,9.7119,3.39426,-2.40345,8.89767,2.37402,2.28573,10.08468,-0.75537,0.910638620689656,9.68399224137932,3.26486948275861,-2.2666174137931,9.1296426724138,2.56362362068966,1.08096051724138,9.85972655172415,-0.758668189655172,1.77561,0.67689,0.97119,4.71861,2.08953,2.27592,3.41388,1.58922,1.14777,0.906848535258093,0.863111676382435,0.880030045716462,13.862832890625,13.940546484375,11.844885234375,0.12845650354749,0.908928692755986,1.25238968048332,13493.8749689433,12327.8445062361,12846.3499851489,116.086635,1229.72274,414.88452,-280.286415,1162.52424,324.68157,136.92798,1252.673235,-95.632785,7388.2862325,78128.6058,26169.827985,-17858.5090425,73723.86675,20352.08106,8464.818465,79567.7695875,-6267.0130425,1
632000,0,9.13311,3.00186,-3.8259,8.26002,0.8829,-0.85347,9.15273,-1.32435,1.77561,9.99639,3.78666,1.06929,10.62423,3.36483,3.1392,10.64385,0.08829,0.936855,9.7119,3.29616,-2.40345,9.07425,2.57022,1.23606,9.89829,-0.85347,0.896235468750001,9.658634765625,3.31072171875,-2.254997109375,9.097778671875,2.566004765625,1.094351484375,9.86395500000001,-0.758818828125,0,9.65504413821984,3.30183724591136,-4.94265397540594,9.06678966926873,2.47427626531895,0,9.84933506456368,0,0.981285061707988,9.66041598401221,3.31521716515629,2.47855354678436,9.11392900243611,2.59979763746458,1.63271699350179,9.87118530430474,0.831216165235746,0.160939698278519,0.0346824047054564,0.0300210929324557,1.06654812823961,0.296441044684049,0.175941844214118,1.47971992140172,0.143814621628347,0.116020711238773,0.401172903220692,0.186232125868381,0.173265960108891,1.03273817022497,0.544463997601356,0.419454221833704,1.21643738901832,0.37922898310697,0.340618131106924,2.50005373816941,2.64949538506923,2.69791304317241,4.82711013751376,3.58224725913486,5.03718467519112,1.55327693081472,1.87755022863719,2.27502533353306,-0.247139254768725,-0.374734270064792,0.324472466447601,1.33371824063035,0.835370948830508,-0.734479175262902,-0.0549848153745331,-0.243698910664541,0.461131103758381,0.8829,9.7119,3.39426,-2.31516,8.89767,2.86452,2.57022,10.18278,-1.03986,0.896261896551725,9.66344198275863,3.30715396551724,-2.33545655172414,9.069345,2.58332818965517,1.09753603448276,9.86919827586207,-0.769577586206896,1.77561,0.86328,0.7848,4.89519,2.36421,2.48193,3.99267,1.49112,1.41264,0.90603655366005,0.859772558986873,0.88061689353588,13.865591953125,13.996340859375,11.95087921875,0.166031763435192,1.25265888097567,1.53490569376599,13475.4844427055,12283.6322945907,12902.014003986,113.88429,1226.69145,420.37812,-286.594245,1155.348225,325.78029,137.98746,1252.918485,-96.280245,7220.861415,77912.80542,26633.33577,-18480.2177925,73367.4522825,20728.53,8591.602905,79431.2634375,-6109.2388125,1
634000,0,9.3195,2.81547,-3.924,7.98534,0.99081,-1.13796,9.05463,-1.52055,1.87371,10.09449,3.68856,1.77561,11.07549,3.56103,2.85471,10.64385,0.37278,0.8829,9.6138,3.29616,-2.49174,8.98596,2.57022,1.03986,9.89829,-0.75537,0.880754062500001,9.65917124999999,3.31945875,-2.34627609375,9.087508828125,2.544545390625,1.074578203125,9.83000320312501,-0.737666015625,0,9.65618773670719,3.30912748297047,-3.47106838973422,9.05773398583392,2.47840785204982,0,9.81660294276938,0,0.966461607433108,9.66066483374389,3.32452183343241,2.56140642787866,9.10343021255342,2.57126686740198,1.55143621541436,9.83664406654887,0.806020850411238,0.159566936725098,0.0290830040787401,0.0339039022535433,1.06410469863344,0.291905444868695,0.137778452609295,1.26209614197706,0.131631892684935,0.106349314710771,0.399458304113331,0.170537397888968,0.18413012315627,1.03155450589556,0.540282745299806,0.37118519987911,1.12343052387634,0.362811097797373,0.32611242648935,2.65980184214179,2.55655880513591,2.49224843388147,8.51024566201678,5.77187877900552,5.44765516989226,1.61045539935209,2.26172774818951,3.3530334916521,-0.256131623932685,0.101109640542496,-0.264323251955391,2.05319482491074,1.35713237786047,-0.363717921441828,-0.110040932990253,-0.186472906193946,0.560460597874943,1.08891,9.6138,3.29616,-2.58003,8.98596,2.27592,2.28573,9.99639,-0.85347,0.884253103448276,9.65845241379311,3.32406775862069,-2.45512163793103,9.05158551724138,2.54662525862069,1.08552724137931,9.83257991379311,-0.747758793103448,1.87371,0.774990000000001,0.87309,5.69961,3.09015,2.57022,3.99267,1.58922,1.89333,0.906203907817192,0.86022152355501,0.877235369295433,13.8593840625,14.10049546875,11.843352421875,0.162381511719771,1.26860156673311,1.31980181028631,13480.312126662,12293.716201857,12776.4723755223,111.946815,1226.61297,421.64361,-297.20376,1154.622285,323.32779,135.785115,1248.199875,-93.71493,7195.8630825,77775.980445,26972.933445,-18790.86861,73395.1851525,20616.41151,8665.7493375,79221.2901975,-5836.91076,1
636000,-0.0981,9.13311,2.81547,-3.64932,8.17173,0.6867,-0.95157,8.96634,-1.42245,1.57941,10.09449,3.88476,2.49174,10.9872,3.46293,3.2373,10.74195,0.28449,0.8829,9.6138,3.29616,-2.49174,9.07425,2.57022,1.280205,9.89829,-0.85347,0.870407578125,9.6607040625,3.31869234375,-2.254997109375,9.133953046875,2.57619796875,1.131292265625,9.83858695312501,-0.80610609375,0,9.65659526803808,3.3086142253211,0,9.10184575267428,2.44238573776546,0,9.81947896052664,-0.741878719860544,0.970504250086086,9.66276137657646,3.32375056844909,2.53594770519065,9.1510474891706,2.61454243212394,1.62987700421425,9.84813425951202,0.868792716329318,0.185720085546057,0.040067464520374,0.0338635276102116,1.35661737340181,0.315033082495368,0.20060336900529,1.38751683386806,0.189435121055998,0.105820472003519,0.430952532822418,0.200168590244259,0.184020454325631,1.16473918685765,0.561278079471636,0.447887674540493,1.17792904449634,0.435241451445055,0.325300587155201,2.35011112808176,2.53202336577391,3.42536695641876,7.18316094459562,4.27737820587527,6.93583608081544,1.6173381182302,2.10227896021286,3.0983330166439,-0.274918890982991,0.105512858305591,0.214260524979388,1.91907320625021,1.18625423008664,-1.10065563378227,-0.142025335194892,0.0431941920798748,0.459488668916815,0.7848,9.6138,3.29616,-3.11958,9.26064,2.37402,2.37402,10.08468,-0.95157,0.879601810344828,9.66082034482758,3.31730224137931,-2.38222318965517,9.09657620689655,2.59981913793104,1.14066620689655,9.83570896551725,-0.814399137931034,1.67751,0.96138,1.06929,6.14106,2.81547,2.77623,4.18887,1.77561,1.70694,0.906257498270511,0.862955012201363,0.87943207278358,13.852869609375,14.112298125,11.99042578125,0.192180877307427,1.58173867474463,1.50326462793018,13485.8436814539,12417.0922293624,12850.822172952,111.01977,1226.95632,421.44741,-285.966405,1160.066835,327.18312,144.08928,1249.671375,-102.470355,7116.49773,77987.45952,26601.173685,-18135.2000925,73601.6316975,20733.21918,9461.269215,79427.4375375,-6528.8615625,1
638000,0,9.13311,2.61927,-3.64932,8.34831,1.18701,-1.03986,8.86824,-1.61865,1.87371,10.19259,3.88476,1.15758,10.53594,3.46293,3.52179,10.55556,0.28449,0.99081,9.7119,3.29616,-2.40345,9.07425,2.57022,1.13796,9.89829,-0.95157,0.841897265625,9.67143375,3.32850234375,-2.250245390625,9.13755515625,2.596507734375,1.216056796875,9.81965671875001,-0.84963796875,0,9.66731376840414,3.31644636912428,0,9.11572761071694,2.54828692571707,0,9.80157332268295,0,0.923898204588258,9.67349920175775,3.3345043114914,2.4683247443631,9.14891015044995,2.61617542131565,1.6949150581959,9.82860327357765,0.920912933588187,0.145937019539708,0.0402706401448819,0.0403060419582431,1.0371252667526,0.20927768944407,0.10332867570585,1.4049188497873,0.177168363126157,0.127189622232062,0.382017040902246,0.200675459747528,0.200763647003742,1.01839347344364,0.457468785212794,0.321447780682726,1.18529272746748,0.420913724088627,0.356636540797577,2.604789682228,3.17337455737323,3.88383569551012,4.51919647613902,3.82471691504613,6.3326831866929,1.79676099962531,1.81669110067164,3.19067418098292,-0.21180557605753,0.177549684530191,0.125883862991323,1.23275733467443,0.918317201011183,-0.68233303132439,0.0513251532971899,-0.202430883403314,0.62627637977758,0.99081,9.7119,3.39426,-3.03129,8.71128,2.57022,0.18639,10.08468,-0.95157,0.843913706896553,9.66843155172414,3.32491344827586,-2.33021327586207,9.10976896551724,2.60320189655173,1.21035103448276,9.82361560344828,-0.863110862068964,1.87371,1.05948,1.26549,4.8069,2.18763,2.27592,4.56165,1.68732,1.90314,0.907227001696434,0.863197100460435,0.878858641569852,13.841833359375,14.04255515625,12.036486796875,0.156944758975907,1.20439368696724,1.4568767388354,13510.2839938821,12369.8634009264,12841.2492793767,107.07615,1228.42782,422.70309,-285.31404,1160.527905,329.92992,155.79261,1247.346405,-107.6157,7102.77354,77975.20683,27139.428765,-18014.824035,73666.7014275,21185.651475,10134.20088,79355.8735875,-6414.96501,1
