A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
620000,-38,942,-184,233,1066,-29,97,1009,-106,91.2255639097744,1006.39097744361,-99.9774436090226,0,1005.71868340984,-86.7189165771647,117.051335052591,1006.72746086075,105.454013068164,5419.66085668717,682.512645249487,1133.58282068808,73.618345924689,26.1249429712198,33.6687216966739,1.79786457260831,2.42767179318825,2.1551866912826,-0.00566483249171314,0.0819902292111045,0.0229025808930774,135,1000,-126,90.7058823529412,1006.25210084034,-99.7142857142857,0.965427431162909,0.965427431162909,0.965427431162909,271,124,155,451.547529753309,532.88,5695.89326253952,460322.64,0.108284289970595,10684.2426054227,0,1098.54663573523,0,1242.82336126776,1
622078,-67,961,-135,233,1057,-9,116,1009,-87,102.616541353383,1005.78947368421,-84.2481203007519,0,1005.26441260909,-70.214166344391,132.280744965856,1006.0524358896,88.772370896504,7020.82911825018,533.046251993621,788.718272955116,83.790387982454,23.0877944376162,28.0841284884384,1.87041305094201,2.29503647933756,2.37407054783387,-0.172236605838061,0.106806623495618,0.131326782149374,126,980,-77,104.134453781513,1005.49579831933,-84.6134453781513,0.958711882977132,0.958711882977132,0.958711882977132,300,96,126,451.418646225448,532.123333333333,7277.38074396652,459967.303333333,0.108400565769156,14412.0663730648,0,902.392826616865,0,1273.26520317239,1
624156,-9,942,-155,223,1057,-19,116,1000,-87,116.526315789474,1003.06766917293,-85.3834586466165,75.8395045967474,1002.50997120672,-74.3371749158384,131.408162848272,1003.34521679238,89.2392239866773,3717.67543859649,561.09387104124,678.404875825928,60.9727434071692,23.6874201009996,26.0462065534682,1.71170044187159,2.30215401206529,2.74815942011014,-0.113385389773802,-0.162316553263854,0.292839913382848,184,980,-106,117.243697478992,1003.41176470588,-85.9243697478992,0.920781735405954,0.920781735405954,0.920781735405954,232,115,136,450.201486788396,534.266666666667,3952.39940977312,457490.46,0.180957388192568,7590.61547792165,0,976.062523289197,0,894.937953459512,1
626234,-58,942,-145,262,1066,-9,126,1009,-87,114.526315789474,1005.05263157895,-82.2556390977444,0,1004.51554562499,-61.20196361113,142.618477327407,1005.31996178526,88.4816790007796,7278.47846889953,541.504784688996,1071.0705172021,85.3139992551019,23.2702553636396,32.7272137097263,1.69049691608772,3.21810369290021,2.24039111195832,-0.177212293957988,-0.139120469514771,0.215982826905527,194,1009,-77,115.605042016807,1005.24369747899,-82.6218487394958,0.955123922038551,0.955123922038551,0.955123922038551,320,124,136,451.703639875849,534.66,7530.5366525368,460551.186666667,0.249085922735616,15183.4205848593,0,759.800500519046,0,1620.79808402827,1
628312,-67,923,-155,281,1076,-19,126,1000,-87,111.421052631579,1005.27819548872,-83.5714285714286,0,1004.16402307816,-70.3155428663933,151.068350810292,1005.83236020825,88.55290250101,10485.836523126,1122.92959671907,863.928571428571,102.400373647394,33.5101416994776,29.392661863611,1.63971265153498,2.45345167789849,2.3288270654259,-0.0664537895826148,-0.100972624648507,0.015590675420865,-19,990,-97,111.63025210084,1005.87394957983,-83.453781512605,0.97571749564826,0.97571749564826,0.97571749564826,348,153,136,452.331865696156,537.146666666667,10849.3602687102,462113.82,0.0893692588568474,22045.9395380535,0,1996.0718580022,0,1299.48843756307,1
630390,-77,933,-126,281,1095,-9,106,1009,-77,110.398496240602,1003.85714285714,-76.2857142857143,0,1002.44709752022,-53.7859130911741,154.833915384787,1004.55854591977,82.6477260215994,11874.9990886307,1419.38095238095,1018.79653679654,108.972469406867,37.6746725583774,31.9185923373281,1.56046534506113,1.97671501049688,2.2137460099822,-0.0702102151243495,-0.0922194575579952,0.24950665717054,233,1028,-77,111.46218487395,1004.04201680672,-76.9831932773109,0.97571749564826,0.97571749564826,0.97571749564826,358,162,117,451.680022890623,534.433333333333,12651.8567918264,461040.98,0.112682520216184,24727.9773561731,0,2779.76323324563,0,1494.6429272506,1
632468,-87,933,-135,320,1085,9,97,1009,-87,108.661654135338,1004.51127819549,-76.3082706766917,0,1003.33851244977,0,163.927730271238,1005.09233481495,83.7143819445673,15179.0740487583,1176.53964456596,1194.12394622921,123.203384891643,34.3007236740854,34.5560985388862,1.55500593004035,2.16819975267947,2.34146669992872,-0.0130629819969347,-0.220582337741927,0.504270287318868,19,1019,-106,108.714285714286,1004.94117647059,-77.4201680672269,0.983073666926868,0.983073666926868,0.983073666926868,407,152,144,452.655220133286,537.95,15584.0630341213,462880.343333333,0.161403597093599,31741.538529425,0,2207.32723090986,0,1746.17049441728,1
634546,-116,923,-155,291,1085,38,126,1009,-77,113.729323308271,1003.38345864662,-77.3383458646616,0,1001.91615389227,0,161.890894290369,1004.11023718567,85.0115427810544,13374.8655730235,1470.05639097744,1255.18010936432,115.649753882243,38.3413144137945,35.4285211286658,1.62427246392825,2.21856142685244,3.366340585056,-0.155095544777991,-0.191611421953335,0.491895509739034,262,1028,-97,115.361344537815,1003.76470588235,-78.4033613445378,0.980770731428452,0.980770731428452,0.980770731428452,407,162,193,452.034959448622,538.606666666667,14167.571585892,461808.36,0.0482369691197864,28235.9621984455,0,2766.38737887714,0,1829.96594346504,1
636625,-106,914,-165,359,1095,9,126,1009,-87,118.721804511278,1003.81954887218,-81.6541353383459,0,1001.70697820637,0,175.39515000882,1004.87433097509,88.1392439029827,16794.8689906585,2134.78537252221,1109.4703804967,129.595019158371,46.203737646669,33.3087132819131,1.69153840274206,1.85974868189712,2.88678139906694,-0.0464313169677501,0.0194527603245692,0.45007405199096,-77,1028,-97,118.243697478992,1003.52941176471,-82.7226890756303,0.979563439209722,0.979563439209722,0.979563439209722,465,181,174,453.255063490304,544.72,17790.8601606208,464748.286666667,0.046249579503757,35104.2903437344,0.310303282890587,4242.75749390559,0,1273.19406345262,1
638703,-58,895,-155,320,1085,29,106,1019,-97,113.84962406015,999.706766917293,-93.3082706766917,0,997.333078421139,0,147.497980105961,1000.87527484171,98.5409345879857,8860.5378218273,2355.40578719526,1011.48758259284,94.1304298398095,48.5325229840286,31.803892569823,1.97930157314792,1.78133587829805,3.91531303296919,0.195502863569215,-0.272917470840741,0.700348930604026,19,1028,-97,112,1000.54621848739,-94.6386554621849,0.953272052226396,0.953272052226396,0.953272052226396,378,190,184,450.037844062869,537.65,9732.93890831712,458059.663333333,0.522969825193396,18169.43486089,0.574643589385908,4720.88304811374,0,1540.59536672199,1
