matrix_tr1,matrix_tr2,matrix_tr3
-19.7677658065929,-19.0713908093339,1
-19.6930156506042,-18.9998533094476,1
-19.7675513118844,-19.098620827877,1
-19.6102036489228,-19.1515453047351,1
-19.6538567594712,-19.4268966119924,1
-19.5639147860025,-19.6852137487066,1
-19.7513951826469,-19.7062815498994,1
-19.7651297594258,-19.5804640901974,1
-19.8167766952632,-19.1636718873761,1
-19.9037401380404,-19.3302072694223,1
-19.9718640964333,-19.5140725260706,1
-20.0596445833848,-19.4066925160226,1
-19.8276144639025,-18.9005646272621,1
-19.8432174934659,-18.92489778463,1
-19.6473350742399,-19.056823940249,1
-19.7263158877216,-19.1848699441362,1
-19.8485392034967,-19.4273283803,1
-19.5795736289192,-19.2304061769995,1
-19.61607527404,-19.2646624466901,1
-19.552903937127,-18.9759167445568,1
-19.6737772715676,-18.6651866935133,1
-19.490967116554,-18.6680763883002,1
-19.4198678370539,-18.9668447167464,1
-19.4246056910239,-19.0860297604275,1
-19.5710630347885,-19.1087257225102,1
-20.0075303041305,-18.7690755912883,1
-20.0729207594855,-18.8435198932294,1
-20.2921419713267,-18.6776096364596,1
-20.3263295619166,-18.9970011594591,1
-20.3586604889586,-18.9023105542946,1
-20.0408891504559,-18.9133183054584,1
-20.1139143728226,-18.850873400866,1
-20.0683871115836,-18.9295866267511,1
-20.1747489844426,-18.60823141909,1
-20.3500432545725,-19.0288790853852,1
-20.1944828936917,-18.9185427052259,1
-20.313067360055,-19.0826910283543,1
-20.4599279592614,-19.018358659916,1
-20.5179497144336,-18.9274722316537,1
-20.492371238469,-18.9511731462347,1
-20.5016344446106,-18.9593555932082,1
-20.6292806274472,-19.1135582020062,1
-20.492834828467,-19.0839150025227,1
-20.0390494321038,-18.9124332195213,1
-19.9790765107306,-18.9325950858671,1
-20.041270167801,-18.693138840637,1
-20.2788270995698,-18.9077311758563,1
-20.2677744372108,-19.1725657290973,1
-20.3275869846942,-19.203489112759,1
-20.3420217096738,-18.870013441489,1
-20.4220861503457,-19.1012777545499,1
-20.4344319094994,-18.9349615590062,1
-20.4446382169848,-18.9008969708219,1
-20.4575016633283,-18.8600976108072,1
-20.5478572437328,-18.916076538701,1
-20.5877551488721,-19.0043076944466,1
-20.3696720658562,-18.8056107128002,1
-20.251338300076,-18.8012977005555,1
-20.1081067779139,-18.8161008212022,1
-20.0099662076635,-18.8516280850738,1
-19.9606639889203,-18.8654833253026,1
-19.9228425219391,-18.6523777624003,1
-20.0624877395073,-18.6400032813632,1
-20.2795779270094,-18.7030709751004,1
-20.3567182949466,-18.5059469995736,1
-20.3065392558211,-18.7601744029279,1
-20.2166429332514,-18.8187638392303,1
-20.0672864462834,-19.0237507145865,1
-20.0801951532579,-18.8464516847746,1
-20.3554233558839,-19.1588712820434,1
-20.1832985626265,-18.9224804619613,1
-20.1937273237187,-18.8669043327916,1
-20.1490208452125,-18.7703378157033,1
-20.1561563378622,-18.8344156254014,1
-20.1931161431312,-18.9001421258473,1
-20.2112412879705,-18.9599804045095,1
-20.2388617195033,-19.285915041029,1
-20.1095067826461,-19.2880360050235,1
-19.9853543893203,-18.8432555543132,1
-20.0254335719692,-18.6261697713386,1
-19.9184024408242,-18.7733207797994,1
-19.8592138783823,-18.7005841751636,1
-19.9876465874303,-18.8618539891948,1
-20.0814518511599,-18.9613540868251,1
-20.1153237966229,-19.0287109652192,1
-20.1454813268371,-19.0716862293603,1
-20.1452782665184,-19.1240074774795,1
-20.406409952135,-19.1268622951843,1
-20.2658514440738,-19.1807537538174,1
-20.1982238667064,-19.2246275591942,1
-19.8864152761213,-19.2446048832393,1
-19.5590695821864,-18.9000786755138,1
-19.6007607435829,-18.8302794946578,1
-19.7083635165624,-18.9208594145243,1
-20.0098191600335,-19.0815497200982,1
-20.070519976096,-18.9569502124448,1
-20.1545576809089,-18.8118923549763,1
-20.1805046569567,-18.7460447290021,1
-20.1376731853392,-18.6683158490897,1
-20.1619406059162,-18.3653962379155,1
-20.0444575913782,-18.6104897067831,1
-18.9152923756057,-19.5757678688281,1
-19.3208754065491,-21.1084214143758,1
-18.7622366051945,-19.2820662006437,1
-19.6040686249224,-20.0948019967427,1
-19.789885373992,-20.3014120580118,1
-21.5515179518782,-20.1175283843911,1
-20.3624143805157,-20.2292966759057,1
-20.0936646070132,-20.6421060750094,1
-20.5795372351329,-22.401514366,1
-20.0038736962409,-19.4195965037596,1
-20.9720797297276,-20.7396347090176,1
-19.9439904750609,-20.5001638134157,1
-21.2254812512007,-21.884997484294,1
-20.31873655112,-19.5492028200461,1
-19.7107441035842,-19.1186586270033,1
-18.5548265940833,-18.4657792730597,1
-20.0453007130619,-18.5348616628636,1
-20.4901675076565,-19.5860868468302,1
-19.8872382104795,-19.3599091485504,1
-19.808960455565,-19.489178191677,1
-19.3790699172127,-18.8184645972572,1
-19.5663386802233,-17.7766517563623,1
-20.162733080955,-20.4374831468193,1
-20.3044524336719,-20.1607432397991,1
-20.5747378326917,-20.7996190498624,1
-19.929359102988,-19.6596809959321,1
-19.5753497766935,-19.8115672282643,1
-19.1578369160893,-20.4308719309412,1
-17.9359665787647,-19.8495354536602,1
-18.635988728226,-19.7478859964552,1
-18.0903595846256,-18.8072891434156,1
-18.2990425891885,-20.1228535569154,1
-18.5843411576064,-18.8124135156252,1
-19.2655336574338,-19.4683836408004,1
-19.3950244650698,-18.3917168601948,1
-20.0011048342815,-18.0797395627566,1
-20.0607340543532,-19.1330954047319,1
-20.1644167616881,-18.5803215594126,1
-20.669494696032,-20.1525179417176,1
-19.6232042365427,-18.9913423397709,1
-21.3950629252605,-19.1816227436493,1
-19.9778815529417,-16.9618292722116,1
-21.4994695896194,-18.8697662399112,1
-20.1986124575045,-18.3595842163158,1
-19.8718981368801,-19.815930157875,1
-18.8744419642877,-19.286861523213,1
-20.1757590659302,-20.8737857721453,1
