A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129,A130,A131,A132,A133,A134,A135,A136,A137,A138,A139,A140,A141,A142,A143,A144,A145,A146,A147,A148,A149,A150,A151,A152,A153,A154,A155,A156,A157,A158
600000,-70,696,-1000,-936,703,-848,9,800,-233,717,1794,455,572,1555,595,427,1171,203,50,1039,79,-254,953,30,223,990,-19,54.0128755364807,1036.1330472103,65.0557939914163,-267.600858369099,955.978540772532,12.6008583690987,240.103004291845,983.231759656652,-16.7210300429185,0,1032.45982081269,0,-323.139425226493,952.987806164419,0,202.184052803872,981.509202628588,0,89.637682718208,1038.23834578624,132.403758877182,295.478102425333,957.733521316904,116.877691839741,248.73679144089,984.068630060692,54.0378980031686,5139.5817300577,4385.99515317448,13355.8201494746,15764.7494820186,3373.00384786148,13559.8098268462,4238.73072369394,1653.47191801095,2651.8830472103,71.6908761981446,66.2268461665999,115.567383588427,125.557753571887,58.0775675098526,116.446596458832,65.1055352769174,40.6629059218712,51.49643722832,63.1620076650676,81.4953268154069,45.846938340794,20.0843399566587,53.3139337581137,25.9544933339963,3.63114796631092,10.3829344938906,7.8107219730677,6.97400045899141,5.32760382435598,-4.54889855508642,-0.372390092723054,4.522747158422,-2.31126304220358,0.250497965085915,-0.293283931443169,0.197719493692553,40,1039,79,-254,962,30,194,990,-19,47.4641148325359,1035.78947368421,68.0095693779904,-264.435406698565,954.167464114833,16.6076555023923,238.827751196172,983.813397129187,-16.6363636363636,0.811089113824538,0.811089113824538,0.811089113824538,0.811089113824538,0.811089113824538,0.811089113824538,0.811089113824538,0.811089113824538,0.811089113824538,787,1098,1455,1508,852,1443,418,371,436,813.104755163619,780.474476484608,788.844992454084,915.92,1006.02666666667,978.85,14942.8488085082,24920.6093499197,5252.7618691033,857055.186666667,790818.466666667,802437.363333333,1.98458165769458,15722.1005244159,5.8211234531403,11722.7935528484,1.66261800473931,65337.6344029098,8.46265228895526,45509.6679243113,5.05788174120825,13468.3927837523,4.70270595944876,66441.9294778991,0.527268526583476,20897.8205447692,3.91680862020261,5766.28616604858,0.400526128599623,12635.3858885503,1
603640,20,1019,19,-272,935,-20,97,952,-116,70,1058,89,-227,981,50,194,1028,0,40,1039,49,-254,962,10,155,1000,-58,45.0643776824034,1036.92274678112,50.587982832618,-252.763948497854,958.824034334764,8.068669527897,156.25321888412,999.622317596567,-60.7381974248927,42.930467207721,1036.84793885412,46.4490301334087,-252.456275186796,958.752367243418,0,153.847943046829,999.519820509607,0,46.0546419258521,1036.96007720487,52.4340173957471,252.916295166039,958.859860333958,15.5582802981856,157.355983614857,999.673294271168,62.5627238905153,90.6208376498444,77.7526269054315,191.001923930739,77.3707636525084,68.9990750332988,177.719402101524,347.327845197573,102.356741157319,225.935474322925,9.51949776247909,8.81774500115713,13.8203445662812,8.79606523694023,8.30656818627878,13.3311440657404,18.6367337588316,10.1171508418783,15.0311501330711,3.21221211638074,2.81189576042117,3.22748227978321,3.17750254187256,3.06308217329557,2.80766718604232,2.70457228622721,4.70167302089553,4.55376695378138,0.221896140300784,-0.214614826808426,0.283039472170111,0.19476029081069,-0.00435069918273928,0.236237149344997,-0.471360099771104,-0.487121122920452,0.30156624347163,40,1039,49,-254,962,10,165,1000,-67,44.9282296650718,1037.08612440191,50.1961722488038,-252.88038277512,958.875598086124,7.7511961722488,156.966507177033,999.813397129187,-60.9760765550239,0.837196974583051,0.837196974583051,0.837196974583051,0.837196974583051,0.837196974583051,0.837196974583051,0.837196974583051,0.837196974583051,0.837196974583051,50,39,70,45,46,70,97,76,116,807.165887970925,770.249734618687,787.43939581246,879.633333333333,950.466666666667,944.903333333333,192.105381223608,179.299436606774,370.214924581622,838921.593333333,763945.6,798430.183333333,0,212.449843650679,0,122.288302154957,0,451.277652193176,0,217.707610397008,0,131.913031115436,0,377.899396114276,0,1327.61600165718,0,200.066732833341,0,568.186897137025,1
607281,-858,441,-534,-1254,787,-474,-58,914,-233,1757,1803,326,236,1324,373,368,1152,155,70,1039,29,-245,962,-10,126,1000,-77,74.587982832618,1046.50214592275,68.0386266094421,-261.523605150215,961.171673819743,30.8197424892704,139.244635193133,1001.01716738197,-54.9914163090129,0,1028.69735434115,0,0,958.064898676989,0,0,999.885206427773,-97.8771097584197,197.967125636097,1054.7160857118,115.633671232677,289.164721312096,962.848382967792,98.0469144078114,157.273387624657,1001.61090635302,85.1313804148063,33772.5622687583,17333.6734867545,8779.57177741601,15287.2505179814,3239.92729761729,8700.68288441616,5368.89248187066,1194.1634971141,4241.49992600266,183.773127167054,131.657409539891,93.6993691409713,123.641621301168,56.920359254113,93.2774511037698,73.2727267260517,34.5566708048403,65.1267988312236,44.3992423016053,13.4931233167145,9.93158700506955,22.5721845427986,14.9491192407905,6.77622215193521,4.35849069592125,7.96445758085471,3.44447292817049,3.43358984307405,1.01371707546767,-0.706915313506916,-1.76466412061318,1.91563185566661,0.336081536117591,0.464291032589462,1.58310497891575,1.03158180783568,70,1039,19,-245,962,-20,116,1000,-97,67.7368421052632,1041.21531100478,66.8612440191388,-260.607655502392,958.842105263158,26.8612440191388,138.531100478469,998.22966507177,-58.4688995215311,0.871093275317016,0.871093275317016,0.871093275317016,0.871093275317016,0.871093275317016,0.871093275317016,0.871093275317016,0.871093275317016,0.871093275317016,2615,1362,860,1490,537,847,426,238,388,829.051480905422,782.481811688195,789.705144571602,954.37,1003.67,949.173333333333,43006.3327692073,16592.5753230986,7071.8710122289,904807.463333333,792438.003333333,804010.52,2.42530755411037,83340.2364621081,1.0173984398779,78097.3969981071,0.670918404989882,40687.1449216149,1.64650264132745,67075.4866495376,0.512308631411235,16209.3236500813,0.565221779158212,38714.9135178043,0.249331829930373,28510.8163293721,0.993708542180079,6251.61256277023,0.10455624260531,17838.0801329111,1
610921,-1010,421,-356,-1209,638,-202,-87,857,-174,1010,1627,603,518,1342,414,339,1438,145,121,1019,188,-190,953,171,155,990,-9,153.283261802575,1042.21888412017,170.635193133047,-185.832618025751,958.652360515021,151.557939914163,151.381974248927,1004.67381974249,-11.2618025751073,0,1007.78603741287,132.568188533662,0,951.820183275631,0,0,999.580957382151,0,289.699466889188,1055.84780124748,198.220127343618,303.190679247949,962.11089453896,173.174191001964,169.024949271978,1007.64607563068,72.5718232366874,60690.4970031079,28717.6286073702,10218.7068595531,57638.2003107889,6671.65879828327,7049.74770608258,5677.29743229245,6006.91038922598,5161.99581915051,246.354413402943,169.462764663422,101.087619714548,240.079570790163,81.6802228099512,83.9627757168769,75.3478429173155,77.504260458545,71.8470306912576,7.10460534559785,6.34115616307589,12.718377788067,6.74952861770264,6.67008593371411,5.44154213837439,4.51652326508508,11.4874675336795,1.90219099949264,0.40329967538191,-0.26873162729972,-0.977364486949476,-1.19473337675058,0.622144991782084,-0.903976331803639,-0.635853426884744,2.49188086901209,-0.0100080878414466,0,1029,217,-209,935,202,155,1000,48,143.430622009569,1046.13875598086,175.1004784689,-170.162679425837,955.784688995215,156.296650717703,153.765550239234,995.602870813397,-11.2535885167464,0.708962343342914,0.708962343342914,0.708962343342914,0.708962343342914,0.708962343342914,0.708962343342914,0.708962343342914,0.708962343342914,0.708962343342914,2020,1206,959,1727,704,616,426,581,319,850.874210294251,790.771272877066,793.247071424893,1105.72,1043.48666666667,951.036666666667,68304.2152678023,59654.8967657137,7215.56272151526,961537.86,813613.68,814868.35,0.465649539021314,293579.10997556,0.246773050796801,170599.404493571,1.20207319532395,39505.0924814764,0.518066699394195,317114.214004135,0.442419421942759,30655.7290336436,0.972371513843281,34401.8488117425,0.218505516052066,35248.4369440974,0.708391545442053,35287.6975920011,0.154441565723036,29899.8998377862,1
614562,-575,480,-306,-836,731,-333,-19,895,-165,1050,1460,603,190,1157,272,271,1219,135,151,1019,188,-145,962,161,184,990,19,194.49356223176,1021.7982832618,182.047210300429,-161.695278969957,963.103004291846,152.527896995708,168.888412017167,995.450643776824,5.70386266094421,140.48942877675,1002.35888528507,0,0,960.35456840097,0,152.244761657876,994.142094435867,0,290.050646753982,1029.44366199364,204.72482316242,219.522882946947,964.417925809303,168.513508583458,178.456003161501,996.143628577408,60.7165722510975,46501.2079325144,15750.1186177297,8808.87276158058,22139.9541586503,2545.46348231464,5154.16408909279,3337.57370134675,1386.09345863549,3669.71795915347,215.641387336741,125.499476563569,93.855595259849,148.795007169765,50.4525864779462,71.7925071932496,57.7717379117744,37.2302761020583,60.578197060935,6.64032162720307,7.80310514461618,12.2956992525622,8.20539388722712,8.5325315779438,12.5698236081343,3.54924680483583,12.2239394568821,2.519066282732,1.41172102153532,-0.926273389084566,-0.840413652987458,-1.28986889993218,-0.406426004768576,-2.11869995215595,-0.983133210563234,1.86341894941381,-0.597525849026343,151,1019,188,-136,962,202,213,990,58,179.952153110048,1027.69377990431,185.545454545455,-153.947368421053,963.66028708134,158.086124401914,172.813397129187,993.33971291866,8.21052631578947,0.633715993636703,0.633715993636703,0.633715993636703,0.633715993636703,0.633715993636703,0.633715993636703,0.633715993636703,0.633715993636703,0.633715993636703,1625,980,909,1026,426,605,290,324,300,836.772835538178,777.898388482961,786.840276384152,1109.13,1011.11666666667,944.62,51487.3616822863,23174.5265629749,4410.87441882052,920968.136666667,781861.816666667,798285.32,0.347714518572139,264291.034667139,0.309783742354888,95938.6262174859,0.961766487865773,42554.6993493007,0.640864885042777,124106.064198732,0.461691763382741,12842.0930131792,0.639799404602051,25285.5058012754,0.257703336045308,17755.9360260116,0.594983847466305,6852.71018767392,0.108721250838852,20654.6259653675,1
618203,-1111,205,-891,-1309,555,-333,-77,828,-213,1282,1813,524,645,1601,535,466,1590,116,101,1039,198,-227,944,171,145,971,0,146.618025751073,1090.09871244635,175.304721030043,-213.519313304721,970.12017167382,151.360515021459,152.772532188841,1008.08154506438,-0.240343347639485,0,966.263425073915,224.154556777362,-5853.09322489,948.089854330183,0,0,996.017570230284,0,357.759395974061,1130.47640646738,240.562199178964,426.787058300796,981.62096825704,199.017317597898,183.446662852143,1015.35286789959,63.8271539346628,106953.969846086,90048.1755586799,27255.4024345123,137145.302427113,22543.3303241083,16769.8608480095,10357.6851043363,14776.4631493266,4091.40750332987,327.038177964111,300.080281855839,165.092102883549,370.331341405386,150.144364942905,129.498497473946,101.772712965393,121.558476254544,63.9641110571379,5.41479247055884,3.67942047541809,20.8978233980232,3.16066604723288,4.0257306232562,5.15411828546839,2.96328953574931,7.38189855070807,2.86695772709145,0.160243803208138,-0.287590673266314,-3.27449907866286,-0.460279399202505,0.700814816762942,-0.861172663413327,0.285482781727134,1.99018635692039,-0.378211988098713,80,1029,198,172,935,202,126,952,-48,143.784688995215,1096.78947368421,188.153110047847,-200.540669856459,964.444976076555,158.057416267943,150.564593301435,994.124401913876,1.91387559808612,0.700042740751641,0.700042740751641,0.700042740751641,0.700042740751641,0.700042740751641,0.700042740751641,0.700042740751641,0.700042740751641,0.700042740751641,2393,1608,1415,1954,1046,868,543,762,329,908.088984291087,833.091635870195,796.859402011873,1200.35666666667,1155.70333333333,945.116666666667,130555.769490681,144319.03821156,17623.1930404062,1136914.85,920610.036666667,829998.836666667,0.726470359593237,535331.104302304,0.320014218351142,572586.541569995,5.37722191670051,130288.093135595,0.589673962739327,771450.656300501,0.358452732626795,113987.6799343,2.51267003739082,82316.7386888068,0.540983400960645,59782.5526213007,0.778037564388272,76953.4034933818,0.637950133511366,18204.6390447763,1
621843,-2171,166,-1316,-1509,546,-494,-77,790,-174,1545,1960,792,936,1638,646,495,1590,126,121,1039,198,-236,935,181,145,952,9,162.201716738197,1111.29613733906,178.244635193133,-215.978540772532,971.712446351931,149.429184549356,165.93991416309,1000.94420600858,5.42489270386266,0,933.372907705873,238.472801471532,0,940.982050456649,0,0,985.989059664938,0,442.833255126005,1167.30976797961,267.631248135454,504.370882510543,988.254587014583,206.590854385861,199.274736484228,1009.70514967013,70.640478857514,170523.756548764,128183.131752257,40027.1252404913,208638.702123723,32561.8005771792,20438.4184549356,12226.8412017167,17691.1132529229,4982.02989492378,412.945222213267,358.026719327283,200.067801608583,456.769856846666,180.448886328454,142.962996803144,110.575047825975,133.007944322596,70.5834959103315,8.68998425285715,3.63647967542136,23.4294676949803,3.14406952287363,3.57756808266887,6.17326065384632,3.03610945443277,5.28293474798729,2.26055008736431,-0.156669545648554,0.112847850960804,-3.14216323773867,-0.470219032784382,0.804562512293941,-0.998696141850912,0.391011575385009,1.54239361650559,-0.387975742369196,141,1019,198,-236,916,191,135,952,87,154.473684210526,1112.97607655502,190.033492822967,-197.928229665072,964.186602870813,157.406698564593,163.578947368421,989.392344497608,8.08612440191388,0.691968929772593,0.691968929772593,0.691968929772593,0.691968929772593,0.691968929772593,0.691968929772593,0.691968929772593,0.691968929772593,0.691968929772593,3716,1794,2108,2445,1092,1140,572,800,300,943.245818113121,856.471889146095,793.941941500074,1256.14,1207.80333333333,956.673333333333,198573.720558158,215823.043711787,20410.9495868902,1266230.63333333,989253.456666667,826532.54,0.690126192573663,811698.296216535,0.332091347898156,798771.37318931,9.42918594956697,143044.628023452,0.751299563330889,1163656.70574975,0.306462342494282,163593.941376979,2.94485123348576,97834.3067830247,0.651047493646059,66629.526021724,0.722740283376455,100201.8634904,0.316439122317007,22423.7832614414,1
625484,-1191,137,-1049,-1472,416,-434,-77,809,-203,1404,1862,653,927,1759,686,485,1780,155,111,1039,207,-218,935,191,145,952,0,175.37339055794,1103.02145922747,190.44635193133,-194.403433476395,974.969957081545,163.347639484979,159.759656652361,1004.07725321888,2.04721030042918,0,946.168588811616,0,0,945.355818223984,0,0,987.949273209098,0,401.148073439265,1154.33302370405,277.818988836148,470.64641877119,989.792500038795,219.891779859515,195.67909702591,1014.04165205528,72.504225124776,130725.00221992,116327.650399586,41089.929221548,184507.233091609,29248.3051280154,21763.3484534557,12822.1919860885,20196.0198682848,5275.312416753,361.559126865745,341.06839548628,202.70651006208,429.543051499624,171.021358689537,147.524060591673,113.235118166091,142.11270129121,72.6313459654507,5.60897337530393,3.34682112818404,15.5231529767789,3.30682837254601,4.94682577270643,6.03570040493563,2.71318683948355,8.19721975661426,2.98496771660219,1.03951878750348,-0.0133732759400997,-2.51728044354729,-0.447013974268732,0.682349862392869,-0.973924920113671,0.288192081608819,2.03535685931245,-0.308745913941571,111,1009,207,-245,935,191,126,933,48,154.468899521531,1106.33014354067,204.688995215311,-178.928229665072,970.062200956938,171.526315789474,157.047846889952,988.200956937799,3.49282296650718,0.694000325602469,0.694000325602469,0.694000325602469,0.694000325602469,0.694000325602469,0.694000325602469,0.694000325602469,0.694000325602469,0.694000325602469,2595,1725,1702,2399,1343,1120,562,971,358,932.071997226827,850.161887768458,795.671604525225,1248.26666666667,1202.32,953.296666666667,164692.842813804,193834.178804458,23958.3710047763,1219823.26666667,970483.553333333,832452.803333333,0.382164358140702,730893.886258719,0.315670316179201,715072.730554252,7.97606870979737,143342.873934245,0.775431585841496,998597.485240187,0.290880308169742,140414.116289783,2.54970404703593,95516.8532516106,0.861381672386586,71399.7477225542,0.977072341119516,104245.494617655,0.996709569438761,21224.2126275029,1
629125,-1494,166,-1108,-1409,611,-393,-165,828,-174,2333,1911,960,681,1518,464,524,1485,223,121,1029,217,-209,944,191,135,971,0,173.914163090129,1085.20600858369,193.935622317597,-183.188841201717,973.072961373391,162.888412017167,154.37339055794,1004.42060085837,8.78969957081545,0,961.512067087475,0,0,951.044463279076,0,0,993.196531746009,0,438.749168224882,1128.0848083207,281.073608491722,419.658265837618,984.477644113698,205.357732465232,184.509545910744,1010.88618327509,67.2855678395076,162954.070186473,95312.3194465,41569.7587686843,143169.369357703,22421.4731019683,15706.5737013468,10256.6487716442,13086.2964703271,4469.27023827142,403.675699276626,308.726933464672,203.886632148075,378.377284410287,149.738014885894,125.325870040254,101.275114276135,114.395351611537,66.8526008340096,9.00989022734491,3.52794468451549,15.2215877652254,3.53728068545934,3.40204939819131,6.22283362718423,3.77711246415051,5.66538335606424,2.98335147009378,0.851385990077811,-0.0211414538003641,-1.81792611632326,-0.422038720327759,0.585980059130104,-1.30919281625461,0.29034975446785,1.5856351854382,0.0238522739589603,111,1019,227,-227,953,181,126,961,-9,157.679425837321,1087.48803827751,203.133971291866,-168.162679425837,968.846889952153,170.516746411483,153.33971291866,993.358851674641,8.91387559808612,0.692985711232169,0.692985711232169,0.692985711232169,0.692985711232169,0.692985711232169,0.692985711232169,0.692985711232169,0.692985711232169,0.692985711232169,3827,1745,2068,2090,907,857,689,657,397,921.904500359066,833.919165210766,794.280220228059,1243.88666666667,1166.12,946.243333333333,190288.809216391,149029.69452257,16996.5808994945,1199234.33333333,922276.98,823625.483333333,0.627192903140015,766730.343337981,0.228610078243722,580148.711711959,4.86006036122311,144953.208334297,0.719964215337785,813482.041355413,0.368160365427271,116716.678134263,1.38195103907404,70877.5297886719,0.769962107884985,59997.8180531705,1.29779201941103,72115.4892545985,0.634952829078659,19474.6005301505,1
632765,-666,-1039,-841,-3781,259,-737,-165,628,-135,4919,3107,2306,1900,2064,989,553,1342,262,141,1029,188,-200,962,161,174,990,29,207.733905579399,1033.77253218884,201.665236051502,-167.974248927039,973.703862660944,145.871244635193,199.386266094421,987.50643776824,27.1244635193133,0,930.425505401507,0,0,942.211587669791,0,154.714705747406,972.057873479475,0,496.514365372704,1084.42811613117,337.507869881222,478.648786631917,987.13634690552,225.307324687725,231.969020796834,994.700099303126,75.155689620969,204249.747854077,107761.185104336,73558.3960707414,201755.214851265,26452.4852005328,29612.0609368063,14115.3242933254,14320.7855187213,4933.81633861181,451.939982579631,328.26998812614,271.216511427202,449.171698631231,162.642199937571,172.081553156654,118.807930262779,119.669484492586,70.241129963945,54.3916359532022,17.5415244097174,19.8829726766671,21.689248224333,14.417356036158,10.6798228875501,3.41197092636981,4.22129319978837,3.49838378842932,5.69938395158775,0.308183102412056,2.37448200710466,-1.60967207234743,1.26390038865445,-1.02347688384592,0.705078226260057,-0.135120572284615,0.341263199263775,151,1019,217,-263,944,161,106,990,-29,162.722488038278,1030,185.933014354067,-169.526315789474,967.325358851675,154.368421052632,194.401913875598,988.358851674641,25.7703349282297,0.667974642984713,0.667974642984713,0.667974642984713,0.667974642984713,0.667974642984713,0.667974642984713,0.667974642984713,0.667974642984713,0.667974642984713,5585,4146,3147,5681,1805,1726,718,714,397,896.124475478021,843.532402255179,790.081342765189,1195.99,1160.92333333333,969.533333333333,257940.216762933,208746.153967698,14555.2899820729,1193288.07666667,974177.83,814635.02,1.08897685217038,952594.538650625,0.701267170971309,380088.058964836,0.955223155114011,255109.714393445,1.64164815495493,655136.568967553,2.27106625456635,62178.6347452549,1.28910946678619,98394.6625272754,1.48339853653176,71893.5837874822,3.48937747850726,70078.4351480046,0.52959513021581,21586.4757999447,1
