F1,F2,F3,F4,F5,F6,F7
750000,21.4737979438442,4876.09035382104,69681.195039442,8779.81801907834,67070.2718862297,1
751000,22.0933475225313,3949.62908535993,12930.9700929945,2993.37423314405,12285.9111910279,1
752000,22.2679362881255,3634.3684810456,3166.44845300981,2391.08873535137,2995.07983377324,1
753000,21.790795219184,3509.40764550553,1686.23505288209,2165.17285192356,1336.91952474551,1
754000,20.3437441454639,2972.2629900716,1202.7859607492,1862.31591909533,866.920556767749,1
755000,20.4405031491772,3189.13507821286,1095.95898397122,2113.76165077904,892.089860460892,1
756000,21.5982504885936,3835.20481319602,1165.16896561519,1854.01943699254,883.69365923977,1
757000,21.6809537881179,4320.83654785137,1306.33901242738,2057.37927365281,1013.03826447503,1
758000,21.5693618128242,4902.04605434753,1523.85022537635,2725.35786415878,1198.46835269142,1
759000,23.3834124797004,4912.382611301,1564.511929319,2624.68492375052,1210.14754939618,1
760000,22.9869114834183,3723.11225007915,1355.11891008218,2500.7570126809,1103.36890754608,1
761000,23.3341298157283,3003.39593231623,1197.35319583065,2194.12546142608,1011.10858818997,1
762000,24.4657941985105,2207.95989414749,834.123802539879,1485.01356785162,769.441485654399,1
763000,23.9234790149897,2927.61460646316,801.060741025665,1486.89211517588,674.424335554626,1
764000,23.5286207234361,2874.16530511351,829.220863413698,1453.50961122345,688.630115104493,1
765000,23.1203901821151,2842.05886253252,771.379472700164,1241.29410948207,576.233485370969,1
766000,21.3295911621791,2934.94469220779,711.819113441618,1322.21596477659,472.215055555684,1
767000,19.5082071705953,1700.69623848197,640.657575308706,1065.11936728018,411.323035948931,1
768000,19.3254556320912,1701.75144760623,532.584539623347,990.941868393656,336.917866765036,1
769000,18.5385922457124,2515.3632477526,600.407612877784,1306.95621325804,503.70850038924,1
770000,19.282381172715,2428.52094169363,796.272974730002,1231.6540431329,628.249773620516,1
771000,20.6630147732208,2665.44973384206,785.001373092529,1482.46802580743,706.012290613693,1
772000,21.1782271122966,2943.81972042379,1003.43928300345,1710.44608411385,858.998495883211,1
773000,20.8122558085404,2119.93299798742,984.895387366746,1500.35378383685,741.813159657858,1
774000,19.7835059105447,1881.2964212522,822.183567094132,1399.45838027203,660.657065729913,1
775000,17.1735806475314,1675.85230818381,869.16398334123,1148.79502185111,588.10386559412,1
776000,16.1249848172981,1351.22659374203,680.846673278911,941.378818467343,457.35654445131,1
777000,16.5143135147394,1277.05724262673,651.190485593266,978.735802558164,444.95081380623,1
778000,17.1872505708015,1391.1821880026,764.172165105783,958.127627457359,472.085454284318,1
779000,17.7583469269623,1256.20223022192,664.299732918878,867.149868816835,474.290346986612,1
780000,17.940840286139,1384.49578128821,719.796055492118,802.812492820636,534.287863164484,1
781000,19.5661379117505,1346.46106729885,709.26200249025,846.798200069592,496.147137845544,1
782000,19.9249182223109,1540.62029348102,749.316085436409,1033.02540879957,549.036392056187,1
783000,20.3900376500604,1887.25072609743,871.749798499725,1113.91281670736,608.986479176274,1
784000,21.3129525781099,1792.20945402883,849.12048632401,1146.06710207034,665.869487247592,1
785000,20.1395193857643,2148.74447473053,865.210153032835,1005.84783762584,708.407610880955,1
786000,20.645388161341,2448.83106898273,861.666686493493,1098.31364782209,710.454678356519,1
787000,21.5736692123258,2380.70334674242,839.701513246986,1346.82764837617,719.059867354344,1
