matrix_tr1,matrix_tr2,matrix_tr3
-212.047290695141,354.707179102674,1
-212.015265953919,360.66323213404,1
-210.324105072807,357.133367064178,1
-202.57928739515,353.26091238079,1
-196.598868046092,327.18212581473,1
-210.436137143108,332.440856515133,1
-222.808923222294,312.693798490646,1
-210.482539561749,351.191274308589,1
-204.074021410701,331.511741052928,1
-205.960520016217,312.154344830083,1
-232.707245957765,332.989509689868,1
-213.911217747347,322.927730930097,1
-204.608628984675,340.274317839463,1
-222.23468217847,340.316432966089,1
-245.641145907184,337.465366434471,1
-256.31344528595,351.468229857291,1
-254.096344604961,331.372714063333,1
-217.367700642409,340.678436323545,1
-232.858585998356,345.915804331442,1
-223.880467356749,322.809000887878,1
-234.88320972981,341.835142092982,1
-226.530821768866,325.783782115284,1
-260.783434162079,352.808046975812,1
-204.848846858219,349.61869229958,1
-216.166475820196,322.454293201528,1
-226.896096288986,356.349682158626,1
-238.945202636745,319.586693253883,1
-231.358784509391,340.670593323045,1
-238.902205939068,337.327586620519,1
-215.136001633043,312.026547602154,1
-221.18065639087,350.044775710283,1
-224.100691280664,332.506839157268,1
-219.777102692986,340.737491228607,1
-216.692625065408,361.181406871051,1
-227.856308024011,343.581112446769,1
-239.199000773298,336.987679167507,1
-211.657275203468,348.770858829406,1
-220.526139962907,349.680378644203,1
-220.922848710253,336.479354571761,1
-218.303011294749,329.593869983352,1
-204.444701831364,326.564991354993,1
-205.462828336848,335.861058297923,1
-213.891887180094,302.546291875748,1
-245.657997190042,338.151759744002,1
-215.29512411959,347.949223103445,1
-209.103378066278,360.96991797522,1
-208.019507090086,346.667963584534,1
-209.632553433576,338.655538653427,1
-221.459423229704,327.204065500552,1
-219.586247316085,331.989605924832,1
-237.639848256683,308.860446914002,1
-254.524013721862,357.477868853001,1
-289.716637846438,401.160952759576,1
-364.152755671685,353.605083651501,1
-198.762290368937,230.911111112654,1
-267.840521814198,245.07370809052,1
-257.878419373209,411.848263003106,1
-293.61995942458,498.395258994158,1
-300.866885126989,320.341104445723,1
-286.866796965985,371.815578409387,1
-286.4108998451,393.998841228935,1
-172.405752299627,419.40453624815,1
-275.958659072145,400.176120501918,1
-448.597728141196,334.124712949811,1
-280.747008336641,325.199371974557,1
-236.309122786109,335.651949902768,1
-303.23959364849,382.89020809039,1
-278.55838082381,394.572259990564,1
-245.441155257325,309.601475586876,1
-344.735201704805,332.275793897968,1
-283.11012612694,270.509518785143,1
-270.945332491328,307.397730773586,1
-275.97764612716,275.907932882836,1
-243.017850370016,314.830042300424,1
-329.48667802302,341.42147242535,1
-261.483396606226,330.081166122732,1
-344.072069054756,350.595477308656,1
-273.60291653592,414.911838501782,1
-289.542602055862,226.201178506342,1
-327.75880167459,379.626671798387,1
-287.555376795404,311.247485351871,1
-260.649027714153,324.526041851568,1
-340.55433859823,327.252407766763,1
-366.468266433538,396.474108333354,1
-352.722512256657,293.83625453537,1
-347.839364483294,339.1132146728,1
-282.090384210942,344.145111982209,1
-207.757600743611,213.899313616647,1
-490.268169791021,318.519547056427,1
-430.025683680221,338.041507167886,1
-204.204712003907,296.83252229109,1
-282.941918067911,257.786016035909,1
-264.98566347411,269.43217430856,1
-360.287475476874,310.965385520849,1
-258.730145263858,378.920583899032,1
-244.074633585507,326.642348314859,1
-296.289756342502,254.666131089732,1
-395.85143442249,324.884474668563,1
-316.124056562883,240.496053268361,1
-363.012922684605,283.22886645184,1
-354.694084285328,373.400619597421,1
-333.126740559252,405.467981847815,1
-348.0437936428,305.299116909617,1
-354.554236943924,262.300238019038,1
-414.669049652647,278.913020231847,1
-224.121912501377,247.331571676666,1
-337.81775274307,374.717709116048,1
-246.274356180171,279.886944809043,1
-213.27393460687,329.395457334764,1
-315.793609198343,389.379615300109,1
-275.105284520186,360.636296724991,1
-309.386527334798,349.680112944728,1
-300.330127754568,350.114771224303,1
-212.330092877678,333.232547755158,1
-344.731657740879,348.705507034001,1
-279.564445921096,292.557821495271,1
-354.792260296536,426.641352698909,1
-344.764057163811,317.573568658521,1
-343.106890482038,348.934520987704,1
-245.032699699717,403.359005173658,1
-209.879752489239,175.22877438146,1
-233.290615756752,308.279728954232,1
-200.196968985565,205.239630501492,1
-278.287068879453,209.51534128229,1
-363.794446115155,366.61113030204,1
-322.203693415454,412.597363328339,1
-206.95728124536,303.611388197777,1
-280.059426449195,470.437901326763,1
-303.528829722553,343.912668768139,1
-250.143365848503,341.693313285245,1
-227.003974624175,287.572585949535,1
-444.746310160919,250.063073226904,1
-347.348023107872,385.909755704688,1
-370.553791476243,190.015214119634,1
-270.806784896558,265.749605251217,1
-199.094421324309,217.013929927066,1
-260.975431240578,327.382810297898,1
-399.855183090875,206.444891451767,1
-304.547014253036,247.300971325795,1
-370.642912119416,424.708268923364,1
-246.468787248168,372.775954953395,1
-263.339952783027,415.049545780225,1
-209.372919445578,342.989817838385,1
-203.91420657195,295.13531308625,1
-303.584214990562,390.526071031602,1
-377.995806046641,350.258082498814,1
-432.814291815933,321.381369352332,1
-414.533227961945,252.907370453113,1
-302.154100731342,347.37375181162,1
-169.476040028563,336.91496711246,1
-238.809483645077,419.834409325867,1
-343.92800054798,385.495375849307,1
-426.306903857665,367.847856573049,1
-402.102960988453,290.621968909828,1
-341.508245189885,333.05468824093,1
-485.617757291461,158.76369438747,1
-394.189403865381,318.497138073745,1
-400.065604663267,252.621083191238,1
-358.69024375877,397.570830556711,1
-404.112959245271,381.557444863854,1
-304.73964677389,287.481188686335,1
-293.466588299177,269.483724400373,1
-293.162791434363,169.882239336045,1
-275.248130241422,186.240771732043,1
-316.913533932192,361.916147181706,1
-389.823108081271,234.11968330061,1
-329.493870442711,336.208121227053,1
-253.489118664303,466.039376279555,1
-171.970391957257,299.601481036256,1
-247.794112777122,294.215759026266,1
-264.816438386967,266.169954279029,1
-181.283760870201,489.373765470254,1
-287.784441164,296.65287346001,1
-353.345266929488,435.437608414658,1
-302.869125366527,383.100170101071,1
-235.000862557452,300.597239435666,1
-350.469696090961,257.80961117834,1
-345.649369935017,248.356968366686,1
-191.163549295684,354.919000822069,1
-192.972849982682,280.57178916651,1
-253.786897878733,304.256126439907,1
-221.110274614236,420.630101121605,1
-218.518058021976,333.869986126737,1
-233.281042142306,332.960799542548,1
-218.688596941864,382.104623210851,1
-206.091761488427,349.58374890973,1
-184.43572284601,338.221801964268,1
-193.654667469355,334.674821941584,1
-232.772719743717,330.016627978496,1
