A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45
620000,-38,942,-184,233,1066,-29,97,1009,-106,91.2255639097744,1006.39097744361,-99.9774436090226,0,1005.71868340984,-86.7189165771647,117.051335052591,1006.72746086075,105.454013068164,5419.66085668717,682.512645249487,1133.58282068808,73.618345924689,26.1249429712198,33.6687216966739,1.79786457260831,2.42767179318825,2.1551866912826,-0.00566483249171314,0.0819902292111045,0.0229025808930774,135,1000,-126,90.7058823529412,1006.25210084034,-99.7142857142857,271,124,155,1018.52826260145,1201.98496240602,5695.89326253952,1038321.7443609,1
622078,-67,961,-135,233,1057,-9,116,1009,-87,102.616541353383,1005.78947368421,-84.2481203007519,0,1005.26441260909,-70.214166344391,132.280744965856,1006.0524358896,88.772370896504,7020.82911825018,533.046251993621,788.718272955116,83.790387982454,23.0877944376162,28.0841284884384,1.87041305094201,2.29503647933756,2.37407054783387,-0.172236605838061,0.106806623495618,0.131326782149374,126,980,-77,104.134453781513,1005.49579831933,-84.6134453781513,300,96,126,1018.23754787695,1200.27819548872,7277.38074396652,1037520.23308271,1
624156,-9,942,-155,223,1057,-19,116,1000,-87,116.526315789474,1003.06766917293,-85.3834586466165,75.8395045967474,1002.50997120672,-74.3371749158384,131.408162848272,1003.34521679238,89.2392239866773,3717.67543859649,561.09387104124,678.404875825928,60.9727434071692,23.6874201009996,26.0462065534682,1.71170044187159,2.30215401206529,2.74815942011014,-0.113385389773802,-0.162316553263854,0.292839913382848,184,980,-106,117.243697478992,1003.41176470588,-85.9243697478992,232,115,136,1015.49207546255,1205.11278195489,3952.39940977312,1031933.36842105,1
626234,-58,942,-145,262,1066,-9,126,1009,-87,114.526315789474,1005.05263157895,-82.2556390977444,0,1004.51554562499,-61.20196361113,142.618477327407,1005.31996178526,88.4816790007796,7278.47846889953,541.504784688996,1071.0705172021,85.3139992551019,23.2702553636396,32.7272137097263,1.69049691608772,3.21810369290021,2.24039111195832,-0.177212293957988,-0.139120469514771,0.215982826905527,194,1009,-77,115.605042016807,1005.24369747899,-82.6218487394958,320,124,136,1018.8803906974,1206,7530.5366525368,1038837.26315789,1
628312,-67,923,-155,281,1076,-19,126,1000,-87,111.421052631579,1005.27819548872,-83.5714285714286,0,1004.16402307816,-70.3155428663933,151.068350810292,1005.83236020825,88.55290250101,10485.836523126,1122.92959671907,863.928571428571,102.400373647394,33.5101416994776,29.392661863611,1.63971265153498,2.45345167789849,2.3288270654259,-0.0664537895826148,-0.100972624648507,0.015590675420865,-19,990,-97,111.63025210084,1005.87394957983,-83.453781512605,348,153,136,1020.2974414199,1211.60902255639,10849.3602687102,1042362,1
630390,-77,933,-126,281,1095,-9,106,1009,-77,110.398496240602,1003.85714285714,-76.2857142857143,0,1002.44709752022,-53.7859130911741,154.833915384787,1004.55854591977,82.6477260215994,11874.9990886307,1419.38095238095,1018.79653679654,108.972469406867,37.6746725583774,31.9185923373281,1.56046534506113,1.97671501049688,2.2137460099822,-0.0702102151243495,-0.0922194575579952,0.24950665717054,233,1028,-77,111.46218487395,1004.04201680672,-76.9831932773109,358,162,117,1018.82711930216,1205.48872180451,12651.8567918264,1039942.06015038,1
632468,-87,933,-135,320,1085,9,97,1009,-87,108.661654135338,1004.51127819549,-76.3082706766917,0,1003.33851244977,0,163.927730271238,1005.09233481495,83.7143819445673,15179.0740487583,1176.53964456596,1194.12394622921,123.203384891643,34.3007236740854,34.5560985388862,1.55500593004035,2.16819975267947,2.34146669992872,-0.0130629819969347,-0.220582337741927,0.504270287318868,19,1019,-106,108.714285714286,1004.94117647059,-77.4201680672269,407,152,144,1021.02681233072,1213.42105263158,15584.0630341213,1044091,1
634546,-116,923,-155,291,1085,38,126,1009,-77,113.729323308271,1003.38345864662,-77.3383458646616,0,1001.91615389227,0,161.890894290369,1004.11023718567,85.0115427810544,13374.8655730235,1470.05639097744,1255.18010936432,115.649753882243,38.3413144137945,35.4285211286658,1.62427246392825,2.21856142685244,3.366340585056,-0.155095544777991,-0.191611421953335,0.491895509739034,262,1028,-97,115.361344537815,1003.76470588235,-78.4033613445378,407,162,193,1019.6277280796,1214.9022556391,14167.571585892,1041672.9924812,1
636625,-106,914,-165,359,1095,9,126,1009,-87,118.721804511278,1003.81954887218,-81.6541353383459,0,1001.70697820637,0,175.39515000882,1004.87433097509,88.1392439029827,16794.8689906585,2134.78537252221,1109.4703804967,129.595019158371,46.203737646669,33.3087132819131,1.69153840274206,1.85974868189712,2.88678139906694,-0.0464313169677501,0.0194527603245692,0.45007405199096,-77,1028,-97,118.243697478992,1003.52941176471,-82.7226890756303,465,181,174,1022.37984245933,1228.69172932331,17790.8601606208,1048304.40601504,1
638703,-58,895,-155,320,1085,29,106,1019,-97,113.84962406015,999.706766917293,-93.3082706766917,0,997.333078421139,0,147.497980105961,1000.87527484171,98.5409345879857,8860.5378218273,2355.40578719526,1011.48758259284,94.1304298398095,48.5325229840286,31.803892569823,1.97930157314792,1.78133587829805,3.91531303296919,0.195502863569215,-0.272917470840741,0.700348930604026,19,1028,-97,112,1000.54621848739,-94.6386554621849,378,190,184,1015.12295653279,1212.74436090226,9732.93890831712,1033217.28571429,1
640781,-19,933,-135,213,1076,-29,87,1009,-87,89.5338345864662,1007.48872180451,-84.0676691729323,0,1006.64288842488,-74.0569449136137,106.508498019529,1007.90953914414,88.1818439021603,3352.96286169971,854.53964456596,714.033264980633,57.9047740838327,29.2325100627018,26.721400879831,1.91400572899129,2.69486725240855,2.17523354142205,0.00121337668598117,-0.115899114137967,0.0520674973176742,29,1019,-106,89.1512605042017,1007.47058823529,-84.1596638655462,232,143,106,1016.90006425436,1181.7969924812,3481.82377915689,1035001.73684211,1
642859,-48,933,-145,252,1085,-19,97,1009,-77,95.8421052631579,1005.87218045113,-79.7293233082707,0,1004.9798777698,-69.9504243142252,122.558716939043,1006.3203088032,83.6954737774216,5879.13397129186,908.551720209614,653.077694235589,76.6755108968428,30.1421916955223,25.5553848383387,1.9089442495655,3.29709068845916,2.52815415926871,0.0240366435092133,0.222797475130134,-0.0365441209339419,135,990,-97,95.0420168067227,1005.42857142857,-79.546218487395,300,152,126,1016.68596157445,1186.12030075188,6123.72894143178,1034706.13533835,1
644937,-67,895,-145,262,1123,0,116,1009,-77,97.8947368421053,1008.15789473684,-78.3458646616541,0,1006.02693082406,0,134.766799418714,1009.22386243652,84.3686860628392,8643.7009569378,2166.75518341308,987.424925951241,92.9715061561218,46.5484176252327,31.4233181881106,1.7645359547189,2.65289033675851,2.58002525151525,-0.191867122322462,0.0962802925645093,0.294236712066889,58,1000,-77,98.4789915966387,1007.49579831933,-78.9579831932773,329,228,145,1020.55303190687,1199.22556390977,9240.92638718736,1043812.96992481,1
647015,-97,933,-155,281,1095,29,97,1009,-87,89.6165413533835,1006.09022556391,-86.3834586466165,0,1004.60026057565,0,137.586527798251,1006.83147748774,92.4431546524958,10981.4957849168,1503.38573706995,1091.84426976532,104.792632302643,38.7735185025804,33.04306689406,1.70127390059683,2.15971017929018,3.47307759596272,-0.102143804131375,-0.0769550250571722,0.542928361361112,-58,1038,-97,89.546218487395,1006.06722689076,-87.3697478991597,378,162,184,1019.49199125516,1206.97744360902,11699.6765875557,1041185.41353383,1
649093,-135,914,-155,349,1104,58,116,1009,-97,104.443609022556,1005.48872180451,-94.1278195488722,0,1004.38119037364,0,180.649101144625,1006.04295189253,102.981237797697,21890.2183868763,1123.29722032354,1758.30929596719,147.953433170293,33.5156265094886,41.9321987971916,1.58910129468765,3.64192573724396,4.49277406471521,-0.0953787275462444,0.120527408232767,1.0759245098102,242,1028,-116,104,1005.23529411765,-97.0756302521008,484,190,213,1026.48926227946,1255.54887218045,22442.4091076999,1055361.65413534,1
651171,-67,914,-165,300,1085,0,97,1009,-97,97.9774436090226,1005.36842105263,-96.5639097744361,0,1004.56663046187,0,116.674954950846,1005.76670339306,99.9501003320706,4043.87069947596,807.0677830941,670.475051264524,63.5914357400111,28.4089384365924,25.8935330008194,4.63006218920357,3.7342145130015,4.29523396372871,0.628327624381469,-0.146255263596118,0.358870621649925,106,1009,-97,95.9579831932773,1005.66386554622,-96.9663865546218,367,171,165,1016.97301897483,1203.62406015038,4135.72668344927,1035169.72932331,1
653250,9,961,-145,145,1095,-58,67,1009,-97,70.7293233082707,1009.55639097744,-92.2255639097744,56.1300252747607,1008.89464660974,-90.5187211252222,74.9516636219587,1009.89235263456,93.069462295804,619.774663932559,683.597174755069,157.554796081112,24.8952739276466,26.1456913229517,12.5520833362877,3.42045599661871,3.11504276697589,4.63560342132529,0.13162184093213,0.645600586968298,-0.373133722949597,58,990,-97,70.546218487395,1008.64705882353,-92.0588235294118,136,134,87,1016.60585231868,1172.51127819549,698.418562661115,1034162.2406015,1
655328,29,952,-145,145,1057,-48,77,1009,-87,77.8796992481203,1007.58646616541,-92.6390977443609,69.2183960303897,1007.17916373719,-89.2404083623706,81.4822274085499,1007.79025371787,94.1902968998144,578.455115060378,413.820118478014,292.005126452495,24.051093843324,20.3425691218689,17.088157491447,2.58852550320854,2.81754654025634,2.87692160343092,0.0307495948086564,0.074795314678111,0.0775357726413409,77,1000,-87,77.7983193277311,1007.33613445378,-92.8991596638655,116,105,97,1015.26022558787,1178.10526315789,648.244279133545,1031152.36090226,1
657406,9,961,-145,145,1057,-48,77,1009,-87,78.3609022556391,1008.95488721805,-91.0902255639098,55.7562196921591,1008.53673263187,-88.0880189230934,85.9378163015368,1009.16390242363,92.5451728755011,1254.30815675553,425.013100934154,269.203918888129,35.4162131905082,20.615845869965,16.4074348661858,1.83582167086471,2.42452412039702,3.52094922666753,-0.0687177617536715,0.0195245392840544,-0.313499700251481,116,1000,-87,78.5210084033613,1008.94957983193,-90.8487394957983,136,96,97,1016.82966379509,1178.40601503759,1256.05055554034,1034361.69924812,1
659484,-9,942,-145,203,1066,-9,67,1009,-87,72.5037593984962,1008.34586466165,-92.2781954887218,0,1007.81164607479,-78.7637329495571,80.0094449311798,1008.612655444,94.6966268027513,1153.38824333561,542.182501708819,455.611414900889,33.9615700952652,23.2848126835673,21.3450559826131,4.0811978385938,2.96067984460896,5.68126830868129,0.36742737077914,-0.00072168540840305,0.605764045308237,67,1009,-77,72.0252100840336,1008.26050420168,-92.6806722689076,212,124,136,1015.92368939441,1173.26315789474,1190.36171338353,1032668.45112782,1
661562,-87,914,-165,271,1095,-19,87,1009,-106,80.1127819548872,1005.21052631579,-100.293233082707,0,1003.7513452502,-84.8239265390934,122.386329031614,1005.93329649261,105.227394300525,8625.20688083846,1464.60685805423,1021.75427204375,92.8719919073477,38.2701823624376,31.9648912409185,1.98740090088933,2.48461015715229,2.59816604678567,0.0407871458718239,-0.182013741691946,0.359793865030603,-38,1019,-97,79.2436974789916,1005.39495798319,-101.294117647059,358,181,146,1018.04662939144,1205.64661654135,8671.34864438146,1037953.01503759,1
663640,-77,952,-165,271,1085,-29,87,1009,-97,78.3233082706767,1007.05263157895,-94.0902255639098,98.0331512189573,1006.50546973217,-85.0756218016257,100.750678648435,1007.32769380513,97.6693824628614,4046.58407382091,558.277511961722,691.537252221462,63.6127665946146,23.6278969009458,26.2970958894982,2.89277367776074,2.90400761037345,2.75393942014446,-0.00525578039924427,0.279532510266291,0.0921966619225499,38,1000,-97,78.4033613445378,1006.66386554622,-94.3781512605042,348,133,136,1016.75848245833,1186.92481203008,4112.78294049182,1034399.09022556,1
665718,-106,914,-155,242,1085,9,77,1009,-87,80.1203007518797,1008.51879699248,-89.6541353383459,0,1007.20302464079,-82.7893990815232,112.940466052609,1009.16923698267,94.9541242615913,6384.28844839371,1322.32729551151,985.834016860332,79.9017424615616,36.3638184946453,31.3979938349623,2.00707649747545,2.39026033197391,3.00298921734098,0.0141448492751768,-0.258055171191659,0.172340886460212,155,1028,-87,80.563025210084,1009.26890756303,-90.1260504201681,348,171,164,1019.20856454311,1189.04511278195,6497.35216437048,1040194.38345865,1
667796,-58,914,-165,233,1114,9,67,1009,-97,78.5263157894737,1006.11278195489,-98.0827067669173,0,1003.80485943043,-92.3986159675099,107.499186917715,1007.2563008684,102.26123851321,5430.52392344498,2319.76748689907,843.485532011848,73.6920886082419,48.1639646094366,29.0428223837121,1.82881941655465,2.03195934779433,3.92612373611859,0.21676900595617,-0.12960675586006,0.563689095191433,0,1047,-97,77.4117647058823,1006.41176470588,-98.9831932773109,291,200,174,1016.85417963292,1188.70676691729,5587.82786666086,1036578.69172932,1
669875,-135,885,-174,291,1142,9,77,1009,-87,82.2631578947368,1005.78195488722,-87.6240601503759,0,1001.97146415914,0,125.249375307973,1007.68509745808,95.8971880541433,8987.75598086125,3860.94452039189,1529.7969924812,94.8037761951561,62.1364990999001,39.112619350808,2.28880221394281,2.08272531072728,2.53751454241439,0.0735319360279953,0.0629289520704249,0.102163326879149,9,990,-106,82.5546218487395,1005.01680672269,-87.9327731092437,426,257,183,1017.94098535118,1194.42105263158,9299.26936776995,1040312.93233083,1
671953,-116,885,-155,281,1133,29,87,1009,-87,85.5488721804511,1006.26315789474,-89.0676691729323,0,1003.32828283192,-74.1699346887683,111.405376417554,1007.72474684982,95.380598900492,5131.12827523353,2965.92264752791,1173.2302346776,71.6318942597048,54.4602850481698,34.2524485938977,3.69067216238754,2.27623260170148,2.96037563461114,-0.0778063646002155,0.00824058553818001,0.340779075014752,97,1019,-116,85.8151260504202,1006.10084033613,-89.7226890756303,397,248,184,1016.82282100101,1191.43609022556,5723.90144364202,1037017.78195489,1
674031,-19,885,-174,242,1123,9,97,990,-97,95.4887218045113,1005.3984962406,-96.1203007518797,0,1002.70284309798,-85.9072910408409,118.861073893929,1006.75413070881,101.761109016513,5047.81237183869,2748.40817953976,1124.6672362725,71.0479582524275,52.4252627989575,33.5360587468548,1.91037451220124,2.29456015818705,2.97702554831972,0.227415601166239,0.191018109442953,0.337631650501012,9,971,-106,93.9915966386555,1005.21008403361,-96.9495798319328,261,238,183,1017.43253943143,1198.42105263158,5264.17572260736,1038037.15789474,1
676109,9,942,-155,174,1076,-38,87,1009,-97,89.3609022556391,1006.27819548872,-93.5639097744361,63.0628422259672,1005.4430907586,-87.8334196813048,97.3671062703347,1006.69784387977,96.0332022784288,1506.30815675552,851.141717931192,471.717475506949,38.8111859746069,29.1743332045686,21.7190578871863,2.30229736976766,2.38937548083208,2.64639076909237,-0.0457263076557603,0.219531841157143,0.137935094387096,87,1028,-106,89.3193277310924,1005.79831932773,-93.7731092436975,165,134,117,1015.57051913723,1189.2030075188,1807.96310010423,1032143.27819549,1
678187,-38,952,-135,223,1076,-29,87,1009,-87,87.4360902255639,1008.54135338346,-87.781954887218,0,1007.82935482021,-78.3865398143401,101.910140279215,1008.89908733285,91.5549467296917,2761.36899065846,727.174413305993,681.76270221007,52.5487296769243,26.9661716471952,26.1105860181282,2.63383863350505,2.44271605915709,2.32498239162752,0.0947635643532834,0.226599750523399,0.163088730733652,87,1000,-106,86.8067226890756,1008.32773109244,-88.0084033613445,261,124,106,1017.82671008937,1184.75187969925,2986.24524263192,1036645.35338346,1
680265,0,933,-194,252,1114,19,126,1009,-67,130.18045112782,1006.16541353383,-69.6992481203008,0,1004.85586597852,0,139.1673412557,1006.82642925512,84.4970079997053,2438.93688767373,1340.69970380497,2299.04522670312,49.3855939285307,36.6155664138214,47.948360000141,2.95797570585419,3.48513056898401,2.69542685420505,-0.0192706720789771,0.354942536272581,-0.461596500307234,126,1009,-48,130.361344537815,1004.95798319328,-67.9495798319328,252,181,213,1019.23898009234,1206.88721804511,2468.46784207958,1040206.7518797,1
682343,-48,857,-174,233,1209,9,106,1000,-87,105.533834586466,999.037593984962,-82.984962406015,0,994.914360003785,0,120.591212787266,1001.13939600116,93.6685485767832,3430.64467988152,4235.82433356118,1901.59068124858,58.5717054547801,65.0832108424375,43.6072319833371,3.06414248412663,3.92348755012247,2.10479897789983,-0.282563889412011,0.483154843366405,0.140607365046647,116,961,-116,106.857142857143,996.747899159664,-83.2352941176471,281,352,183,1010.62725288426,1190.71428571429,4802.36710284504,1025596.12781955,1
