A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45
670000,-38,1000,0,9,1047,58,-9,1019,29,-11.3609022556391,1018.67669172932,23.8270676691729,0,1018.59777245615,0,14.8761806885941,1018.71616093069,26.6535838834965,92.9293688767373,81.0234677603098,143.765322396901,9.63998801227145,9.0013036700419,11.9902177793775,2.92452908926708,3.01198366957339,2.74701115659985,-0.204002274550188,0.0473263143009245,-0.0870255415368306,-9,1019,29,-11.218487394958,1018.73109243697,23.890756302521,47,47,58,1019.13428530963,1054.54135338346,160.090416283433,1038714.33082707,1
672078,-97,1000,-9,29,1038,67,-9,1019,29,-18.9097744360902,1018.21052631579,26.1203007518797,0,1018.12964735218,0,28.0095311382834,1018.25092554263,30.4450694799519,430.188767372978,82.8947368421053,246.485418090681,20.7409924394417,9.10465468000326,15.6998540786429,5.15343864070086,2.77155899543779,2.93778605427611,-1.28077381225835,-0.0938453564302986,-0.31554031575057,-9,1019,29,-17.3949579831933,1018.20168067227,26.4117647058824,126,38,76,1019.05087585072,1065.46616541353,551.975288133188,1038546.38345865,1
674156,-97,990,-29,38,1057,77,-19,1019,9,-25.6165413533835,1017.48872180451,11.9548872180451,0,1017.37280315783,0,36.5929653455682,1017.54676233274,21.5099207745943,688.010936431989,119.009341535657,322.17976760082,26.2299625701599,10.9091402748181,17.949366774369,2.88269039887956,4.02375795273601,4.68113522263817,-0.173874363790179,0.165579265218722,0.80389114797898,-19,1019,0,-25.4621848739496,1017.32773109244,11.1680672268908,135,67,106,1018.37209082381,1062.93984962406,751.372774821647,1037203.13533835,1
676234,-38,990,-29,19,1047,58,-19,1019,9,-15.2706766917293,1017.1954887218,10.4511278195489,0,1017.11139024494,0,18.2486996137803,1017.23758693369,19.0112748501665,100.577694235589,86.2948279790386,254.113123718387,10.0288431155138,9.28950095425145,15.9409260621329,3.27741726252807,3.86672550231663,3.17740357276459,0.105405122817152,0.155995325033675,0.2879403112717,-19,1019,9,-15.2941176470588,1017.16806722689,10.2268907563025,57,57,87,1017.536378177,1047.51879699248,255.47616816069,1035466.7518797,1
678312,-106,990,-19,0,1047,38,-48,1019,0,-52.3007518796992,1017.68421052632,3.30827067669173,0,1017.57236555033,0,57.4984798752969,1017.74000697846,13.2574280498233,575.03007518797,114.429824561404,166.063340168603,23.9797847193833,10.6971876940345,12.8865565675476,2.94096047502167,3.53140108476595,2.89535822687222,-0.0582425919605009,-0.186495194253728,0.44452970166873,-58,1019,0,-52.3697478991597,1017.71428571429,2.95798319327731,106,57,57,1019.38905708762,1079.66917293233,585.615461062092,1039276.55639098,1
680390,-97,990,-38,-38,1038,19,-58,1019,-9,-59.8345864661654,1016.81954887218,-9.04511278195489,-57.7210389814219,1016.7324251222,0,60.9228527316508,1016.86305552135,14.4240296581416,132.411825017088,89.149008885851,127.194919115972,11.5070337192992,9.44187528438345,11.278072491165,3.51460947272048,3.09516349040855,2.98364270978943,-0.60072936651085,-0.115409773245075,0.0622675249975954,-58,1019,-9,-59.3529411764706,1016.89915966387,-9.03361344537815,59,48,57,1018.74520590356,1088.18045112782,139.314995779398,1037930.12030075,1
682468,-97,990,-29,-38,1047,58,-58,1019,0,-61.9172932330827,1016.60902255639,-2.75187969924812,-60.2764646411523,1016.52422820917,0,62.7470755391979,1016.6514140768,14.1485140961099,104.227956254272,86.8459785828207,194.0667578036,10.2092093843878,9.31911898104218,13.9307845365435,3.6906832229062,3.21539755304842,4.84682405515833,-0.494909204629106,0.00781796070976391,0.706413444496056,-58,1019,-9,-61.5126050420168,1016.67226890756,-3.23529411764706,59,57,87,1018.64150546413,1089.26315789474,209.495292067576,1037717.47368421,1
684546,-116,990,-38,-19,1047,38,-67,1019,0,-69.0075187969925,1017.36090225564,-0.977443609022556,-61.6711398119517,1017.23311513786,0,71.926236233009,1017.42492656854,15.1170868817201,414.462064251538,131.262702210071,229.294941900205,20.3583413924499,11.456993593874,15.1424879692937,2.3161330422341,3.20617914415688,2.96429538304525,0.179690845865898,0.209411481499737,-0.0797501191108454,-87,1019,9,-69.109243697479,1017.11764705882,-1.00840336134454,97,57,76,1020.00971532189,1097.97744360902,421.669761644868,1040555.39097744,1
686625,-116,971,-38,-9,1047,29,-67,1019,-9,-61.5714285714286,1016.6992481203,-5.45864661654135,-52.6401622565,1016.56265528441,0,64.688321568645,1016.76725292298,13.8031270293899,396.51948051948,139.333105491,161.94714057872,19.912796903486,11.8039444886445,12.7258453777625,2.98421539340555,4.04120845555865,2.87803155767202,0.0533009355593919,-0.331885018619981,-0.0657476610208692,-67,1019,-9,-61.3445378151261,1016.8487394958,-5.52100840336134,107,76,67,1018.84773718377,1088.73684210526,409.820705506916,1038190.7518797,1
688703,-106,980,-29,-29,1057,29,-58,1019,0,-62.3233082706767,1017.31578947368,-3.7593984962406,-57.7644351014338,1017.20414471914,0,64.5618547031199,1017.37171698761,12.5596321961376,286.190134426977,114.657097288676,144.699248120301,16.9171550334853,10.7078054375617,12.0291000544638,2.62550004293025,4.4323172834647,2.65979538848544,-0.426176649970125,0.217651074757865,0.0114614792019334,-58,1019,-9,-61.8655462184874,1017.05042016807,-3.78151260504202,77,77,58,1019.43851315382,1089.48872180451,295.153394185382,1039371.18796992,1
690781,-126,980,-38,-19,1057,38,-67,1019,0,-65.5037593984962,1016.56390977444,-2.29323308270677,-56.3562668731319,1016.41004497562,0,69.4866244499156,1016.64057199759,13.8387599948655,541.721576668945,157.050808840282,187.663362952836,23.2749130324679,12.5319914155845,13.6990278104994,2.81107488186795,4.47302762588963,3.11384166955755,-0.339122771168958,-0.240877643142785,-0.000355314148529416,-67,1019,-9,-64.7647058823529,1016.72268907563,-2.3109243697479,107,77,76,1019.02288910527,1092.84210526316,604.755578933621,1038577.95488722,1
692859,-97,990,-58,-19,1038,29,-67,1019,0,-63.1353383458647,1015.74436090226,-4.35338345864662,-56.6092511829986,1015.66506793181,0,65.2700002476699,1015.78393001721,13.2803772933088,276.178514467988,80.9947596263385,158.609022556391,16.6186195114994,8.999708863421,12.5940074065561,3.26419945789608,2.51392199772185,4.40669400337188,0.623739652450685,-0.2058543686242,-0.434092559975479,-77,1019,0,-63.8235294117647,1015.94957983193,-4.36974789915966,78,48,87,1017.92405577146,1088.76691729323,294.071181677155,1036253.53383459,1
694937,-97,1000,-29,-38,1038,29,-58,1019,0,-61.3233082706767,1016.91729323308,-0.37593984962406,-59.3347007780793,1016.81929176593,0,62.281316668926,1016.96634968468,12.1537766029447,119.311346548189,100.530986557302,148.690931875142,10.9229733382531,10.0265141777839,12.1938891201758,3.53747304225137,2.50265720745543,2.87530721059814,-0.264344260061685,0.132760775907346,-0.0356791198365806,-58,1019,0,-61.1848739495798,1016.67226890756,-0.420168067226891,59,38,58,1018.8943792264,1087.14285714286,164.072986134082,1038247.23308271,1
697015,-174,971,-48,77,1085,106,-58,1019,0,-56.8646616541353,1017.39097744361,5.64661654135338,0,1017.12854293685,0,70.3802240679129,1017.5224111256,26.009974951785,1732.81487810435,269.482342219184,649.518113465482,41.6270930777583,16.4159173432125,25.4856452432635,5.62549966351174,5.76910374169361,6.60396945089457,-0.0341129591824842,0.181446172816629,1.72872678230694,-58,1019,9,-56.8655462184874,1017.35294117647,2.98319327731092,251,114,154,1020.14122770127,1096.18796992481,1737.30711171304,1040981.7518797,1
699093,-621,533,-330,388,1771,456,-19,1000,0,-35.7368421052632,1010.6015037594,6.66165413533835,0,946.359500497661,0,170.371619472859,1041.78777802204,128.831357972322,27959.5893141946,64491.2718159034,16678.543745728,167.211211688076,253.951317806983,129.145436410769,4.81222150058407,2.52088335739443,3.75045606107017,-0.759152305943407,0.282346640574734,0.143986914336841,-58,1028,-67,-27.8739495798319,1004.87394957983,6.04201680672269,1009,1238,786,1030.52733299771,1231.46616541353,66181.4176751945,1130945.78195489,1
701171,-970,390,-572,359,2123,650,-9,990,9,-32.781954887218,1023.70676691729,20.2706766917293,0,888.458961900499,0,207.469573817826,1086.46071245087,165.194121397709,42286.9142173616,133424.526999316,27081.820118478,205.637822925068,365.27322239567,164.565549610111,8.15483850707904,2.40070548592499,5.71942188568798,-1.76176794269741,0.303997671829998,0.338782410978423,-165,695,-48,-12.890756302521,1013.68067226891,18.4117647058824,1329,1733,1222,1052.21609604455,1275.82706766917,134862.368083239,1250729.60150376,1
