A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92
740000,118,944,-80,-19,980,-97,163,990,-20,29,1038,-48,145,972,-50,0,1019,-77,143.59375,974.53125,-47.5,0.515625,1014.0625,-77.6171875,143.07676253802,974.439780157506,-43.8231098430813,0,1013.97632792399,-75.9776669614112,143.84665228986,974.576807196334,49.0216788778189,8.17389136213591,1014.10534770802,78.3814291621427,73.2667322834646,89.4950787401575,148.031496062992,67.0706200787402,87.5866141732283,120.15938730315,8.55959883893308,9.46018386397207,12.1668194719488,8.18966544363933,9.35877204408935,10.9617237377681,2.9201597042724,2.93241479641912,2.8103214124038,3.502899540153,5.23862530151269,2.63893074931928,-0.23582622685713,-0.382059999225164,0.0921695581763177,0.280806786192251,-0.563072180768641,0.192507769289652,145,972,-50,0,1019,-77,143.758620689655,974.76724137931,-47.5862068965517,0.310344827586207,1014.3275862069,-77.801724137931,45,46,60,48,58,49,986.312053543056,1017.11809930607,1165.625,1097.4453125,169.87964401382,136.837716072442,972894.9375,1034620.1171875,978.5590152961,1009.17492553345,0,0,1
742000,45,944,-101,-29,980,-106,290,1000,50,97,1047,-38,136,972,-35,0,1019,-77,142.3515625,974.6171875,-27.8203125,2.6328125,1013.8515625,-73.375,135.915662849246,974.503051712485,0,0,1013.72734486098,-70.4366407061314,145.741396615718,974.674028040914,42.6102430467135,19.7845820653356,1013.91340776099,74.7614957715534,984.277005413386,111.671198326772,1049.86509596457,387.525529035433,126.395115649606,207.007874015748,31.3731892770465,10.567459407387,32.4016218107145,19.6856681124983,11.2425582342101,14.3877682082993,9.58988703175073,3.03514699725688,2.30952222875381,11.8547503062467,4.04155074016436,2.57993006870583,1.70286498230107,-0.345465740567263,0.247692102646952,2.50298798448657,-0.349053823574525,-0.0876573287866283,145,981,-50,0,1019,-77,139.801724137931,974.844827586207,-27.9310344827586,0.318965517241379,1014.10344827586,-73.3189655172414,245,56,151,126,67,68,986.388519130804,1016.79548265094,1152.7578125,1098.59375,1500.18469563045,392.772413591126,973045.6484375,1034001.109375,978.753985017241,1008.89167668208,10.0138216356795,10.0138216356795,1
744000,18,953,-111,-67,980,-145,154,1000,101,38,1038,9,109,981,10,-9,1009,-77,108.2734375,980.46875,8.59375,-9.7265625,1013.859375,-69.5078125,99.0426281476475,980.374954352455,0,0,1013.72070939232,0,110.838318340274,980.51546552056,56.666927082735,25.8878289452785,1013.92868338952,75.5367770526384,566.420706200787,92.3297244094488,3161.99114173228,580.105745570866,141.64936023622,881.354269192913,23.7995946646322,9.60883574682432,56.2315849121495,24.0853844804451,11.9016536765367,29.6876113756717,4.6774508114461,3.22274516143083,1.74861250647987,2.18660303252532,2.8295468902033,2.88351955591429,-0.895712954727098,-0.375374791630929,-0.073295716191121,-0.0297135046378848,-0.00571274554538552,0.365646433247299,100,981,-50,-19,1009,-77,109.491379310345,980.568965517241,9.31034482758621,-9.56034482758621,1013.93103448276,-69.7844827586207,136,47,212,105,58,154,988.338595444471,1017.00513181699,1139.1015625,1105.1875,3168.46898184345,1259.57670825816,976906.8515625,1034427.359375,980.725265381751,1009.02410691232,20.1019692127852,20.1019692127852,1
746000,81,953,-90,-19,980,-106,154,1000,-20,29,1038,-48,127,981,-60,9,1019,-77,122.8828125,977.0234375,-59.453125,8.0078125,1013.3359375,-74.7578125,121.601759460857,976.939980805605,-56.2863175528296,0,1013.23213839924,-72.5634133675823,123.458083726826,977.065108660881,60.782655832071,12.678414234438,1013.38757007746,75.8153080683578,142.828678641732,82.0703125,161.115895669291,97.3778912401575,105.468934547244,160.484190452756,11.9510952904632,9.05926666458163,12.6931436480208,9.86802367448303,10.269806938168,12.6682354908944,4.4353327408957,2.96356839984789,3.51145840620628,3.37056960606105,3.19242378525633,2.54572496221054,-0.718621217330786,-0.128073189272556,0.0131772917003129,-0.113531071337583,-0.487173542351625,-0.0940687049165365,127,981,-60,9,1019,-77,123.431034482759,977.112068965517,-59.4827586206897,8.06034482758621,1013.78448275862,-74.7413793103448,73,47,70,48,58,58,986.668698306407,1016.24622983025,1159.359375,1097.9765625,175.013262497055,171.599076178214,973592.65625,1032863.0703125,979.035555629242,1008.22440595085,29.4360204184882,29.4360204184882,1
748000,118,944,-101,-19,990,-97,154,1000,-40,38,1028,-38,136,972,-70,9,1019,-77,137.4765625,974.0546875,-66.34375,8.2578125,1013.3671875,-72.5625,137.100857545601,973.961055729746,-63.9898303133893,0,1013.2858151919,-70.4003599362226,137.659538127585,974.101352690006,67.4711744006283,12.809603331095,1013.40781447426,73.5103096510959,50.7396038385827,91.626906988189,152.054133858268,96.6495447834646,82.9900959645669,139.53937007874,7.12317371952858,9.57219447087182,12.3310232283565,9.83105003463336,9.10989000836821,11.8126783617747,2.95849392241011,3.28862418947817,3.11610572202065,3.33811642311478,2.1444674955735,2.90618737480902,-0.394160932153371,-0.304835905136399,-0.188263837454486,0.359498062577483,-0.150141231816549,0.400422950523748,136,972,-70,0,1019,-77,137.706896551724,974.310344827586,-66.1206896551724,8.01724137931035,1013.38793103448,-72.9137931034483,36,56,61,57,38,59,986.047933567397,1016.1093567837,1177.875,1095.0625,156.788747523247,171.238715077318,972375.953125,1032563.25,978.347087086597,1008.16603975393,38.7517509862149,38.7517509862149,1
750000,100,935,-121,-38,971,-116,309,1000,40,67,1038,-48,154,972,-70,0,1009,-87,156.9609375,970.859375,-72.7578125,4.5625,1012.4765625,-87.421875,152.376328138071,970.727462545816,-66.6327201015252,0,1012.31554766921,-84.618385798358,159.886165560063,970.924623747899,75.867534640978,18.7491666481473,1012.55656092018,88.7330089369227,934.148068405512,127.696604330709,465.822773129921,333.318897637795,163.275036909449,232.78125,30.5638359569854,11.300292223244,21.5829278164461,18.2570232414212,12.7779120715964,15.2571704454004,11.8335916110035,4.70584793057161,8.258951618343,4.03372490277878,3.24977522604511,2.42068740224497,2.31864290436862,-0.888197538509002,1.27669135677609,0.590469771289548,-0.474024153270721,0.0634152387348586,163,972,-80,9,1009,-97,153.939655172414,971.405172413793,-73.7672413793103,3.87068965517241,1013,-87.4741379310345,209,65,161,105,67,68,986.866696967449,1016.52740450589,1201.203125,1113.9296875,1048.66433621202,342.932599448118,974014.09375,1033495.8671875,979.179011245883,1008.56851465329,49.1879943332728,49.1879943332728,1
752000,136,935,-80,-29,990,-106,200,990,-30,29,1038,-38,172,972,-60,9,1009,-77,171.625,969.2890625,-55.3125,7.3046875,1013.03125,-79.796875,170.40597275656,969.179105874172,-52.4820617952849,0,1012.95064793422,-77.2914349383885,172.213666342134,969.343757555853,56.6099593711213,14.9872341511034,1013.07155164381,80.9515673103369,204,106.868540846457,146.358267716535,172.607221948819,82.2982283464567,187.076525590551,14.2828568570857,10.337724161848,12.0978621134701,13.1380067722931,9.07183709876102,13.6775920976812,2.7119418639068,3.02199285489462,2.51683566475471,2.72602408207355,3.17026391420094,2.58537273735205,-0.251841500166501,-0.462928865804388,-0.0204041923498845,-0.450568999196842,0.0232738163674771,0.078170295706485,181,972,-60,9,1009,-77,171.76724137931,969.603448275862,-55.2586206896552,7.71551724137931,1013.01724137931,-79.7413793103448,64,55,50,58,48,68,986.099984916878,1016.36932915056,1196.2265625,1105.4765625,235.495245493672,221.610042507723,972489.5546875,1033091.7421875,978.387011143781,1008.49312523301,60.0070025258188,60.0070025258188,1
754000,154,944,-90,-19,990,-106,209,990,-30,38,1038,-48,181,972,-60,9,1019,-77,179.1875,967.625,-58.671875,9.0703125,1014.109375,-75.7578125,178.769132237242,967.554035855122,-56.2137292832123,0,1014.02172433108,-73.4257388042997,179.395643411427,967.660387222707,59.8761743099874,12.4433089449712,1014.15301791692,76.8766768109808,75.2244094488189,69.0236220472441,143.891486220472,73.136749507874,89.2162893700787,172.121985728346,8.67320064617549,8.30804562139882,11.9954777404017,8.55200266065639,9.44543748960728,13.1195268866048,3.45890780287555,3.09368752989547,2.8555087625001,3.87674950701902,3.35195746715976,2.67142163087085,0.0249507427536384,-0.293224936849826,-0.339414691495064,0.159923811159279,-0.426200473462991,-0.117855719294702,181,972,-50,9,1019,-67,179.293103448276,967.76724137931,-58.448275862069,9,1014.37931034483,-75.8620689655172,55,46,60,57,48,58,985.93678027525,1017.09424689095,1205.484375,1099.65625,154.608810093324,175.717007805094,972134.578125,1034571.203125,978.264027365241,1009.15218764719,69.3298874174422,69.3298874174422,1
756000,154,935,-90,-29,990,-97,218,981,-30,29,1038,-38,190,962,-60,9,1019,-67,188.296875,962.796875,-63.75,6.3125,1014.59375,-69.8515625,187.63063022872,962.687264991691,-61.2149621391836,0,1014.51065580064,-67.3399835355724,188.620816719682,962.851583513783,64.8676537266456,12.1635983573941,1014.63530239934,70.9652753993106,123.060777559055,106.178887795276,144.88188976378,108.956692913386,84.9832677165354,158.064406988189,11.0932762319819,10.3043140380753,12.0366893190686,10.4382322695649,9.21863697715315,12.5723668013699,3.26887167939464,2.37692986586807,2.49090264650284,4.02788195347175,2.59990494760598,2.55536241004276,-0.325166542208294,-0.147981577758295,0.261776248082523,-0.507365512297093,0.0308194548821668,0.298701832262642,190,962,-60,9,1019,-77,188.456896551724,962.905172413793,-64.1379310344828,6.53448275862069,1014.56896551724,-70.0948275862069,64,46,60,58,48,59,983.249792391362,1017.14435619281,1214.84375,1094.0703125,169.731194003671,160.470184602665,966868.796875,1034668.8203125,975.61021675815,1009.12715661985,78.6360672471793,78.6360672471793,1
758000,27,935,-111,-19,980,-145,318,981,-30,38,1047,-48,190,962,-60,9,1014,-87,191.890625,963.4453125,-66.234375,6.9296875,1013.078125,-85.6640625,178.16943931894,963.337391837627,-63.0559600949543,0,1012.94030686319,-83.2134793203552,194.733752531501,963.49898238789,67.8306715284465,13.5827901220626,1013.14660680229,86.8691994466393,1107.87770669291,104.233206200787,215.692667322835,137.546198326772,139.852116141732,209.56342273622,33.2847969303241,10.2094664993225,14.686479064869,11.7280091373929,11.8259086814389,14.4763055624085,13.0843116897605,2.94218897929418,3.6018547748712,2.72697529514675,3.7267021848841,4.3019441014056,-0.859609313461086,-0.489235692289124,-0.593283954349363,0.248818750365593,-0.501494189055875,-0.40342740646495,190,962,-60,9,1019,-87,192.362068965517,963.698275862069,-65.7931034482759,6.79310344827586,1013.59482758621,-85.4568965517241,291,46,81,57,67,97,985.273901977746,1016.88385034321,1221.5703125,1108.953125,1174.96367160772,225.85606662944,970852.5234375,1034196.796875,977.605925625734,1008.93171943485,88.8929575158782,88.8929575158782,1
