A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
600000,9,800,-233,427,1171,203,203,990,-19,232.007518796992,984.853383458647,-20.4887218045113,198.292168952323,983.311715038066,0,240.817904562544,985.599285271565,53.4446519968806,4181.494282877,1475.31049794297,2445.73760817137,64.6644746586331,38.409770865536,49.4543992802599,3.54433388902091,11.4791225849899,8.15406616957005,0.469364645379311,-0.420752630132586,0.379857897341728,194,1000,-19,229.954166666667,985.6,-20.8,0.847758371625322,0.847758371625322,0.847758371625322,418,371,436,900.246890664917,1112.85666666667,5190.69298598701,915266.583333333,0.500324306105465,25829.9908981388,3.47591273183954,5436.46923535706,0.34337202857695,14330.2518780389,1
604156,97,952,-126,194,1028,0,145,1000,-67,148.657894736842,1000.67669172932,-64.8195488721804,146.250701447339,1000.57040035587,0,149.824295589441,1000.72955342477,67.8815310348779,349.463654419067,106.196964108384,407.861654135338,18.693946999472,10.3051911243016,20.1955850159221,2.38876810503338,4.5827893556296,3.85389670886909,-0.0322633481239425,-0.482266144204877,-0.376502080488565,155,1000,-67,148.633333333333,1000.92083333333,-64.4833333333333,0.91829583405449,0.91829583405449,0.91829583405449,97,76,126,899.179474642388,1076.55,421.393588166152,911949.843333333,0,1556.78097156066,0,268.060879121552,0,2153.22473058465,1
608312,-87,857,-233,368,1438,155,126,990,-67,141.312030075188,1002.6015037594,-29.8082706766917,0,998.478135882925,0,168.166930581947,1004.97480610325,85.7551813467825,8342.38906227834,4782.56512980565,6489.81593133777,91.3366797200245,69.1560924995452,80.5593938118812,2.9775213805148,13.4557782446566,1.88321157320552,0.00639004742867195,2.56746791101842,0.351222835536486,106,1009,-97,141.570833333333,995.9875,-31.0541666666667,0.80017030722905,0.80017030722905,0.80017030722905,455,581,388,904.51773394366,1089.56,10415.9615092917,927106.14,0.161314635134193,63055.9560642124,0.755015260539512,34098.4091392934,0.131500482037605,41675.5256601117,1
612468,-29,904,-165,310,1295,106,174,1000,9,173.033834586466,999.236842105263,-9.49248120300752,0,997.759597236518,0,178.711227983915,1000.078803286,64.3880096716282,2004.53092637254,1689.69841112215,4071.01315080153,44.7719881887385,41.1059413117149,63.804491619333,6.56009207601726,26.9239489679342,1.8629971921186,-0.766143225479181,3.83956633111904,-0.327295526400498,213,1000,9,174.379166666667,995.791666666667,-8.09166666666667,0.632267085557699,0.632267085557699,0.632267085557699,339,391,271,901.856168134256,1088.53666666667,4634.57319756894,918800.47,0.323774432600928,14981.7812100467,1.2129046118881,12156.4227914302,0.0349018990299505,26744.4585407425,1
616625,-77,847,-213,436,1457,135,145,980,0,147.714285714286,1003.35714285714,7.17669172932331,0,996.18691468833,0,172.073707759947,1007.62829366562,59.1535849846935,7819.24636118598,8621.63423180593,3460.65168108952,88.4265025950138,92.8527556500394,58.8273038740474,2.93570291802024,9.81306871053538,2.6925022847487,0.131047761542622,2.36156635014303,-0.31068691448092,223,990,48,146.683333333333,992.225,8.35416666666667,0.699843324408763,0.699843324408763,0.699843324408763,513,610,348,903.810846126427,1067.58666666667,11079.1843970156,929601.98,0.417409961951959,56983.2841270937,1.18004138792773,53516.4127566994,0.234947868122419,20717.2609325591,1
620781,-77,790,-174,495,1590,126,150,952,0,165.278195488722,1000.54511278195,0.932330827067669,0,985.393169662573,0,198.112408283251,1009.45150557383,71.0657325710828,11976.6694850333,17969.3734288552,5068.52370549015,109.437970947169,134.049891565996,71.1935650567532,3.19405122346442,5.68325208588589,2.19677935499174,0.499319144991808,1.58548527047835,-0.284565499680713,135,952,87,162.225,989.341666666667,3.01666666666667,0.710248368441172,0.710248368441172,0.710248368441172,572,800,300,905.794510690568,1090.55666666667,21115.5136507812,942784.87,0.676710384517657,81235.2358500273,0.768105878221699,126517.144327624,0.307996048229496,27801.8763442032,1
624937,-77,809,-203,485,1780,155,145,952,0,159.417293233083,1006.65789473684,1.47744360902256,0,990.235665928383,0,196.215672731726,1016.77517827585,71.9598102117723,13136.1006809477,20548.8976166832,5195.56364023265,114.612829477976,143.348866813391,72.0802583252353,2.58252449798065,7.68561434273211,3.0207846976258,0.216272616516055,1.97776479968134,-0.3299699082387,126,933,58,157.379166666667,991.166666666667,3.09583333333333,0.715363748304303,0.715363748304303,0.715363748304303,562,971,358,910.760750100565,1090.13,23744.4890319479,955392.703333333,0.666600996745437,89167.9246151486,0.815583735179753,131940.202917155,0.633606419223992,20457.4244962247,1
629093,-165,828,-174,524,1485,223,135,971,19,149.43984962406,1002.58270676692,14.6503759398496,0,992.46244284004,0,179.029033223224,1008.42512703825,66.7622591598,9755.80202865655,11793.4893601929,4258.57541495247,98.7714636352856,108.597833128442,65.2577613388053,3.84027773151632,6.2530764906557,2.9955073229785,0.343399140910935,1.68904020423532,-0.151311482615129,135,961,58,148.075,992.2375,15.3875,0.664368950711537,0.664368950711537,0.664368950711537,689,657,397,904.366686136181,1074.12333333333,15278.6276369142,934041.116666667,0.797067895172,72775.8358309318,1.58142767996734,79262.3747842461,0.434506133918114,21960.7648654495,1
633250,-165,628,-135,631,1342,262,213,990,19,233.496240601504,984.808270676692,25.390977443609,180.596640575155,969.329624443344,0,262.721571364345,992.150286866523,78.7704860571789,14556.8547027947,14569.6347992623,5581.06920130515,120.651791129658,120.704742240155,74.7065539380927,3.37035081892688,3.81165644230267,3.01706907089119,0.540146018163734,-0.026726710180791,0.304173642529699,194,990,-29,229.266666666667,985.2375,23.8416666666667,0.598114556486401,0.598114556486401,0.598114556486401,796,714,397,906.584879654692,1137.02333333333,15654.3522012734,939502.783333333,1.74653674472341,86419.7211258825,7.68227827679867,89295.7398501326,0.442072971388653,32182.4178113128,1
637406,-67,800,-184,669,1619,271,213,980,9,206.488721804511,993.357142857143,21.2067669172932,0,987.209350998824,0,233.395337268435,996.985341254671,62.8549768936458,11880.4545893034,7248.60781671159,3514.23255780962,108.997498087357,85.1387562553717,59.2809628616946,3.2761026317094,16.9234791063922,3.7222924760979,0.240299631423126,2.71396737473012,0.195781201188018,106,971,0,205.141666666667,986.333333333333,20.7083333333333,0.617006271924816,0.617006271924816,0.617006271924816,736,819,455,906.123893267125,1108.16666666667,12373.9327756976,933131.46,0.366560262545251,69417.7520742578,1.53750122473219,42919.6971520232,0.151805590035918,17564.6427573436,2
