TIME_SAMPLE,MINACCX1,MINACCY1,MINACCZ1,MINACCX2,MINACCY2,MINACCZ2,MINACCX3,MINACCY3,MINACCZ3,MAXACCX1,MAXACCY1,MAXACCZ1,MAXACCX2,MAXACCY2,MAXACCZ2,MAXACCX3,MAXACCY3,MAXACCZ3,MEDIANACCX1,MEDIANACCY1,MEDIANACCZ1,MEDIANACCX2,MEDIANACCY2,MEDIANACCZ2,MEDIANACCX3,MEDIANACCY3,MEDIANACCZ3,MEANACCX1,MEANACCY1,MEANACCZ1,MEANCACCX2,MEANACCY2,MEANACCZ2,MEANACCX3,MEANACCY3,MEANACCZ3,ARMEMANX1,ARMMEANY1,ARMMEANZ1,ARMMEANX2,ARMMEANY2,ARMMEANZ2,ARMMEANX3,ARMMEANY3,ARMMEANZ3,RMSX1,RMSY1,RMSZ1,RMSX2,RMSY2,RMSZ2,RMSX3,RMSY3,RMSZ3,VARX1,VARY1,VARZ1,VARX2,VARY2,VARZ2,VARX3,VARY3,VARZ3,STDX1,STDY1,STDZ1,STDX2,STDY2,STDZ2,STDX3,STDY3,STDZ3,KURTX1,KURTY1,KURTZ1,KURTX2,KURTY2,KURTZ2,KURTX3,KURTY3,KURTZ3,SKEWX1,SKEWY1,SKEWZ1,SKEWX2,SKEWY2,SKEWZ2,SKEWX3,SKEWY3,SKEWZ3,MODEX1,MODEY1,MODEZ1,MODEX2,MODEY2,MODEZ2,MODEX3,MODEY3,MODEZ3,TRIMX1,TRIMY1,TRIMZ1,TRIMX2,TRIMY2,TRIMZ2,TRIMX3,TRIMY3,TRIMZ3,ENTROPYX1,ENTROPYY1,ENTROPYZ1,ENTROPYX2,ENTROPYY2,ENTROPYZ2,ENTROPYX3,ENTROPYY3,ENTROPYZ3,RANGEX1,RANGEY1,RANGEZ1,RANGEX2,RANGEY2,RANGEZ2,RANGEX3,RANGEY3,RANGEZ3,SMV1,SMV2,SMV3,SMA1,SMA2,SMA3,EVA1,EVA2,EVA3,AAE1,AAE2,AAE3,FIX1,SLF1,FIY1,SLFY1,FIZ1,SLFZ1,FIX2,SLFX2,FIY2,SLFY2,FIZ2,SLFZ2,FIX3,SLFX3,FIY3,SLFY3,FIZ3,SLFZ3,FREEZE
500000,111,980,168,-154,944,191,310,914,-213,171,1029,207,-109,972,242,349,952,-155,141,1009,188,-122.5,962,222,330,933,-194,145.242424242424,1011.92424242424,190.166666666667,-122.636363636364,958.560606060606,221.227272727273,328.636363636364,931.69696969697,-194.424242424242,144.476546219846,1011.83209133322,189.695355500356,-122.168571435732,958.504198527834,220.690115070172,328.464997455541,931.644682955316,-193.676932201593,145.607712915924,1011.97012322649,190.402245657753,122.878728094743,958.588774915469,221.491534826955,328.720891095203,931.723134842105,194.779829084487,107.878787878788,94.2864801864801,91.0333333333333,60.4195804195803,54.8347319347319,118.793706293706,56.4195804195804,49.5067599067599,140.524941724942,10.3864713872801,9.71012256289693,9.54113899559865,7.77300330757554,7.40504773345398,10.899252556653,7.51129685337894,7.03610402898933,11.8543216476077,3.96687182375662,3.61842125906759,2.2629646888749,5.67116250000001,2.71506590407067,2.60626896793025,4.02228401177989,4.35850027811723,3.86968546805561,-0.419006362070192,-0.417936167001943,0.0692540899882945,-0.819271594352265,-0.146569436393946,-0.237794536381623,-0.527140175750077,0.137930345698519,0.621674605998844,141,1009,188,-127,962,212,330,933,-194,145.5,1012.16666666667,190.1,-122.35,958.616666666667,221.333333333333,328.883333333333,931.583333333333,-194.983333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,60,49,39,45,28,51,39,38,58,514.76673854354,490.77294216453,498.469303727303,666.93,523.29,527.625,129.24673124324,121.236673420827,147.492356292525,535361.385,486609.81,501981.78,0,49.6246765624634,0,47.0725761422544,0,44.5408806534585,0,25.9888766958954,0,27.2250194913943,0,56.8349966135349,0,28.3391629912725,0,25.0145216732453,0,67.367191839903,1
501031,131,990,158,-136,944,191,310,914,-223,171,1029,207,-100,981,242,359,952,-184,151,1009,188,-118,962,217,330,933,-203,150.393939393939,1010.51515151515,184.787878787879,-119.227272727273,961.121212121212,215.409090909091,331.287878787879,929.939393939394,-203.166666666667,149.893364329514,1010.45640970829,184.305188034943,-118.83498178908,961.050941689178,214.793152482569,331.073057076862,929.870807895779,-202.639740823416,150.644373518321,1010.54452768012,185.023094381608,119.421522348361,961.15624813728,215.709154636375,331.394779681274,929.973720710495,203.425997265926,76.5501165501166,60.2843822843823,88.323543123543,47.0706293706294,68.3850815850816,131.353146853147,71.9312354312354,64.8270396270396,107.064102564102,8.74929234567668,7.76430178988312,9.398060604377,6.86080384289111,8.26952728909468,11.4609400510232,8.48122841522591,8.05152405616723,10.3471784832438,2.61592544073728,3.78375202897378,3.55270722047754,3.28899112460738,3.01194362358096,2.84830991248113,3.8653677159871,3.52887256347418,2.3222973632864,0.117155984407179,0.0466710824662794,-0.369264474900346,0.0216910385605117,-0.312195117843014,-0.383486357639396,-0.109790039138803,0.138113088686849,0.233681152739007,151,1009,188,-118,962,222,330,933,-213,150.333333333333,1010.45,184.833333333333,-119.2,961.283333333333,215.633333333333,331.466666666667,929.8,-203.133333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,40,39,49,36,37,51,49,38,39,513.959026385064,491.160291132188,498.943531385286,666.12,523.365,523.74,90.1882535534401,133.631036858123,110.275934709416,533673.12,487383.57,502947.6,0,36.1458137122829,0,29.859161664342,0,41.9229393034811,0,23.5656980166425,0,33.6393346149053,0,61.656082482546,0,35.8584799064927,0,30.8682296887365,0,49.6238081390958,1
502062,131,990,158,-136,944,181,310,904,-223,171,1039,207,-109,990,232,349,942,-165,151,1009,178,-127,962,212,330,933,-203,150.69696969697,1012.31818181818,180.560606060606,-122.5,963.075757575758,211.484848484848,329.151515151515,931.090909090909,-200.560606060606,150.120395337202,1012.2438965481,179.946546424019,-122.128018270047,963.004860182767,210.929381420613,328.945166714906,931.039909694459,-199.982485220719,150.977923330974,1012.35546667615,180.871166270024,122.682702344485,963.11139574094,211.759297316552,329.253425467099,931.116208611682,200.84439174886,86.0606060606061,76.6510489510489,113.973193473193,45.4846153846154,69.7018648018647,117.945920745921,68.1305361305361,47.8377622377623,115.665501165501,9.27688557979487,8.75505847787717,10.6758228475932,6.74422830163803,8.34876426795396,10.8602910065026,8.2541223719143,6.91648481800996,10.7547896848568,2.90818953222628,3.63245673299375,2.36168364988618,2.68136610996435,4.90144775162018,2.93614951535296,3.11510053828225,5.47515300309147,3.90429376943817,-0.289569941043023,0.468967493629777,0.285038312453854,0.221046641849047,0.653142142249675,-0.117597911953113,-0.438126930940677,-1.03772381660403,0.166457795016072,151,1009,178,-127,962,212,330,933,-203,150.833333333333,1012.1,180.333333333333,-122.5,962.833333333333,211.65,329.45,931.416666666667,-200.583333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,40,49,49,27,46,51,39,38,58,514.491449026771,491.875117259802,498.86569044511,665.07,520.77,524.5425,114.604825677787,128.530566650896,124.337839358075,534784.29,488800.92,502783.2225,0,40.2923819716361,0,37.1136410432884,0,54.547456260933,0,22.0722091002497,0,34.48092316409,0,55.0300039298366,0,33.8360285435296,0,22.9293900843434,0,57.0900750342749,1
503093,131,1000,158,-136,953,181,310,914,-223,161,1039,207,-109,981,242,339,952,-174,151,1009,178,-127,962,212,320,933,-203,146.909090909091,1013.98484848485,177.833333333333,-126.590909090909,962.378787878788,206.818181818182,321.893939393939,932.606060606061,-199.348484848485,146.465022992635,1013.90457325248,177.224134725001,-126.248573200034,962.324029958877,206.148503432035,321.665935004124,932.522363994107,-198.775257427422,147.125281596497,1014.02511026228,178.141457240808,126.75979431407,962.406256749354,207.150508889873,322.008493206266,932.647908490724,199.630605839583,64.5454545454545,82.9074592074593,111.371794871795,43.4454545454545,53.6850815850816,139.689510489511,74.8962703962704,79.2578088578089,114.292074592074,8.03401858010389,9.10535332688739,10.5532836061481,6.59131660182201,7.32701041251352,11.819031706934,8.65426313421717,8.90268548572895,10.6907471484492,2.69088269092847,2.66451360910673,2.92444883464849,2.48675225951871,2.6665292879608,3.42946346604372,2.24564821214037,2.61928839639887,3.3594188059873,-0.38839229781454,0.362948700997198,0.316673094748636,0.167318875777681,0.447556975525916,0.0151271970378096,0.219705731093493,0.0166201065007416,0.156138812785293,151,1009,178,-127,962,212,320,933,-203,147,1013.76666666667,177.666666666667,-126.7,962.066666666667,206.85,321.633333333333,932.566666666667,-199.433333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,30,39,49,27,28,61,29,38,49,514.78752297659,491.311382229839,498.283085797204,662.67,516.09,522.3,111.978994933177,140.514651471284,114.422413565852,535405.44,487676.565,501620.115,0,32.3025390440382,0,41.7862075065131,0,53.1939315907654,0,20.6351994198291,0,25.496933657159,0,70.7004188743676,0,34.6756376599271,0,38.3079236812896,0,58.0017924540088,1
504125,121,990,148,-154,944,191,300,923,-223,161,1039,207,-118,972,232,330,952,-174,141,1019,178,-136,962,212,310,933,-194,141,1014.87878787879,181.015151515152,-134.090909090909,958.287878787879,211.772727272727,313.636363636364,936.818181818182,-195.787878787879,140.368420683688,1014.78999938546,180.247649881786,-133.664996813184,958.230970768929,211.259873197834,313.475868793092,936.760291567415,-195.192630847402,141.31128329995,1014.92317965749,181.388959271105,134.305960065408,958.316318689537,212.026620684262,313.716722248244,936.847178766973,196.087565473523,89.2307692307692,91.4927738927739,137.553613053613,58.6069930069931,55.3466200466201,109.255244755245,51.1888111888112,55.1664335664336,119.24662004662,9.44620395877462,9.56518551272133,11.7283252450473,7.65552042692024,7.43953090232308,10.4525233678402,7.15463564333021,7.42741095984554,10.92001007539,2.31510107015458,2.79309419809666,3.40569419214827,2.45064233712403,2.65786988456439,2.52903362646391,2.7882289707068,2.87529345767438,3.14224302551556,-0.11035225896498,0.0131913103786207,-0.223853692398008,-0.265949835946737,-0.0496804362040338,-0.114874435062762,0.107047227484885,0.243817656728396,-0.253782116381436,141,1019,178,-136,962,212,310,933,-194,141.166666666667,1014.91666666667,181.333333333333,-134.05,958.316666666667,211.8,313.5,936.75,-195.683333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,40,49,59,36,28,41,30,29,49,515.099802784956,490.350081930679,498.574156461354,661.7625,512.805,522.06,147.568204032065,113.723633993297,120.809130484875,536055.247499999,485774.955,502202.82,0,40.0396862943741,0,45.7919223118344,0,68.3699451327261,0,28.9768711731801,0,26.1501380444235,0,50.0728947450874,0,25.7678886454296,0,27.240305142155,0,54.4353202104104,1
505156,121,990,168,-163,944,202,300,914,-223,161,1039,207,-118,972,242,330,952,-165,131,1009,188,-145,962,222,320,933,-194,134.787878787879,1012.66666666667,191.181818181818,-144.863636363636,957.666666666667,223.212121212121,315.606060606061,936.333333333333,-189.621212121212,134.237603761868,1012.56900076607,190.622575853819,-144.248626118474,957.63441593704,222.700779438326,315.441105618319,936.255649110794,-189.017525510043,135.065977143832,1012.71562612312,191.456696583501,145.16401382261,957.682793691801,223.466626889416,315.688281234972,936.372012319113,189.922512109704,76.2004662004662,100.68717948718,106.797202797203,88.458041958042,31.3641025641025,115.431235431235,52.7039627039627,73.5487179487179,116.115850815851,8.7292878403949,10.0343001493467,10.3342732108844,9.40521355196372,5.60036628838708,10.7438929365121,7.25974949319621,8.57605491754326,10.7757065112154,3.09680807152219,3.29968432501183,2.51440046747219,2.95949624645061,2.85361429626738,2.3688162417365,2.75077233109311,3.12580082223912,3.55562889888425,0.305972593447697,0.287657050607501,-0.221915378072183,0.214260894729318,0.0299291687245989,-0.0175163482471279,-0.09089345559553,-0.442178129618685,-0.120420608760716,131,1009,188,-145,962,222,320,942,-194,134.5,1012.48333333333,191.55,-145,957.65,223.333333333333,315.666666666667,936.516666666667,-189.533333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,40,49,39,45,28,40,30,38,58,514.515505431422,492.054489757105,498.073207099109,662.625,512.8275,525.8475,136.474645510677,117.041946419863,122.882774512798,534843.255,489142.2975,501198.4875,0,34.2556643314546,0,49.4074915460224,0,53.3503737131923,0,43.0727001471958,0,15.137050596426,0,57.5218640215109,0,23.8684094836666,0,35.9184030549198,0,54.7130491033208,1
506187,101,990,168,-172,935,202,281,914,-223,151,1039,207,-127,972,242,320,961,-174,131,1014,188,-145,953,222,310,942,-194,132.212121212121,1013.66666666667,186.712121212121,-148.818181818182,956.30303030303,220.181818181818,304.651515151515,941.924242424242,-194.409090909091,131.526505906551,1013.59506530531,186.089626340816,-148.369000758622,956.256670813142,219.733089954146,304.449386008325,941.843239253441,-193.869421833215,132.538502124683,1013.70246964763,187.024103129824,149.041177958552,956.326145710603,220.408161318399,304.751438706923,941.9646377587,194.679028768957,87.7389277389277,73.7025641025641,118.392773892774,67.4433566433566,44.8913752913753,101.258741258741,61.8305361305361,77.2710955710955,106.645454545455,9.36690598537894,8.58501974968981,10.8808443556911,8.21239043417668,6.70010263289864,10.0627402460136,7.86323954426775,8.79039791881434,10.3269286114243,3.75428157125901,3.52402292269913,2.17011431797418,3.8280228578881,3.67471838231614,2.6841671499649,3.18532772370077,3.88401704868001,2.91994642436946,-0.468858438687018,0.0308980725897237,0.122371473458771,-0.0424198607478421,-0.379784441227809,0.278384718994923,-0.381307727153704,-0.25464896710259,-0.118734724913787,131,1019,178,-145,953,222,310,942,-194,132.333333333333,1013.58333333333,186.633333333333,-148.9,956.45,220,304.733333333333,942.066666666667,-194.333333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,50,49,39,45,37,40,39,47,49,514.437033926633,491.349429106115,499.433746213648,659.6325,508.695,520.8225,136.161205108117,104.375716671553,120.828766234784,534667.897499999,487749.6,503945.017500001,0,40.3908182860331,0,35.2505557718444,0,59.1436152536912,0,33.498609999065,0,19.4542034879169,0,46.4438272454629,0,30.0994912332162,0,39.0219703873249,0,52.628269904779,1
507218,121,980,158,-154,944,202,300,914,-213,171,1039,207,-127,972,242,339,952,-165,141,1009,188,-136,962,222,320,933,-194,138.272727272727,1013.98484848485,185.833333333333,-138.045454545455,957.681818181818,218.818181818182,321.924242424242,935.878787878788,-192.636363636364,137.550848845925,1013.87206294064,185.249119020827,-137.729027448373,957.636205665184,218.263439696326,321.680912834827,935.817678708763,-191.916467088609,138.639821119331,1014.04109802554,186.117387200073,138.203571852276,957.704571073223,219.096076891146,322.045145527107,935.909118872062,192.98995106513,103.216783216783,115.830536130536,107.279487179487,44.3517482517483,44.251048951049,123.566433566434,79.0557109557109,57.6466200466201,138.45034965035,10.1595660939227,10.7624595762556,10.3575811452041,6.65971082343282,6.65214619134674,11.1160439710552,8.891327851098,7.59253712843211,11.7664926656311,3.14237557009716,3.44824135491885,3.4106020961059,2.60584841678777,2.86558334697582,2.23034350759971,2.22894418528141,3.58965215363114,2.40096795955372,0.387791249381357,-0.212882504471401,-0.354737286859937,-0.0749421799028772,-0.325639232001038,0.110531011597618,-0.188724729487388,-0.892403246534432,0.193343595650879,131,1009,188,-136,962,222,330,942,-194,138.166666666667,1014.26666666667,186,-137.95,957.65,218.5,321.833333333333,936.35,-192.7,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,50,59,49,27,28,40,39,38,48,514.903352257272,491.090384771758,499.147470513201,662.355,514.035,527.2575,139.154050832406,134.239537736998,152.851757123421,535659.314999999,487229.175,503357.6175,0,51.4250430473488,0,54.719489794119,0,47.5132063213545,0,18.6927646683426,0,21.5961230347449,0,63.1036788572341,0,34.3452680789995,0,27.1892139473177,0,69.1119321680694,1
508250,121,1000,168,-163,944,191,300,914,-213,151,1029,217,-127,972,252,339,952,-165,141,1009,188,-136,953,222,320,933,-194,137.212121212121,1012.63636363636,189.712121212121,-139.681818181818,957.287878787879,224.712121212121,319.681818181818,936.924242424242,-192.212121212121,136.539902369145,1012.58186150937,189.092305512691,-139.248824207416,957.241946193673,224.236212127414,319.483928660179,936.854277305686,-191.631909838779,137.540407285872,1012.663574516,190.0198952901,139.901101431755,957.310856387608,224.947165513876,319.780251252183,936.95914499723,192.499193229321,91.5850815850816,55.9580419580419,118.669696969697,62.2510489510489,44.669696969697,107.315850815851,63.9125874125874,66.4095571095571,112.138927738928,9.57000948719914,7.48051080863078,10.8935621800078,7.88993339332145,6.68353925474348,10.3593364080838,7.99453484654282,8.14920591895659,10.5895669287713,2.15173160452188,2.2464290575694,2.58750044289152,3.07223540964117,2.87224271056358,4.41720034406244,2.83456988913215,3.0910400341836,2.65801608720195,-0.243466145952486,-0.190465192593499,-0.0168816415028776,-0.34913770829252,0.0856686440279004,-0.0957032504520136,-0.156963046981523,-0.245145729141611,0.0854444523063789,141,1019,188,-136,953,222,320,933,-194,137.333333333333,1012.61666666667,189.766666666667,-139.45,957.216666666667,224.666666666667,319.833333333333,937.016666666667,-192.233333333333,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,30,29,49,36,28,61,39,38,48,514.526780035077,491.666122001206,499.226464948301,663.0825,515.9475,526.875,122.711150870197,113.782501106652,128.200559246988,534853.6575,488375.7225,503517.855,0,44.3657579781659,0,26.0844481060102,0,59.1063843585155,0,30.0095511929726,0,22.7623120079935,0,45.26648735919,0,27.8226780653833,0,32.771890268171,0,53.9542845632846,1
509281,121,990,168,-172,935,202,300,923,-223,151,1039,207,-127,981,262,330,961,-165,131,1019,188,-145,953,222,310,942,-184,132.969696969697,1013.98484848485,187.80303030303,-146.090909090909,956.484848484848,224.121212121212,315.30303030303,938.909090909091,-189.469696969697,132.512110117684,1013.90756556962,187.191968421085,-145.574147417279,956.421352243461,223.676047681786,315.041863150803,938.827377701023,-188.743024053892,133.199895349854,1014.02346664616,188.100513104837,146.355420435695,956.516676025646,224.347673907885,315.433804225997,938.950090647673,189.840323653455,62.2144522144522,79.5228438228439,113.545221445222,78.5454545454545,61.8228438228438,103.123543123543,83.7529137529137,78.1762237762238,142.745221445221,7.88761384795505,8.917558176028,10.6557600125576,8.86258735051196,7.8627503981014,10.1549762739035,9.15166180280465,8.8417319443774,11.9476031673814,2.59453958490704,3.24731143098278,2.36946711114875,3.49614275147929,3.99271998158065,4.70966518316988,2.18853858846201,3.33721611926904,3.24004263539388,0.208489782129257,-0.0473512815074909,-0.385173843056419,-0.53513832125171,0.332165695431348,0.543502853683152,0.0920089697409768,0.397511055270791,-0.46167647589276,131,1019,188,-145,953,222,310,942,-184,132.666666666667,1013.93333333333,187.833333333333,-145.6,956.333333333333,223.833333333333,315.333333333333,938.6,-189.2,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,0.76420450650862,30,49,39,45,46,60,30,38,58,514.728644980773,491.675674856557,499.211127386554,660.705,512.085,527.0475,132.000211419723,113.256438084224,152.674861872839,535276.965,488404.59,503496.7275,0,29.9755499096571,0,40.0784623658233,0,56.1796293737312,0,34.0819720992125,0,30.5055820825413,0,50.9622563693994,0,34.7959306768461,0,38.3179188241718,0,69.9782900870665,1
