CLUSTER,CLUSTER_MOD,REAL
2,4,0
2,4,11.0282315493027
2,4,25.6056076681388
2,4,39.1721504769302
2,4,49.1013265921519
2,4,61.0591893033768
2,4,72.9614971874597
2,4,83.0289313679011
2,4,92.5977084540967
2,4,102.43285438604
2,4,113.171731794966
2,4,123.306054423718
2,4,132.869579122201
2,4,142.880307328856
2,4,153.107745028647
2,4,163.668267990752
2,4,174.343686024491
2,4,184.971623079105
2,4,195.762854722968
2,4,206.590267463473
2,4,224.249550119531
2,4,241.429414967655
2,4,258.531677638783
2,4,275.275878393192
2,4,285.012362527849
2,4,294.455588263169
2,4,303.927079187339
2,4,313.783981923941
2,4,323.727926016281
2,4,333.798303601879
2,4,344.145210698615
2,4,413.016126370904
1,3,652.316541116931
1,3,1040.22204828536
1,3,1458.02157818744
1,3,1881.95866644556
1,3,2306.5873901481
1,3,2694.0836177827
1,3,3006.63764474636
1,3,3277.43733890963
1,3,3632.38922777824
1,3,4073.3757913183
1,3,4515.02669384967
1,3,4953.86335549137
1,3,5409.62050852716
1,3,5825.02440752659
1,3,6130.50401145612
1,3,6439.05464418451
1,3,6838.14278954634
1,3,7304.09506650002
1,3,7760.55641625804
1,3,8195.38760124792
1,3,8615.82502428031
2,4,8911.61362938806
1,3,9175.75028942656
1,3,9550.42455030433
1,3,10019.6402854605
1,3,10543.0681805027
1,3,11050.5093681287
1,3,11473.4678235114
1,3,11790.6244508325
1,3,12071.20943525
1,3,12416.3610874525
1,3,12842.2765711515
1,3,13316.5173317276
1,3,13794.3703162419
1,3,14258.4245059819
1,3,14654.598627752
2,4,14924.4142934367
1,3,15205.6103959447
1,3,15627.1134107491
1,3,16097.4631190583
1,3,16562.5513273254
1,3,17026.6192853966
1,3,17464.9645114354
2,4,17785.0482238935
1,3,18023.521870839
1,3,18297.9857551903
1,3,18654.7998977388
1,3,19080.205259749
1,3,19501.1535253515
1,3,19922.291960581
1,3,20347.7366680464
2,4,20668.3784301485
2,4,20873.5953242421
1,3,21176.7374594796
1,3,21610.9735382684
1,3,22077.4335453981
1,3,22536.3545901019
1,3,22994.0560633366
1,3,23418.0644931602
2,4,23641.5404749534
2,4,23681.9514931844
2,4,23696.4630566448
2,4,23728.4117711624
2,4,23755.5757308785
2,4,23833.2821659936
1,3,24035.8874863339
2,4,24217.5118893942
2,4,24322.3251484692
2,4,24400.274375867
2,4,24443.3818682545
2,4,24479.8176856459
2,4,24503.0045121073
2,4,24511.7014950276
2,4,24524.3225014365
2,4,24538.0826038736
2,4,24547.9714384889
2,4,24557.8806245041
2,4,24567.9155188594
2,4,24577.6204930668
2,4,24587.4125493741
2,4,24596.5369727061
2,4,24626.9105718782
2,4,24667.8904073589
2,4,24687.051672459
2,4,24696.3011536877
2,4,24706.0796817039
2,4,24715.9096277811
2,4,24725.6119914045
2,4,24735.7924723189
2,4,24745.8357976583
2,4,24754.9928800173
2,4,24764.8465483683
2,4,24774.371910036
2,4,24783.2920268327
2,4,24793.5931349988
2,4,24804.5295861441
2,4,24814.177411859
2,4,24827.3391257088
2,4,24840.611785479
2,4,24849.916941383
2,4,24860.9539189047
2,4,24889.2359297254
2,4,24931.8473824169
2,4,25019.1113636537
2,4,25173.6493885832
2,4,25291.7653070527
2,4,25348.0851591012
2,4,25380.0186948892
2,4,25390.8164739864
2,4,25400.3055670917
2,4,25412.5944789499
2,4,25428.4889452456
2,4,25447.1111883712
2,4,25463.6251673177
2,4,25475.3430286215
2,4,25486.2753759425
2,4,25498.5824896299
2,4,25512.3610376843
2,4,25532.7058576942
2,4,25557.9772156124
2,4,25593.3946458252
2,4,25623.955356882
2,4,25635.5079217736
2,4,25645.4523911155
2,4,25655.5824802327
2,4,25665.6344739979
2,4,25675.5104546158
2,4,25685.0982913188
2,4,25703.8282932375
2,4,25723.1387178096
2,4,25733.288619212
2,4,25743.2986041183
2,4,25753.4461822992
2,4,25763.2493159264
2,4,25773.9597138781
2,4,25784.5473935715
2,4,25794.10071087
2,4,25804.0610811891
2,4,25813.9960760746
2,4,25823.4006139854
2,4,25833.1090816239
2,4,25842.6938410616
2,4,25851.8610328495
2,4,25861.8966303557
2,4,25872.7648381321
2,4,25892.3802557041
1,3,26026.5329763786
1,3,26348.6966681663
1,3,26722.3424595836
2,4,27015.0303597978
1,3,27287.5295808727
1,3,27558.0150705634
2,4,27791.8286351702
1,3,28058.6019266598
1,3,28415.9240715216
1,3,28772.7568942126
2,4,28971.4395913716
2,4,29098.2887793149
2,4,29267.9402503186
1,3,29437.6672656926
1,3,29638.056347916
2,4,29829.9871688015
2,4,29960.8955572697
1,3,30128.6344044417
1,3,30386.4439998025
1,3,30713.5631580604
1,3,31108.5505463993
2,4,31449.1733681051
2,4,31598.7350221263
2,4,31669.1934743008
2,4,31803.3050266085
2,4,31971.9729805737
1,3,32164.6406930742
1,3,32418.912507375
1,3,32726.0443135276
1,3,33071.5594060519
1,3,33474.039717453
1,3,33887.3368549544
1,3,34225.1946918012
2,4,34446.2668287042
2,4,34595.8139804765
2,4,34725.9852799201
2,4,34852.8865052989
2,4,35024.927118019
2,4,35221.1568555084
1,3,35433.3252604091
1,3,35631.9239965838
2,4,35832.4614781087
1,3,36117.1755646111
1,3,36428.3481705483
1,3,36753.6409883202
1,3,37132.9280790474
1,3,37505.917252878
2,4,37720.8881198496
1,3,37869.4747082974
1,3,38089.6577419952
1,3,38333.6344550197
1,3,38640.6598246743
1,3,39043.1913344342
1,3,39354.7669320393
1,3,39580.5415904473
2,4,39864.3747306725
2,4,40079.6270890046
2,4,40236.3077588544
2,4,40355.4096315074
1,3,40487.8911524416
1,3,40728.6117569277
2,4,40972.5074178035
2,4,41183.0693887138
2,4,41436.2682931521
1,3,41777.1322091386
1,3,42088.0708982633
2,4,42211.4186441638
2,4,42227.9503939659
2,4,42237.6854298636
2,4,42247.6881958256
2,4,42256.7411963345
2,4,42265.7813262423
2,4,42276.181835416
2,4,42286.569593935
2,4,42296.3960901439
2,4,42306.850898951
2,4,42317.271316065
2,4,42327.248371858
2,4,42337.0881909913
2,4,42347.1456971149
2,4,42357.9014502779
2,4,42368.807757951
2,4,42379.0529430804
2,4,42389.2897455766
2,4,42399.7708157038
2,4,42409.4570804372
2,4,42422.0706023813
2,4,42434.8416460337
2,4,42444.7927408241
2,4,42455.7214377028
2,4,42466.5684356054
2,4,42476.6460356426
2,4,42486.9033867569
2,4,42496.8925243155
2,4,42506.5869561871
2,4,42517.4811036605
2,4,42528.4034233128
2,4,42538.0917628041
2,4,42548.1649795919
2,4,42558.5374257379
2,4,42569.1089450297
2,4,42579.6481823906
2,4,42588.8858149801
2,4,42597.6507287813
2,4,42607.333718018
2,4,42617.5308648749
2,4,42626.9981310495
2,4,42636.5529868404
2,4,42646.7710631299
2,4,42666.0414164531
2,4,42686.6557210687
2,4,42697.5055225304
2,4,42706.7504434358
2,4,42716.8629302919
2,4,42727.5253007604
2,4,42741.6860915834
2,4,42755.5711269558
2,4,42766.4357635481
2,4,42777.6701156911
2,4,42788.6346759063
2,4,42799.1120181105
2,4,42809.7853017313
2,4,42827.0076321942
2,4,42949.1960274673
1,3,43237.1190827968
1,3,43630.350976798
1,3,44024.6996101746
2,4,44285.2968387922
1,3,44520.431784132
1,3,44864.361925894
1,3,45250.4918769017
1,3,45674.6042498371
1,3,46147.593456888
1,3,46588.2841065186
1,3,46880.5857169699
