CLUSTER,CLUSTER_MOD,REAL
2,4,0
2,4,15.2020185649878
2,4,31.3841076522082
2,4,48.0365443085324
2,4,65.1563013737375
2,4,84.6960453542238
2,4,103.147600013481
2,4,117.961778192185
2,4,132.56970449869
2,4,145.89674143375
2,4,157.445505435763
2,4,171.471094188025
2,4,187.453985020269
2,4,201.816914649198
2,4,215.286119268187
2,4,229.290646492371
2,4,242.563001370454
2,4,256.288663932657
2,4,271.073117102143
2,4,286.053085510596
2,4,301.342871204823
2,4,313.955706507852
2,4,325.756862175924
2,4,340.854516826854
2,4,355.692470764337
2,4,422.908113268692
1,3,714.593127012446
1,3,1213.86526063921
1,3,1778.06613794042
1,3,2346.68135738131
1,3,2848.0587381894
1,3,3311.78460825418
2,4,3747.6029787963
2,4,4076.46956804032
1,3,4463.6651484798
1,3,5040.71936705537
1,3,5619.21432853803
1,3,6110.63080737873
1,3,6620.37662604244
1,3,7149.14532724332
2,4,7551.90548730903
1,3,7923.98018982017
2,4,8344.02015537684
1,3,8804.17448014761
1,3,9318.18380003975
1,3,9852.12149053231
1,3,10353.5676487165
1,3,10743.6503129712
2,4,10983.181502829
1,3,11387.3034893142
1,3,11988.9867831033
1,3,12503.5448273902
1,3,13037.5522726377
1,3,13656.8731333885
1,3,14238.8531570735
1,3,14737.06366074
2,4,15086.9089778752
1,3,15463.0434603297
1,3,15947.8421985194
1,3,16387.4216441168
1,3,16857.2127132108
1,3,17401.3913587427
2,4,17912.1544494251
1,3,18362.4849826586
2,4,18738.8806489403
1,3,19023.6760221904
1,3,19465.288347399
1,3,20035.0442784244
1,3,20574.5139403976
1,3,21058.2799410896
1,3,21525.4621796758
1,3,22007.0353452953
2,4,22371.6870215294
1,3,22733.681056586
1,3,23225.8494270263
1,3,23784.7661700474
1,3,24353.7595891604
1,3,24869.0546405696
1,3,25379.4033916989
1,3,25855.4119438112
2,4,26188.546725308
1,3,26561.6981238743
1,3,27115.5268311939
1,3,27699.9862163745
1,3,28231.6236042369
1,3,28705.755461349
1,3,29137.8733824349
2,4,29539.5995105368
1,3,29954.6900248789
2,4,30276.1888555133
2,4,30477.4425878707
2,4,30589.6273740595
2,4,30614.7083170918
2,4,30638.5414625955
2,4,30661.1650045758
2,4,30687.0534008616
2,4,30718.0276807069
2,4,30748.940270118
2,4,30781.6865908616
2,4,30814.003513723
2,4,30839.3617968255
2,4,30860.8883716338
2,4,30883.3852601016
2,4,30910.3533463931
2,4,30940.3386078919
2,4,30965.8493586987
2,4,30989.8820738428
2,4,31018.4908557947
2,4,31044.2373435655
2,4,31063.9491055301
2,4,31140.4256565351
2,4,31261.2664424811
2,4,31335.6206665216
2,4,31391.3040870765
2,4,31476.9264345152
2,4,31581.9078913763
2,4,31646.3024500111
2,4,31667.5205246483
2,4,31693.5687679465
2,4,31718.9258836222
2,4,31772.0481463944
1,3,32083.3539556587
2,4,32366.1762396584
2,4,32394.4402118609
2,4,32427.8098721395
1,3,32676.9752758298
1,3,33156.1120342122
1,3,33634.3027881329
2,4,34039.685862157
1,3,34440.5819700315
1,3,34842.6614080493
1,3,35311.0905816775
1,3,35894.6361515857
1,3,36420.4792880682
1,3,36792.5720872632
1,3,37121.815392678
1,3,37588.8802803196
1,3,38095.8801613046
1,3,38559.5938780914
1,3,39030.6450143481
1,3,39493.9882328759
1,3,39879.1125268975
1,3,40373.3593888029
1,3,40946.5411349141
2,4,41272.494906421
2,4,41372.9131008724
2,4,41400.7142683023
2,4,41435.3349488138
2,4,41486.4485215664
2,4,41531.4783113919
2,4,41655.4154023701
1,3,42050.4342093521
1,3,42563.6731058555
1,3,43006.9132838224
1,3,43499.3183217229
1,3,43997.6023194512
1,3,44440.5030581987
2,4,44738.4334302984
1,3,44968.403210646
2,4,45203.0557331316
1,3,45552.9909934367
1,3,46164.9120982775
1,3,46799.413058334
1,3,47301.8944951553
1,3,47749.1936344297
1,3,48209.8366035002
1,3,48626.4449893926
1,3,49038.0779057473
1,3,49461.8911354344
1,3,49820.8015526606
1,3,50319.3123961175
1,3,51053.6306599496
1,3,51638.1397504035
1,3,52038.8185606741
1,3,52487.7702912626
1,3,52964.6049661103
1,3,53334.431222008
1,3,53884.8023551153
1,3,54515.5433450297
1,3,54940.0300658886
1,3,55413.7528293716
1,3,56023.7927213214
1,3,56634.2809425413
1,3,57170.8883001341
1,3,57729.5700878994
2,4,58168.996974967
2,4,58369.897679859
1,3,58653.5854034158
1,3,59091.9312307792
1,3,59619.5812461969
1,3,60127.1892245052
2,4,60328.6467555464
2,4,60360.6345631261
2,4,60410.6640125877
2,4,60591.8110117032
1,3,60969.1427820889
1,3,61515.2555771645
1,3,62021.4183038058
1,3,62437.4672351204
1,3,62885.449603468
1,3,63334.893129744
2,4,63716.1414094407
1,3,64097.2558901071
1,3,64590.9396534326
1,3,65102.3549642472
1,3,65686.2394657806
2,4,66195.7402943748
1,3,66726.6950997845
1,3,67469.2736333068
1,3,68174.7857749916
1,3,68764.510783044
1,3,69323.0322410553
1,3,69827.8624398428
2,4,70192.826765111
1,3,70544.3844819894
1,3,70972.3204884753
1,3,71457.1189823628
1,3,71910.5126157497
1,3,72284.3941233193
1,3,72628.6299058528
1,3,72988.1765593997
2,4,73355.8660631723
2,4,73690.5098698992
2,4,73867.3290736323
2,4,73917.2045515792
2,4,74039.0497839062
1,3,74382.6442244872
1,3,74901.0948543987
1,3,75408.5574393456
1,3,75871.3170039204
1,3,76312.2260061752
1,3,76720.5021326793
2,4,76984.5098072042
2,4,77110.1667909188
2,4,77179.5312966654
2,4,77207.8659398402
2,4,77226.7138247958
2,4,77241.6481562535
2,4,77251.4652245937
2,4,77261.8455836519
2,4,77273.3016855394
2,4,77285.4635595276
2,4,77298.5065978698
2,4,77313.0157177455
2,4,77327.0702770049
2,4,77338.3789652088
2,4,77349.2140424052
2,4,77360.430304878
2,4,77371.1236260931
2,4,77381.4904979002
2,4,77391.3190781201
2,4,77400.6548803434
2,4,77410.5356503098
2,4,77420.3281239697
2,4,77429.8985122533
2,4,77440.5099692939
2,4,77451.7484649394
2,4,77463.5453602128
2,4,77475.8888155531
2,4,77486.9369386348
2,4,77499.936338453
2,4,77513.2035068784
2,4,77524.6921380987
2,4,77536.7486158634
2,4,77549.3763202677
2,4,77561.8320207554
2,4,77573.4857995056
2,4,77584.7991581473
2,4,77596.4788585724
2,4,77608.3658511598
2,4,77619.0134888642
2,4,77629.5274015325
2,4,77640.0287875725
2,4,77649.8860057328
2,4,77660.0219586513
2,4,77674.1996773832
2,4,77688.9837364657
2,4,77700.0423340425
2,4,77709.8208302987
2,4,77720.0926868343
2,4,77744.5314531703
2,4,77782.9606553368
2,4,77816.0148359952
2,4,77840.9693190994
2,4,77862.5182599017
2,4,77885.1223539936
2,4,77906.2733021518
2,4,78032.7582919412
1,3,78420.2233679997
1,3,78991.6173821534
1,3,79592.0991663205
1,3,80096.8915551759
1,3,80518.897744007
2,4,80940.7396618647
1,3,81370.5661884044
1,3,81852.1999964338
2,4,82167.8180709661
1,3,82400.3995282772
2,4,82656.4102574025
2,4,82748.7022764531
2,4,82773.7830745818
2,4,82813.2984862425
2,4,82850.7139671657
2,4,82878.5941727705
2,4,82911.6143716997
2,4,82943.8429073216
2,4,83086.9675277892
1,3,83486.9052482317
2,4,83991.6427788796
1,3,84480.0665951091
1,3,84942.1997578111
2,4,85314.1396437508
2,4,85490.1445225248
2,4,85511.1188046476
2,4,85530.7541660422
2,4,85551.2549662413
2,4,85572.104888923
2,4,85609.306587196
2,4,85805.5421644094
1,3,86157.9687830573
1,3,86574.4379141645
1,3,87103.7255504345
1,3,87635.3292039503
1,3,88140.6927680189
2,4,88565.9451289549
2,4,88756.2929875543
2,4,88803.6069516023
2,4,88826.5858318972
2,4,88848.7276103302
2,4,88873.024250149
2,4,88902.2805862972
2,4,88931.810167317
2,4,88961.4064653442
2,4,88987.5598849779
2,4,89010.7657376481
2,4,89032.7185734136
2,4,89055.5214623439
2,4,89078.2882219058
2,4,89099.5138454084
2,4,89119.9314987163
2,4,89135.64128216
2,4,89149.5608773085
2,4,89163.0615296334
2,4,89178.6462252815
2,4,89195.3408325197
2,4,89210.8323857153
2,4,89225.8063198469
2,4,89240.0449032562
2,4,89253.7163106481
2,4,89358.2449021296
2,4,89469.2105065754
2,4,89501.2133117131
1,3,89787.3108656637
1,3,90416.3041082189
1,3,91092.433003391
1,3,91721.4732381273
1,3,92326.1413839039
1,3,92879.3791433942
1,3,93412.3220175299
1,3,94034.5336782118
1,3,94701.7837432552
1,3,95284.2140048526
1,3,95842.0652880778
1,3,96420.8360667444
2,4,96833.4964226367
1,3,97242.0208320403
1,3,97829.2727040193
1,3,98410.6624075652
1,3,98981.1750795857
1,3,99593.8633515507
1,3,100123.787532662
1,3,100520.803216652
1,3,101131.841307017
1,3,101878.92652216
1,3,102520.480179014
1,3,103126.318405407
1,3,103676.363286322
2,4,104058.448143229
1,3,104465.309079632
1,3,104982.536814203
1,3,105503.463222247
1,3,106083.431396452
1,3,106656.458492806
1,3,107180.689866773
2,4,107611.155556524
1,3,108023.194711739
1,3,108480.390836761
1,3,109022.244437067
