TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FREEZE
740000,-101,1009,89,-60,1058,138,-70,1029,108,-74.4511278195489,1032.58646616541,114.360902255639,-73.4452222645306,1032.49236468706,113.446334438053,74.9537200569521,1032.6334755066,114.8265773118,75.6585782638415,97.8201184780129,107.535429482798,8.69819396563686,9.89040537480709,10.3699290972889,3.16695764151038,3.09588644072675,2.62310089287972,-0.248363419285204,-0.0699275333461187,0.362123939831443,-80,1039,108,-74.2016806722689,1032.52941176471,114.042016806723,41,49,49,1041.65187865655,1221.3984962406,120.394239573354,1085135.09774436,1
742078,-171,990,69,-20,1058,198,-101,1029,118,-100.751879699248,1028.57894736842,126.932330827068,-84.3652665093849,1028.42480002851,121.855397386715,106.676025591931,1028.65570717795,129.510298020015,1238.14251537936,159.109250398724,666.109022556391,35.1872493295421,12.6138515291216,25.8090879838167,2.22941913096364,3.00950017118996,2.82767142985503,0.0139333636182629,-0.306705043099315,0.484130253792189,-70,1029,118,-101.033613445378,1028.91596638655,126.495798319328,151,68,129,1042.194464876,1256.26315789474,1639.72809777765,1086285.2556391,1
744156,-262,980,-89,50,1088,237,-141,1019,118,-132.067669172932,1024.18045112782,119.96992481203,-135.719833027967,1023.90173924557,106.299918014465,142.901117292022,1024.32039454298,134.522379835817,3001.42720437457,288.845978582821,3731.54454317612,54.7852827351888,16.9954693545904,61.0863695367152,4.52101224685297,4.55587946573385,4.43543940183174,0.757956565142398,0.315390724437172,-0.754003357008151,-181,1019,79,-134.72268907563,1024.00840336134,123.327731092437,312,108,326,1042.87665433077,1283.67669172932,6559.11071596489,1087749.27067669,1
746234,-101,1000,39,-50,1058,118,-70,1039,89,-73.1654135338346,1034.78947368421,85.390977443609,-71.9188808318426,1034.69660691326,83.3034334610487,73.7757728638212,1034.83569942867,86.3505271196105,90.3663704716336,96.3947368421053,166.04294827979,9.50612278858387,9.81808213665506,12.8857653354308,2.76682035502413,3.53941599515613,3.62575272959642,-0.100013489904515,-0.448404111772843,0.0239410575925642,-70,1039,79,-73.0252100840336,1035.13445378151,85.1932773109244,51,58,79,1041.00358274726,1193.34586466165,183.709501237908,1083784.20300752,1
748312,-90,1009,59,-50,1058,118,-70,1029,89,-66.9172932330827,1032.97744360902,91.7293233082707,-65.5659454595251,1032.88453636163,90.3278020124644,67.5900958175943,1033.0237971187,92.3943818882473,91.1825017088175,96.4919115971749,123.380724538619,9.54895291164521,9.82302965470302,11.1076876323841,2.63936135380585,2.81859286294104,2.9601271308534,-0.228887894936643,-0.208281962766059,-0.143503775910707,-70,1039,89,-66.8067226890756,1033.11764705882,91.9411764705882,40,49,59,1039.3003905462,1191.62406015038,127.746801021012,1080243.30827068,1
750390,-181,970,9,80,1068,326,-50,1039,89,-49.8796992481203,1034.30827067669,93.8345864661654,-52.3336836926987,1034.11452055974,78.6057481903673,59.1546971549067,1034.40351850607,99.6867273463351,1018.95511506038,198.5330371383,1141.09364319891,31.9210763455805,14.0901751989924,33.7800776079468,9.06228060478225,6.59399483004611,18.9985748984076,0.53153026972514,-1.17595599214484,2.40488832038136,-50,1039,89,-51.0924369747899,1035.11764705882,92.4621848739496,261,98,317,1040.81478735404,1182.38345864662,1840.96029882453,1083427.36090226,1
752468,-70,1009,89,-20,1058,148,-40,1039,118,-43.3834586466165,1034.03007518797,122.353383458647,-40.7915875565942,1033.9286512426,121.067502430653,44.54447806761,1034.08052216246,122.966007895452,102.859421280474,105.12030075188,151.427204374573,10.1419633839052,10.252819161181,12.3055761496394,3.30560930156985,3.17949216118174,2.81867494241708,-0.160605111951449,-0.507496195581789,-0.260426825194718,-40,1039,128,-43.1932773109244,1034.54621848739,122.638655462185,50,49,59,1042.27031012629,1199.76691729323,173.206164395511,1086427.37593985,1
754546,-70,1009,99,-20,1058,148,-40,1039,128,-40,1033.72180451128,123,-37.799431587495,1033.63577412527,122.06319131656,41.0940604529569,1033.76477814895,123.460048026261,89.3939393939394,89.5205058099798,114.242424242424,9.45483682534709,9.46152766787583,10.688424778349,3.76343004883654,2.91388685584804,2.89438221615575,-0.593808958188576,-0.0862974950620688,-0.019430250612948,-40,1039,128,-39.5798319327731,1033.70588235294,123.042016806723,50,49,49,1041.88058945105,1196.72180451128,125.692215909696,1085600.72180451,1
756625,-50,1009,108,-10,1049,158,-30,1029,128,-32.3308270676692,1031.63157894737,131.834586466165,-28.9550072568941,1031.557172798,130.875746974874,33.5830247129734,1031.66867167725,132.311207533972,83.1624515835044,77.1132376395535,126.851218956482,9.11934490977858,8.78141433025191,11.2628246437775,2.72261887783823,2.66252784494308,2.76766098151659,0.235071816150582,-0.334467228193432,0.100478955519902,-30,1039,138,-32.3529411764706,1031.68907563025,131.697478991597,40,40,50,1040.62657849899,1195.7969924812,151.926271098885,1082974.32330827,1
758703,-161,1000,-39,60,1058,158,-40,1039,118,-40.593984962406,1033.21052631579,118.045112781955,0,1033.0801157873,109.907131340099,50.9775861110968,1033.27518188707,120.511441443528,958.046024151287,134.622009569378,592.816131237184,30.9523185585715,11.6026725184062,24.3478157385254,5.83786259912618,4.04566407605525,17.7210087773745,-0.824487533116766,-0.722441474059582,-2.94112101944738,-30,1039,118,-39.2605042016807,1033.70588235294,120.243697478992,221,58,197,1041.47104554373,1194.69172932331,977.657681058607,1084779.32330827,1
760781,-80,1009,99,-30,1058,138,-50,1039,118,-48.796992481203,1033.57142857143,119.796992481203,-46.3241696728449,1033.46786844226,118.893084393181,50,1033.62308614433,120.239266477335,119.753930280246,107.595238095238,106.966051492367,10.9432138917343,10.3728124486678,10.3424393395546,2.62403238981498,2.85197491537991,2.5389987136202,-0.274358988845961,-0.216031917635084,-0.0936263329358066,-50,1039,118,-48.5714285714286,1033.78991596639,119.949579831933,50,49,39,1041.74401932438,1202.16541353383,136.648381887576,1085334.16541353,1
762859,-70,1009,89,-20,1058,148,-40,1039,118,-42.9323308270677,1033.7969924812,116.338345864662,-40.7528999781134,1033.71078646636,115.074469344426,44.0181097386338,1033.83998049174,116.96458560485,95.1241740715426,89.5569605832765,147.210412394623,9.75316226008481,9.4634539457471,12.1330298110003,2.82762135609021,3.35775189829684,2.76756756336828,-0.419563249742369,-0.269412629680689,0.117362346729107,-40,1039,108,-42.6050420168067,1033.95798319328,116.084033613445,50,49,59,1041.32316755391,1193.06766917293,149.295513870805,1084443.41353383,1
764937,-60,1009,79,-20,1058,148,-40,1029,118,-39.2481203007519,1033.2030075188,114.902255639098,-36.4716636197441,1033.11421591796,113.83641846239,40.4857721225729,1033.24736646205,115.41940520443,99.4303941672363,92.3599908863067,120.013100934154,9.9714790360927,9.61041054722985,10.9550491068801,2.77682578210523,2.8290544553168,3.71699722713185,-0.104780503904614,-0.0703283707582407,-0.0162386704936107,-40,1029,118,-39.1596638655462,1033.28571428571,114.731092436975,40,49,69,1040.41963238521,1187.35338345865,136.796073853792,1082560.85714286,1
767015,-70,1009,69,-10,1058,138,-30,1039,118,-34.8872180451128,1034.84962406015,114.481203007519,-31.7729366930209,1034.75408913626,113.121100118416,36.3979673893363,1034.89732518942,115.105247687118,108.50991114149,99.4772157666892,144.357598541809,10.4168090671515,9.97382653582311,12.0148907003688,3.57593427986857,2.82610901336667,4.0013415295344,-0.655749726298927,-0.1247598888395,-0.404496326923935,-30,1029,118,-34.3697478991597,1035.05042016807,114.596638655462,60,49,69,1041.869419725,1184.21804511278,157.337005495718,1085586.5037594,1
769093,-50,1000,89,-10,1068,128,-30,1039,108,-30.7518796992481,1035.22556390977,108.90977443609,-27.4038461538462,1035.1214466881,108.05506821045,32.1064957239057,1035.27745363986,109.329088645521,85.7940305308726,108.251765778082,92.2039188881294,9.2625067088166,10.4044108808756,9.60228716963461,2.39799312401671,4.01890473163229,2.37421652439613,0.0344610973662626,-0.29207086387695,-0.0697210871815535,-30,1039,108,-30.672268907563,1035.47058823529,108.957983193277,40,68,39,1041.47885432008,1174.88721804511,131.209161796891,1084783.08270677,1
771171,-50,1000,89,-10,1068,148,-30,1039,118,-29.9248120300752,1034.99248120301,113.496240601504,-26.3801652892562,1034.87667601691,112.500444243594,31.240036005486,1035.05026575118,113.984862469454,81.0549100022785,120.522670312144,111.994303941673,9.00305003886341,10.9782817559099,10.5827361273762,2.91208947079132,3.51401567756615,3.48552893576836,0.110319321960284,-0.163947566440451,0.046206196436796,-30,1039,118,-30.0840336134454,1035.13445378151,113.495798319328,40,68,59,1041.72072400264,1178.41353383459,160.295477196669,1085297.54135338,1
