A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45
670000,-101,990,247,-60,1029,297,-80,1000,277,-81.7067669172932,1004.40601503759,270.984962406015,-80.7098407793659,1004.34890015486,270.525876444411,82.1975888273041,1004.43461820849,271.21221887882,81.0573023467761,57.8945089997721,124.151287309182,9.00318290088434,7.60884413033754,11.1423196556723,2.52858062269175,3.24824607768928,2.5129928409721,-0.0560685934815751,0.230572879495249,-0.172240707796194,-80,1000,277,-81.4285714285714,1004.31092436975,271.201680672269,41,39,50,1043.62109986954,1357.0977443609,126.797016894855,1089201.41353383,1
672078,-111,980,237,-60,1029,297,-70,1009,267,-75.0676691729323,1004.21804511278,268.353383458647,-73.8147781380432,1004.1330180817,267.922796965446,75.7133494054746,1004.2603570099,268.568427034899,98.0938710412397,85.6263385737069,116.336295283664,9.90423500535199,9.25345009030183,10.785930431987,3.73774526452935,3.7080386638941,2.85398759000149,-0.548918725348693,-0.491635361888453,0.0564880751262986,-80,1009,267,-74.6218487394958,1004.60504201681,268.428571428571,51,49,60,1042.26935001084,1347.63909774436,135.847149944987,1086400.37593985,1
674156,-101,980,237,-50,1029,297,-80,1009,267,-77.8646616541353,1006.2030075188,267.676691729323,-76.5187490506125,1006.10004365768,267.198194629575,78.5156466375798,1006.25448208034,267.913084885064,102.572453861928,104.375142401458,127.568922305764,10.1278059747375,10.2164153401014,11.2946413093008,3.01814325001721,2.82671019378876,2.84450549639842,-0.048280623258515,0.00688219569805071,-0.196468159506281,-80,1009,267,-77.7310924369748,1006.1512605042,267.840336134454,51,49,60,1044.22188900939,1351.74436090226,152.706050230573,1090490.21052632,1
676234,-111,980,237,-60,1019,306,-80,1000,267,-82.781954887218,1003.96240601504,269.924812030075,-81.7412145318625,1003.89259210332,269.483455152781,83.2890609214255,1003.99728529124,270.145936611434,84.8536113009799,70.5667578035999,120.327637275006,9.21160199427765,8.40040224058348,10.9693954835718,3.46560540555784,2.73851414926716,3.75990579046351,-0.0758568151193956,-0.0785654833361321,0.170675603555756,-80,1000,267,-82.7142857142857,1003.98319327731,269.941176470588,51,39,69,1043.00426088415,1356.66917293233,129.612316528225,1087926.44360902,1
678312,-101,980,227,-50,1029,297,-80,1000,267,-76.6541353383459,1004.18045112782,267.827067669173,-75.3566070787372,1004.07576541707,267.357072793268,77.2995832065722,1004.23271125067,268.060101553948,100.121895648211,105.755069491912,125.825928457507,10.0060929262231,10.2837283847791,11.2172157177041,2.98410440298779,2.86992550374129,3.85819812811534,-0.250065302594996,-0.133438196702324,-0.0661920943440121,-70,1000,267,-76.4705882352941,1004.39495798319,267.840336134454,51,49,70,1042.21624636175,1348.66165413534,148.283645984988,1086314.78195489,1
680390,-111,980,247,-60,1039,297,-80,1009,267,-80.4887218045113,1005.6992481203,270.609022556391,-79.4357889775229,1005.62322016605,270.13323187793,81.029327281542,1005.73723380347,270.843252951173,87.9790385053542,76.9846206425154,127.785372522215,9.37971420168835,8.77408802340821,11.3042192354101,3.34459520316906,4.61045161928581,2.53377481496763,-0.482153187845385,-0.0523459041927161,-0.299432090111635,-80,1009,277,-80.0840336134454,1005.75630252101,270.949579831933,51,59,50,1044.67617210236,1356.7969924812,130.043629241293,1091429.20300752,1
682468,-313,696,108,222,1166,603,-90,1009,267,-79.9924812030075,999.218045112782,272.624060150376,0,994.310903042273,263.481044239174,104.532219733468,1001.21653821288,277.683340504945,4562.49236728184,4028.14149008886,2805.25153793575,67.5462239305932,63.4676412834829,52.9646253449956,9.69858374908836,13.6174333573168,15.8161899289742,1.58734739688528,-2.53159431471345,2.26139740351183,-90,1000,267,-85.0924369747899,1005.43697478992,269.218487394958,535,470,495,1042.60330875295,1368.96240601504,7484.73845436089,1090469.57894737,1
684546,-2616,29,-1643,2959,2500,990,20,1029,287,20.0601503759398,1046.27067669173,215.902255639098,0,635.446801419173,320.625988491194,626.696950422749,1117.6376401754,453.314850168686,395318.981203008,155601.50193666,160084.210070631,628.743971106688,394.463562242015,400.105248741667,12.6370814671621,6.02556663101764,11.5583868050572,0.0900719018903528,0.679992253611185,-2.44999575094297,-70,1000,287,23.453781512605,1034.94957983193,258.605042016807,5575,2471,2633,1246.06343052382,1733.48120300752,396593.103861494,1847357.31578947,1
686625,-2525,-117,-1504,1888,2549,881,101,945.5,311,28.3125,914.208333333333,154.291666666667,0,1317.85130782135,3657.72868494436,736.92996331628,1086.26358833081,619.240630396079,553801.708776596,351514.934397163,367305.232269504,744.178546302294,592.886949086555,606.057119642616,7.49942822567729,3.24622741584604,4.64937320901282,-1.3822491204822,0.39332579004282,-1.56771856638907,-2525,-29,-1504,73.3863636363636,889.681818181818,197.772727272727,4413,2666,2385,1297.39388369637,1895.0625,617016.890331272,2106493.3125,1
687375,-3505,-29,-2138,4222,2764,2019,60,1068,287,58.015037593985,1027.6992481203,195.052631578947,0,-1448.09630734726,0,785.627779243324,1120.14796283644,680.973992856826,618495.605832763,200069.999772158,428904.898724083,786.444915955824,447.291850777719,654.908313219555,16.7637262999722,5.10608860902498,6.78566060885209,1.06421304879073,0.421356815673013,-1.46163055156054,464,1107,287,63.7310924369748,1016.98319327731,245.453781512605,7727,2793,4157,1342.38252748026,1943.03759398496,621366.40186343,2335668.04511278,3
