TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FREEZE
670000,-191,980,217,-141,1019,277,-171,1000,247,-167.992481203008,999.293233082707,247.601503759398,-167.362832033614,999.219264238211,246.959695950491,168.305419656392,999.330129019894,247.922450281098,106.037821827295,74.2997265892003,160.241512873092,10.2974667674771,8.6197289162247,12.6586536753753,3.00094534942196,3.02384891612976,2.87829270529385,-0.0411358272127938,-0.259463627326009,0.111725272386649,-171,1000,247,-167.890756302521,999.521008403361,247.588235294118,50,39,60,1043.25731156556,1414.88721804511,172.300795753945,1088452.96240602,1
672078,-202,970,227,-141,1019,306,-171,1000,257,-168.90977443609,997.729323308271,259.097744360902,-168.202696332553,997.643379878958,258.269982472989,169.264197103382,997.77214992096,259.508268371903,120.764524948735,86.1079972658923,214.513100934153,10.9892913760959,9.27943949093329,14.6462657675652,3.4930729004316,2.78108193640176,2.97560989572094,-0.210617822189422,-0.346681367249406,-0.0212418494825978,-171,1000,257,-168.647058823529,998.025210084034,259.268907563025,61,49,79,1044.731802903,1425.73684210526,231.74994429073,1091544.17293233,1
674156,-202,980,217,-141,1019,277,-171,1000,247,-170.977443609023,999.293233082707,248.353383458647,-169.660048635872,999.214193741787,247.552263747391,171.634206240713,999.33283759754,248.742960001637,226.719184324448,79.7542720437457,195.124174071542,15.0571970938966,8.93052473507272,13.968685481159,2.4278483522323,2.74805426732507,2.61417957703309,-0.112630989248828,0.258316207758748,-0.393118264972641,-171,1000,257,-170.747899159664,999.016806722689,248.764705882353,61,39,60,1043.99150107196,1418.62406015038,324.639007086765,1089997.48120301,1
676234,-191,970,217,-141,1019,277,-161,1000,247,-165.812030075188,999.954887218045,245.045112781955,-165.24198304631,999.899038218942,244.480696887193,166.095655925413,999.982691579533,245.3286425535,94.8507632718162,56.028252449305,140.088858509911,9.73913565321975,7.48520223169054,11.835913927953,3.0419271577292,3.92540491118916,2.70637208277057,-0.0529826201460657,-0.55530461818032,0.190061170566773,-161,1000,247,-165.873949579832,1000.17647058824,244.899159663866,50,49,60,1042.91950660056,1410.81203007519,143.450665307911,1087739.29323308,1
678312,-212,980,227,-141,1019,297,-181,1000,257,-181.781954887218,996.842105263158,259.781954887218,-180.84621537163,996.774325710591,258.690294411017,182.228787042738,996.87609806195,260.323641831165,163.883914331283,68.2854864433812,283.868762816131,12.8017152886355,8.26350327908093,16.8484053493537,3.6311189100794,3.13647801814958,2.35655522712619,0.446177461260712,0.386517424162998,-0.0136558059842874,-181,1000,267,-182.235294117647,996.697478991597,259.941176470588,71,39,70,1046.26631179842,1438.40601503759,295.739137709869,1094737.68421053,1
680390,-202,970,227,-151,1019,287,-181,1000,257,-182.285714285714,994.609022556391,258.278195488722,-181.628557713398,994.516883926697,257.630565333953,182.607801099943,994.655027665447,258.596515627602,118.417748917749,92.2096149464569,165.778081567555,10.8819919554165,9.60258376409479,12.8754837411087,2.69592591448606,2.74547546241978,2.84931251456361,0.216592763333947,-0.125881154015982,-0.239371050171291,-181,1000,257,-182.46218487395,994.621848739496,258.512605042017,51,49,60,1043.7763029259,1435.17293233083,181.42085316727,1089556.39097744,1
682468,-212,970,237,-171,1019,287,-191,990,267,-187.541353383459,993.390977443609,266.624060150376,-187.116733808805,993.294073642105,266.152779758252,187.75509964741,993.439453297694,266.85634388314,80.8259284575074,97.0429482797903,124.857598541809,8.99032415753222,9.85103792906058,11.1739696859178,2.82939393967616,2.41412193443443,2.88211792050722,-0.237385403309271,0.0664462661233678,-0.252934615237794,-191,990,267,-187.495798319328,993.344537815126,266.831932773109,41,49,50,1045.60505180252,1447.55639097744,128.980506708222,1093386.23308271,1
684546,-222,970,227,-161,1019,306,-191,990,257,-190.360902255639,992.684210526316,261.804511278195,-189.566838171559,992.59629114019,261.186541684306,190.755679661991,992.728195769966,262.117806264478,151.596035543404,87.9904306220096,165.385737069947,12.3124341843278,9.38032145621938,12.8602386085931,2.32342752347185,2.61247225319574,3.72477423766264,-0.0127358953734752,0.0791934260705197,0.419166504443641,-191,990,257,-190.226890756303,992.55462184874,261.453781512605,61,49,79,1044.27791349592,1444.84962406015,175.744400673173,1090602.7443609,1
686625,-212,970,227,-151,1019,287,-181,990,257,-180.09022556391,993.556390977444,261.586466165414,-179.460696925113,993.467611680299,260.928974687378,180.411809626287,993.600791985688,261.912529162564,116.80997949419,88.9002050580998,171.98678514468,10.8078665560873,9.42869052722062,13.1143732272907,3.76932925449787,2.6368971180511,2.74564144951781,-0.524776812500165,0.0449038982688396,-0.0613650288384134,-181,990,257,-179.756302521008,993.529411764706,261.705882352941,61,49,60,1043.21921768228,1435.23308270677,215.712953421947,1088389.12781955,1
688703,-222,970,227,-151,1019,297,-181,1000,257,-182.563909774436,995.436090225564,260.308270676692,-181.655617920263,995.346177839425,259.69938684817,183.01622837777,995.481056492079,260.613460780232,166.611414900889,90.2023239917978,160.184552289815,12.9078044182924,9.49749040493318,12.6564036080482,3.0403471688796,3.60135724506692,2.7770352143159,-0.10157212475848,0.0506824141841814,0.147524426145241,-181,990,257,-182.521008403361,995.378151260504,260.27731092437,71,49,70,1045.13690396352,1438.30827067669,170.047239351997,1092396.84962406,1
