A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129,A130,A131
740000,-0.255166973351284,-1.94352555566577,-0.229254339534604,-0.568950946781769,-4.36414012561254,-0.482714818840402,-0.838738020317077,-5.17917080142793,-1.50155013628142,0.179560552138081,4.50354120606846,0.574086524289584,0.522636860105747,10.1180102181605,0.539006426846465,0.708040003908736,12.2433833718412,0.837591502116888,-0.000353233592171851,0.00559919396011016,0.00200171469091472,0.000231903404353166,0.0222850902690856,-0.0123017456250924,-0.00902026608840516,0.010257883002327,-0.0158716040665625,0.000312297143762238,0.00287745586534686,-0.000714317424287418,-0.000192070424907063,0.00781011892196997,-0.00567093066014496,-0.002399742705813,0.00646846447133605,-0.00902670975791211,-0.0712019430239572,0.141003174351488,-0.0617296382153004,0.0119077828141949,-10.2710301572621,-0.156202707336301,-0.943366611748901,0.220739610194588,0.00778278830957469,0.0559893918142864,0.60412929819895,0.0883677635134991,0.108298918447347,1.35995740659256,0.135374609898127,0.190202502634589,1.64830453014336,0.31241817355617,0.00314454115734438,0.366108016742419,0.00783282896952483,0.0117653856760546,1.85522071452126,0.0183514739064757,0.0362846226893109,2.725382804322,0.0978293503991171,0.05607620847868,0.605068604988244,0.0885032709538175,0.108468362558188,1.36206487162736,0.135467612020275,0.19048522958306,1.65087334593602,0.312776838015728,5.40789764073393,15.8933183463576,9.01176950988103,9.73305384137556,15.7354021314905,4.41956950811663,6.75797561549457,15.7870584400459,4.42371137876271,-0.49121284188061,1.36172788677939,0.942472725763307,-0.144846509131569,1.34389314450466,0.0679192126913505,-0.399164303561001,1.37858808162234,-0.344903247008911,-0.255166973351284,-1.94352555566577,-0.229254339534604,-0.568950946781769,-4.36414012561254,-0.482714818840402,-0.838738020317077,-5.17917080142793,-1.50155013628142,0.00139608641205316,-0.00139537384026009,-0.00162486166275158,0.000155498524741899,0.000381919827362139,-0.00538477806623575,-0.000303679086572999,-0.00827031374757633,-0.00587556874920117,0.434727525489364,6.44706676173424,0.803340863824188,1.09158780688752,14.482150343773,1.02172124568687,1.54677802422581,17.4225541732691,2.3391416383983,0.034016405897031,0.0761708210072784,0.0927277755275919,0.463759571859662,0.976532829723097,1.35333622711713,0.371430163114105,1.86239433398598,2.76007071196597,0.375915882566468,1.87953908848789,2.85068993126775,1
743500,-0.584584655309694,-0.217988638407098,-0.791183648600701,-0.268610815416136,-0.498069493869368,-0.693176599695343,-0.491291825375358,-0.566624094425489,-0.982141320016514,0.712248979585503,0.223609752427712,0.606964976494733,0.345878951540055,0.337311268751182,0.567172028504196,0.615606092225572,0.437922531809923,0.958728418361644,-0.00237184304700186,-0.003639488463357,0.000961878588267138,-0.000936328375489335,-0.00147782352763679,-0.000247797589714625,0.000345565385479435,-0.00702031803081012,0.00144931471263311,7.02090618682045e-05,-0.00521809883559964,-0.0014898214101518,-0.00146722220794449,-0.0126430542872341,-0.0014055022002685,-0.00360499104400108,-0.0166336936979169,0.00421807689279871,0.0498394951391068,0.451453679384312,-0.0357165268095117,0.0735203480273599,-0.297687456322367,-0.925012381089118,0.100118572235948,-0.0459145386016529,0.00746159285664679,0.0961926623785969,0.0693811783988026,0.127138767870148,0.0662375607105469,0.130066737083218,0.168292731852053,0.174257311210275,0.171626555089158,0.332593975528682,0.00928202970901103,0.00480152412343412,0.0162127114509895,0.00439900860978147,0.0168100406507986,0.0284092470548384,0.030447763811719,0.029270464848387,0.110947671859862,0.0963432909392814,0.0692930308431817,0.127329146117413,0.0663250225011758,0.129653540834019,0.168550428818316,0.174492876105929,0.171086132834859,0.33308808423578,25.025332492619,3.80336001256873,15.4098838825753,8.24266392242321,3.55484791185238,4.57412428773976,4.00310898576326,2.99059224200973,3.13232555630244,1.75738125405861,-0.14204395380488,-1.45293671812815,0.402471712994809,-0.366243104629015,-0.270431054390234,0.202168690924926,-0.307306965495434,-0.0333514701004262,-0.584584655309694,-0.217988638407098,-0.791183648600701,-0.268610815416136,-0.498069493869368,-0.693176599695343,-0.491291825375358,-0.566624094425489,-0.982141320016514,-0.00188682809133696,-0.00464625609233496,0.00256789674039209,-0.00164044258657363,-0.0100195900861219,0.000566589750232228,-0.005140368141051,-0.0132494647896107,0.00437764048715372,1.2968336348952,0.44159839083481,1.39814862509543,0.614489766956192,0.83538076262055,1.26034862819954,1.10689791760093,1.00454662623541,1.94086973837816,0.00860571288882519,0.00969657445719356,0.0187748080500664,0.183791687437823,0.27336656588856,0.530496165418722,0.023772944628638,0.0301734124985933,0.11313180268064,0.0302310425070286,0.0496272141385851,0.17044003747998,1
747000,-0.349115117158404,-0.266514789563985,-0.538925458075162,-0.537375110185853,-0.437395164496996,-0.502619249913143,-0.705610743104659,-0.426219845226258,-0.663540005276295,0.473640429075151,0.261902281279552,1.04833282304854,0.46404346365443,0.483398970749692,0.8983899585228,0.364112034770595,0.427545841514604,0.663523756897515,0.000367526610137276,0.00207306194272523,0.00458407547533398,-9.98291499829779e-05,-0.00111720704840158,0.00595198991358524,-0.00314620419688463,0.011150007497144,0.00323178138602049,-0.00159836049496077,-0.000609523882083922,0.001766862347415,-0.0017918828693515,0.00230863526343527,0.00357430974637177,-0.00862587462720109,0.00257053934020749,0.00928114636424624,0.0110928153901088,-0.115048223653855,0.00851902167688045,-0.00862423525007128,-0.130250626619464,-0.290801550083219,-0.0721126835938876,0.137383541913169,0.0997836291220147,0.0778423145987481,0.0569848127126962,0.104706897719016,0.0738263293160201,0.118365176350567,0.146631880138832,0.16645926299365,0.147647816598905,0.251226444469647,0.00607585824282745,0.00325707572217001,0.0109947712876596,0.00546419165498179,0.0140488879505668,0.0215554935000735,0.0277209083619359,0.021861587534971,0.0632261684995872,0.077947791776467,0.0570707957029689,0.104855954946105,0.0739201708262487,0.11852800492106,0.146817892302245,0.166495971008118,0.147856645217491,0.251448142764243,15.3324454433219,6.13309003540122,38.2274251836652,24.2944279578393,4.30927565998401,8.47639823755998,5.3860090829963,2.9296742659522,2.82494478476866,0.580471019494387,0.117445796719579,1.90662305125277,-0.964077673007157,-0.12518272510448,0.915083902124451,-0.810038526709474,-0.100793502498315,0.0945111328175514,-0.349115117158404,-0.266514789563985,-0.538925458075162,-0.537375110185853,-0.437395164496996,-0.502619249913143,-0.705610743104659,-0.426219845226258,-0.663540005276295,-0.000735763552134002,-0.000658828776087307,0.00364333970606289,-0.00106220244660062,0.00351185992400336,0.000671775589137815,-0.00221824014638104,0.00370914030392142,0.00765762485121584,0.822755546233555,0.528417070843537,1.58725828112371,1.00141857384028,0.920794135246688,1.40100920843594,1.06972277787525,0.853765686740863,1.32706376217381,0.00681719401490553,0.00846801736976917,0.0141965115932454,0.149715526674383,0.232397932261659,0.440129068891112,0.0149124724380086,0.0230081674559626,0.0646357496364075,0.020270229251932,0.040961550145827,0.112623290383673,1
750500,-0.349115117158404,-0.266514789563985,-0.538925458075162,-0.537375110185853,-0.437395164496996,-0.502619249913143,-0.705610743104659,-0.426219845226258,-0.663540005276295,0.473640429075151,0.261902281279552,1.04833282304854,0.46404346365443,0.483398970749692,0.8983899585228,0.430928737329526,0.427545841514604,0.663523756897515,0.00456061212419876,-0.000223097156731676,0.00332528416887512,-0.00161098674353825,0.0105269967202331,0.00634235398263593,-0.00173767097268628,0.00521099469881825,-0.000559098412985204,-0.000171363629381188,0.000180700354462733,-0.000124710975579462,0.000384591831296612,0.00101815759908739,-0.00140526300349313,-0.00215993042037049,-0.000505864049646932,-0.000782356729453476,0.0368152997446515,-0.00845557558063725,-0.0845021273156261,-0.00532565132199539,-0.810144728851428,0.0687424651037833,0.13035438106579,-0.233107301846769,4.88861959869231,0.0784942162160611,0.0587064526527278,0.103519389147907,0.0788847145724586,0.119476512940666,0.143233099904043,0.174397123156234,0.143621982769609,0.25493589390837,0.00618062707348491,0.00345721873900827,0.0107498416318278,0.00624215702299844,0.0143183453287168,0.0205780525582572,0.0305050194515359,0.0206916795347833,0.0651954336509669,0.0786169642856102,0.0587981184988794,0.103681443044683,0.0790073225910006,0.119659288518346,0.143450523032358,0.174656862022469,0.143846027177615,0.255333964938014,14.8350355625341,5.65680648230882,40.1089255181256,18.9115439240496,4.11707465451659,9.32204327382884,5.0771802551225,2.96791462781042,2.68550345984572,0.55493568652875,0.037787844292059,2.01802070426677,-0.772558377564574,-0.167986061721874,1.04976382195255,-0.659899274373583,-0.13775558643476,0.0213267702964949,-0.349115117158404,-0.266514789563985,-0.538925458075162,-0.537375110185853,-0.437395164496996,-0.502619249913143,-0.705610743104659,-0.426219845226258,-0.663540005276295,0.00041921282035176,0.000421600575877587,0.00142746653419826,0.000742443245675565,0.00219377545509027,-0.00547569227425558,0.00364236000738439,0.00111512155369312,-0.00189365051774111,0.822755546233555,0.528417070843537,1.58725828112371,1.00141857384028,0.920794135246688,1.40100920843594,1.13653948043419,0.853765686740863,1.32706376217381,0.00679017590055413,0.00832946567137282,0.0143576415635184,0.147427685659736,0.240113067758728,0.448939162006108,0.0148003227887662,0.0222684297881096,0.0661716495751212,0.0203240534919965,0.041013156245761,0.116033940502704,1
754000,-0.0921081453530125,-0.120045776646484,-0.138393869658195,-0.110345173548971,-0.325725345502098,-0.273136491558451,-0.393869157817162,-0.469578332546712,-0.540674900127687,0.0929593112636668,0.128791571813634,0.156943172797839,0.110532090335833,0.268176271173417,0.30158674624107,0.324931131633377,0.337629733683027,0.612381247044981,0.00239898119261687,0.00281397760293648,-0.000258241034063183,-0.00291107148362729,0.0088783047105735,-0.00568042940834133,-0.00312653658218282,0.00753144387727813,-0.0189337651957332,0.000290296071535779,-0.000150269678363314,-0.000385811839141396,0.00054630340659878,-0.000879156250088895,-0.00144379797623442,0.00298456460977863,0.000518995935072237,-0.000287782494181741,0.03920724384215,-0.100178846223046,-0.02011420625208,0.0161820389421345,0.155198379180441,0.281692326574981,0.0103445868833875,0.296769240721533,-0.284311920319396,0.0324588507668518,0.0461996401039863,0.0505511871784489,0.0384953692240129,0.107161678551393,0.103992365230314,0.127490680247393,0.130624397043502,0.246080083837217,0.00105679520631534,0.00214107502421228,0.00256328393667747,0.00148623950272704,0.0115188488368552,0.0108462219170897,0.0162958905821021,0.0171159510933645,0.0607451534470898,0.0325083867073612,0.0462717519034268,0.0506288844107538,0.038551776907518,0.107325900121337,0.104145196322681,0.127655358610996,0.130827944619506,0.246465318953986,3.35206960145026,2.79632527096156,2.99817928435238,3.05280002673327,2.76322143825755,2.70399755303495,2.96677822067812,2.90707265821583,2.54491177415671,-0.232529571262785,-0.137085780481088,0.172726653633885,0.129527930324529,-0.103299195983879,-0.00715653694978255,0.0172861285077575,-0.219267101822453,0.068821622809952,-0.0921081453530125,-0.120045776646484,-0.138393869658195,-0.110345173548971,-0.325725345502098,-0.273136491558451,-0.393869157817162,-0.469578332546712,-0.540674900127687,0.000865052294555052,7.08217799612107e-05,-0.00086207027019409,0.000253375769551052,-0.000527050941846823,-0.00123002836057642,0.0031549801094002,0.00212812723689431,-0.00199949332283163,0.185067456616679,0.248837348460118,0.295337042456034,0.220877263884804,0.593901616675514,0.574723237799522,0.718800289450539,0.807208066229739,1.15305614717267,0.00306792079401898,0.00652549354301903,0.0138053588596445,0.103205528748475,0.201785504914123,0.408807096290453,0.00302129519762863,0.0136689355356651,0.0611791196561888,0.00574340626399318,0.0237799308278401,0.093872014314253,1
757500,-0.452469153989818,-0.23656716995793,-0.548480969996932,-0.767424995808852,-0.38515318405001,-0.367421560932259,-0.333768753381032,-0.518779469109056,-1.12760340525959,0.341093965785819,0.131450108356501,0.411305850284842,0.413540808408145,0.338263682021003,0.352728546874116,0.557388683112318,0.516060881976051,0.768756765420412,0.00525239802491574,0.00332278337986894,0.00195675887997162,0.00173311067044666,0.0124561156691838,0.00694816764368254,-0.00516233328387185,0.014711634364612,0.00332677295583307,0.00091009061099117,-9.14466320972684e-06,0.000677479312035999,0.000674185671897246,0.000203885730873362,-0.00046932864073647,0.000794386033874384,0.00239067963335243,-0.000587603737419699,-0.492327667850543,-0.0672909523692628,-0.0181841101188056,0.0596302633604234,-0.332596131039759,0.122758366930436,0.173280157377363,-0.582004187394286,0.470002031949953,0.0685724710212946,0.0520219612839193,0.0788900237427825,0.101042320042526,0.114993587842292,0.119165375403905,0.147775028724369,0.152082771660814,0.252113601277764,0.00471609330863556,0.00271476802227033,0.00624268525935403,0.0102410993487207,0.0132649366023339,0.0142446810540745,0.0219052820717915,0.023195941403813,0.0637601732123798,0.0686738182179756,0.0521034358010134,0.0790106654784911,0.101198316926324,0.115173506512279,0.119351083170931,0.148004331260242,0.152302138539854,0.252507768617878,13.3298683416037,4.22692646288518,17.6023024874823,25.8236457416936,3.11884076066922,3.27585985218463,3.24665770410832,3.77823905180964,3.83909582472741,-0.0286946949267382,-0.501868647763208,-0.761469297221705,-2.36387488055837,-0.272378824687291,0.0675912497061869,0.254202509367902,-0.211777434295175,-0.178603903864039,-0.452469153989818,-0.23656716995793,-0.548480969996932,-0.767424995808852,-0.38515318405001,-0.367421560932259,-0.333768753381032,-0.518779469109056,-1.12760340525959,-0.000519338573228954,0.00106156282496232,0.000959840451705434,0.00188453902577686,0.00158692630987216,-0.000950994591779615,-0.00121433298898588,0.00441705563624108,5.16225626221738e-06,0.793563119775637,0.368017278314431,0.959786820281774,1.180965804217,0.723416866071013,0.720150107806376,0.89115743649335,1.03484035108511,1.89636017068,0.00447374159201612,0.00726292211932428,0.0141712219821119,0.134228185290035,0.239693201988475,0.434590058703992,0.00642445065651895,0.0169324608071015,0.0644642557481183,0.0136321040839287,0.0376334623795726,0.108527896499767,1
761000,-0.121433861531491,-0.17579852448385,-0.141361789358797,-0.122717914669621,-0.321487363282478,-0.259336344676177,-0.421964759074163,-0.441823505208687,-0.631117123260285,0.0815443548394643,0.12274336823694,0.190435502266532,0.0980599477014346,0.297877911693922,0.329615839420779,0.378645850308489,0.386162884780689,0.731249939594247,0.00254053612836419,-0.00193841349846536,-0.00107426318145194,-0.00146964210050621,0.0160294838151134,0.00926739061201904,0.0038628541402973,0.00639384404239755,-0.0036075416391794,0.00100649021311386,-0.000542420810324322,0.000930572466527499,0.000319199950369045,0.000274877032574447,0.00121268918357016,0.00138098142166532,-0.000878966104637745,0.00161444991914829,-0.316462986665386,-0.0486063095208038,-0.0285652135628789,0.0319676018888087,-0.162655262340673,-0.0951674066875793,-0.0395020754456345,-0.0367345413144605,0.271332794474728,0.0363735078187333,0.0474168409353781,0.0529979552339237,0.0378506163196989,0.10961190005762,0.109885097888241,0.127765324596834,0.129571991937248,0.234307793868346,0.00132616330883045,0.00225510980208699,0.00281671954243162,0.00143705807365291,0.0120523566915196,0.012111111345808,0.0163732374266054,0.0168407558752834,0.055069628407684,0.0364165252163143,0.0474879964000061,0.0530727759065947,0.0379085488201924,0.109783225911428,0.110050494527776,0.127957951791225,0.129771937934529,0.234669189302056,2.97164546455031,3.5189164121727,3.14116145340079,2.81985460461687,2.81022745746935,2.69234579680774,3.12916060426038,3.1257318911205,3.013302835995,-0.28625142512638,-0.301989978136733,0.0699683678985159,-0.0315416253117721,-0.271258599456787,-0.0169456334398238,-0.0106422074613825,-0.178487324828737,0.0836807697790114,-0.121433861531491,-0.17579852448385,-0.141361789358797,-0.122717914669621,-0.321487363282478,-0.259336344676177,-0.421964759074163,-0.441823505208687,-0.631117123260285,0.00164021327434096,0.000266594949911059,0.000796720305109325,0.000437767537175874,0.0019993737184015,0.00113429467513446,0.00138691719723519,0.000936360955619672,0.00056508046349136,0.202978216370955,0.29854189272079,0.331797291625329,0.220777862371056,0.6193652749764,0.588952184096956,0.800610609382652,0.827986389989375,1.36236706285453,0.00311616645455078,0.00683377357744748,0.013116140170845,0.108561653482303,0.209509361844018,0.388499981489559,0.0031155980845181,0.0149905389167899,0.0552203958942516,0.00638017213430737,0.025522172527931,0.0880130215313719,1
764500,-0.131612766641726,-0.123739594714494,-0.187089798967667,-0.112298285204242,-0.379237578998818,-0.346161440429363,-0.552634977741585,-0.448209474413672,-0.642401970562811,0.0842874257493751,0.131134538931884,0.1443940841567,0.108052071360248,0.310179361136439,0.288004696878096,0.516998579656952,0.413718681992644,0.789947863668647,-0.000996133501919403,-0.0056433758622382,0.00440398976682717,-0.000576084547259282,0.00701739429188266,0.00414985820578699,-0.00590527959261798,-0.00600769148404631,-0.00168332279019147,3.23798618945834e-05,7.50705515656337e-05,0.000126496019957124,9.868656151038e-05,0.000825848149273312,0.000227187479653902,-0.00169482554364419,-0.000925490778524474,0.000337244911022029,0.796224024989758,-0.940600839086785,-0.600392075684216,0.00636760594085675,-0.255379256355903,-0.0661963470901165,-0.0510120221167901,-0.120489824231964,-0.280878281389455,0.0366914483528237,0.0477395862780774,0.0546269728081469,0.0405995108893352,0.1139155931994,0.113684309715139,0.169418065142982,0.137169014149958,0.253355583542476,0.00135048158873728,0.00228620685884819,0.00299344467153751,0.00165347766311305,0.01301675771667,0.0129645849893484,0.0287895757875043,0.0188734614768052,0.0643901572193292,0.0367488991500055,0.0478142955490111,0.054712381336746,0.040662976564844,0.114091006291776,0.113862131498354,0.169674912074544,0.137380717267036,0.253752157073254,2.90775112284328,2.83603276133749,3.4691071600216,2.68006281192437,3.04492004761399,2.97176742329257,3.43417303423971,3.11614520808724,3.04891111121838,-0.13970378143387,0.0292938227622412,-0.375442943038756,0.143250231764604,-0.285056982110794,-0.163942821416934,0.0279984385364625,-0.146030313204088,0.108941750997328,-0.131612766641726,-0.123739594714494,-0.187089798967667,-0.112298285204242,-0.379237578998818,-0.346161440429363,-0.552634977741585,-0.448209474413672,-0.642401970562811,0.000366732912640878,7.56391391589371e-05,0.00129346817430943,-0.000299447986346607,0.00284710424882778,0.00138186549396783,-0.00250997307914265,0.000555777540735345,-0.00121901486337611,0.215900192391101,0.254874133646378,0.331483883124367,0.22035035656449,0.689416940135257,0.634166137307459,1.06963355739854,0.861928156406317,1.43234983423146,0.00324977219721648,0.00723383570205361,0.0143361086874873,0.11003614138738,0.21456143907734,0.439329896238351,0.00339011540266949,0.0167973906658385,0.0659733918101806,0.00660943663841194,0.0275492049338319,0.111706870951812,1
768000,-0.101353445265484,-0.15667920853403,-0.180186159449261,-0.112298285204242,-0.379237578998818,-0.271043429315354,-0.384787019226537,-0.431780256914495,-0.647124973804648,0.085825344428247,0.180006855726207,0.140555115199415,0.108052071360248,0.299071953475685,0.297499705697855,0.516998579656952,0.329084633396971,0.671787769236768,-0.00286432506922545,-0.00223020137158163,0.00133533941896771,-0.00234448326472372,0.00157434480430277,0.00308672084035457,0.00252010232515025,0.00533514299856354,0.016052361752714,0.000443908733184026,-7.60643961868814e-05,3.87263944331289e-05,3.95399359213529e-06,-0.00148276646364262,-0.000449353042801341,0.000327576844425874,0.000959007406331169,-0.00347147797820359,-0.00132106861888902,-0.0309561609864975,-0.0346970736675928,-0.217490493322152,0.172339800612605,-0.0556567531766109,0.155216715666887,0.100243906818331,0.100229282838636,0.0323026143384197,0.0509842172230947,0.0499874891389006,0.041081446841393,0.117200083337091,0.105308522437984,0.14430593773013,0.142335942561347,0.231597303837197,0.00104653225141897,0.00260753316118806,0.00250658063516296,0.00169297580834923,0.0137767131664807,0.0111244468764031,0.0208893756565098,0.0203221074353572,0.0537933642485828,0.0323501507170982,0.0510640104299306,0.0500657631037714,0.0411457872491125,0.117374244050732,0.105472493458736,0.144531573216753,0.142555629265761,0.231933965275858,2.70952794991138,3.37151577213993,3.59265983558926,2.74341200619763,2.98143976060269,2.60371688670906,3.49952029377787,2.81335754504313,2.75626922122175,0.0663329900539931,-0.03877393191882,-0.229462641334423,0.139201531018139,-0.359856445396727,-0.129139606783336,0.311754010698846,-0.264365822300957,-0.0810176111916141,-0.101353445265484,-0.15667920853403,-0.180186159449261,-0.112298285204242,-0.379237578998818,-0.271043429315354,-0.384787019226537,-0.431780256914495,-0.647124973804648,0.000423978522176824,-3.49094330951726e-05,0.000818430733424199,-0.000375758631908607,0.00169610746665208,0.000206599140151428,-0.00189438806594968,0.00383671189887363,-0.00386361086770558,0.187178789693731,0.336686064260237,0.320741274648676,0.22035035656449,0.678309532474503,0.568543135013209,0.901785598883489,0.760864890311466,1.31891274304142,0.00319393876162052,0.00697812970029286,0.0131889183081329,0.104655837825871,0.212762533853275,0.415666586069929,0.00327460585498555,0.0156299252554408,0.0558248128413794,0.0061415983693601,0.0265134297068748,0.0947210353536584,1
771500,-0.0978360024865361,-0.15667920853403,-0.15790133039867,-0.148828992411771,-0.35252605310694,-0.311143124917153,-0.571921656996665,-0.431780256914495,-0.647124973804648,0.085825344428247,0.144412135624256,0.139133198980783,0.11560039965083,0.311656385356993,0.277461582417491,0.462770875840385,0.369597310350177,0.689249820636437,0.000283286422637534,0.00221439901467504,-0.00237888645117748,0.00192659807437716,0.00913062911059597,0.0082470528534,-0.00277288079499354,0.00939566689064188,0.0127019409649718,0.000180939041667917,-0.000610281669689083,5.46762506298378e-05,-0.00031447781698926,0.000448831140861783,0.000677397570892302,-0.00414613847050218,-0.000538921553381652,-0.00254171573153308,-0.0130775158720897,-0.0321471647046097,-0.1063647642145,-0.193450792383998,0.0997305550962245,0.0187754823501456,-1.04822835224911,-0.270214401554409,1.92800565486884,0.032283492437258,0.052551550725271,0.0464828916720048,0.0428356950413378,0.109371671690116,0.108067022006928,0.155986169497121,0.129163551936662,0.239593932682699,0.0010454582018906,0.00276994913094858,0.00216742944571681,0.00184054959084852,0.0119994594296151,0.0117146305985975,0.0243907155964067,0.016735230307164,0.0575787257775568,0.0323335460766462,0.0526303062023069,0.0465556596529016,0.0429016269021178,0.109542044118298,0.108234147100614,0.156175272038843,0.129364718169847,0.239955674610035,3.49332704310266,2.68966492531523,3.17787360503373,2.81922391438043,2.94073727774004,2.75094581583094,3.88699165837048,3.08868608955509,2.81307029021836,-0.170336565482644,-0.157310707633676,-0.00295846663463792,-0.179479917387272,-0.234679204392403,-0.0873242717344493,-0.384715198271911,-0.177695890087343,-0.0964534222675057,-0.0978360024865361,-0.15667920853403,-0.15790133039867,-0.148828992411771,-0.35252605310694,-0.311143124917153,-0.571921656996665,-0.431780256914495,-0.647124973804648,0.000581897833392156,-0.000328959306689531,0.000163958779073639,9.74398791294065e-05,0.00227044073897272,0.001048944084202,5.76371369693901e-05,0.000800381070617075,-0.00164392559103789,0.183661346914783,0.301091344158286,0.297034529379453,0.264429392062601,0.664182438463934,0.588604707334644,1.03469253283705,0.801377567264672,1.33637479444109,0.00304476427252946,0.00685104446710908,0.0134395556777796,0.103315135650579,0.208684044200306,0.414901272581975,0.00297549272629767,0.015066852477714,0.0579729351413808,0.00596454858576856,0.025475540583411,0.0984201608016411,1
