TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,ENTROPYX,ENTROPYY,ENTROPYZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FIX,SLFX,FIY,SLFY,FIZ,SLFZ,FREEZE
750000,-106,980,-38,38,1057,48,-19,1019,9,-25.37,1017.65,7.36,0,1017.34822653083,0,38.6387111586295,1017.80066319491,19.1739406487034,857.89202020202,309.765151515151,316.636767676768,29.2897937889979,17.6001463492538,17.7942903111298,2.63547129328694,2.38387626752779,2.71451447041689,-0.0321823493236763,-0.0579900638772633,-0.146358788551395,-19,1009,0,-25.3,1017.77777777778,7.65555555555556,0.988395230718897,0.988395230718897,0.988395230718897,144,77,86,611.139081067003,638.364,862.61152375301,622667.268,0,980.131361571371,0,339.071065582362,0,308.698536540846,1
751562,-97,933,-38,38,1066,97,-19,1019,19,-20.58,1017.96,21.33,0,1017.46534093715,0,33.9596819773095,1018.20491061475,31.1908640470251,737.094545454545,503.715555555555,523.132424242424,27.1494851784439,22.4436083452629,22.8720883227226,2.87396508127544,3.98367113402094,4.13349918645291,-0.235997967729585,-0.375835396523699,0.112742262544132,-19,1019,19,-20.0777777777778,1018.32222222222,21.3111111111111,0.927972814719956,0.927972814719956,0.927972814719956,135,133,135,611.408327163735,642.282,891.272743934879,623320.422,0,849.545392333422,0,556.340820393431,0,532.256156561446,1
753125,-106,961,-67,48,1057,87,-24,1019,9,-27.43,1017.98,6.33,0,1017.6838352499,0,39.8874667032139,1018.12736924218,28.1295218587163,847.075858585859,303.090505050505,758.78898989899,29.1045676584597,17.4094946810786,27.5461247709907,2.9382536752456,2.96575216790188,3.66626933886359,-0.232390943818186,-0.245731031381253,0.331305046073988,-58,1028,9,-26.9333333333333,1018.24444444444,5.83333333333333,0.993707106604508,0.993707106604508,0.993707106604508,154,96,154,611.489872858867,642.612,1050.70288934404,623379.372,0,993.592396884828,0,335.769615997774,0,711.925049014974,1
754687,-106,942,-58,19,1076,38,-48,1019,-9,-42.52,1018.69,-6.14,0,1018.18601486951,0,47.8990605335846,1018.93854083551,23.2894826048154,491.282424242425,511.549393939394,509.798383838384,22.164891703828,22.6174577249388,22.5787152831684,3.49378016987607,3.65341104545574,2.60329026200526,0.337683986041444,-0.562224359888228,-0.0632333693743356,-38,1028,-9,-42.8333333333333,1019.43333333333,-6.04444444444444,0.992774453987808,0.992774453987808,0.992774453987808,125,134,96,612.047910601967,648.078,708.456018074033,624643.482,0,549.668986511327,0,581.542742213878,0,456.158329799969,1
756250,-87,971,-67,9,1057,29,-48,1019,-19,-47.15,1017.02,-15.55,0,1016.6108660401,0,51.2369983508012,1017.22409527105,25.6567729849254,406.169191919192,419.373333333334,420.674242424242,20.1536396692804,20.4786067234403,20.5103447660989,3.21080138711008,2.46369612952537,3.24310461503447,0.615390311657453,-0.0806473375126417,-0.193048326325359,-48,1009,-19,-47.9888888888889,1017.37777777778,-15.1444444444444,0.964799548505087,0.964799548505087,0.964799548505087,96,86,96,611.177747269142,650.988,578.390162365174,622817.016,0,427.899300828275,0,472.190785030281,0,363.132324347757,1
757812,-106,961,-77,9,1104,38,-48,1014,-19,-42.77,1016.18,-17.19,0,1015.49465789175,0,49.417304661424,1016.52764841887,28.4241094847314,618.98696969697,713.805656565657,517.61,24.8794487418224,26.7171416241644,22.7510439320924,2.67328230042378,4.15258675152056,3.0803492892284,0.0743886085440135,0.632268151880746,0.407944600688244,-48,1009,-19,-42.9777777777778,1015.2,-17.8111111111111,0.976500468757824,0.976500468757824,0.976500468757824,115,143,115,610.659041773132,650.544,1045.51841745893,621947.076,0,713.02889226278,0,821.510129069823,0,484.617274784249,1
759375,-97,933,-87,9,1085,58,-43,1019,-9,-42.23,1017.33,-12.58,0,1016.43097427317,0,51.1872054326079,1017.77374204683,25.974602980604,845.209191919192,912.18292929293,521.64,29.072481695225,30.2023662863182,22.8394395728091,2.19644070800703,3.2118507062158,4.04397927363744,-0.0421354873846815,-0.364873797395489,-0.220854920878752,-58,1019,-9,-42.0333333333333,1018.04444444444,-12.2555555555556,0.978217665935425,0.978217665935425,0.978217665935425,106,152,145,611.367528839953,648.012,979.423214541344,623494.92,0,965.641787827536,0,1046.63609196096,0,465.842690990139,1
760937,-97,942,-67,19,1123,48,-38,1009,-19,-41.92,1015.88,-19.33,0,1014.58187120106,0,47.3522966708057,1016.54256182415,28.9922403411672,489.852121212121,1360.20767676768,471.617272727273,22.1326031277869,36.8809934352056,21.7167509707892,2.56823883220391,3.25531760314378,3.11384281855738,0.10046839288648,0.649950517252897,0.192535060490013,-38,1009,-29,-42.1888888888889,1014.22222222222,-19.5444444444444,0.960362270315478,0.960362270315478,0.960362270315478,116,181,115,610.435925277753,649.206,1455.79682723263,621864.942,0,514.391458368642,0,1597.80001431748,0,395.38637414488,1
762500,-126,961,-87,9,1104,38,-58,1019,-19,-58.67,1016.13,-19.01,0,1015.57360104375,0,64.8930658853471,1016.41290330259,31.336719675167,776.708181818181,580.821313131313,626.878686868687,27.8694847784845,24.100234711125,25.0375455440162,2.90442041905728,4.78515064157149,2.73714745493932,-0.130407226803039,0.795435556857439,0.0562413415423788,-67,1019,-9,-58.4333333333333,1015.03333333333,-19.3777777777778,0.962614705998252,0.962614705998252,0.962614705998252,135,143,125,611.211349382325,660.138,842.513178341908,622972.974,0,848.156468969548,0,624.852599233419,0,635.693790490472,1
764062,-174,942,-106,-38,1076,48,-97,1014,-19,-93.39,1011.83,-17.78,-87.3495374670326,1010.99895980623,0,96.0916749775963,1012.24505432232,31.6783837971573,517.088787878788,848.58696969697,694.334949494949,22.7395863612069,29.1305161247955,26.3502362322418,3.78437131416583,2.73789527836525,4.20285637501906,-0.25268803000361,0.0181802111341997,-0.451583975528599,-87,1019,-29,-93.3666666666667,1011.94444444444,-17.1888888888889,0.960362270315478,0.960362270315478,0.960362270315478,136,134,154,610.13289802096,677.556,1115.35700266531,620926.308,0,564.818611317338,0,967.674187634686,0,688.69696345041,1
765625,-145,961,-87,0,1085,48,-58,1014,-9,-59.47,1016.15,-12.41,0,1015.64811498825,0,64.7602501539332,1016.40279909099,27.9300912995285,663.847575757576,519.017676767677,632.40595959596,25.7652396798007,22.7819594584767,25.1476829866284,3.02266947812944,3.40962957950458,3.56840746466318,-0.310129222774295,0.387687825383782,-0.256835564415209,-38,1000,-19,-59.0111111111111,1015.9,-12.0444444444444,0.982973228491819,0.982973228491819,0.982973228491819,145,124,135,611.160524212833,658.434,784.251823688143,622829.178,0,734.515860073306,0,511.410487429252,0,619.159539204007,1
767187,-126,971,-77,0,1047,48,-67,1019,-19,-63.65,1016.54,-13.49,0,1016.29548119162,0,68.226314571432,1016.66163496023,26.1482312977379,609.603535353537,249.806464646464,506.818080808081,24.6901505737316,15.8052669906732,22.5126204784801,3.42651530339443,3.38567359303348,3.24023243612881,0.341512485811595,-0.290404764356433,-0.0351505492301348,-67,1019,-19,-64.3888888888889,1016.74444444444,-13.6,0.974717004180245,0.974717004180245,0.974717004180245,126,76,125,611.493316096713,660.6,723.995914404869,623363.664,0,710.609469227137,0,273.408219052267,0,517.475032224151,1
768750,-97,990,-58,-9,1047,38,-58,1019,-9,-60.05,1017.69,-8.33,-49.7419380154249,1017.5125706646,0,63.0866863926138,1017.77876279671,21.623829448088,377.704545454546,182.498888888889,402.223333333333,19.434622338871,13.5092149619765,20.0555063095733,2.78559104415204,2.92013251528144,2.58981954321647,0.228915088639511,0.0696662804027125,-0.217273421953968,-58,1019,-9,-60.3888888888889,1017.6,-7.96666666666667,0.984426897800011,0.984426897800011,0.984426897800011,88,57,96,611.925129667179,656.814,408.648078279817,624192.678,0,397.670439415402,0,186.96896802054,0,332.053802614464,1
770312,-106,971,-77,-38,1047,19,-67,1019,-19,-66.66,1015.06,-24.32,-63.1023925544306,1014.85743723851,0,68.3406174979419,1015.16109066492,31.2483599569641,229.176161616161,207.309494949495,388.886464646465,15.1385653750995,14.3982462456195,19.7202044778056,2.7229451186151,3.30844219397387,2.58823653924059,-0.177622117200989,-0.0971701483384437,-0.300372916781098,-67,1019,-9,-66.4777777777778,1015.2,-23.9888888888889,0.934068055375491,0.934068055375491,0.934068055375491,68,76,96,610.700290907069,664.284,419.263499905395,621719.364,0,241.397811818488,0,200.094044259211,0,300.628526100813,1
