A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
620000,-67,942,-184,233,1066,-9,97,1009,-97,89.289156626506,1006.68674698795,-97.1506024096386,0,1006.00130623308,-80.4368899200185,117.236656959075,1007.02992860611,102.8629044332,5806.86133625411,695.258853596203,1149.46202993793,76.2027646234315,26.3677616341661,33.9037170519389,1.84700205843407,2.37325360964026,2.26228889164874,0.00659372988157617,0.0937347254315322,0.0479935044655181,135,1009,-126,88.84,1006.50666666667,-97.14,0.967067472785441,0.967067472785441,0.967067472785441,300,124,175,563.611141392136,663.423333333333,6125.71777954871,574600.416666667,34.3043742273817,17945.3422914244,0,1591.03116497561,0,1703.71574746861,1
622593,-67,942,-135,233,1047,-19,121,1004.5,-87,114.427710843373,1003.99397590361,-83.5903614457831,0,1003.52006829323,-72.753129980902,136.26893590091,1004.23018829566,87.6076274392942,5508.70686381891,477.242387732749,691.916027747352,74.2206633210652,21.8458780490222,26.3042967544725,2.08264889372016,2.41793131112357,2.33313516432975,-0.292195051157745,-0.108086854887921,0.255488891049871,184,1000,-106,116.52,1004.10666666667,-83.8866666666667,0.940528958019939,0.940528958019939,0.940528958019939,300,105,116,562.686051038254,667.213333333333,5687.48884020078,572546.5,12.5249234072669,17301.3974296392,0,1078.66590610306,0,1350.52868553254,1
625187,-29,942,-155,262,1066,-19,126,1009,-87,114.379518072289,1004.50602409639,-86.3012048192771,0,1003.90456136588,-72.5698012252254,135.664162770575,1004.80574757584,91.0470552245389,5354.34600219058,605.887842278204,846.769331872947,73.1733968200915,24.6147890967647,29.0993012265406,1.76372822293376,2.65434847000607,2.54051020777549,-0.15743770903946,-0.0907196670297348,0.192015251900609,194,990,-106,115.113333333333,1004.60666666667,-86.5666666666667,0.938817097266977,0.938817097266977,0.938817097266977,291,124,136,563.075657079622,667.623333333333,5617.54879487521,573435.336666667,2.89972265681438,17068.1958584237,0,1336.59031876686,0,1773.43093003967,1
627781,-67,923,-155,281,1076,-9,116,1000,-82,110.493975903614,1005.42771084337,-81.4819277108434,0,1004.46170641203,-63.0810667299705,149.970720033845,1005.90782291061,87.143214073364,10344.6151150055,971.518985031033,960.420883534136,101.708481037746,31.1691993004478,30.9906580042137,1.6255945879452,2.71527262565618,2.34661280583587,-0.0596511137882997,-0.132730339405335,0.115711032927363,-19,990,-97,110.753333333333,1005.92666666667,-81.76,0.975239524955419,0.975239524955419,0.975239524955419,348,153,146,564.500954525458,668.743333333333,10687.9674931506,576537.756666667,20.6887149179484,33566.3603859244,0,2459.96471308653,0,2191.07902734089,1
630375,-87,933,-135,300,1095,0,106,1009,-77,109.951807228916,1003.80722891566,-75.2469879518072,0,1002.40098459224,0,156.78828484635,1004.50598059954,82.1703710562273,12568.8825118656,1411.81715954728,1096.46589996349,112.111027610426,37.5741554735071,33.1129264783935,1.57956823379972,2.05120323186456,2.15423041027458,-0.058763779436568,-0.119025969103679,0.259440831267087,233,1019,-77,110.473333333333,1003.94,-75.8733333333333,0.978379683488346,0.978379683488346,0.978379683488346,387,162,135,563.863316801029,667.296666666667,13288.4293932278,575669.63,30.2525136341015,41054.5411242063,35.1325534327468,4116.97544084518,0,2370.4777532159,1
632968,-116,923,-155,320,1085,38,106,1009,-87,110.620481927711,1003.85542168675,-75.9638554216867,0,1002.48260626153,0,163.200501269015,1004.53585757634,83.2894502930622,14484.7702446148,1374.86381891201,1173.69565534867,120.352691056805,37.0791561245939,34.2592418968761,1.58636786609697,2.17930900498171,3.0356633025341,-0.0728345156505499,-0.184764405021272,0.622341218619999,252,1028,-87,111.413333333333,1004.26,-77.2266666666667,0.981303978558843,0.981303978558843,0.981303978558843,436,162,193,564.512276978218,671.23,15032.287283501,576940.65,20.3761127155311,47132.4622592634,0,3898.0969161332,0,2617.9220587301,1
635562,-97,914,-145,339,1095,29,130.5,1009,-87,119.102409638554,1004.16265060241,-82.078313253012,0,1002.33083737333,0,168.204139455961,1005.07527440929,88.2516595973512,14192.7470244615,1844.79156626506,1057.87867834976,119.133316181753,42.9510368473808,32.5250469384713,1.66968394736536,2.0767498608325,3.08685578635904,-0.153355654899771,-0.0279658568041281,0.460695468159648,242,1028,-97,120.08,1003.96666666667,-82.9866666666667,0.978379683488346,0.978379683488346,0.978379683488346,436,181,174,565.284043865538,678.13,15202.8101933712,578929.036666667,11.3832237086191,46410.2741797401,20.3898819430265,5356.46023844694,0,2231.81411897551,1
638156,-106,895,-165,359,1085,29,106,1019,-97,114.234939759036,1001.04819277108,-89.8373493975904,0,998.864441258632,0,156.546136238121,1002.12364266128,95.9442923206777,11526.5081051479,2167.36736035049,1141.43399050749,107.361576484084,46.5549928616738,33.785114925178,2.1211687626684,1.84990171930534,3.48801433448273,0.16504162276519,-0.276630310580472,0.624852919931145,19,1028,-97,113.206666666667,1001.86,-91.1066666666667,0.961862413990946,0.961862413990946,0.961862413990946,465,190,194,563.017568805252,673.533333333333,12138.346349262,574339.966666667,26.0827320067314,37263.3381773914,49.4364451038537,6648.20872288388,0,2049.1276200777,1
640750,-19,923,-145,213,1076,-29,87,1009,-87,88.2530120481928,1007.5843373494,-84.9096385542169,0,1006.71902056656,-74.7204348633291,105.635882914075,1008.01437585369,89.2298034925848,3390.77196056955,872.038298649141,756.870573201899,58.2303353980513,29.530294591303,27.5112808353573,1.92282505639411,2.91102550766753,2.21458916948995,0.0246378970529362,-0.144246334902323,-0.0440256758037383,135,1019,-97,87.8933333333333,1007.75333333333,-84.7866666666667,0.940528958019939,0.940528958019939,0.940528958019939,232,153,116,562.735174515269,653.84,3558.53330926618,572818.346666667,17.7317090698134,10910.9837208872,0,2390.18432243187,0,1587.1154273367,1
643343,-58,923,-126,252,1123,-19,106,1000,-77,97.4578313253012,1005.12048192771,-78.8734939759036,0,1003.6835782563,-69.1657026751074,128.070105048871,1005.84929049074,82.6758439976447,6945.76487769259,1474.49448703906,617.989959839358,83.3412555562525,38.3991469571795,24.8594038512463,1.79354209077591,3.50704400901147,2.2467850145851,-0.1177877482788,0.472784760052347,0.138172011035581,-19,990,-97,97.5466666666667,1003.70666666667,-79.04,0.971882540396055,0.971882540396055,0.971882540396055,310,200,107,562.491626205854,658.236666666667,7266.05331630571,572683.423333333,21.7385369578306,22577.2714574094,15.2875748475843,4352.02103117838,0,1318.98436070519,1
