A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129,A130,A131
750000,-161,931,257,-263,916,131,-106,933,-67,90,1058,396,218,1037,262,48,1066,97,-50,990,326,-81,972,191,-29,1019,9,-52.5255255255255,989.786786786787,326.750750750751,-74.7297297297297,969.885885885886,190.846846846847,-26.7327327327327,1017.49249249249,8.39339339339339,0,989.540796845383,325.263553031981,0,969.680205229978,188.04416159958,0,1017.1374194705,0,62.4860585051378,989.909810251637,327.486689090613,99.9436928562365,969.988956935375,192.205783115553,38.8490572504565,1017.6690922797,26.8000605082012,1149.02720793082,244.282716451391,482.928651543109,4417.47492673395,200.547179709829,522.112015630089,797.003654256664,360.491660335034,649.745377908028,33.8973038445659,15.6295462650517,21.975637682286,66.4640874964364,14.1614681339835,22.8497705815636,28.2312531471181,18.9866179277678,25.4901035287821,5.00251220192421,4.41177062616107,3.40187412195234,4.82527712803004,4.63682443667584,3.04694808858498,2.75396829455027,3.54971012338884,3.52108545941388,0.504705603332347,0.072239547700818,0.0255706248096067,0.469152752191725,0.209235230926605,0.0260195256563679,-0.0234085475755012,-0.230618366525332,0.106112344408409,-50,990,326,-109,972,191,-38,1028,9,-53.4916387959866,989.648829431438,326.8127090301,-75.7491638795987,969.816053511706,190.839464882943,-26.7090301003344,1017.63545150502,8.32441471571906,251,127,139,481,121,131,154,133,164,1044.45723779451,993.801807464023,1018.5899793898,1372.42642642643,1245.77477477477,1070.13213213213,1154.08654400087,4494.75712558399,880.494134975254,1091073.47147147,987810.381381381,1037877.87387387,1
752078,-161,931,257,-272,916,111,-106,942,-67,50,1058,396,218,1037,262,48,1076,87,-60,990,326,-81,972,191,-38,1019,0,-57.3093093093093,989.441441441441,328.249249249249,-84.4174174174174,969.357357357357,191.186186186186,-33.6876876876877,1017.91291291291,1.66966966966967,0,989.178274725404,326.582086764941,0,969.15261814502,187.835540497615,0,1017.49685982752,0,64.6581214749754,989.572896009443,329.068915808454,103.07449418431,969.459767210708,192.767882326015,42.4345459583426,1018.11977236024,26.5641045708613,899.015485364885,260.934060566591,540.404555157568,3508.58728608126,199.152031549623,609.12788089294,667.835902167223,422.441188176129,704.98091464959,29.9835869329352,16.1534535182602,23.2466030885712,59.233329182828,14.1121235662682,24.680516220147,25.8425212037685,20.5533741311768,26.5514766943308,4.61074459855802,4.46945849890203,3.43065073533536,6.83440382823842,4.93039295620105,2.9782097191201,2.8650834785006,3.13732546652655,3.29743359104199,0.129176596529802,0.000393620122228863,-0.0451320748255539,0.665190548261039,0.0869879158734919,-0.128955166860309,0.136246634749987,-0.230690793483209,0.181790977636128,-60,990,326,-72,972,181,-38,1028,9,-57.6822742474916,989.461538461538,328.414715719064,-85.695652173913,969.384615384615,191.418060200669,-33.8595317725753,1018.25752508361,1.46153846153846,211,127,139,490,121,151,154,134,154,1044.76055183765,993.704897592552,1019.14378949009,1376.62162162162,1251.36936936937,1074.68768768769,914.009840036276,3558.39148061439,904.384625071715,1091721.54054054,987636.048048048,1039074.21321321,1
754156,-181,941,237,-272,925,90,-106,942,-77,30,1058,396,27,1009,252,19,1104,38,-70,990,316,-100,972,181,-48,1019,-9,-69.8378378378378,992.855855855856,318.012012012012,-103.414414414414,969.264264264264,183.795795795796,-42.7537537537538,1017.32132132132,-12.6186186186186,0,992.557447231761,315.918883222024,0,969.044680548717,179.44810286067,0,1016.81077201678,0,76.0147764993507,993.005894094142,319.022286398959,114.795483373707,969.373722778998,185.759604410191,48.3645130868298,1017.57673932752,25.6051092874376,903.636274829045,298.852653858678,645.517927566121,2490.94220123738,212.839592604653,727.922030464199,512.782553637976,521.315116321141,497.887242664352,30.0605434885839,17.2873553170714,25.4070448412664,49.9093398196909,14.5890230174831,26.9800302161469,22.6447025513248,22.8323261259369,22.3133870728841,4.11118303913129,4.290872832735,3.68392429073196,3.23568470305678,3.22914356187179,3.05019007241332,2.923563785044,3.80537094676579,2.91642293645019,-0.160857780982767,0.379729339600287,-0.200503352673557,-0.250214834844989,-0.165151637238201,-0.280125269646889,0.277020677801287,0.0923772058244339,0.0249887119537996,-60,1000,326,-118,972,181,-48,1019,-19,-69.628762541806,992.538461538462,318.585284280936,-102.538461538462,969.33779264214,184.294314381271,-43.1404682274247,1017.34448160535,-12.6622073578595,211,117,159,299,84,162,125,162,115,1045.6604223008,993.579300210051,1018.78683440033,1381.24624624625,1256.74474474474,1081.33033033033,947.420536338852,2538.12572956717,752.3130806112,1093614.17117117,987370.048048048,1038457.16816817,1
756234,-181,941,237,-272,925,90,-106,933,-87,30,1058,376,63,1018,232,9,1104,58,-80,1000,306,-109,972,181,-48,1019,-19,-78.3513513513514,995.657657657658,307.402402402402,-108.06006006006,969.627627627628,178.261261261261,-43.2222222222222,1017.003003003,-15.2732732732733,0,995.353700878083,305.6626315752,0,969.367036083988,174.115115211893,0,1016.34226092081,0,84.7442894512344,995.810642057432,308.239791021161,122.704802141027,969.758147614582,180.138576953708,49.6637038840589,1017.33298206457,26.5771018424196,1045.80087919245,305.581243894498,517.084572524331,3389.67108071928,253.891041644054,674.856235753828,600.125167336009,673.310231918664,474.494373891965,32.3388447411537,17.4808822401645,22.7394936734381,58.2208818270496,15.9339587561928,25.9779952219918,24.4974522621437,25.9482221340628,21.7828917706526,3.69130345214788,4.13812006585943,3.49148517767004,3.12879901373619,3.10233562395889,2.96238036549826,2.62700867843302,3.59978171773562,3.41609863147031,0.0672643505078332,0.43330049871172,-0.307617080119405,0.0245798161710113,0.142976125325711,-0.286725810183589,0.126689585048612,0.0260891480219209,0.0234522979285694,-80,1000,297,-118,962,181,-48,1019,-19,-78.5418060200669,995.190635451505,307.872909698997,-107.923076923077,969.391304347826,178.866220735786,-43.2876254180602,1017.02341137124,-15.3010033444816,211,117,139,335,93,142,115,171,145,1045.76113566268,993.861337976824,1018.55565853383,1381.83183183183,1257.57057057057,1082.27327327327,1068.71850006049,3453.97062538147,801.375609642702,1093832.1981982,987937.24024024,1038139.22222222,1
758312,-181,941,217,-272,935,70,-116,933,-87,20,1058,415,63,1018,262,19,1123,58,-80,1000,306,-118,972,181,-48,1019,-19,-84.0810810810811,995.519519519519,305.429429429429,-110.882882882883,969.447447447447,178.192192192192,-44.0750750750751,1015.96096096096,-16.9339339339339,0,995.169216776874,303.321705716343,0,969.164328479603,173.037014873741,0,1015.12840281306,0,90.3553046648678,995.695507443688,306.438908764544,127.692926520945,969.589563641194,180.479757709675,50.9459762149327,1016.37989309465,28.6895467041585,1097.74943015304,351.485310611816,619.52889033612,4022.54949527842,276.398585332322,822.956926806322,654.846756394948,853.977387025578,537.947429357068,33.1323019144919,18.7479415033175,24.8903372885166,63.4235720791443,16.6252394067671,28.6872258471662,25.5899737474455,29.2228914898163,23.1936937411243,3.39917337578882,3.67285997489528,4.54071612596732,2.79285151542772,2.89312312413999,3.4799525236731,2.78989155328215,3.85875532797973,3.08478768510941,0.0798937196919717,0.307029950057924,-0.221307174472005,0.135091604899085,0.264950413384741,-0.163106284918549,-0.0963056610545022,0.307582701113719,0.0981771483199345,-80,1000,306,-118,972,171,-48,1019,-19,-84.2541806020067,995.130434782609,305.846153846154,-111.397993311037,969.066889632107,178.555183946488,-43.7892976588629,1015.36454849498,-17.1404682274247,201,117,198,335,83,192,135,190,145,1045.58853463034,994.387026006017,1017.64061435725,1385.27027027027,1260.95495495495,1083.6966966967,1144.82368029892,4101.09030750808,945.096007128773,1093478.42942943,988982.348348348,1036446.66966967,1
760390,-181,941,217,-263,935,70,-174,933,-106,20,1049,415,63,1018,282,19,1123,48,-90,990,326,-136,962,191,-58,1019,-19,-88.4234234234234,989.426426426426,322.279279279279,-124.777777777778,965.786786786787,190.87987987988,-62.7837837837838,1014.58558558559,-18.4324324324324,0,989.102196596454,319.411087776411,0,965.514897871953,185.234667074474,0,1013.67403845925,0,92.9495810890217,989.589569729045,323.643554161287,135.758806172762,965.923633350725,193.311236699355,70.3946191296068,1015.04534877022,30.4885150433659,823.395473787041,323.835685082673,883.870563334417,2869.57697456493,265.144162234523,936.919262636132,1016.65190491697,935.960273526539,591.571475089547,28.6948684225428,17.9954351179035,29.7299607018647,53.5684326312141,16.2832479018936,30.6091369142636,31.8849792993028,30.5934678244644,24.3222423943506,3.70421278454989,3.31394278777744,3.54108964398188,3.98489921397315,3.06815516498228,3.79181984403386,2.76959454503219,3.69844723634854,3.48843069910274,0.374903895603529,0.392740010546326,-0.260848995312193,0.814087004733609,0.429773134905186,-0.252186350030695,-0.203954767625418,0.374251579732747,-0.177791958034507,-90,980,316,-154,962,191,-67,1019,-9,-89.123745819398,988.913043478261,323.010033444816,-127.384615384615,965.23745819398,191.113712374582,-62.494983277592,1013.86956521739,-18.2307692307692,201,108,198,326,83,212,193,190,154,1045.21438789427,994.295030490258,1017.48603112431,1400.24924924925,1283.28228228228,1101.52552552553,1109.56266959705,2990.17185085745,1154.18737184858,1092672.29129129,988808.153153153,1036202.01201201,1
762468,-212,950,267,-254,935,141,-174,942,-106,60,1039,405,-27,1009,313,9,1104,48,-90,980,336,-136,962,202,-67,1019,-9,-85.1381381381381,985.852852852853,336.552552552553,-131.441441441441,963.42042042042,200.96996996997,-69.7267267267267,1015.0960960961,-15.0660660660661,0,985.621378417822,335.086514652321,-115.363886338647,963.229058802926,197.322261180875,0,1014.49660361616,0,89.3640023998753,985.969166961218,337.278331163851,136.985762395583,963.51625963581,202.799883611389,76.1495880472098,1015.39706726197,29.4397639205837,739.643510980861,230.041535511414,490.525091356415,1492.72924128948,185.232352834763,741.089456926807,939.765458229315,612.960617243749,641.640200441405,27.1963878296523,15.1671202115436,22.1478010501362,38.6358543491597,13.6100092885627,27.2229582692037,30.6555942403555,24.7580414662337,25.3306178456311,7.81283002781759,3.04621920371865,2.91388069234078,3.17007327127226,2.92605336369493,3.60647370356986,2.8283846959901,3.69443999468342,3.57449476916425,0.481978442435498,0.357522000245448,-0.00614167435021776,0.212196388738687,0.147522424874039,0.365323230224989,-0.00611412231366781,0.237942469329874,-0.273572117985459,-90,980,336,-136,962,191,-87,1019,-9,-85.4280936454849,985.571906354515,336.56856187291,-131.862876254181,963.23745819398,200.404682274248,-69.7692307692308,1014.86956521739,-14.7993311036789,272,89,138,227,74,172,183,162,154,1045.79484335034,994.016372179636,1018.3822411291,1408.2042042042,1295.83183183183,1107.57657657658,760.636195871994,1551.10139361908,1004.11457122954,1093877.7957958,988256.474474474,1037696.66366366,1
764546,-212,950,287,-254,935,141,-174,952,-87,60,1029,405,-27,1000,313,0,1085,48,-80,980,336,-127,962,202,-67,1019,-9,-79.7237237237237,985.114114114114,338.468468468468,-130.651651651652,963.162162162162,202.315315315315,-67.2522522522522,1016.003003003,-10.8378378378378,0,984.936101699196,337.502475830886,-117.108963955349,963.014747144741,199.372767349091,0,1015.59863998952,0,84.0713267885549,985.203698393042,338.958641962351,135.872898123373,963.235811329826,203.792562200902,72.4693784353834,1016.20505692391,25.4125716683455,714.260790911392,177.041155613445,333.056984695539,1395.78190238431,142.304949527841,601.728590035818,731.140996418106,411.852400593363,529.931455551938,26.7256579135368,13.3056813284193,18.2498488951426,37.3601646461082,11.9291638234975,24.5301567470699,27.039619013923,20.2941469540694,23.0202401280251,8.06027179061053,3.59520736536716,3.33693933027156,3.05761199495496,3.01617939018913,4.0208710190548,3.53253529855571,3.71496004429017,3.53699741564406,0.266324341413015,0.51607702680324,0.404160841137893,-0.00665446382306251,-0.036079280579074,0.377936527113642,-0.250361144241052,0.0275900535736712,-0.19903614998752,-90,980,336,-136,962,191,-67,1019,-19,-79.7658862876254,984.782608695652,338.040133779264,-130.561872909699,963.230769230769,201.903010033445,-66.9598662207358,1015.96989966555,-10.6153846153846,272,79,118,227,65,172,174,133,135,1045.18938764115,993.817235426376,1018.90461470177,1403.96696696697,1296.12912912913,1103.01801801802,721.896586794677,1425.74500749518,758.612043161238,1092587.27627628,987816.081081081,1038570.32732733,1
766625,-171,950,297,-218,925,141,-126,961,-77,60,1029,405,-45,1000,313,0,1057,48,-80,990,336,-127,962,202,-67,1019,-9,-76.3603603603604,986.399399399399,336.6996996997,-128.375375375375,963.42042042042,201.507507507508,-62.5075075075075,1016.62762762763,-14.03003003003,0,986.229929824285,335.868466020292,-119.780001325509,963.309257773248,199.076968120206,0,1016.36706504502,0,79.8466623566038,986.484444154371,337.123448041247,132.062013370141,963.475997104753,202.720994970432,65.7963689132019,1016.75758122523,26.6350037248622,546.225170954088,168.288794818916,286.391475813161,963.030355656863,107.413075726329,492.003708527806,423.244672383227,265.041644053692,514.12560150512,23.3714606080597,12.9726171152515,16.9231047923589,31.0327303931972,10.3640279682336,22.1811566093341,20.5729111304946,16.2800996327938,22.6743379507566,9.04484659053755,3.42120332002908,3.87306529658939,3.06493539670799,3.72008044877833,4.1845568265777,3.40221008597438,3.67885182009523,2.98774328171544,0.816020952873233,0.31219758566951,0.527510605607453,-0.0410139161258541,0.0242068455950925,0.307505268679934,0.283548887526097,-0.110220830007563,-0.0393210247074703,-70,990,336,-127,962,191,-67,1019,-9,-76.7257525083612,986.147157190635,336.200668896321,-128.197324414716,963.464882943144,201.505016722408,-62.8929765886288,1016.66555183946,-14.1003344481605,231,79,108,173,75,172,126,96,125,1045.47597999279,993.331544753334,1019.10109881423,1400.12012012012,1293.3033033033,1100.15615615616,555.622573181127,1004.830958855,551.013649834383,1093179.26726727,986822.174174174,1038834.56456456,1
768703,-212,941,257,-254,925,151,-116,961,-97,40,1049,405,-45,1027,262,-9,1076,38,-80,990,336,-127,962,202,-67,1019,-19,-79.7837837837838,985.837837837838,336.645645645646,-132.024024024024,962.123123123123,201.12012012012,-66.5915915915916,1016.26426426426,-17.1051051051051,0,985.664411274596,335.66098528336,-121.792456922703,961.976770267386,198.80081348284,-59.2350972898326,1016.01875016416,0,83.5826899906079,985.92472713061,337.136925159951,136.765817691735,962.196506498084,202.252651738204,69.0497709689965,1016.38730765351,26.9362499535767,622.48323021817,171.841094106154,332.012608994536,1278.38496327653,141.638409493831,458.208419262635,334.435109808604,250.857664893809,434.281088317233,24.9496138290389,13.1088174182935,18.2212131592421,35.7545096914575,11.9011936163492,21.4058034014759,18.287567082819,15.8384868246247,20.8394118995051,6.68345775451783,5.51641151697795,4.6579159157472,3.40059544427959,5.56524355896289,2.57553727297727,3.14280552711722,3.7589852504609,3.04795054996617,-0.250807522739307,0.214682236752787,0.181114521957443,-0.396279488874471,0.286039919864643,-0.0238878086845075,0.104520582334972,0.196004826210428,-0.231782601054994,-70,990,336,-127,962,191,-58,1019,-9,-79.3979933110368,985.749163879599,336.367892976589,-130.969899665552,962.140468227425,201.244147157191,-66.7491638795987,1016.04682274247,-16.9063545150502,252,108,148,209,102,111,107,115,135,1045.24597328914,992.617620556928,1018.96329627037,1402.50750750751,1295.26726726727,1104.15915915916,625.014115764316,1349.91772576859,440.361620615416,1092694.93993994,985433.141141141,1038536.59159159,1
