A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129,A130,A131
670000,-202,970,217,-9,953,30,-97,990,-29,-141,1019,306,100,1009,191,38,1057,77,-171,1000,257,45,990,70,-19,1019,19,-169.2975,998.75,251.6975,45.835,986.13,70.115,-18.605,1018.1025,20.5825,-168.409580363839,998.669808564919,250.836265144307,0,986.059199930534,66.6887050312895,0,1018.01037285138,0,169.74353448659,998.790043002032,252.125499503719,48.5404985553301,986.165384202873,71.8455983342055,27.9262421388915,1018.14857093648,26.4243732186782,151.603001253133,80.187969924812,216.176434837093,255.972706766917,69.9630075187971,246.292506265664,434.816015037594,94.0471115288219,275.296434837093,12.3127170540516,8.95477358311264,14.702939666512,15.9991470637318,8.36438924959839,15.6937091302746,20.8522424462597,9.69778900207784,16.592059391079,3.10043448698849,2.90919921486209,2.97920205234831,4.00512124805197,3.83333209742639,10.7759855108933,4.66594556409449,3.56585858253046,3.20921843342497,-0.229940532840538,-0.127616803345432,0.0239821339480044,-0.282330054001376,-0.0265256108253974,1.11968363440248,-1.00452081080834,0.0434106200409187,-0.00629320542806555,-171,1000,257,45,981,70,-9,1019,29,-169.083333333333,998.861111111111,251.75,46.2,986.186111111111,69.8333333333333,-17.5027777777778,1018.01111111111,20.5166666666667,61,49,89,109,56,161,135,67,106,1043.97607998051,989.936263956979,1018.82788662961,1419.745,1102.125,1060.875,229.358532783537,307.209078550059,525.234715425533,1089961.685,980040.135,1038104.635,1
672078,-202,970,217,-9,962,20,-97,990,-29,-141,1019,306,100,1009,191,38,1057,77,-171,1000,247,45,990,70,-19,1019,19,-168.5725,998.995,250.8475,45.6775,985.6025,68.11,-19.9775,1017.635,16.1825,-167.68947741993,998.920679807066,249.980226562815,0,985.531408128817,63.6162732615377,0,1017.541414086,0,169.018246056454,999.032084069376,251.280455865553,48.3419331429764,985.63803066846,70.1661243051089,28.6431056277073,1017.68181913602,24.1477224598926,150.856885964913,74.2806766917292,217.944104010025,251.136334586467,70.2150313283209,285.025463659148,422.382951127819,95.5306015037593,322.044304511279,12.2823811195107,8.61862382818332,14.7629300618145,15.8472816150426,8.37944099139799,16.8826971677854,20.5519573551479,9.7739757265792,17.9455928994079,3.16940102692654,3.12276093528619,2.91586364676674,4.03207466369706,3.73386967008468,9.1782701978919,4.66140772215675,3.77276735670001,3.04318667682553,-0.299560959161128,-0.217339316538488,0.0973849574570737,-0.304899989282207,-0.0252365454445667,0.806480754835372,-0.891542197537303,0.087063915921999,0.240337782609425,-171,1000,257,45,990,70,-19,1019,19,-168.305555555556,999.188888888889,250.777777777778,46.1,985.605555555556,68,-19.0555555555556,1017.52222222222,15.8222222222222,61,49,89,109,47,171,135,67,106,1043.88763710389,989.280215322338,1018.3236953823,1418.415,1099.435,1058.685,226.61223390836,337.227450438643,506.983741316979,1089774.14,978742.555,1037079.825,1
674156,-212,970,217,-9,962,20,-106,990,-29,-141,1019,297,100,1009,191,38,1057,77,-171,1000,247,45,990,70,-29,1019,9,-172.9025,998.675,251.125,40.7725,985.6025,69.285,-31.13,1017.46,8.5975,-171.713038197481,998.605627672593,250.154952444871,0,985.524394106578,64.195521531709,0,1017.35626427189,0,173.494834217045,998.709705069496,251.613791354926,44.4167479674053,985.641487813901,71.7146079958609,40.7877432570129,1017.51187216661,18.2580804029339,205.697236842105,69.4931077694234,246.350250626566,311.228815789472,77.0471115288222,343.432355889725,696.303859649124,105.822957393483,260.09072055138,14.3421489617876,8.33625262149747,15.695548752005,17.6416783722375,8.77764840540006,18.531928013289,26.3875701732676,10.2870285988464,16.1273283761254,2.5958858151737,3.01712994007547,2.84233169754155,3.20789118037256,3.68339682879489,6.93137667354332,3.04577790068684,3.87356686659608,4.27424382918229,-0.10350484069731,0.0842440848942543,0.249563807361449,-0.0206375946984072,-0.161616956922075,0.822045469931701,-0.535357947304293,0.0395814836156016,0.684513208194674,-171,1000,247,45,990,60,-19,1019,0,-172.697222222222,998.583333333333,250.777777777778,40.875,985.716666666667,68.9,-30.2416666666667,1017.36111111111,8.08611111111111,71,49,80,109,47,171,144,67,106,1044.39549535352,989.207556683071,1018.43849276447,1422.7025,1095.75,1063.4575,257.690648239736,345.524771809837,718.000181086862,1090831.0325,978604.975,1037327.4075,1
676234,-212,970,217,-9,953,20,-106,990,-38,-141,1019,297,81,1018,111,19,1047,58,-181,1000,257,36,990,70,-48,1019,0,-176.6625,997.1175,254.35,35.9775,985.39,72.2725,-42.53,1017.26,1.5675,-175.607196147989,997.04076214653,253.416337191622,0,985.318936775316,67.1608712892191,0,1017.16547829842,0,177.180663448357,997.155796503234,254.818366684978,38.9113415343136,985.425489319208,74.4096599911597,49.5512361097077,1017.30722006678,15.7414262377969,183.808114035087,76.5651065162906,239.075187969927,220.26265037594,70.1181954887216,314.2689160401,648.144461152882,96.3131829573936,245.950319548872,13.5575851107447,8.75014894252038,15.4620563952511,14.8412482755306,8.37366081763058,17.727631427805,25.4586814496133,9.81392800856994,15.6828033064523,2.60365466628834,3.08325544584798,2.58138346096396,3.24473391037604,4.35406418097927,2.68485105807142,2.24169168460425,3.53844250710189,3.30750468098398,0.0910753222244347,-0.195208274163543,0.162787943767916,0.249104205504417,-0.10974100120639,-0.0984368315256146,-0.0596866599922538,-0.0627705602217842,0.45480136174115,-181,1000,247,36,990,80,-58,1019,0,-176.736111111111,997.297222222222,254.111111111111,35.725,985.447222222222,72.4416666666667,-42.1194444444444,1017.27222222222,1.15277777777778,71,49,80,90,65,91,125,57,96,1044.30508115345,988.963113508175,1018.58594081854,1428.13,1093.685,1071.8475,291.080152570877,332.495185013047,686.592918626313,1090645.07,978114.285,1037617.0975,1
678312,-212,970,227,-9,953,40,-106,990,-38,-141,1019,297,81,1018,111,0,1047,58,-181,990,267,27,990,80,-58,1019,0,-183.8375,994.935,261.55,30.4875,985.8225,80.97,-57.9925,1017.0425,-2.8225,-183.122565713848,994.847464569195,260.760370593464,0,985.751452335738,77.9141469041949,0,1016.94793712845,0,184.182619972678,994.97876359247,261.93739710091,33.3030404017411,985.857995605858,82.3493776539932,60.4007657236231,1017.08972686779,13.9347586990231,127.329417293233,87.3040350877195,203.305764411027,180.054981203007,70.1613972431076,225.843709273184,285.837036340854,96.3064598997492,186.677687969925,11.2840337332548,9.34366283037437,14.2585330385362,13.4184567370099,8.37624004211362,15.0280973271131,16.9067157171597,9.81358547625429,13.6630043537256,3.63170637500514,2.81177266554146,2.78286177406099,4.0203901759441,4.19102873296253,2.55037103001061,4.8237459148883,3.3711246667144,3.80516946032743,0.38728756674302,0.00928037957574317,-0.236283734413131,0.472971332424907,-0.0643813000695722,-0.169973964164799,0.394081438684119,-0.09460898168907,0.473998571114457,-181,990,267,27,981,80,-58,1019,-9,-184.208333333333,994.9,261.75,30.15,985.925,81.1611111111111,-58.375,1017.08333333333,-3.18888888888889,71,49,70,90,65,71,106,57,96,1045.19537443345,989.81816064727,1018.92826774562,1440.3225,1097.325,1085.6575,217.06642817337,230.644488727769,289.708613623395,1092517.1775,979806.5,1038313.9425,1
680390,-222,970,227,-36,953,50,-116,990,-38,-151,1019,306,72,1018,121,-19,1047,58,-191,990,267,27,990,80,-58,1019,-9,-186.665,993.5025,262.2725,27,985.825,82.575,-63.5,1016.9575,-4.175,-185.972068349386,993.40836183619,261.646407300268,0,985.747891854223,80.0511977483428,-59.6857373735157,1016.8574585189,0,187.009144161455,993.549557143477,262.582496560605,30.8438810787488,985.863522501974,83.7405218517296,65.3106040394667,1017.00755036529,14.6227562381379,128.92007518797,93.7393421052634,163.111021303258,222.902255639098,76.1447368421053,194.330200501253,233.809523809524,102.055833333333,196.886591478697,11.354297652782,9.68190797855791,12.771492524496,14.9299114411003,8.72609516577176,13.9402367448065,15.2908313642367,10.1022687220908,14.0316282547214,2.89247842294065,2.58261421658281,3.17907530438978,3.79627141250361,4.16491602369185,2.67804512747201,3.30870185686375,3.31722878153331,3.71063088758595,-0.0212529132026328,-0.00823199865035351,-0.0823988570766536,-0.250663632030288,-0.0624718066014235,-0.117140962505915,-0.428669963759413,0.0850301578052997,0.369475552906806,-191,990,257,27,990,80,-58,1019,-9,-186.655555555556,993.475,262.361111111111,27.2,985.930555555556,82.6388888888889,-63.1111111111111,1016.85555555556,-4.44722222222222,71,49,79,108,65,71,97,57,96,1044.49556406119,989.857716111601,1019.15635629459,1442.44,1096.03,1091.7925,171.224356585999,248.187044581483,241.2032544546,1091062.71,979890.705,1038783.6575,1
682468,-222,970,227,-36,962,40,-116,971,-38,-151,1019,306,72,1018,121,-9,1047,58,-181,990,267,27,990,80,-67,1019,0,-185.935,993.2025,263.3475,27.0225,986.0425,83.1475,-64.15,1016.87,-3.055,-185.210370765871,993.111360207082,262.744736576233,0,985.96465673933,80.977517257555,-57.9128553866634,1016.75364629734,0,186.299100910337,993.24809211999,263.647240645526,31.6571082065308,986.081384825816,84.2055372288545,66.5511081801047,1016.92812922055,14.3490417798542,135.87045112782,90.7934774436092,158.357637844611,272.638590225564,76.877888471178,177.50951754386,314.614035087718,118.519398496241,197.054611528822,11.6563481042657,9.52856114235561,12.5840231184074,16.5117712625134,8.76800367650345,13.3232697767425,17.7373626869306,10.8866614945189,14.0376141679711,2.80233840128955,2.55547830660251,3.05418596923691,3.31378799148111,3.61065030681234,2.91109930036382,3.1793902284877,3.73097454722975,3.61961054217087,-0.205514066514816,0.0681526880184631,-0.0035810971799754,-0.132911084977977,-0.0811046964825148,0.209822790138979,-0.0566514431118015,-0.0445143837263419,0.230494086425289,-181,990,257,27,981,80,-67,1019,-9,-185.733333333333,993.141666666667,263.361111111111,27.15,986.2,82.8861111111111,-64.1333333333333,1016.75833333333,-3.22777777777778,71,49,79,108,56,81,107,76,96,1044.35131446806,990.139309781812,1019.14506758058,1442.485,1097.0675,1091.93,173.841487922979,289.035789240827,326.058361433468,1090758.995,980449.2425,1038777.765,1
684546,-222,970,227,-36,962,40,-116,971,-38,-151,1019,306,72,1018,121,-9,1057,38,-181,990,257,27,990,80,-67,1019,0,-184.355,993.8825,261.2725,27.045,985.855,80.6775,-64.285,1017.1525,-3.3425,-183.477899881254,993.792494463938,260.641920274282,0,985.773629929192,78.3437034290646,-57.1193203645246,1017.02708429845,0,184.795941513876,993.927521250921,261.588546194209,31.9911706569172,985.89569428008,81.8020629324224,67.1257774629091,1017.21518249582,13.8811923119017,163.181929824562,89.7179887218045,165.662399749373,292.734812030075,80.4400751879696,183.176434837093,374.244385964911,127.83884085213,181.97011904762,12.7742682696334,9.4719580194279,12.8709906281286,17.1094947917837,8.96883912153461,13.5342689066345,19.3453970226747,11.3065839603361,13.4896300559956,2.81464882009653,2.96160675761084,3.07858829342934,3.16402985239936,3.7286333607741,3.22896474610267,2.63798956416673,3.90193255679078,2.97974003494735,-0.219214190178533,0.0641440474718398,0.161497987955047,-0.1079779254429,0.0519749363364142,0.223196609711381,-0.0531657960986355,-0.00125423334483462,0.0155221349108062,-181,990,257,27,990,80,-67,1019,-9,-184.255555555556,993.813888888889,261.194444444444,27.2,985.888888888889,80.4194444444445,-64.2583333333333,1017.04722222222,-3.35555555555556,71,49,79,108,56,81,107,86,76,1044.21485331405,989.761318719514,1019.45793402348,1439.51,1094.5225,1092.1,189.984859871987,302.815685391712,381.351019000801,1090470.025,979705.3325,1039425.285,1
686625,-222,970,227,-27,962,40,-126,971,-38,-151,1019,297,72,1018,131,-9,1057,38,-181,990,257,27,990,80,-67,1019,0,-184.8225,994.15,261.8,27.27,986.0325,80.6225,-63.1675,1016.84,-3.8275,-183.949556720837,994.059683079904,261.192439839097,0,985.957159990635,78.3476476301864,-55.5400063597888,1016.70603733584,0,185.260404566113,994.195164442073,262.102460881236,31.9151218076949,986.070206679017,81.7381336953567,66.3141953129192,1016.90682464029,13.3969212881169,162.467161654135,90.0275689223055,158.857142857144,275.611127819548,74.5478132832079,181.588966165413,408.460595238096,136.245012531328,165.240845864661,12.7462606930086,9.48828587903556,12.6038542857788,16.6015399231381,8.63410755568912,13.4754950248743,20.2104080918248,11.6724038882883,12.8546040726528,2.93528355958555,2.9473187746712,2.69092743900098,3.53199925876884,3.25198473973442,3.63448541862472,3.09853514927412,4.40952605804859,2.97782724491493,-0.196494564267588,0.0348240773067655,0.00380205895640633,-0.348713165051421,0.133003253205353,0.362191549648349,-0.284794800533472,-0.162194146526011,-0.00241287330403887,-181,990,257,27,990,80,-67,1019,-9,-184.663888888889,994.111111111111,261.805555555556,27.775,985.997222222222,80.3027777777778,-62.725,1016.86388888889,-3.83888888888889,71,49,70,99,56,91,117,86,76,1044.68076868902,989.929977596086,1019.0851233455,1440.7725,1095.185,1090.345,187.6640567028,287.277054009734,432.793618570417,1091443.1425,980034.15,1038676.54,1
688703,-222,970,227,-27,962,40,-126,980,-58,-151,1019,297,72,1018,131,-19,1057,38,-191,990,257,27,990,80,-67,1019,0,-186.5325,994.2125,261.95,26.505,985.625,81.715,-63.7125,1016.5,-3.4825,-185.749412306722,994.128151948776,261.408540925848,0,985.555643466041,79.5106933663643,-56.952681299709,1016.38429277469,0,186.922169632176,994.254651736666,262.220899243367,30.7518292138858,985.659715621979,82.7815800767296,66.5342580931057,1016.55778733921,13.2277171121853,145.888665413534,84.0274122807015,142.353383458647,243.76939849624,68.6058897243108,175.888496240602,368.445958646618,117.779448621554,163.252825814536,12.0784380369953,9.16664673044082,11.9311937147398,15.6131162327141,8.28286724053397,13.2622960395477,19.1949461746215,10.8526240431314,12.7770429213702,3.16143937949768,3.17491372939977,2.8819642014392,3.73055463047328,3.3886386522056,3.33451087654926,3.22852599447683,4.45165059786228,3.4782428816558,-0.0834131128571379,-0.0350624844477074,0.109362254664764,-0.359431936789976,0.150208130240555,0.224903022691074,-0.224910923649741,-0.0679957187435241,-0.112778849899341,-191,990,257,27,990,80,-67,1019,-9,-186.452777777778,994.236111111111,261.888888888889,26.875,985.541666666667,81.5444444444445,-63.4611111111111,1016.48611111111,-3.42777777777778,71,49,70,99,56,91,107,77,96,1045.06545360205,989.574082604742,1018.7577090765,1442.695,1094.88,1090.38,148.921477850412,254.885060738127,395.532321173258,1092242.01,979323.54,1037991.515,1
