A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
420000,9,990,48,77,1047,116,29,1009,87,31.5240963855422,1014.05421686747,84.433734939759,22.403743142447,1013.96414721889,82.0642453537424,35.9821743015883,1014.09933034552,85.4906462860683,302.772143117926,92.0515881708653,180.683461117196,17.4003489366715,9.59435188904729,13.4418548242866,2.77077547355978,3.41290225274994,2.87692282185607,0.764694584955653,0.209744237932924,-0.31806883945301,19,1009,87,30.6333333333333,1013.93333333333,84.8266666666667,-0,-0,-0,68,57,68,507.107989268631,562.746,312.840790385696,516426.408,0,647.789468735196,0,158.169579452531,0,244.193143544046,1
422593,-213,847,-135,291,1419,223,48,990,67,34.0421686746988,1013.50602409639,66.4397590361446,0,1004.98427097498,0,94.850071927112,1018.41566063731,85.2164147884525,7885.16790799562,10036.4575392479,2864.85392479007,88.7984679372095,100.18212185439,53.5243302133718,3.60036915438135,6.77468867895185,3.60345164537572,-0.384198481449388,1.80017407247969,-0.276550255540975,58,961,48,35.7333333333333,1003.88666666667,66.9866666666667,0.585709399204951,0.585709399204951,0.585709399204951,504,572,358,508.723960761604,579.798,11968.6305500152,524607.558,0.212151441204892,23982.1196147051,0.784907367847682,27670.0686954437,0.496195724614411,7254.31252366828,1
425187,-242,828,-165,320,1752,233,29,990,77,20.9939759036145,1023.16265060241,71.9096385542169,0,1005.71281518311,0,92.9411978890967,1034.06725038232,102.844865039827,8246.99996349032,22569.2279299014,5438.83420956554,90.8129944638449,150.230582538648,73.7484522520001,4.34643343704482,9.87276274219344,3.6711155232926,0.0885774307146156,2.20740702249106,-0.558953476238956,29,933,77,19.9466666666667,1007.2,73.9533333333333,0.663823245112526,0.663823245112526,0.663823245112526,562,924,398,514.1467621314,588.711,23316.5770620344,542078.085,0.671012691701286,26219.0176798883,0.629169138935886,66659.3151872778,1.37664313522378,15207.208243045,1
427781,-223,857,-155,339,1733,320,58,975.5,48,43.3132530120482,1015.77710843373,49.6024096385542,0,1002.66183364061,0,115.267682175955,1023.72995368519,83.883955988551,11479.7558232932,16318.1863818912,4603.85308506754,107.14362241073,127.742656860937,67.851699205455,3.12695133222399,9.91406364553287,4.96712973546122,-0.093171680579105,2.14099226266003,0.0712118108168742,97,933,48,43.3466666666667,1002.76666666667,50.2266666666667,0.677257550884979,0.677257550884979,0.677257550884979,562,876,475,510.6475454785,586.443,18142.2578028862,532036.395,0.412706564415725,35570.2865780186,0.577573911738112,44285.3675028339,1.75716647294792,12627.62802189,1
430375,-203,876,-126,271,1514,271,48,971,38,30.4277108433735,1008.62048192771,39.7710843373494,0,996.85967416313,0,92.9013273667606,1015.44619844072,75.6767857642914,7751.50686381891,13899.4369112815,4170.35940124133,88.0426423037093,117.895873173243,64.5783199010421,3.09845828768396,6.04267422049997,3.47903338072921,-0.164048588650952,1.64151918251054,0.0379660745040391,58,904,38,31.0733333333333,996.566666666667,39.6133333333333,0.731462561721459,0.731462561721459,0.731462561721459,474,638,397,505.808629514532,571.632,14125.313088104,520653.33,0.321472797313394,24258.0103077733,0.50118946194596,37042.1099299059,0.767035897201835,10370.2220845197,1
432968,-252,838,-184,330,1695,262,29,971,67,10.6024096385542,1016.83734939759,65.9096385542169,0,1001.06332813904,0,111.088480961842,1026.57615812649,98.0126928096929,12302.3500547645,20021.0218692954,5294.3008762322,110.91595942318,141.495660248982,72.7619466220648,3.06380451716915,8.32839838249322,3.98202668447351,0.0324276569500438,2.07123955440089,-0.249134429508852,29,933,67,8.56,1001.40666666667,66.7133333333333,0.711362625440422,0.711362625440422,0.711362625440422,582,857,446,511.524172402834,591.75,22327.5691371768,535751.262,0.732139002176019,37579.0036711679,0.704128456009912,58824.7342469861,0.917926100687765,15064.5908410851,1
435562,-242,771,-155,378,1695,252,48,980,58,30.6746987951807,1025.55421686747,52.3674698795181,0,1006.99451616448,0,107.343217135785,1036.75652124178,86.1079806832642,10645.7602044542,23242.6485578678,4700.54899598393,103.178293281359,152.455398585514,68.5605498518203,3.68784799029623,6.61959886815818,3.90149887967566,0.0128356788946926,1.75095985924972,-0.376255631441282,58,923,9,30.2466666666667,1011.32,53.68,0.663823245112526,0.663823245112526,0.663823245112526,620,924,407,515.150862941708,589.815,25499.8138028935,544713.015,0.590259836601353,30192.7769885271,0.658122122990385,58783.6818076962,1.09755690388067,11528.9002713242,1
438156,-194,838,-165,310,1533,310,58,990,77,48.4578313253012,1011.87951807229,79.1686746987952,0,1001.0625056064,0,98.4911469325867,1018.11903107927,111.138738867725,7396.90427163198,12742.9672143118,6121.01380065717,86.0052572325203,112.884751912346,78.2369081741934,3.62177901064811,6.12989649229286,4.1271630899931,0.0109777094820574,1.64361433550355,0.268523242293438,67,942,77,47.74,1001.96666666667,77.3933333333333,0.569754009923358,0.569754009923358,0.569754009923358,504,695,475,509.034721286245,589.32,15136.3421229732,527192.106,0.246948641791143,21888.8307537923,0.60039110150894,35121.6052433251,1.16362113043685,14950.7858793168,1
440750,-155,876,-106,252,1609,281,53,980,72,49.1867469879518,1011.29518072289,70.0180722891566,0,999.995236218237,0,92.2641898186483,1018.49129208265,100.504300693211,6130.27400511136,14695.094158452,5230.09058050383,78.2960663450684,121.223323492024,72.3193651832193,3.12930204142202,11.2250855370524,3.36390954344834,-0.146167342640339,2.64618057134919,-0.104310050690351,29,942,58,49.6266666666667,995.086666666667,70.1066666666667,0.585709399204951,0.585709399204951,0.585709399204951,407,733,387,508.07075306815,583.899,15684.1311306942,525857.277,0.648751865872272,18442.1389427286,0.809590821023786,39367.7946601631,0.451672768353957,15147.9122182259,1
443343,-194,838,-233,300,1647,310,43,971,58,29.6385542168675,1013.49397590361,53.2590361445783,0,999.461854785608,0,96.7996315834869,1021.97698203395,85.5256954272414,8543.18977729098,17371.5605695509,4505.25976633808,92.4293772417135,131.801216115599,67.1212318595098,3.19584775105235,8.22016662033826,5.6779075893252,0.0902398351110119,1.98726508891503,-0.329702694309813,58,933,116,27.9466666666667,999.353333333333,54.1466666666667,0.727515078606865,0.727515078606865,0.727515078606865,494,809,543,508.685064864029,578.607,18153.2679982521,528438.639,0.627053197255262,26298.0237766488,0.82338908521516,50398.0683027984,1.05170243680296,12800.9809993272,1
