TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,ENTROPYX,ENTROPYY,ENTROPYZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FIX,SLFX,FIY,SLFY,FIZ,SLFZ,FREEZE
600000,58,971,-145,135,1047,-67,97,1009,-97,94.3,1006.47,-98.46,91.2183958938149,1006.25514295697,-95.5990971892748,95.7915445120288,1006.57743368307,99.8486855196402,286.393939393939,218.453636363636,278.170101010101,16.9231775796964,14.7801771424985,16.6784322107955,3.00822955445283,3.36520310497747,2.99810900512041,0.219764783400838,0.0414613634865845,-0.184070522203224,97,1000,-97,94.0555555555556,1006.38888888889,-98.1666666666667,0.91829583405449,0.91829583405449,0.91829583405449,77,76,78,338.647009268545,334.103333333333,358.938157246716,344114.636666667,0,271.481597532363,0,185.748987028292,0,263.992059538419,1
601562,-87,790,-233,242,1228,-19,77,1004.5,-87,75.86,1004.22,-100.23,0,999.24151319116,-68.2595235072788,99.6515930630314,1006.68147891972,115.190754837357,4217.87919191919,4999.78949494949,3255.41121212121,64.9452014541428,70.7091896075008,57.0562109863704,3.63560237325135,5.49018159051186,2.58692462526586,-0.222236532076737,0.176300264540779,-0.709537961866713,77,990,-106,76.6222222222222,1003.66666666667,-97.4777777777778,0.960362270315478,0.960362270315478,0.960362270315478,329,438,214,338.658491975522,326.616666666667,6424.69317310558,345535.65,0,3951.85769445987,0.0486643357874715,5868.29698213448,0,2855.67484705627,1
603125,-87,790,-310,330,1590,-29,96.5,990,-121,82.48,1003.54,-130.69,0,989.484097032075,-89.7779362515147,130.721000608165,1011.83224894248,150.309314415308,10388.9187878788,16880.7761616162,5568.70090909091,101.926045679595,129.926041121925,74.6237288608048,2.08180052188562,8.20330033375196,2.3563420575848,0.163606895869223,1.85683138215948,-0.56436423858473,-19,961,-58,80.6333333333333,990.322222222222,-126.711111111111,0.988395230718897,0.988395230718897,0.988395230718897,417,800,281,341.050485097285,318.443333333333,17133.1682464616,354495.123333334,0.390269700555239,9487.68930296578,0.563734843933438,19326.9036534892,0.357772569404025,6277.96920583401,1
604687,-194,904,-252,262,1200,19,67,990,-126,66.98,999.39,-120.49,0,995.50127234272,0,117.641149263342,1001.43033207508,135.333698685878,9447.59555555555,4123.57363636364,3835.72717171717,97.1987425615967,64.2150577073916,61.9332477084576,2.81216003139125,3.33458185443851,2.25124665331327,-0.254591775777058,0.883333262299389,-0.0364943226371201,97,961,-126,69.7888888888889,995.9,-120.2,0.981453895033654,0.981453895033654,0.981453895033654,456,296,271,338.512778228554,315.293333333333,10475.1938051228,345005.786666667,0.0849459185179208,8288.89740116716,0.252696989569828,4888.55555602368,0.0758670958055097,4351.94217026871,1
606250,-145,819,-300,388,1523,58,77,980,-72,84.46,1009.03,-97.06,0,992.830513605589,0,137.852892606575,1018.52565505244,123.740858248195,11989.8266666667,19447.4435353535,5950.66303030303,109.498066954018,139.454091138817,77.1405407700972,3.58198542230642,5.98019633041683,2.76561917233532,0.442213087121028,1.58863869729627,-0.669717960762574,48,971,-58,80.5555555555556,995.166666666667,-94.4777777777778,0.960362270315478,0.960362270315478,0.960362270315478,533,704,358,342.011704786211,332.143333333333,21569.9315354243,357236.576666667,0.176872490050656,12465.2120929977,0.193934045367399,23256.752219435,0.140776313377388,7003.52903242605,1
607812,-213,780,-349,320,1733,67,48,971,-116,67.01,1011.94,-124.66,0,991.837456146007,0,124.753557063516,1023.59576005374,156.296577057849,11184.9594949495,23965.3701010101,8978.28727272727,105.758968862927,154.807525983106,94.7538245810019,3.18730010891621,7.39053764107222,2.51248694434653,0.473939141247973,1.55037919620629,-0.358219751649869,0,895,-106,65.3888888888889,1001.16666666667,-121.777777777778,0.974717004180245,0.974717004180245,0.974717004180245,533,953,416,343.917677524185,318.096666666667,24534.0266821726,362580.116666667,0.456168478947557,11951.7598156004,0.428845653256576,28483.2588313304,0.193629515883038,10424.2013032165,1
609375,-203,761,-349,320,1600,77,97,956.5,-106,99.73,1003.77,-115.77,0,980.425437762987,0,153.187434210512,1017.58292536776,148.185390642938,13656.885959596,28202.8253535354,8642.64353535354,116.862679926467,167.9369683945,92.9658191775533,2.56726408373095,5.54621282128568,2.65951262382098,-0.187218365753898,1.47991981358437,-0.208466804133205,97,914,-97,101.966666666667,986.888888888889,-113.844444444444,0.948078243593905,0.948078243593905,0.948078243593905,523,839,426,342.285884991815,329.243333333333,29091.5710267698,360300.103333334,0.653106286423341,14174.5262117158,0.328845694153871,33671.206691313,0.322008317455865,10001.0119002594,1
610937,-135,800,-359,349,1495,67,62.5,961,-101.5,72.48,999.42,-101.1,0,985.025850728962,0,126.242623546883,1007.59618895667,139.133317361443,10791.7672727273,16575.4985858586,9229.16161616162,103.883431175175,128.745868228299,96.0685256270836,2.8348745901061,5.11639122717486,2.70873405357946,0.211148753899961,1.34840228444348,-0.438678626143334,48,914,-126,71.3555555555556,988.722222222222,-97.4444444444444,0.953197172543056,0.953197172543056,0.953197172543056,484,695,426,338.916515865087,323.6,17753.6110955701,350181.786666667,0.366950517875454,10617.6808792978,0.254826213944953,19401.395006365,0.268525529785851,10888.6259797241,1
612500,-203,771,-300,310,1923,38,87,966,-126,93.65,1003.92,-119.97,0,977.252336259138,0,148.323666351665,1020.9925562902,146.305604814033,13363.2196969697,34919.6298989899,7083.36272727273,115.59939315139,186.867947757206,84.1627157788574,2.41109152957439,10.6154923178904,2.09109549794488,-0.102251701808615,2.22242026178631,0.0156907892139045,-29,895,-184,95.9555555555555,984.2,-119.3,0.968967292510196,0.968967292510196,0.968967292510196,513,1152,338,342.073457344902,325.866666666667,35599.4314883161,361943.68,0.561821511560341,13519.9755080246,0.420487324881416,40900.09205403,0.154612343651925,8253.85082143679,1
614062,-174,828,-407,339,1523,67,48,980,-111,50.11,1002.12,-117.85,0,987.018688275306,0,125.97924432223,1010.67123239954,151.167291435681,13494.7049494949,17385.7026262626,9053.46212121213,116.166711882083,131.854854390207,95.1496827173487,2.76659299311623,5.41047627922526,2.91339245069273,0.309280494328155,1.33097745573402,-0.459969852928295,87,914,-194,47.2777777777778,991.833333333333,-114.444444444444,0.981453895033654,0.981453895033654,0.981453895033654,513,695,474,340.431391162157,311.46,19634.3219746859,353392.886666667,0.296070038025664,13339.7482447021,0.281393340170975,20865.6830121435,0.234041472286134,10727.7805909734,1
