TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
440000,-101,1019,198,81,981,80,-106,1019,-116,1
495437,20,1029,326,263,953,111,-242,942,-106,1
495453,40,980,257,209,953,121,-223,942,-116,1
495468,50,1049,277,181,944,141,-213,942,-135,1
495484,40,980,336,236,944,141,-203,961,-135,1
495500,30,1009,287,190,935,171,-203,1000,-126,1
495515,30,980,346,172,972,121,-203,1000,-126,1
495531,20,1009,326,172,953,101,-184,1009,-116,1
495546,-10,990,297,190,935,161,-184,961,-97,1
495562,30,1000,277,200,944,181,-174,1000,-106,1
495578,30,970,346,227,953,191,-165,990,-97,1
495593,10,1009,336,200,944,191,-145,1009,-106,1
495609,30,980,336,172,953,141,-87,1009,-135,1
495625,20,980,316,163,962,111,-87,1000,-77,1
495640,-10,990,336,172,972,121,-58,1019,-87,1
495656,-10,990,306,181,972,111,-48,1047,-87,1
495671,-20,1029,277,218,981,50,-38,1038,-87,1
495687,-50,1049,257,154,953,50,-87,1028,-48,1
495703,-60,990,287,81,953,90,-106,1038,-67,1
495718,-10,970,336,145,972,121,-87,1028,-87,1
495734,-10,970,336,172,972,181,-87,1019,-77,1
495750,40,1000,326,218,981,161,-97,1038,-77,1
495765,50,1000,346,163,962,121,-97,1019,-48,1
495781,-20,1009,336,190,944,121,-87,1009,-29,1
495796,-20,1009,336,218,962,101,-87,1009,-29,1
495812,-60,1000,297,236,935,60,-67,990,-9,1
495828,-20,1019,287,209,935,101,-87,1009,0,1
495843,10,990,287,254,925,111,-38,990,-19,1
495859,-10,1000,336,272,925,151,-38,990,-19,1
495875,10,990,297,200,953,161,-29,942,9,1
495890,60,990,306,181,953,151,-9,971,-29,1
495906,50,960,336,127,990,151,0,1038,0,1
495921,-60,1019,326,127,972,181,9,1057,0,1
495937,0,990,336,145,990,161,9,1076,-19,1
495953,-80,990,356,145,990,161,19,1066,0,1
