TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
620000,101,1009,306,-163,1000,282,116,980,-58,1
726765,-303,607,178,54,833,333,116,1047,-233,1
726781,-292,617,188,9,814,333,29,1047,-194,1
726796,-202,647,306,9,814,333,29,990,-194,1
726812,-121,686,316,109,861,282,-29,952,-174,1
726828,-40,715,366,209,907,282,-38,961,-203,1
726843,141,696,435,-45,907,161,-29,980,-184,1
726859,262,892,524,-45,907,161,9,1009,-184,1
726875,929,1137,584,-436,1120,-90,38,1038,-194,1
726890,1131,1254,643,-436,1120,-90,67,1085,-126,1
726906,2121,1529,673,-863,1120,141,106,1133,-87,1
726921,2151,1147,89,900,888,-70,58,1057,-126,1
726937,-636,274,0,900,888,-70,106,895,-116,1
726953,747,666,207,-36,768,242,165,1000,-135,1
726968,-10,1000,396,-227,1101,303,116,1066,-106,1
726984,535,1225,237,-300,1101,303,116,1152,-116,1
727000,222,941,267,-336,1055,151,135,1047,-48,1
727015,272,1039,217,-336,1055,151,116,990,-97,1
727031,212,1049,306,-254,972,191,145,952,-116,1
727046,202,980,316,-163,944,222,126,980,-97,1
727062,232,950,306,-145,907,252,97,1019,-97,1
727078,242,941,316,-227,925,272,77,1009,-67,1
727093,212,960,316,-336,916,232,97,1009,0,1
727109,191,1009,346,-381,925,252,97,1019,58,1
727125,212,1000,306,-390,879,232,67,1009,38,1
727140,202,1029,306,-354,861,202,29,933,29,1
727156,232,960,356,-272,888,242,116,904,-67,1
727171,202,941,386,-254,861,282,77,923,-48,1
727187,202,970,366,-345,879,343,87,971,-67,1
727203,202,1009,356,-281,925,323,67,1019,-77,1
727218,262,1000,297,-209,953,353,38,1095,-87,1
727234,262,990,277,-236,981,343,19,1152,-97,1
727250,272,1068,217,-218,1018,303,9,1142,-126,1
727265,232,950,485,-36,972,272,19,1066,-155,1
727281,323,833,396,100,972,222,58,971,-126,1
727296,373,950,188,-9,1027,202,126,980,-97,1
727312,333,980,188,-163,1000,191,126,980,-97,1
727328,232,1019,277,-327,925,262,135,1047,9,1
727343,212,1088,336,-436,925,262,213,980,-9,1
727359,222,1078,346,-509,935,232,213,980,-9,1
727375,232,1117,316,-590,962,212,242,923,-116,1
727390,141,1186,316,-618,990,181,194,904,-145,1
727406,20,1274,386,-636,1000,252,213,895,-165,1
727421,20,1254,356,-490,972,272,155,933,-155,1
727437,151,1068,267,-236,824,363,97,961,-155,1
727453,212,941,128,-9,833,313,19,971,-174,1
727468,363,882,148,118,990,282,-29,933,-174,1
727484,535,843,198,272,1046,363,-38,914,-174,1
727500,-80,676,188,218,1000,373,-9,1000,-194,1
727515,-303,598,168,218,851,414,-9,1095,-116,1
