TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
600000,50,1019,19,-272,953,-50,300,961,-19,1
633421,-383,186,108,454,1398,363,48,1180,19,1
633437,-343,137,178,472,1101,343,135,1285,19,1
633453,-545,196,-158,500,898,323,174,1209,19,1
633468,-424,254,-59,472,814,333,184,1047,-29,1
633484,-434,284,188,372,787,383,194,942,-97,1
633500,-565,460,0,290,851,393,203,923,-116,1
633515,70,656,316,290,805,363,194,942,-126,1
633531,-10,803,257,381,777,282,155,933,-106,1
633546,-10,803,257,500,814,313,106,923,-77,1
633562,10,901,198,572,796,222,67,885,0,1
633578,454,950,386,500,824,0,48,904,-29,1
633593,545,1441,346,390,1055,-101,67,933,0,1
633609,676,1647,574,100,1055,-151,97,952,19,1
633625,1030,1774,782,-636,962,-353,223,1019,-67,1
633640,1575,2333,188,-3781,2064,303,495,1314,67,1
633656,4919,3107,2306,845,259,-737,233,1009,106,1
633671,1404,-1039,-108,1900,435,989,9,752,-106,1
633687,1919,931,-178,590,1527,262,-165,761,-135,1
633703,-353,1029,-227,-736,1194,-50,-9,1085,9,1
633718,-666,1470,257,-1100,935,-353,184,1342,262,1
633734,404,1029,-9,-145,953,30,339,1209,213,1
633750,242,970,168,81,944,212,349,1000,-58,1
633765,80,1098,267,36,1046,262,436,790,0,1
633781,30,1019,217,-309,981,151,398,847,-19,1
633796,141,1039,217,-118,981,252,320,952,9,1
633812,171,1019,247,-145,1009,212,213,1019,58,1
633828,90,1019,198,-218,925,131,174,1047,116,1
633843,90,1029,207,-236,944,111,135,1038,165,1
633859,90,1029,207,-227,953,111,126,1009,165,1
633875,131,1029,198,-254,944,161,165,971,87,1
633890,131,1029,198,-254,935,181,174,961,67,1
633906,80,1029,188,-254,935,191,184,961,67,1
633921,80,1019,217,-200,944,232,165,980,106,1
633937,80,1019,217,-154,972,191,106,1000,106,1
633953,121,1019,198,-127,962,181,97,1019,87,1
633968,131,1019,188,-127,962,181,97,1028,116,1
633984,151,1039,188,-172,981,171,97,1028,116,1
634000,141,1000,217,-172,962,161,116,1019,97,1
634015,141,1009,198,-181,972,151,155,1000,67,1
634031,131,1009,198,-154,953,181,174,980,87,1
634046,151,1019,207,-145,972,191,184,990,97,1
634062,161,1000,217,-109,972,181,194,1000,67,1
634078,161,1029,217,-118,972,191,194,990,77,1
634093,161,1000,207,-136,953,171,194,990,87,1
634109,151,1039,227,-163,962,161,165,980,77,1
634125,151,1009,207,-163,962,161,155,961,67,1
634140,151,990,227,-190,944,202,106,971,58,1
634156,161,1019,207,-218,916,171,87,942,67,1
634171,151,1039,227,-263,925,191,87,942,67,1
634187,151,1029,227,-263,925,202,67,961,67,1
634203,141,1049,227,-272,925,202,58,1009,77,1
634218,171,1029,227,-263,944,212,126,1057,48,1
634234,171,1088,217,-263,944,323,291,1228,-97,1
634250,181,1235,227,-272,1018,292,291,1228,-97,1
634265,202,1196,217,-236,1101,101,184,1095,19,1
634281,212,1284,79,-227,1185,40,135,1047,106,1
634296,171,1303,19,-318,1129,20,135,1047,106,1
634312,101,1294,79,-381,1027,70,368,1171,67,1
634328,151,1274,148,-372,981,80,368,1171,67,1
634343,171,1284,148,-345,1000,90,349,1104,29,1
634359,161,1284,118,-345,1009,101,281,1019,-9,1
634375,151,1284,168,-354,1037,60,223,952,-48,1
634390,171,1245,158,-318,1018,111,145,914,-58,1
634406,272,1196,188,-254,1027,131,97,895,-38,1
634421,363,1117,188,-172,1046,242,116,914,-58,1
634437,343,1058,79,-36,1018,262,135,895,19,1
634453,383,950,128,36,1046,333,145,952,-9,1
634468,424,882,108,81,1027,313,155,971,-38,1
634484,484,813,89,118,1000,313,155,980,-38,1
634500,323,696,148,118,990,363,135,990,-38,1
634515,60,666,89,72,1000,393,155,1019,-48,1
634531,-90,617,79,27,962,414,174,1047,-48,1
634546,-70,588,79,0,944,404,165,1066,-29,1
634562,40,647,138,9,962,363,174,1038,-29,1
634578,30,705,59,27,953,353,165,1000,-19,1
634593,-10,686,99,81,935,303,155,1000,-19,1
634609,40,715,128,100,925,262,135,980,-58,1
634625,101,754,178,81,907,272,116,961,-29,1
634640,101,754,178,27,925,262,106,971,-38,1
634656,121,823,237,9,916,212,106,990,-19,1
634671,141,872,277,27,953,171,116,971,-19,1
634687,202,1009,257,18,944,111,116,990,-48,1
634703,222,1058,287,18,944,70,116,1000,0,1
634718,202,1098,287,36,935,60,126,990,-9,1
634734,262,1107,277,72,935,50,106,1000,0,1
634750,272,1156,336,18,935,-20,126,990,-9,1
634765,232,1137,346,-63,972,30,106,980,-9,1
634781,333,1166,455,-81,1027,40,87,990,-9,1
634796,383,1156,633,-181,1064,50,97,1038,-38,1
634812,383,1156,633,-227,1027,40,145,1047,-9,1
634828,444,1205,633,-227,1027,40,135,1085,-48,1
634843,575,1176,653,-54,879,10,145,1057,-67,1
634859,666,1088,762,-81,888,111,165,1038,-38,1
634875,757,1058,940,-218,1046,-50,194,1066,-9,1
634890,1252,1382,871,-672,1120,-70,194,1066,9,1
634906,1767,1088,970,-263,861,161,106,1019,-9,1
634921,1767,1088,970,418,740,343,58,952,29,1
634937,1212,843,514,581,990,303,77,1028,0,1
634953,878,803,376,-127,1296,-60,184,1057,174,1
634968,-212,1039,-386,-563,1055,-252,310,1066,165,1
634984,30,1147,128,-227,935,-252,388,971,126,1
635000,10,1068,89,-245,1009,-111,417,885,87,1
635015,0,1009,-108,-209,962,111,417,885,87,1
635031,222,1107,39,-209,962,111,417,847,58,1
635046,50,1009,79,-300,972,191,388,866,48,1
635062,40,1039,148,-290,944,252,194,1000,58,1
635078,90,1058,148,-263,953,242,194,1000,58,1
635093,70,1058,178,-227,990,161,126,980,106,1
635109,40,1029,148,-254,962,50,97,1009,106,1
635125,40,1039,99,-300,953,-10,116,1019,116,1
635140,60,1068,79,-254,962,-20,126,1019,106,1
635156,90,1039,59,-209,962,40,194,1000,106,1
635171,90,1039,59,-227,962,111,203,1019,87,1
635187,101,1009,79,-263,953,111,213,1009,67,1
635203,50,1039,108,-263,953,90,233,1019,48,1
635218,101,1039,158,-281,935,30,233,1019,48,1
635234,101,1058,128,-363,953,40,233,980,77,1
635250,70,1058,108,-445,888,90,262,990,58,1
635265,-30,1029,99,-554,805,131,349,961,29,1
635281,-10,1078,69,-600,824,141,427,914,19,1
635296,-90,1088,128,-527,935,141,339,800,38,1
635312,-20,1137,99,-336,953,161,223,733,19,1
635328,70,1137,79,-218,953,181,184,761,77,1
635343,50,1078,59,-136,962,202,233,904,38,1
635359,20,1156,-277,-209,1018,131,213,971,58,1
635375,121,1088,-386,-227,1027,111,203,990,9,1
635390,40,1107,-178,-190,981,151,174,1009,19,1
635406,40,1029,-99,-9,944,252,145,1066,-87,1
635421,111,1000,-69,127,972,303,106,1066,-29,1
635437,151,911,0,109,1027,222,145,1123,-38,1
635453,242,911,69,-27,1083,161,194,1095,-48,1
635468,191,1049,108,-72,1027,40,252,1085,-67,1
635484,151,1058,148,-163,1000,30,262,1047,-29,1
680718,-70,627,168,163,990,191,213,933,-58,1
680734,-90,735,148,181,962,191,203,952,-29,1
680750,90,754,178,200,990,202,184,952,0,1
680765,262,843,227,181,953,141,145,952,-29,1
680781,303,911,237,200,888,111,165,923,-58,1
680796,262,980,178,200,879,70,135,923,-19,1
680812,232,1029,138,190,824,80,106,923,-29,1
680828,252,1098,128,209,777,80,97,914,-48,1
680843,232,1196,138,172,777,70,87,904,-29,1
680859,232,1245,168,136,750,131,77,904,-29,1
680875,272,1362,178,81,731,252,67,923,-38,1
680890,333,1401,207,-45,759,323,58,933,-58,1
