TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
670000,-90,1000,257,-245,962,10,-135,1019,-87,1
687390,-626,1764,-1425,-827,1342,-878,-368,666,-339,1
687406,50,1196,2019,-372,1268,-1313,-330,600,-291,1
687421,707,1362,663,-372,1268,-1313,-262,438,-106,1
687437,-30,1137,-217,-390,1722,-313,19,809,0,1
687453,-262,676,376,-390,685,393,553,1400,-97,1
687468,494,1264,118,36,861,191,300,1542,-19,1
687484,191,1107,425,-136,1074,282,48,1400,-9,1
687500,-50,1068,89,-27,1212,404,29,1400,-184,1
687515,343,1088,207,-290,1027,333,97,1190,-271,1
687531,171,1009,217,81,1148,141,29,1057,-194,1
687546,101,980,257,90,1018,292,19,1009,-106,1
687562,121,980,247,-200,935,252,19,1000,-87,1
687578,0,990,217,-290,907,151,29,885,-67,1
687593,-60,1019,257,-481,851,10,77,838,-106,1
687609,-40,1068,287,-609,787,-30,58,961,-320,1
687625,-20,1176,376,-672,842,40,-58,1085,-466,1
687640,-40,1107,425,-663,925,10,-252,1019,-174,1
687656,-60,1196,495,-554,962,-141,-339,952,-77,1
687671,-60,1196,495,-463,990,-303,-242,628,174,1
687687,272,1294,287,-563,1064,-323,-233,923,-145,1
687703,161,1245,663,-563,1000,-232,-223,1114,-203,1
687718,303,901,871,-372,1037,10,-203,1209,-174,1
687734,555,745,653,-145,1296,-30,-203,1209,-174,1
687750,80,500,673,445,1212,-30,-291,1142,-126,1
687765,-262,245,801,718,962,252,-436,971,-116,1
687781,121,254,514,218,907,535,-533,1019,-67,1
687796,40,401,108,90,712,656,-553,1057,-19,1
687812,373,578,366,609,537,1131,-495,980,-19,1
687828,919,823,-297,581,620,232,-475,904,-48,1
687843,747,1862,-940,327,898,-363,-456,800,-106,1
687859,-1848,823,-1821,545,833,-606,-436,704,-291,1
687875,-1434,2460,-277,200,1092,-808,-475,552,-223,1
687890,0,1754,1039,-1981,1777,-1898,-378,523,-262,1
687906,292,1029,99,-1400,1592,-1050,-339,495,0,1
687921,-181,705,425,400,703,404,165,1209,-310,1
687937,464,901,485,336,564,808,708,1428,77,1
687953,464,901,485,-327,944,595,388,1390,155,1
687968,-191,1098,207,-363,1231,474,29,1380,0,1
687984,70,1137,118,-509,1074,131,-19,1342,-368,1
688000,70,1137,118,-172,1018,10,145,1104,-339,1
688015,191,1078,257,-172,962,101,58,952,-174,1
688031,-10,1117,346,-536,870,161,-29,971,-155,1
688046,-10,1117,346,-663,888,131,-106,1028,-223,1
688062,-70,1117,396,-781,861,-10,-271,1000,-233,1
688078,-282,1235,326,-845,953,-191,-398,876,-262,1
688093,-525,1480,574,-1036,1370,-474,-592,904,-262,1
688109,151,1098,594,-772,1185,-565,-699,904,-29,1
688125,151,1098,594,-254,888,-313,-436,819,-58,1
688140,292,901,623,27,824,-30,-29,733,-58,1
688156,424,607,861,181,879,484,116,933,-281,1
688171,252,-9,514,354,962,1050,-145,1066,-262,1
688187,252,-9,514,772,712,1010,-572,1276,48,1
688203,10,-29,425,727,777,959,-776,1276,58,1
688218,60,117,396,581,611,494,-640,866,9,1
688234,272,441,69,727,666,-191,-466,857,-165,1
688250,4222,2068,-2138,54,592,-474,-368,771,-155,1
688265,4222,2068,-2138,-227,981,-949,-446,666,-213,1
688281,-3505,225,-1188,854,1861,-1141,-485,552,-213,1
688296,-2232,2764,247,-4572,1861,-1171,-495,504,-184,1
688312,565,1500,-148,690,870,-333,-9,847,-378,1
688328,939,647,673,1545,620,838,669,1047,38,1
688343,242,598,841,1545,620,838,611,1390,194,1
688359,10,1245,138,-418,1009,939,291,1400,135,1
688375,202,1313,128,-872,1277,101,184,1628,-271,1
688390,30,1058,138,154,1000,151,252,1380,-252,1
688406,181,1088,99,154,1000,151,126,1095,-116,1
688421,252,1068,277,81,1055,141,48,1000,-77,1
688437,-101,1000,306,-245,925,202,9,971,-67,1
688453,-80,1009,267,-645,805,90,77,866,-77,1
688468,-151,1000,346,-800,712,-80,106,771,-145,1
688484,-323,1176,485,-1072,666,-70,-9,847,-475,1
688500,-383,1274,594,-1318,712,40,-281,1219,-873,1
688515,-272,1205,564,-1054,907,111,-718,1295,-281,1
688531,60,1333,465,-545,1083,-60,-572,457,281,1
688546,414,1284,693,-481,1240,-262,-669,323,-29,1
688562,525,1019,792,-163,1101,-252,-456,819,291,1
688578,484,872,435,181,1046,-171,-281,1514,-368,1
688593,20,323,841,463,1101,111,-203,1276,-126,1
688609,313,137,554,536,1018,444,-174,1352,-213,1
688625,404,303,495,863,916,464,-466,1276,-223,1
688640,323,441,277,1018,888,646,-660,1123,-9,1
688656,1292,147,1524,745,981,575,-660,1123,-9,1
688671,1303,911,-227,272,1018,10,-611,1095,19,1
688687,141,1558,-1039,436,1194,-626,-427,1009,-19,1
688703,-808,1519,-1633,109,972,-535,-203,933,-126,1
688718,-1898,1362,-1673,-545,1027,-585,-77,838,-194,1
688734,-151,1715,-1415,-400,981,-636,0,828,-281,1
688750,-222,892,99,-290,1027,-393,-77,666,-252,1
688765,464,892,1742,136,879,10,-252,495,-126,1
688781,383,1382,1316,-781,1453,-171,-252,495,-126,1
688796,-404,1117,-89,-1018,574,676,-291,476,29,1
688812,-757,862,128,-645,879,-303,87,1009,-233,1
688828,272,1362,29,-290,1055,-333,456,1371,-262,1
688843,212,1009,415,100,1203,121,378,1457,-38,1
688859,-121,1019,198,-309,944,262,320,1419,-38,1
688875,282,1107,267,-227,972,80,271,1171,-19,1
688890,-50,1049,356,-400,898,20,203,961,-38,1
688906,-202,1137,356,-900,805,40,77,838,-242,1
688921,-191,1078,524,-1036,870,-20,-87,866,-359,1
688937,101,1166,841,-718,981,-10,-320,971,-281,1
688953,-292,1519,366,-281,1250,-50,-631,1095,-446,1
688968,30,941,108,-227,1342,-444,-902,980,-126,1
688984,656,833,69,309,916,-424,-757,647,368,1
689000,464,735,59,490,731,-101,-271,895,-145,1
689015,525,764,188,490,805,171,0,914,-29,1
689031,595,637,287,236,879,474,165,1123,-194,1
689046,383,480,287,427,879,606,-155,1161,48,1
689062,101,480,-39,709,916,555,-417,1323,19,1
689078,-787,656,-277,890,1064,181,-495,1142,67,1
689093,131,1539,-485,-209,1083,-232,-359,866,-145,1
689109,-737,1274,-1079,-581,1027,-121,-359,866,-145,1
689125,-1070,2098,683,-1445,1518,-1080,-310,838,-223,1
689140,90,1450,524,-1400,1351,-676,-300,752,-300,1
689156,191,980,158,-72,574,80,-165,971,-417,1
689171,-50,686,475,27,657,393,67,914,-87,1
689187,232,901,495,-436,722,424,0,990,77,1
689203,60,1039,455,-500,1000,202,-67,1152,67,1
689218,-202,1098,178,-618,898,-10,0,1257,0,1
689234,-131,1107,277,-618,898,-10,145,1152,-184,1
689250,-131,1107,277,-718,925,-111,77,1057,-378,1
689265,-10,1107,316,-545,898,-121,-184,961,-359,1
689281,-30,1039,287,-463,870,-161,-407,942,-213,1
689296,-151,1088,207,-427,907,-191,-514,857,-106,1
689312,-151,1088,207,-309,1018,70,-621,866,-165,1
689328,-60,686,0,327,1092,282,-660,800,-38,1
689343,464,803,-118,618,981,171,-466,800,-58,1
689359,212,931,79,372,1037,30,-174,752,-97,1
689375,-171,1225,227,-236,1296,-212,9,1009,-194,1
689390,-80,1264,69,-354,1129,-343,116,1152,-165,1
689406,-30,1039,148,-172,935,-141,116,1104,-29,1
689421,20,1019,267,-245,907,101,-29,1123,19,1
689437,60,970,356,-354,879,171,-67,1152,-38,1
689453,-40,980,425,-445,851,151,-58,1114,-67,1
782281,50,901,415,81,1101,525,-252,1104,116,1
782296,171,1000,366,-400,1046,272,-126,1247,29,1
782312,111,1068,277,18,1148,121,-19,1352,-194,1
782328,101,1156,277,-172,1064,40,126,1333,-281,1
782343,-10,1009,257,-272,972,262,126,1219,-233,1
782359,70,1019,386,-327,925,323,29,1171,-155,1
782375,171,1000,445,-236,935,333,-106,1085,-116,1
782390,30,1000,346,-290,972,171,-184,1047,-106,1
782406,40,990,306,-309,972,80,-135,952,-145,1
782421,40,1029,297,-263,953,60,-48,876,-126,1
782437,60,1019,237,-263,953,20,0,809,-106,1
