matrix_tr1,matrix_tr2,matrix_tr3
-328.915474360303,283.395877477985,1
-330.952376390553,294.252496410145,1
-325.730567854224,280.627721679186,1
-319.999235727646,281.221130862805,1
-315.377423793238,255.10350026934,1
-325.501978127694,275.530826094603,1
-329.254906362136,265.412351371574,1
-329.686963688561,279.722528269296,1
-331.283916940729,296.660620096657,1
-331.904183840069,258.538445926692,1
-356.26546207295,286.89921233387,1
-338.068871891724,273.432801742395,1
-323.685063343448,269.294976143524,1
-334.373724175303,274.278322802563,1
-350.694273313309,288.585803996667,1
-377.394962028425,282.218325147811,1
-356.312694182827,281.825722622065,1
-339.267416906939,283.092450650798,1
-342.303869557993,289.064641032869,1
-335.691562250778,260.49611507011,1
-339.778536450358,281.72022626995,1
-353.55330568091,270.338329807326,1
-373.052229942308,291.996630172834,1
-337.493037120836,289.504757896915,1
-339.06553996484,259.259282945755,1
-324.950310043593,291.500854600742,1
-355.159519844928,277.680553280443,1
-341.102663557317,284.494057870121,1
-348.01275804854,286.583558478944,1
-337.645927726561,266.951013177744,1
-324.821210071884,285.417598141732,1
-327.245791495808,268.960438741151,1
-331.259522875686,286.545763866277,1
-337.266932707961,304.390818029178,1
-343.518099514751,277.495151643336,1
-344.782737832442,281.99345690684,1
-326.16041929662,286.657234928642,1
-332.191729095541,291.07200007871,1
-333.461361436061,265.454160584508,1
-340.086592869352,277.232300006989,1
-314.826685010454,261.983665255795,1
-320.321733412403,273.025765965089,1
-332.190274918576,254.717749153107,1
-359.2229961649,301.805731648814,1
-331.616913012162,290.251166243009,1
-311.661020422117,298.41078851807,1
-329.286986131963,286.549656453312,1
-327.380303714545,270.061693995752,1
-336.663980218545,267.460087276006,1
-338.326433351867,270.931028892409,1
-327.304433082853,264.368546389098,1
-415.196120178917,320.834974404458,1
-410.668000244028,270.218118283707,1
-478.476366638268,303.75486133151,1
-353.566371421455,197.161794072746,1
-407.915024972382,158.169054236562,1
-395.424320849018,303.949766881313,1
-289.908703439775,350.363885045029,1
-347.785934201394,254.25296758951,1
-426.616656558198,371.072626496649,1
-420.197059237852,289.872050455148,1
-345.247595936621,394.060002032883,1
-345.138703080914,391.497751528377,1
-484.850043265051,284.909417419451,1
-415.239158446721,231.391024253435,1
-310.582742154306,249.926546218693,1
-412.142005623345,353.956851884445,1
-412.215075042319,297.016110138725,1
-469.663031509738,208.254248449988,1
-598.980944998725,279.656246750462,1
-425.737002132802,273.948930682445,1
-465.612384488338,161.471849488005,1
-442.35332216385,218.925749536692,1
-386.630013535342,285.276987746108,1
-435.772702565085,265.743666011812,1
-402.29666951292,327.137559198934,1
-443.39145131877,265.083150225843,1
-416.939098149247,299.230463822741,1
-433.290630273147,164.103780952286,1
-478.676798582813,381.400031769886,1
-385.309583056909,244.596279215669,1
-377.517215375107,312.710638544659,1
-453.557499819831,252.091427290618,1
-481.907797487438,372.66356702969,1
-494.972775467578,292.810207951371,1
-508.256409234202,232.869527999379,1
-410.120605403256,287.13310880283,1
-352.365374202879,222.04319645806,1
-632.404411284145,340.545288178473,1
-573.692610220265,340.169630361606,1
-350.415903317954,267.148051661792,1
-432.576938437718,241.449004275368,1
-419.235493146234,245.334890000658,1
-532.3144240055,253.237495684778,1
-409.622847780998,282.153020095466,1
-385.607520905237,286.266663563429,1
-422.853187640455,218.437375887643,1
-454.842339023955,264.353761224121,1
-440.546897503583,232.088379748623,1
-433.450844781483,260.674648258003,1
-518.281289877367,326.93439945661,1
-479.568081852036,386.987818317237,1
-487.886053941891,249.450535329351,1
-466.99881399986,196.331459494953,1
-613.9807690828,231.741949763909,1
-446.526182454374,240.403411174714,1
-531.581700078666,324.753171303479,1
-439.721099594969,230.045000050834,1
-460.76601424498,315.574505087078,1
-499.9527921078,431.693485483682,1
-459.254046160464,357.52317346699,1
-444.849302503379,273.606867416327,1
-360.930080124834,320.452875160371,1
-328.851193221126,296.645613881937,1
-417.91402026184,360.277764994276,1
-358.998941111834,290.84760759564,1
-453.747805251166,356.886507220274,1
-492.502455396722,371.548554360678,1
-485.59314635531,302.130937532292,1
-396.444259968554,315.142185582129,1
-352.261863383998,161.793053901231,1
-364.597575091159,319.392504934709,1
-313.408429260624,187.317286572622,1
-471.348860115648,166.109376595381,1
-415.908099247081,315.778287488656,1
-392.665752752699,295.028014606878,1
-384.004192943118,169.51976045247,1
-419.81605584998,459.914781942279,1
-391.377045710101,294.854810794559,1
-356.085468853204,272.024071990879,1
-306.604290111197,280.173553673891,1
-479.501202758329,233.542135277079,1
-474.722465706067,211.496162956013,1
-546.001428935667,171.46295774759,1
-432.987616033703,207.102105016986,1
-372.32983675974,151.762509404603,1
-460.323704965948,223.470311974694,1
-542.863459226498,224.324696043343,1
-521.229782836606,266.443779507967,1
-476.175873848417,446.144333831026,1
-414.093586143149,318.908801252033,1
-415.371526515863,376.768415658525,1
-364.809130923838,271.812055318864,1
-365.503599401426,280.910731247859,1
-407.336233358153,361.22813572195,1
-496.87025013016,252.227799521678,1
-529.995063936805,230.164888069172,1
-527.908418704248,125.451512854833,1
-475.905509530556,253.119559337416,1
-399.403809843684,182.911614595677,1
-363.000005630069,404.875919621251,1
-420.109089536051,313.289159253156,1
-574.450834774097,377.283154770887,1
-493.857180802914,278.463214500401,1
-511.576134935295,263.745911691279,1
-612.224257931156,188.003090126018,1
-463.208908546843,295.395968148358,1
-425.712635200039,256.342253671683,1
-403.84542118146,316.539001695838,1
-548.936686898581,395.505433813932,1
-384.975983599278,268.783082138904,1
-357.727439097098,269.962731152396,1
-444.245142326698,186.128173350666,1
-488.228465468551,181.355921396065,1
-428.527584811543,297.501927263126,1
-461.436353089483,117.721218253561,1
-410.662101096079,238.204171929919,1
-347.994903425476,439.29442180922,1
-276.949189018478,292.725733434896,1
-433.672503399475,285.061227974962,1
-415.42743040274,261.602239711217,1
-214.718091780207,444.191614427533,1
-365.499889787687,266.606932816322,1
-497.086940557124,310.645258510355,1
-459.292508430448,310.379996672444,1
-339.223216143905,238.550858194798,1
-359.220143621711,192.118398705228,1
-380.064110626433,165.703789827345,1
-284.738259643528,291.406667121529,1
-263.043383430054,267.817777633685,1
-339.776089656342,269.155380552559,1
-316.762939756276,347.772396969041,1
-338.120038188347,264.101313595591,1
-330.418293899166,281.290713070635,1
-317.062761144928,333.004388806736,1
-333.877083158745,289.187001429021,1
-313.949910108616,296.448131055426,1
-312.137630331389,283.534997765729,1
-335.764586121362,270.174548017389,1
-336.807993897074,295.97061197942,1
-311.173044646492,288.428131975442,1
-327.179300613773,279.294847051558,1
-371.945406020428,233.704148355512,1
-336.221033817536,290.42403057502,1
-324.358865017156,274.724664174007,1
-319.32893521764,265.343422437438,1
-309.621638370328,267.092160627028,1
-317.419968679822,260.189225102117,1
-309.30082159351,267.522849305609,1
-308.270969063912,290.654203900345,1
-322.401378684613,270.056378268316,1
-280.822146682427,276.654625996601,1
-291.309271384513,268.809067160253,1
-311.756182268221,253.755496552391,1
-315.327838148118,239.906032738422,1
-340.303349981842,267.931707519177,1
-290.0801260074,294.596485546258,1
-300.489583196639,285.018302368548,1
-323.930421137891,268.002523901375,1
-318.7708588728,214.092538128424,1
-320.319213802926,249.694361646046,1
-315.804580900915,291.964825309516,1
-318.875007982774,281.685696409252,1
-333.020263973104,251.254666725687,1
-350.390411625563,262.052043873411,1
-344.736131715371,291.991384233788,1
-333.53099022907,320.649136219764,1
-323.501167033246,281.406255844617,1
-349.176290247917,284.902292188528,1
-344.726475031874,248.703420728741,1
-329.358377966729,233.468646221729,1
-420.880693956184,216.971251534882,1
-408.092918321279,263.81149143298,1
-361.024751474593,317.26239238201,1
-377.772553628639,296.229681500916,1
-366.934584021451,267.892927491594,1
-339.926126114097,241.477159405671,1
-322.845815435079,229.747077249332,1
-328.901966375229,261.880975871979,1
-302.603524074561,289.314746797246,1
-264.339861579227,312.165933001661,1
-347.823842802633,279.160950204514,1
-388.387672204819,341.731557766143,1
-357.34220207957,295.382636685374,1
-360.11611689538,256.571213078414,1
-350.992560154876,329.189542764885,1
-324.112338348664,266.637503355593,1
-352.956462853045,281.575937445284,1
-338.512867835272,326.285297994976,1
-325.682510544093,284.526181376536,1
-378.632321018796,257.880702746024,1
-454.022819618939,171.854307530081,1
-485.16357036851,156.515643408161,1
-373.579700508651,421.78969405097,1
-318.469005537619,290.695750837724,1
-349.947983890348,275.828409499751,1
-372.903224578563,281.777479492018,1
-354.127885941399,272.47033434023,1
-381.508176179971,278.267795863508,1
-380.068128817662,287.262587524256,1
-404.422759104159,372.135680431197,1
-434.23456382817,217.403439208354,1
-339.532081848988,211.721399351942,1
-393.414890174294,290.514132062421,1
-482.311162121844,210.119805919513,1
-346.710360862969,290.183875239123,1
-360.052590737619,288.276933229849,1
-405.533167856115,154.658528597505,1
-421.576869395915,255.741907940876,1
-422.826565367841,171.068645527131,1
-382.434303933,247.032608927969,1
-242.215840336517,213.356064944262,1
-414.087098026692,252.276860666267,1
-460.549872274993,405.841235106934,1
-455.457558406305,343.130982139756,1
-528.25316911048,187.890525152644,1
-562.233613122718,282.166362712087,1
