A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A110,A111,A112,A113,A114,A115,A116,A117,A118,A119,A120,A121,A122,A123,A124,A125,A126,A127,A128,A129,A130,A131
670000,-191,980,217,27,953,40,-38,1000,0,-141,1019,277,81,1000,101,9,1047,58,-171,1000,247,45,990,70,-9,1019,29,-167.992481203008,999.293233082707,247.601503759398,46.015037593985,986.406015037594,66.4962406015038,-11.3609022556391,1018.67669172932,23.8270676691729,-167.362832033614,999.219264238211,246.959695950491,43.5122035658647,986.342290934213,63.3944039922312,0,1018.59777245615,0,168.305419656392,999.330129019894,247.922450281098,47.3027364132399,986.437785042421,67.9564212416305,14.8761806885941,1018.71616093069,26.6535838834965,106.037821827295,74.2997265892003,160.241512873092,121.075529733425,63.1520847573478,197.812485759854,92.9293688767373,81.0234677603098,143.765322396901,10.2974667674771,8.6197289162247,12.6586536753753,11.0034326341113,7.94682859745621,14.0645826727939,9.63998801227145,9.0013036700419,11.9902177793775,3.00094534942196,3.02384891612976,2.87829270529385,4.0149015157303,4.32308629888368,2.82355723877077,2.92452908926708,3.01198366957339,2.74701115659985,-0.0411358272127938,-0.259463627326009,0.111725272386649,0.707597806243286,-0.33172719313444,0.143080081898848,-0.204002274550188,0.0473263143009245,-0.0870255415368306,-171,1000,247,45,981,70,-9,1019,29,-167.890756302521,999.521008403361,247.588235294118,45.5294117647059,986.613445378151,66.3025210084034,-11.218487394958,1018.73109243697,23.890756302521,50,39,60,54,47,61,47,47,58,90.4534095938527,85.8217575574816,88.3635047075105,1414.88721804511,1098.91729323308,1054.54135338346,172.300795753945,200.187655888242,160.090416283433,2261941.3125,2036386.125,2158578.21875,1
672078,-202,970,227,9,972,40,-97,1000,-9,-141,1019,306,81,1009,111,29,1038,67,-171,1000,257,45,981,80,-9,1019,29,-168.90977443609,997.729323308271,259.097744360902,48.4511278195489,985.624060150376,76.2255639097744,-18.9097744360902,1018.21052631579,26.1203007518797,-168.202696332553,997.643379878958,258.269982472989,44.0652116749934,985.570026088582,73.3527127708341,0,1018.12964735218,0,169.264197103382,997.77214992096,259.508268371903,50.0429890382229,985.651191181085,77.456172424259,28.0095311382834,1018.25092554263,30.4450694799519,120.764524948735,86.1079972658923,214.513100934153,157.976760082023,53.887901572112,190.554796081112,430.188767372978,82.8947368421053,246.485418090681,10.9892913760959,9.27943949093329,14.6462657675652,12.5688806216792,7.34083793392226,13.804158651693,20.7409924394417,9.10465468000326,15.6998540786429,3.4930729004316,2.78108193640176,2.97560989572094,3.56955819353765,3.63020739925682,3.08478016946525,5.15343864070086,2.77155899543779,2.93778605427611,-0.210617822189422,-0.346681367249406,-0.0212418494825978,0.0149200068966581,0.587415624328393,-0.362556721972586,-1.28077381225835,-0.0938453564302986,-0.31554031575057,-171,1000,257,54,981,80,-9,1019,29,-168.647058823529,998.025210084034,259.268907563025,48.4033613445378,985.428571428571,76.4789915966387,-17.3949579831933,1018.20168067227,26.4117647058824,61,49,79,72,37,71,126,38,76,90.5789884823991,85.8247620999021,88.337790912254,1425.73684210526,1110.3007518797,1065.46616541353,231.74994429073,198.631506499187,551.975288133188,2268365.234375,2036587.5,2158229.203125,1
674156,-202,980,217,-9,962,30,-97,990,-29,-141,1019,277,100,1009,191,38,1057,77,-171,1000,247,45,990,70,-19,1019,9,-170.977443609023,999.293233082707,248.353383458647,42.7744360902256,986.398496240602,67.5488721804511,-25.6165413533835,1017.48872180451,11.9548872180451,-169.660048635872,999.214193741787,247.552263747391,0,986.30390279651,64.11544971231,0,1017.37280315783,0,171.634206240713,999.33283759754,248.742960001637,47.9069430038061,986.445700634734,69.7031298851743,36.5929653455682,1017.54676233274,21.5099207745943,226.719184324448,79.7542720437457,195.124174071542,468.948735475051,93.8324219640011,297.916154021417,688.010936431989,119.009341535657,322.17976760082,15.0571970938966,8.93052473507272,13.968685481159,21.6552242074528,9.686713682359,17.2602477972194,26.2299625701599,10.9091402748181,17.949366774369,2.4278483522323,2.74805426732507,2.61417957703309,2.64407148119959,3.39471515656721,21.0601925894747,2.88269039887956,4.02375795273601,4.68113522263817,-0.112630989248828,0.258316207758748,-0.393118264972641,-0.175683742168994,-0.173907738062653,2.8099077148244,-0.173874363790179,0.165579265218722,0.80389114797898,-171,1000,257,45,990,60,-19,1019,0,-170.747899159664,999.016806722689,248.764705882353,43.1848739495798,986.563025210084,66.5546218487395,-25.4621848739496,1017.32773109244,11.1680672268908,61,39,60,109,47,161,135,67,106,90.5114602606698,85.8159227390454,88.2666280441161,1418.62406015038,1096.85714285714,1062.93984962406,324.639007086765,537.614662928727,751.372774821647,2265151.015625,2037037.8125,2155437.765625,1
676234,-191,970,217,18,962,20,-38,990,-29,-141,1019,277,81,1009,101,19,1047,58,-161,1000,247,45,990,60,-19,1019,9,-165.812030075188,999.954887218045,245.045112781955,45.8796992481203,984.81954887218,60.390977443609,-15.2706766917293,1017.1954887218,10.4511278195489,-165.24198304631,999.899038218942,244.480696887193,43.4251328045147,984.755741138696,55.6707103980607,0,1017.11139024494,0,166.095655925413,999.982691579533,245.3286425535,47.1092156110535,984.851345601117,62.3537084896,18.2486996137803,1017.23758693369,19.0112748501665,94.8507632718162,56.028252449305,140.088858509911,115.197539302802,63.1035543403964,242.73991797676,100.577694235589,86.2948279790386,254.113123718387,9.73913565321975,7.48520223169054,11.835913927953,10.7330116604242,7.94377456505384,15.5801129000004,10.0288431155138,9.28950095425145,15.9409260621329,3.0419271577292,3.92540491118916,2.70637208277057,3.67572796928867,3.70638969723224,2.74307135941178,3.27741726252807,3.86672550231663,3.17740357276459,-0.0529826201460657,-0.55530461818032,0.190061170566773,0.644865477943685,-0.395418800278502,-0.106063155173192,0.105405122817152,0.155995325033675,0.2879403112717,-161,1000,247,45,990,60,-19,1019,9,-165.873949579832,1000.17647058824,244.899159663866,45.453781512605,984.857142857143,60.5882352941176,-15.2941176470588,1017.16806722689,10.2268907563025,50,49,60,63,47,81,57,57,87,90.4254239706594,85.6500981437519,88.220281203,1410.81203007519,1091.09022556391,1047.51879699248,143.450665307911,257.503973611049,255.47616816069,2260458.21875,2028331.953125,2151829.34375,1
678312,-212,980,227,-9,962,40,-106,990,-19,-141,1019,297,81,1009,111,0,1047,38,-181,1000,257,36,981,80,-48,1019,0,-181.781954887218,996.842105263158,259.781954887218,33.6992481203008,985.691729323308,79.6766917293233,-52.3007518796992,1017.68421052632,3.30827067669173,-180.84621537163,996.774325710591,258.690294411017,0,985.61786534161,75.6699821845575,0,1017.57236555033,0,182.228787042738,996.87609806195,260.323641831165,37.5403542270011,985.728626353131,81.5132721330372,57.4984798752969,1017.74000697846,13.2574280498233,163.883914331283,68.2854864433812,283.868762816131,275.711893369788,73.2906128958761,298.281043517886,575.03007518797,114.429824561404,166.063340168603,12.8017152886355,8.26350327908093,16.8484053493537,16.6045744712049,8.56099368624204,17.2708147902143,23.9797847193833,10.6971876940345,12.8865565675476,3.6311189100794,3.13647801814958,2.35655522712619,3.36966136085313,3.87631743771112,2.27572093632154,2.94096047502167,3.53140108476595,2.89535822687222,0.446177461260712,0.386517424162998,-0.0136558059842874,0.465960429469465,-0.0823187788989276,-0.0250789065096733,-0.0582425919605009,-0.186495194253728,0.44452970166873,-181,1000,267,27,981,80,-58,1019,0,-182.235294117647,996.697478991597,259.941176470588,33.2016806722689,985.840336134454,79.7478991596639,-52.3697478991597,1017.71428571429,2.95798319327731,71,39,70,90,47,71,106,57,57,90.706896799931,85.8018676714598,88.3664450968746,1438.40601503759,1099.2030075188,1079.66917293233,295.739137709869,311.659823221079,585.615461062092,2275001.75,2035969.4375,2159746.59375,1
680390,-202,970,227,0,953,50,-97,990,-38,-151,1019,287,54,1018,101,-38,1038,19,-181,1000,257,27,990,80,-58,1019,-9,-182.285714285714,994.609022556391,258.278195488722,28.4210526315789,985.691729323308,76.5338345864662,-59.8345864661654,1016.81954887218,-9.04511278195489,-181.628557713398,994.516883926697,257.630565333953,0,985.616322511171,73.9189640082665,-57.7210389814219,1016.7324251222,0,182.607801099943,994.655027665447,258.596515627602,30.3253039580871,985.729434884133,77.7362515949288,60.9228527316508,1016.86305552135,14.4240296581416,118.417748917749,92.2096149464569,165.778081567555,112.715311004785,74.8966735019367,186.902255639098,132.411825017088,89.149008885851,127.194919115972,10.8819919554165,9.60258376409479,12.8754837411087,10.6167467241516,8.65428642361326,13.671219976253,11.5070337192992,9.44187528438345,11.278072491165,2.69592591448606,2.74547546241978,2.84931251456361,2.60161887012422,5.13746413702384,2.25701752860696,3.51460947272048,3.09516349040855,2.98364270978943,0.216592763333947,-0.125881154015982,-0.239371050171291,0.0253313320560065,0.044956010393706,-0.183236882050801,-0.60072936651085,-0.115409773245075,0.0622675249975954,-181,1000,257,27,981,80,-58,1019,-9,-182.46218487395,994.621848739496,258.512605042017,28.5126050420168,985.672268907563,76.655462184874,-59.3529411764706,1016.89915966387,-9.03361344537815,51,49,60,54,65,51,59,48,57,90.4986385877954,85.7660463917593,88.3292032416827,1435.17293233083,1090.64661654135,1088.18045112782,181.42085316727,197.465181653328,139.314995779398,2264234.375,2033705.21875,2156948.53125,1
682468,-212,970,237,0,962,60,-97,990,-29,-171,1019,287,63,1000,111,-38,1047,58,-191,990,267,27,990,90,-58,1019,0,-187.541353383459,993.390977443609,266.624060150376,29.2330827067669,986.187969924812,86.781954887218,-61.9172932330827,1016.60902255639,-2.75187969924812,-187.116733808805,993.294073642105,266.152779758252,0,986.125204602263,85.110725092435,-60.2764646411523,1016.52422820917,0,187.75509964741,993.439453297694,266.85634388314,31.4879139004875,986.219305629834,87.5846314667872,62.7470755391979,1016.6514140768,14.1485140961099,80.8259284575074,97.0429482797903,124.857598541809,137.952836637047,62.2750056960585,141.020277967647,104.227956254272,86.8459785828207,194.0667578036,8.99032415753222,9.85103792906058,11.1739696859178,11.7453325468906,7.89145143152123,11.8751959128111,10.2092093843878,9.31911898104218,13.9307845365435,2.82939393967616,2.41412193443443,2.88211792050722,2.97778624400175,3.30080046291785,2.54008885442935,3.6906832229062,3.21539755304842,4.84682405515833,-0.237385403309271,0.0664462661233678,-0.252934615237794,-0.117601405205344,-0.167446995547095,-0.0349064189485473,-0.494909204629106,0.00781796070976391,0.706413444496056,-191,990,267,27,981,90,-58,1019,-9,-187.495798319328,993.344537815126,266.831932773109,29.4201680672269,986.378151260504,86.7647058823529,-61.5126050420168,1016.67226890756,-3.23529411764706,41,49,50,63,38,51,59,57,87,90.6609940523847,85.8837556009979,88.3185553258914,1447.55639097744,1102.2030075188,1089.26315789474,128.980506708222,178.811072987887,209.495292067576,2272193.265625,2039245.515625,2156506.625,1
684546,-222,970,227,-36,962,50,-116,990,-38,-161,1019,306,72,1018,121,-19,1047,38,-191,990,257,27,990,80,-67,1019,0,-190.360902255639,992.684210526316,261.804511278195,23.0075187969925,985.631578947368,84.2706766917293,-69.0075187969925,1017.36090225564,-0.977443609022556,-189.566838171559,992.59629114019,261.186541684306,0,985.538226195113,81.8480031944267,-61.6711398119517,1017.23311513786,0,190.755679661991,992.728195769966,262.117806264478,30.184395709719,985.678213898118,85.4368693633875,71.926236233009,1017.42492656854,15.1170868817201,151.596035543404,87.9904306220096,165.385737069947,384.643882433356,92.6283891547047,199.411027568922,414.462064251538,131.262702210071,229.294941900205,12.3124341843278,9.38032145621938,12.8602386085931,19.6123400550102,9.62436435068336,14.1212969506672,20.3583413924499,11.456993593874,15.1424879692937,2.32342752347185,2.61247225319574,3.72477423766264,2.79770278936,3.70073490452223,2.60107032296524,2.3161330422341,3.20617914415688,2.96429538304525,-0.0127358953734752,0.0791934260705197,0.419166504443641,0.0270494201150358,-0.0626814248211737,0.0907548012312162,0.179690845865898,0.209411481499737,-0.0797501191108454,-191,990,257,18,990,80,-87,1019,9,-190.226890756303,992.55462184874,261.453781512605,22.8403361344538,985.781512605042,84.1260504201681,-69.109243697479,1017.11764705882,-1.00840336134454,61,49,79,108,56,71,97,57,76,90.5408533469893,85.8039251727206,88.4248869880288,1444.84962406015,1094.8045112782,1097.97744360902,175.744400673173,400.837522027879,421.669761644868,2266408.828125,2036088.890625,2162404.171875,1
686625,-212,970,227,-9,962,40,-116,971,-38,-151,1019,287,72,1009,121,-9,1047,29,-181,990,257,27,990,80,-67,1019,-9,-180.09022556391,993.556390977444,261.586466165414,28.8270676691729,986.278195488722,78.4135338345865,-61.5714285714286,1016.6992481203,-5.45864661654135,-179.460696925113,993.467611680299,260.928974687378,0,986.200589259306,76.4583516793972,-52.6401622565,1016.56265528441,0,180.411809626287,993.600791985688,261.912529162564,33.2563522113598,986.316992921807,79.4127411606388,64.688321568645,1016.76725292298,13.8031270293899,116.80997949419,88.9002050580998,171.98678514468,277.068352699932,77.1114149008886,158.89587605377,396.51948051948,139.333105491,161.94714057872,10.8078665560873,9.42869052722062,13.1143732272907,16.6453703082849,8.78131054574934,12.6053907537121,19.912796903486,11.8039444886445,12.7258453777625,3.76932925449787,2.6368971180511,2.74564144951781,3.02405785276286,3.37997757051191,4.60455264972098,2.98421539340555,4.04120845555865,2.87803155767202,-0.524776812500165,0.0449038982688396,-0.0613650288384134,0.0972460772160029,0.00693043426817559,0.704707386896043,0.0533009355593919,-0.331885018619981,-0.0657476610208692,-181,990,257,27,981,70,-67,1019,-9,-179.756302521008,993.529411764706,261.705882352941,28.890756302521,986.411764705882,77.7478991596639,-61.3445378151261,1016.8487394958,-5.52100840336134,61,49,60,81,47,81,107,76,67,90.4498823002088,85.8306546250671,88.3277888294653,1435.23308270677,1094.1954887218,1088.73684210526,215.712953421947,292.418391208527,409.820705506916,2261808.65625,2037047.90625,2157490.15625,1
688703,-222,970,227,-18,962,40,-106,980,-29,-151,1019,297,63,1018,111,-29,1057,29,-181,1000,257,27,990,80,-58,1019,0,-182.563909774436,995.436090225564,260.308270676692,29.1654135338346,985.548872180451,79.2781954887218,-62.3233082706767,1017.31578947368,-3.7593984962406,-181.655617920263,995.346177839425,259.69938684817,0,985.476961253454,76.8731227316203,-57.7644351014338,1017.20414471914,0,183.01622837777,995.481056492079,260.613460780232,32.3371571002045,985.58490705903,80.3635536289909,64.5618547031199,1017.37171698761,12.5596321961376,166.611414900889,90.2023239917978,160.184552289815,196.548188653452,71.5676691729323,174.581111870586,286.190134426977,114.657097288676,144.699248120301,12.9078044182924,9.49749040493318,12.6564036080482,14.0195644958555,8.45976767842547,13.2129145865167,16.9171550334853,10.7078054375617,12.0291000544638,3.0403471688796,3.60135724506692,2.7770352143159,3.39262657541493,4.12806217589021,3.07523910343286,2.62550004293025,4.4323172834647,2.65979538848544,-0.10157212475848,0.0506824141841814,0.147524426145241,-0.126839102475615,0.286211396706455,-0.159341075504676,-0.426176649970125,0.217651074757865,0.0114614792019334,-181,990,257,27,990,80,-58,1019,-9,-182.521008403361,995.378151260504,260.27731092437,29.2689075630252,985.352941176471,79.4705882352941,-61.8655462184874,1017.05042016807,-3.78151260504202,71,49,70,81,56,71,77,77,58,90.6147980017878,85.7743122830921,88.3833748435789,1438.30827067669,1094.26315789474,1089.48872180451,170.047239351997,206.903158007665,295.153394185382,2270137.20312501,2034238.328125,2159943.25,1
