A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54
600000,9,800,-233,427,1171,135,276,980,-24,262.333333333333,975.348484848485,-43.1818181818182,167.991722162248,971.519836600958,0,272.893585653656,977.205438839229,75.8317515652549,5739.08717948718,3681.58438228438,3945.56643356643,75.7567632590462,60.6760610313852,62.8137439862204,5.43520175378758,6.19245328897338,4.29602315675295,-1.328901079658,-0.158067899520346,-0.50833041968631,300,971,-19,266.116666666667,975.3,-42.4666666666667,0.884963636383153,0.884963636383153,0.884963636383153,418,371,368,201.075513322707,255.633,7959.79400962361,204960.063,0,2761.77414857392,0,1910.59308979631,0,1710.99915399709,1
601031,184,914,-97,417,1133,203,291,975.5,9,288.727272727273,973.030303030303,17.3484848484848,278.566545100344,971.430774741607,0,293.79641477277,973.872681617058,59.4440149139584,2998.32447552448,1665.26060606061,3282.35361305361,54.7569582384237,40.8076047576994,57.2918285015727,2.51307721470331,6.75463393686528,4.6819152595333,0.297780177646138,1.43570536713361,0.980027709295397,223,980,9,287.716666666667,969.733333333333,14.2333333333333,0.574635697837679,0.574635697837679,0.574635697837679,233,219,300,201.602063405404,258.429,4540.81088377574,205579.029,0,1397.5286821377,0,812.665332281015,0,1643.51464660169,1
602062,174,961,-58,223,1019,9,194,1000,-19,196.621212121212,994.469696969697,-22.3939393939394,196.256756805551,994.345355271049,0,196.803509145851,994.531509929386,26.5101467138128,72.8235431235432,124.837529137529,204.39627039627,8.53367113987545,11.1730716071065,14.2967223655029,3.69701431553746,3.54886755669626,2.71482393099981,0.132750555723996,-0.487651372543178,-0.0658499994980456,194,1000,-19,196.433333333333,994.75,-22.3666666666667,0.90786191542637,0.90786191542637,0.90786191542637,49,58,67,200.793841981604,240.378,207.746226925624,203648.412,0,36.6859521641007,0,61.6614395624474,0,88.9563078912623,1
603093,165,971,-67,203,1019,0,184,1000,-33.5,182.106060606061,996.409090909091,-32.3181818181818,181.387073553914,996.33056847459,0,182.466725899836,996.448169522858,37.2694935773905,133.511655011655,79.0762237762237,349.851048951049,11.5547243589648,8.89248130592489,18.7043056260062,1.93814002821016,3.88032627195742,2.02072902037889,0.125227287576558,-0.499558260537505,0.0828931303008892,174,1000,-48,181.916666666667,996.733333333333,-32.2,0.91829583405449,0.91829583405449,0.91829583405449,38,48,67,200.706352394445,239.745,399.55928987862,203463.231,0,54.7345699362429,0,39.5030468759425,0,138.099507223214,1
604125,145,971,-87,194,1009,-38,169.5,1000,-67,169.651515151515,996.212121212121,-65.9393939393939,169.011698812397,996.129816896047,-63.9152301567387,169.966707970066,996.253071171267,66.834712447042,108.692074592075,82.84662004662,120.703962703963,10.4255491266443,9.1020118680773,10.9865355187139,2.68538339897284,2.76430532334516,3.255342628838,-0.122497264985598,-0.526079025921742,0.264635312673872,165,1000,-67,169.833333333333,996.533333333333,-66.1166666666667,0.91829583405449,0.91829583405449,0.91829583405449,49,38,49,200.538864763784,243.897,152.543099353617,203123.397,0,51.6962768064589,0,40.3017904579839,0,53.4360389841517,1
605156,126,980,-87,184,1019,-29,155,1000,-58,156.015151515152,1000.12121212121,-63.2878787878788,155.292475870013,1000.05088981667,-59.9847382974183,156.364230971385,1000.15636656263,64.7958331993655,110.722843822844,71.4004662004662,196.115850815851,10.5224922819094,8.44987965597536,14.00413691792,3.55515513741856,2.27252854856638,2.29596268502365,-0.324800195944469,-0.0100150497853862,-0.0128030433080987,155,1000,-58,156.15,1000.01666666667,-63.5166666666667,0.91829583405449,0.91829583405449,0.91829583405449,58,39,58,200.840104348154,241.446,203.465309231482,203734.284,0,48.6764677962855,0,33.1019349365113,0,93.0572059577317,1
606187,97,952,-116,174,1028,0,135,1000,-58,135.742424242424,1003.31818181818,-60.3484848484849,134.398540247185,1003.18768035216,0,136.383094571316,1003.38245374575,62.3211380064922,177.024941724942,130.958741258741,245.707459207459,13.3050720300546,11.4437206038395,15.6750585073058,3.69447241215929,7.67616292666789,7.26040539816992,-0.190219036568328,-1.263538287212,0.0694436107340828,135,1009,-58,135.933333333333,1003.85,-60.2666666666667,0.91829583405449,0.91829583405449,0.91829583405449,77,76,116,200.863259109618,237.483,291.986525660763,203793.603,0,80.7112988883882,0,64.0603913748014,0,116.922224459455,1
607218,106,971,-126,165,1028,-19,135,1000,-67,135.530303030303,1002.48484848485,-66.969696969697,134.387560003151,1002.37136457258,-50.9158601550962,136.101844664987,1002.54139187579,73.5508482121537,157.637529137529,115.115151515151,939.014452214452,12.5553784943955,10.7291729185036,30.6433427062788,2.69129093605031,3.5300180363938,1.88341729624003,0.180340533547386,-0.300778553282554,-0.166070306503722,126,1000,-106,135.366666666667,1002.78333333333,-66.5833333333333,0.91829583405449,0.91829583405449,0.91829583405449,59,57,107,200.843008417805,238.587,948.093855803672,203746.491,0,70.499655317702,0,58.5028148083049,0,304.810493538035,1
608250,87,980,-126,135,1019,-67,106,1000,-97,109.69696969697,1002.12121212121,-96.1969696969697,108.555950382987,1002.0280282701,-94.0072187379243,110.289289020862,1002.16757505162,97.2870635144916,132.30675990676,94.3543123543123,214.160606060606,11.5024675573009,9.71361479338728,14.6342272109123,2.56162679224131,2.87054617084719,2.43198232507252,0.52550549752395,-0.492860107027638,-0.22202967232305,106,1009,-87,109.233333333333,1002.38333333333,-96,0.91829583405449,0.91829583405449,0.91829583405449,48,39,59,200.545811152378,239.187,245.394392628473,203141.733,0,56.1193100045507,0,45.5874798355358,0,81.5046043355899,1
609281,-58,933,-135,368,1152,155,140,990,-58,151.318181818182,998.090909090909,-29.7272727272727,0,996.176303785044,-85.1324428459827,191.277166816781,999.108117424251,73.3796685572765,13900.3741258741,2062.82237762238,4570.10909090909,117.899847861963,45.4183044335913,67.6025819840418,1.97542765750148,5.23274493836558,2.66392152846422,-0.11115491687339,1.48622525646523,0.891924596715785,87,990,-67,151.583333333333,994.3,-32.4,0.878807382600235,0.878807382600235,0.878807382600235,426,219,290,201.736183818311,243.015,15901.2388800076,205957.335,0.0601913803974597,4991.24572624234,0,973.452596998434,0,1685.42480855271,1
