matrix_tr1,matrix_tr2
-330.709318529006,1
-323.67554288907,1
-311.05856368245,1
-322.695922641903,1
-322.251957396086,1
-318.263069659836,1
-326.039918617175,1
-291.109096854885,1
-322.909123047964,1
-327.913640866759,1
-321.924318723508,1
-329.970982094474,1
-316.50244576284,1
-301.395750353046,1
-330.207701442993,1
-313.550370464299,1
-324.93699689862,1
-305.550118881572,1
-316.256079005851,1
-320.672831787151,1
-320.72937414105,1
-303.350301360617,1
-327.656132812526,1
-321.135897772132,1
-293.317080383735,1
-298.497556653486,1
-311.61255095451,1
-315.936281422466,1
-327.063434689738,1
-342.3339894148,1
-315.212322993683,1
-305.986261358335,1
-311.240623964359,1
-314.717824025475,1
-340.99044215492,1
-463.824694388099,1
-337.60808114641,1
-331.716801746369,1
-337.01737045306,1
-345.574957101208,1
-425.690106704888,1
-371.737043756218,1
-410.557148523744,1
-336.104397384277,1
-377.137899134162,1
-345.98406867355,1
-460.859359667624,1
-354.348430764087,1
-383.382466526825,1
-367.939309070877,1
-375.476761583506,1
-412.786301414797,1
-364.554557992007,1
-289.549974694086,1
-404.724254353766,1
-420.724925132757,1
-419.107841629542,1
-410.170102168387,1
-371.292726982229,1
-382.112908109426,1
-263.217957188588,1
-387.299187475559,1
-363.038240887475,1
-358.772687954613,1
-383.16643182475,1
-421.346949267283,1
-399.282057428096,1
-414.063768634995,1
-418.858121656319,1
-412.60975007681,1
-312.238671473539,1
-415.566853333999,1
-309.62936705036,1
-364.96527227489,1
-379.977708017284,1
-349.759710133384,1
-407.269516472478,1
-361.091461843531,1
-364.413567521787,1
-406.851113922972,1
-350.860050068482,1
-295.482152710034,1
-318.061011364187,1
-345.986417289245,1
-327.20600430102,1
-429.962330502717,1
-392.297435089817,1
-386.60405203568,1
-362.922669781276,1
-382.947821537311,1
-396.8895825973,1
-402.375756581846,1
-393.028568637132,1
-335.744197325511,1
-379.227750178698,1
-400.9770817054,1
-401.16957464621,1
-371.839595970157,1
-438.054485112691,1
-354.744343789289,1
-375.95090591076,1
-373.431297705312,1
-320.478865406667,1
-329.917173150294,1
-379.03200918651,1
-434.259403758276,1
-417.287190271992,1
-392.656393918566,1
-342.715546479597,1
-407.994733127681,1
-311.816474061714,1
-424.23793532922,1
-331.561847623801,1
-308.641272003116,1
-328.786330256475,1
-370.942889782118,1
-395.254822064916,1
-388.164462155765,1
-366.491916128659,1
-295.490269644888,1
-340.480626753463,1
-354.183445308298,1
-326.898982007494,1
-332.767848112483,1
-276.765402628833,1
-305.965703864727,1
-306.664772417045,1
-298.766945210449,1
-330.665340764941,1
-292.423104839162,1
-316.181540453548,1
-296.062018533171,1
-271.105212234314,1
-302.783298238921,1
-288.386196513384,1
-299.122903854668,1
-287.173633303976,1
-321.277519829666,1
-312.728237938332,1
-290.322800823669,1
-320.876260904841,1
-316.754866112195,1
-320.363284254576,1
-328.60049031083,1
-310.468872402351,1
-327.158721347096,1
-318.5891383637,1
-396.422422023633,1
-400.920034282011,1
-342.899726694287,1
-311.594431942085,1
-339.074491308322,1
-428.52639368536,1
-327.227250934405,1
-330.46825677107,1
-349.100636656875,1
-321.868987410403,1
-286.812884051085,1
-325.067032084392,1
-322.002570927532,1
-287.10709517464,1
-369.336001592695,1
-311.687152495991,1
-304.799929083417,1
-339.043094076652,1
-371.226798580331,1
-355.20153543913,1
-365.513879127912,1
-312.253624144616,1
-318.782118129675,1
-377.744407304084,1
-363.637073192016,1
-347.281973699102,1
-361.706196255244,1
-417.855567455531,1
-351.723169197483,1
-435.643007444658,1
-433.219789246897,1
-377.257806434885,1
-389.48683631558,1
-389.910343051836,1
-431.671804659825,1
-359.295404518365,1
-331.759727957641,1
-438.656716464046,1
-353.415462098734,1
-362.441997219002,1
-357.96838175475,1
-330.114178697157,1
-401.119104322915,1
-379.343731158659,1
-439.052632993929,1
-334.606263030974,1
-313.801825471322,1
-319.836613024448,1
-327.006908314706,1
-327.630259018012,1
-325.080980215916,1
-338.714418012866,1
-318.053397974354,1
-385.295682515206,1
-438.01126897291,1
-415.642209986411,1
-356.401902432585,1
-432.452389048329,1
-373.489439342712,1
-402.950740827429,1
-358.354953442027,1
-406.273280093315,1
-372.223891259552,1
-406.019613428711,1
-367.879935556007,1
-295.511517184066,1
-368.544944866922,1
-381.669974010023,1
-315.830606682389,1
-443.065828546983,1
-414.754088898742,1
-355.664713698287,1
-414.689167435113,1
-430.206773692877,1
-340.73292728328,1
-387.169803029266,1
-424.914413420926,1
-426.636092868781,1
-389.894084911582,1
-404.627896242728,1
-413.190037400593,1
-333.93704002096,1
-356.962950092265,1
-400.301039559096,1
-384.048673683496,1
-351.497175965534,1
-350.950140073266,1
-375.857032535469,1
-419.416401379947,1
-373.653306364664,1
-346.576043922061,1
-398.310198429435,1
-404.61655479625,1
-405.787048380574,1
-342.71209017396,1
-311.308554281347,1
-342.223130346155,1
-405.210851167315,1
-331.669926310061,1
-354.34193546469,1
-360.310971682199,1
-282.310600400886,1
-298.260068388396,1
-319.541146757506,1
-314.063973844111,1
-315.236462630889,1
-369.416726691586,1
-414.291002217261,1
-365.429893724093,1
-432.481494726999,1
-439.978599735418,1
-285.965252764384,1
-359.116291239797,1
-383.872104140636,1
-384.788369364171,1
-323.817474401834,1
-366.344650089041,1
-341.8261700008,1
-351.515469841739,1
-371.244640829779,1
-335.238311651944,1
-339.07207934048,1
-435.026278396961,1
-355.012884124779,1
-329.782971802002,1
-393.676868041221,1
-305.968379340795,1
-419.992422284643,1
-430.016168515287,1
-364.000136720663,1
-391.113221328111,1
-379.774243641218,1
-326.893496970601,1
-323.77163429394,1
-334.735355874816,1
-421.750954107536,1
-342.205185282866,1
-367.502200661741,1
-306.023856916774,1
-314.426252367248,1
-340.775694231201,1
-370.939352713658,1
-321.849428614172,1
-376.586599179024,1
-436.189205472734,1
-403.670476910535,1
-385.36426741651,1
-389.685621342055,1
-412.264092544714,1
-408.013783156271,1
-393.727546439497,1
-418.09213975208,1
-410.2319228994,1
-408.442100522455,1
-397.214123856923,1
-402.836149921375,1
-386.504951326159,1
-409.922664619199,1
-404.023425403857,1
-394.771085058738,1
-397.288619771953,1
-397.234266939323,1
-399.866665385303,1
-402.150421522374,1
-416.184254182837,1
-407.735874429223,1
-403.27413851202,1
-412.199416661135,1
-409.955299347543,1
-408.720459117254,1
-400.093347819395,1
-402.880278811768,1
-409.45328681045,1
-392.961335626614,1
-397.302223295775,1
-407.004389032955,1
-420.740016268501,1
-404.225491753572,1
-398.086332220728,1
-405.064406467094,1
-408.586910379217,1
-416.329139864143,1
-399.321762158549,1
-410.036148894687,1
-399.254221160872,1
-392.516889487409,1
-410.189333091848,1
-414.362230841651,1
-423.114918851694,1
-385.346256102688,1
-402.417398585539,1
-424.666454097732,1
-400.427200165611,1
-423.123060989399,1
-404.523702728828,1
-397.09630129016,1
-416.014890280935,1
-404.484284450433,1
-399.296719743497,1
-397.357784748323,1
-399.388939738056,1
-404.016793761873,1
-404.531231638031,1
-407.996632950463,1
-392.737963351825,1
-406.879558341057,1
-410.362492589671,1
-384.284286624977,1
-309.668595906575,1
-300.072543116255,1
-331.196587023765,1
-348.647395933892,1
-338.089549898156,1
-325.120101092527,1
-319.802417663285,1
-365.243211939166,1
-375.357377724873,1
-413.879603827867,1
-405.917803995519,1
-258.634781425869,1
-405.379468314839,1
-373.399275998642,1
-349.995330174294,1
-339.325132333857,1
-342.893973801429,1
-382.430572479843,1
-317.644443252855,1
-316.085251075056,1
-314.554518907158,1
-308.814533239896,1
-340.389967164124,1
-372.354719303092,1
-371.280020460162,1
-349.162407286471,1
-389.448513132444,1
-350.725150749566,1
-412.649065268244,1
-374.350658155128,1
-347.154019315849,1
-316.319750137408,1
-355.573139416732,1
-348.360851867253,1
-332.503128065693,1
-310.980168896103,1
-320.313294492909,1
-303.789831045249,1
-325.724514507972,1
-346.381009573,1
-407.497152341694,1
-363.789909385556,1
-346.961843891709,1
-319.137363189218,1
-327.515662959413,1
-378.457474148973,1
-360.493382730212,1
-315.488357014757,1
-376.432474037209,1
-315.55678169906,1
-344.040743604758,1
-347.692170571238,1
-326.192048434825,1
-341.013838988411,1
-335.761285497088,1
-335.601818086171,1
-311.369468386108,1
-327.994599590542,1
-350.396470817987,1
-314.264759583527,1
-273.616078902901,1
-309.064674590986,1
-305.161236444535,1
-318.083436287784,1
-310.516626958674,1
-313.216349422615,1
-306.416211136593,1
-322.891677945048,1
-280.209116820572,1
-336.315585368789,1
-310.114599496241,1
-324.212028049863,1
-347.787544502444,1
-317.033551545062,1
-316.608704713861,1
-318.152858228148,1
-340.734305100365,1
-330.536510899439,1
-335.510011758879,1
-343.86707135048,1
-342.041781001308,1
-327.934298226671,1
-331.033823430614,1
-363.212244256724,1
-327.768039083102,1
-328.657326049299,1
-375.217228984244,1
-382.534730258516,1
-392.3203216381,1
-425.320108921578,1
-379.599297242778,1
-389.561235291046,1
-382.612903041167,1
-385.542127388125,1
-364.240108815259,1
-379.693597585703,1
-414.923445590724,1
-350.119585908394,1
-400.498023743349,1
-436.278605948504,1
-346.435107576398,1
-295.199036101807,1
-373.334546822835,1
-392.39484206723,1
-371.800573943997,1
-353.408990427287,1
-347.606671018981,1
-336.832042114771,1
-321.297510644435,1
-399.931453241387,1
-451.374932180277,1
-425.939355798828,1
-402.528956770606,1
-360.426489730301,1
-350.254066305012,1
-357.825781936575,1
-368.245652695905,1
-414.910997761859,1
-438.459673688827,1
-400.587020877666,1
-311.513675415194,1
-448.34674900708,1
-293.641412443164,1
-356.393303900819,1
-360.082678834431,1
-384.171838022583,1
-442.529936165436,1
-388.995484899159,1
-308.195437470084,1
-312.887735184607,1
-414.248019697115,1
-343.398949845184,1
-336.20122974296,1
-315.902934631828,1
-304.443597903655,1
-396.893285271252,1
-271.410853263749,1
-394.708602313092,1
-341.15935275682,1
-374.246754554579,1
-346.984383322564,1
-352.747787793374,1
-431.261668119584,1
-351.282864808688,1
-380.678109663366,1
-377.014781649706,1
-341.222688663231,1
-391.664544823123,1
-417.274690968161,1
-327.286517350938,1
-340.926510566696,1
-363.036101776051,1
-357.787432904896,1
-363.232648596715,1
-434.627867199978,1
-334.865164432863,1
-353.063571746159,1
-375.36601621128,1
-359.463910271177,1
-346.579959126659,1
-379.816312286549,1
-344.376319211209,1
-367.617906547361,1
-369.278634832332,1
-367.012175635822,1
-316.962891755766,1
-375.540848635178,1
-400.929417443017,1
-364.848120741748,1
-329.872993902354,1
-287.974131932855,1
-433.630334351515,1
-378.612660094451,1
-385.857573138393,1
-396.416287202858,1
-364.146326775142,1
-344.197844508456,1
-363.2589256089,1
-421.015261996715,1
-369.727321845595,1
-337.350582971657,1
-317.501301303824,1
-326.501717453662,1
-360.483105905403,1
-323.872064809149,1
-310.389259004471,1
-327.486480797361,1
-311.559443597111,1
-355.198484461912,1
-332.462280632566,1
-304.644548118064,1
-348.222570716813,1
-380.77407127313,1
-376.193234911219,1
-374.733163055028,1
-359.194167730164,1
-363.977523476255,1
-364.267742566843,1
-317.931404081204,1
-350.729508842574,1
-393.948999894556,1
-325.180249743137,1
-383.723361675337,1
-336.172241879354,1
-354.020148777086,1
-345.026917539049,1
-350.541765210492,1
-365.083036160788,1
-341.029535573792,1
-382.475965867811,1
-328.17170480791,1
-379.740087950543,1
-317.87597116028,1
-419.570477756941,1
-404.129981710222,1
-387.929326484795,1
-411.792518727237,1
-424.567421823319,1
-351.079122104753,1
-310.804003208166,1
-353.554308206702,1
-356.67518876499,1
-348.14788248719,1
-317.810983712572,1
-419.893614296328,1
-407.809727280023,1
-438.188644282625,1
-407.500127007161,1
-288.701913659177,1
-400.488497017403,1
-331.371470224224,1
-313.383481633911,1
-404.765430830878,1
-375.267525742677,1
-269.732214453298,1
-324.265364453541,1
-426.554919589851,1
-330.571527334255,1
-345.224074176232,1
-348.985814235061,1
-307.542314058546,1
-336.65562301337,1
-336.975538303395,1
-328.054033181151,1
-309.409405193904,1
-325.285703637079,1
-333.703597556058,1
-342.859586931227,1
-361.901200804131,1
-418.102446450136,1
-412.098117425425,1
-416.646993228436,1
-419.927104659449,1
-395.124475720521,1
-417.364867318857,1
-418.897692012711,1
-433.90439692046,1
-420.849092048348,1
-401.188999077716,1
-422.385474568807,1
-414.767879317106,1
-382.776403020157,1
-402.153731587541,1
-400.803866605915,1
-404.185786843003,1
-407.569956517707,1
-391.792617217752,1
-398.815752428139,1
-402.009166374988,1
-396.468041797777,1
-412.914637849049,1
-412.827698033415,1
-416.459656205276,1
-407.372758309052,1
-413.866071827871,1
-402.967745482216,1
-406.82216164203,1
-415.045260552688,1
-398.727977773886,1
-407.525750551883,1
-407.964623229309,1
-393.345472170215,1
-388.750454805441,1
-413.045166242129,1
-382.660837547305,1
-383.394939506608,1
-386.058512833731,1
-382.398688742194,1
-395.214677248118,1
-396.386760244601,1
-392.282727578936,1
-403.795653390658,1
-413.935474245254,1
-311.47501989198,1
-310.146720733983,1
-294.971901560602,1
-311.119849424547,1
-384.032849891603,1
-403.051780651907,1
-339.17249245238,1
-302.904770208006,1
-321.167569244659,1
-408.092865068503,1
-388.023719969533,1
-419.200754348,1
-356.707152480205,1
-390.038749800258,1
-369.563264663281,1
-345.503391899632,1
-405.091665667152,1
-398.870456264724,1
-282.516614563214,1
-336.356117149464,1
-320.305159718863,1
-341.216011134086,1
-395.863121986306,1
-402.958303060774,1
-371.261493241787,1
-309.125098542402,1
-338.921757069548,1
-473.437389876162,1
-395.441928199122,1
-350.683411378767,1
-426.400096449715,1
-331.698026564603,1
-354.811005179658,1
-399.084228073192,1
-319.207678667881,1
-365.923700497837,1
-307.694429178616,1
-354.000766545123,1
-304.971257650488,1
-362.803801659663,1
-442.692025058095,1
-353.673107708784,1
-258.146151798143,1
-332.07558532025,1
-282.096209138216,1
-351.048643120074,1
-349.948483027681,1
-348.672118680916,1
-352.566847357116,1
-371.758443100855,1
-354.434197694051,1
-361.440986301666,1
-338.186918370599,1
-341.655937809693,1
-358.877255576603,1
-341.480832424039,1
-370.616170715347,1
-371.969359745623,1
-363.649173021019,1
-380.495748334112,1
-366.253712160586,1
-366.199613719252,1
-366.317202701511,1
-371.69074521031,1
-380.66881472983,1
-371.524564413354,1
-357.55827764123,1
-364.864213632586,1
-359.530106040103,1
-392.276202407909,1
-370.727840510083,1
-371.163029123315,1
-404.190438944156,1
-375.567953279396,1
-392.723394457685,1
-379.951785595628,1
-380.155018094815,1
-381.164449694199,1
-387.750780552639,1
-371.436686553472,1
-391.46547137613,1
-386.90414796428,1
-398.57666373178,1
-385.475723523823,1
-378.822179582913,1
-375.071591763812,1
-389.384182671101,1
-401.450144278625,1
-408.05221475901,1
-395.494553951574,1
-395.497099084227,1
-379.866215853669,1
-372.052636384553,1
-389.333713792129,1
-382.569614116033,1
-413.787874593021,1
-402.079018019492,1
-382.15725271565,1
-382.19133453724,1
-384.368933688429,1
-391.54898415131,1
-389.566281994112,1
-379.046225668039,1
-375.022483523148,1
-397.142151557825,1
-404.653174754988,1
-395.140662772687,1
-393.21790821503,1
-315.026283319988,1
-327.11348348876,1
-351.911179237083,1
-436.741201586542,1
-396.79212620075,1
-420.077541920324,1
-280.422165079874,1
-420.145879279666,1
-389.391621467286,1
-372.941079932366,1
-362.659714236768,1
-366.622023414022,1
-212.664827177707,1
-323.13882264996,1
-353.565669575848,1
-368.191703200317,1
-358.635063154669,1
-365.459200415202,1
-361.907766020341,1
-344.732300838244,1
-366.46182676262,1
-358.846183789767,1
-344.943911305628,1
-346.892263241637,1
-356.057108792601,1
-356.905531726095,1
-388.791287911791,1
-370.398077452242,1
-311.113736218402,1
-451.027855247305,1
-472.250916702867,1
-312.682922540398,1
-309.874949673166,1
-325.201449673119,1
-333.479593233452,1
-362.659497302785,1
-372.234354337295,1
-455.320685881804,1
-355.338344494644,1
-361.980332074341,1
-346.542361314038,1
-354.844849508671,1
-362.988669932394,1
-347.050986425193,1
-355.24884099268,1
-324.444997714551,1
-344.884559534836,1
-365.499036481779,1
-363.037896236875,1
-274.069571105601,1
-335.911800016663,1
-408.234214040068,1
-379.921909135201,1
-373.849981363957,1
-344.681100674439,1
-319.561992275026,1
-283.010342617751,1
-275.822963814911,1
-300.882314975857,1
-314.429127528474,1
-289.460070687324,1
-279.988412638709,1
-301.95643372662,1
-320.425802249009,1
-309.047600648254,1
-330.078181445512,1
-359.658229706598,1
-261.264765219746,1
-314.18685377794,1
-313.79030941798,1
-302.736817365176,1
-281.075605677351,1
-273.581721418205,1
-275.297888456921,1
-316.541919348709,1
-291.806145691344,1
-294.230775138533,1
-299.425481682721,1
-320.94084235656,1
-399.614312544564,1
-265.867221328613,1
-350.068032105703,1
-411.916673213953,1
-391.384556808062,1
-351.256253506734,1
-317.866616829699,1
-317.250073093626,1
-345.88209592055,1
-344.85345869127,1
-373.611113178825,1
-347.921123632036,1
-324.683026131527,1
-344.648617150042,1
-366.374321294784,1
-307.350293495727,1
-346.146027292785,1
-337.066678244221,1
-272.824953039303,1
-279.863539665996,1
-330.186599872359,1
-342.760216991364,1
-307.849538831613,1
-419.438951330653,1
-388.228669184116,1
-388.077115125253,1
-380.419547557097,1
-393.820942308691,1
-395.417450113853,1
-372.460644016011,1
-399.367263166019,1
-382.116308577917,1
-388.964592708334,1
-389.279294556474,1
-387.329162141641,1
-386.24123568673,1
-399.788051530052,1
-385.432203414803,1
-414.195170549496,1
-418.356806384899,1
-405.124432465149,1
-407.686479023328,1
-396.161850787477,1
-392.274228682625,1
-406.25749853109,1
-393.21739642484,1
-418.706867919742,1
-395.636764603158,1
-427.602921295139,1
-426.005508778677,1
-452.969878866699,1
-452.079318160068,1
-434.379990418444,1
-432.4209585739,1
-427.810173743922,1
-405.76844295547,1
-327.595026383477,1
-326.679666466412,1
-330.665413573518,1
-340.805246650913,1
-336.186232317049,1
-325.198480164738,1
-347.749323086262,1
-340.489152631135,1
-328.979189316754,1
-328.616109336639,1
-323.046407880892,1
-315.913292683214,1
-334.598101366601,1
-345.213576262841,1
-346.733582987377,1
-335.288535724581,1
-343.957159368406,1
-351.594256091555,1
-335.667341058491,1
-432.306874013428,1
-410.744627644647,1
-338.68302076366,1
-325.143187488179,1
-306.493207225305,1
-377.911407593483,1
-445.354319863484,1
-353.145240181216,1
-318.442984390666,1
-388.072384094491,1
-375.501937630412,1
-400.189728957476,1
-402.619176744638,1
-425.72459831685,1
-441.8187105164,1
-421.993877938211,1
-410.022277844033,1
-376.131443485016,1
-277.016106709224,1
-366.63369737611,1
-418.936065431732,1
-433.974153431558,1
-409.888621322868,1
-380.58308051629,1
-448.09034472202,1
-374.681835181486,1
-333.942915692971,1
-365.497867834865,1
-355.233625602783,1
-441.12503033295,1
-393.074444288241,1
-343.396445305861,1
-366.141214395738,1
-396.857004938034,1
-373.370987827182,1
-278.91383669277,1
-381.354001265739,1
-447.405390422578,1
-383.731567868287,1
-386.59529931332,1
-402.223885986902,1
-393.604042799706,1
-320.322928236146,1
-440.387141228588,1
-404.544877806924,1
-413.247074546036,1
-351.019675535476,1
-383.400574184055,1
-375.48069369812,1
-334.482913663315,1
-313.254542658334,1
-415.793316809356,1
-406.888245973144,1
-413.936606293555,1
-433.279575429471,1
-415.218244470172,1
-406.345160141567,1
-349.836229006166,1
-352.297364514382,1
-397.562935621645,1
-321.271784345435,1
-401.31358666854,1
-363.472189676643,1
-363.48732983948,1
-418.540392067222,1
-376.270979907566,1
-362.693278104352,1
-411.210238731587,1
-364.382733293054,1
-368.941735845342,1
-415.699483810246,1
-377.276741433859,1
-375.731900773014,1
-375.884955949332,1
-381.107191399247,1
-356.29277110615,1
-283.270641467519,1
-379.942639607708,1
-357.704828359246,1
-293.270529921318,1
-422.415159334034,1
-353.61655857691,1
-379.232965126634,1
-326.385179920408,1
-308.037014612403,1
-355.926945352772,1
-340.771903384893,1
-308.34735842461,1
-354.538663205439,1
-310.915633262204,1
-320.140985644883,1
-318.717719379823,1
-315.975514426893,1
-326.493100482784,1
-326.022563936616,1
-311.89671167814,1
-318.207698085155,1
-346.095040989826,1
-366.799863841411,1
-397.457985647435,1
-393.778124577335,1
-466.70209604111,1
-445.584970431685,1
-360.971105105405,1
-374.532515034177,1
-270.726238636883,1
-349.030950429508,1
-337.312177652185,1
-330.640481143948,1
-384.434540568421,1
-277.009668844978,1
-377.98756225113,1
-394.695806001567,1
-389.448449443394,1
-301.680186619667,1
-303.908563950237,1
-347.635925289542,1
-336.650449657438,1
-303.514861275306,1
-362.621817971665,1
-308.48946379233,1
-353.095060566306,1
-348.668729373188,1
-398.819034570994,1
-390.302383897249,1
-325.044386274647,1
-375.179769424462,1
-313.272943465957,1
-362.692928117625,1
-335.406004661131,1
-304.102448659278,1
-369.660259757903,1
-342.828403437771,1
-337.07199893372,1
-464.286993343831,1
-348.668758745682,1
-312.910740807667,1
-321.865585641677,1
-314.711546972973,1
-378.557873640369,1
-402.755854598916,1
-307.974950066596,1
-367.334876606143,1
-375.013691097445,1
-375.693407609289,1
-329.139897799345,1
-311.235638402836,1
-348.295557164908,1
-332.1392121952,1
-322.562621237272,1
-335.18706326039,1
-325.721907336892,1
-329.316402851146,1
-323.400439155074,1
-328.077100145441,1
-314.812790951028,1
-342.921152028334,1
-334.829475282545,1
-353.360346508915,1
-319.827022530466,1
-345.486964967825,1
-342.600751677823,1
-338.029892835817,1
-356.397011176847,1
-347.963119255169,1
-342.341535735172,1
-338.339706785657,1
-344.621506964609,1
-385.071451509459,1
-397.392194119293,1
-446.309245305546,1
-353.643792584812,1
-380.42683920309,1
-306.865027708498,1
-314.05986042165,1
-301.493698724408,1
-319.022283347888,1
-367.192751796122,1
-338.881068766899,1
-332.295256752522,1
-331.052093683493,1
-333.096388755383,1
-358.35140915992,1
-359.783683492764,1
-444.60087619999,1
-408.49019389566,1
-305.517747790056,1
-363.495357240562,1
-337.35795214481,1
-315.952103932536,1
-244.576691135737,1
-415.486185345716,1
-356.340468848258,1
-352.492934232289,1
-354.106887158582,1
-365.667601098798,1
-365.103080783691,1
-353.870952640325,1
-362.176424077707,1
-356.102863605955,1
-322.747361742622,1
-316.222409604401,1
-314.737980252617,1
-316.793582683399,1
-321.782217781589,1
-310.951047793038,1
-305.414466422209,1
-317.698648443376,1
-315.050182412835,1
-323.66428343953,1
-366.747600789794,1
-320.363776450076,1
-300.990500319877,1
-309.97697168676,1
-347.929738720508,1
-307.731898184178,1
-287.197276556627,1
-324.7374760851,1
-330.450448102236,1
-312.819213592326,1
-297.969876901174,1
-282.831879223263,1
-295.376854062926,1
-298.440967352268,1
-322.585545807651,1
-301.961381190858,1
-302.640270720769,1
-320.744975277288,1
-292.549187114562,1
-300.963845003583,1
-294.606262729556,1
-301.272859815724,1
-296.009862299613,1
-307.194586804731,1
-291.475847983623,1
-298.298544394618,1
-297.03162953232,1
-300.442415162739,1
-316.381238431381,1
-298.455018208792,1
-310.36715098832,1
-310.072817172012,1
-307.330674380015,1
-283.46225219889,1
-311.393132839847,1
-301.526910568247,1
-299.170582998299,1
-293.125436001047,1
-297.683948519692,1
-305.682209648631,1
-308.497111860029,1
-287.937035200503,1
-288.023990922631,1
-268.211391903983,1
-295.935562791799,1
-304.928764931551,1
-361.767829126407,1
-398.953665244242,1
-344.931004242663,1
-336.198000703203,1
-315.738072582066,1
-348.883185950626,1
-364.000452803578,1
-325.23384128688,1
-351.41549557262,1
-407.721843323722,1
-341.059551548388,1
-349.183353420245,1
-316.250938840066,1
-326.937109073146,1
-370.187771180794,1
-380.425052902554,1
-241.334272614289,1
-417.119697881908,1
-368.090835014358,1
-406.610198468101,1
-335.728270119413,1
-331.966273553634,1
-337.202387735897,1
-322.004949375901,1
-295.364676535358,1
-273.896218317155,1
-273.940867035053,1
-304.400511800061,1
-290.026121110365,1
-280.046048406039,1
-294.958244937479,1
-301.732826577007,1
-311.353080704668,1
-298.470629318688,1
-299.7527287431,1
-305.997096229448,1
-299.415956444691,1
-369.146488998814,1
-292.663762666276,1
-292.471576249328,1
-312.930824353755,1
-292.705762911165,1
-287.157375212753,1
-353.000369626069,1
-337.128267678318,1
-402.479728587073,1
-318.650853404133,1
-352.994310993978,1
-396.427924002787,1
-297.046143123142,1
-363.416867935214,1
-317.835952198775,1
-361.36540701484,1
-325.693695689531,1
-382.531801832668,1
-417.376479276017,1
-387.090425014806,1
-329.270205185373,1
-368.986318955887,1
-388.891133917832,1
-327.442768494503,1
-277.693092070271,1
-282.848636254959,1
-282.863183855179,1
-290.301120283142,1
-288.625944823772,1
-288.552576529155,1
-269.224031053149,1
-295.427203563763,1
-278.407462254097,1
-247.741247708261,1
-341.631716288297,1
-351.792392002738,1
