B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
620000,101,1009,306,-163,1000,282,116,980,-58,1
620062,90,980,316,-236,925,242,67,971,-58,1
620125,90,1000,297,-236,935,202,-19,990,-77,1
620187,90,980,297,-227,972,232,155,1009,-106,1
620250,80,1000,297,-236,990,212,135,1019,-87,1
620312,40,1009,316,-245,972,232,0,980,-135,1
620375,90,990,287,-209,907,222,184,990,-67,1
620437,70,1000,297,-236,953,181,203,1057,-155,1
620500,60,990,306,-281,944,242,48,971,-145,1
620562,70,990,316,-245,935,212,126,1019,-97,1
620625,50,1019,287,-263,898,202,233,1047,-184,1
620687,60,980,306,-263,888,222,0,990,-126,1
620750,80,990,297,-236,935,202,87,1028,-135,1
620812,111,1019,336,-118,990,292,155,980,-38,1
620875,111,1000,287,-218,935,232,116,1009,-116,1
620937,101,990,287,-245,972,212,19,1028,-126,1
621000,90,1009,297,-181,953,242,165,971,-77,1
621062,70,1019,287,-227,990,181,155,1009,-58,1
621125,40,1000,306,-272,953,242,-19,990,-145,1
621187,80,980,316,-227,925,212,126,1047,-116,1
621250,60,1009,306,-263,935,191,233,1066,-155,1
621312,30,970,336,-290,925,262,-9,971,-135,1
621375,70,990,306,-245,907,202,38,1047,-48,1
621437,101,1009,287,-272,888,212,194,1038,-126,1
621500,60,980,326,-327,861,262,29,971,-97,1
621562,101,1000,297,-227,925,212,29,1038,-116,1
621625,131,1009,297,-163,1009,272,145,1000,-48,1
621687,80,1019,306,-254,1000,202,87,1000,-87,1
621750,80,980,297,-272,953,222,-29,980,-77,1
621812,101,990,326,-163,907,202,135,1019,-48,1
621875,70,1000,297,-254,944,171,135,1000,-77,1
621937,60,1000,297,-290,944,252,-19,980,-116,1
622000,101,970,316,-236,925,212,135,1028,-67,1
622062,50,1009,297,-300,907,181,203,1038,-116,1
622125,30,990,336,-318,907,282,9,980,-126,1
622187,90,1000,316,-236,907,212,38,1028,-67,1
622250,141,1000,336,-290,879,232,223,1057,-97,1
622312,60,970,346,-290,833,262,58,990,-97,1
622375,101,1000,316,-200,925,202,9,1028,-106,1
622437,141,980,316,-118,1000,292,165,1009,-9,1
622500,80,1009,297,-272,981,232,126,980,-77,1
622562,80,980,326,-236,972,242,-67,1000,-87,1
622625,131,1009,287,-236,935,191,145,1000,-48,1
622687,60,990,306,-254,1000,202,223,1019,-106,1
622750,80,990,316,-263,972,252,-48,990,-126,1
622812,80,990,306,-263,925,242,97,1038,-48,1
622875,70,980,316,-318,888,212,203,1038,-106,1
622937,50,970,346,-300,861,282,0,980,-116,1
623000,111,980,306,-227,916,212,19,1028,-106,1
623062,101,1019,336,-227,944,282,203,1009,-77,1
623125,101,980,326,-290,870,252,29,971,-97,1
623187,80,990,316,-209,925,232,-67,1009,-106,1
623250,90,980,326,-154,1027,282,145,1019,-38,1
623312,80,1009,297,-245,981,222,145,1000,-87,1
623375,50,1000,336,-272,981,232,-9,990,-116,1
623437,90,980,336,-227,925,242,145,1019,-87,1
623500,50,990,346,-300,898,262,194,1038,-77,1
623562,90,970,346,-263,925,282,48,961,-106,1
623625,90,1009,316,-227,935,232,77,1028,-67,1
623687,80,980,336,-272,916,272,194,1028,-67,1
623750,101,990,316,-254,898,222,87,980,-87,1
623812,111,970,306,-209,916,212,67,1047,-77,1
623875,111,1019,297,-172,981,323,213,1019,-77,1
623937,131,990,316,-218,925,262,135,980,-97,1
624000,131,960,326,-190,898,262,77,1009,-77,1
624062,141,1000,297,-127,1027,252,203,990,-58,1
624125,111,1000,306,-218,935,242,126,1000,-87,1
624187,101,1000,316,-227,925,262,58,990,-106,1
624250,121,1000,306,-154,925,212,203,1000,-77,1
624312,90,1000,306,-263,888,232,184,1038,-77,1
624375,90,980,336,-218,907,282,48,961,-126,1
624437,111,980,306,-227,916,242,165,1028,-48,1
624500,101,1009,336,-245,925,242,184,1047,-97,1
624562,111,970,346,-254,916,272,87,980,-116,1
624625,90,990,336,-227,898,232,97,1009,-38,1
624687,121,990,306,-190,953,303,223,971,-77,1
624750,90,970,336,-218,907,272,106,1019,-135,1
624812,90,960,346,-218,888,232,67,1009,-58,1
624875,121,980,326,-172,972,292,184,990,-58,1
624937,111,980,326,-227,898,252,106,1019,-106,1
625000,101,990,306,-200,898,272,77,1009,-97,1
625062,121,980,336,-154,1009,292,174,1000,-48,1
625125,101,990,316,-209,944,232,116,1000,-29,1
625187,80,1000,316,-236,925,242,38,980,-106,1
625250,111,960,336,-254,925,272,165,1009,-77,1
625312,70,1009,306,-254,925,191,135,1028,-77,1
625375,70,980,346,-245,944,272,9,980,-116,1
625437,80,1009,336,-245,907,222,145,1019,-67,1
625500,80,970,326,-281,898,242,203,1028,-87,1
625562,70,1000,316,-290,907,282,48,980,-106,1
625625,101,970,336,-236,898,232,77,1028,-87,1
625687,70,990,336,-209,925,292,194,1019,-106,1
625750,90,980,326,-245,898,252,67,1000,-106,1
625812,111,960,326,-190,916,242,58,1028,-77,1
625875,121,1009,297,-136,972,272,184,980,-67,1
625937,70,1029,306,-254,898,242,116,961,-67,1
626000,90,1009,316,-181,935,212,58,1000,-126,1
626062,131,980,306,-90,1055,272,135,1000,-58,1
626125,70,1019,297,-254,916,242,194,1019,-97,1
626187,90,1000,336,-236,962,222,19,980,-106,1
626250,121,970,316,-109,935,181,155,1019,-48,1
626312,80,970,326,-254,907,303,58,942,-145,1
626375,111,990,336,-36,1037,292,155,1028,-58,1
626437,101,970,326,-245,916,272,38,961,-145,1
626500,101,980,336,-127,907,191,184,1000,-67,1
626562,60,990,316,-281,962,191,194,1019,-77,1
626625,70,1000,346,-218,953,232,9,1000,-87,1
626687,111,980,316,-163,990,252,145,990,-19,1
626750,70,1019,316,-336,888,191,213,1057,-87,1
626812,101,990,326,-245,879,272,77,971,-116,1
626875,101,970,306,-200,925,232,0,990,-97,1
626937,90,960,326,-281,916,202,135,1009,-29,1
627000,80,1009,336,-263,925,282,203,1009,-87,1
627062,101,1009,316,-190,935,222,97,1019,-48,1
627125,80,1000,336,-236,981,272,0,1000,-106,1
627187,80,970,316,-272,935,202,155,1019,-77,1
627250,101,1000,336,-281,888,282,233,1028,-77,1
