B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
740000,-80,1039,138,145,981,-20,-9,1019,-87,1
740062,-70,1039,128,145,990,-30,29,990,-77,1
740125,-90,1029,108,154,972,-70,-9,1009,-87,1
740187,-70,1029,128,136,981,-50,0,1009,-67,1
740250,-80,1049,118,145,972,-30,0,1019,-67,1
740312,-60,1019,108,154,962,-50,9,1019,-67,1
740375,-70,1029,108,136,972,-50,0,1028,-67,1
740437,-70,1019,118,145,972,-50,9,990,-77,1
740500,-90,1039,118,127,990,-60,9,1019,-67,1
740562,-70,1009,118,163,972,-40,0,1038,-97,1
740625,-60,1029,118,136,981,-40,-9,1019,-77,1
740687,-70,1019,108,136,972,-20,-19,1009,-77,1
740750,-80,1029,108,118,981,-60,-9,1019,-67,1
740812,-80,1029,118,136,962,-40,-9,1009,-48,1
740875,-60,1019,118,145,972,-50,-9,1038,-97,1
740937,-80,1039,128,136,972,-30,19,1000,-87,1
741000,-80,1029,118,127,972,-50,0,1009,-67,1
741062,-80,1029,118,154,972,-60,-9,1009,-58,1
741125,-70,1029,128,145,990,-60,9,1009,-67,1
741187,-70,1019,99,145,962,-50,-9,1019,-87,1
741250,-70,1029,108,136,981,-40,-9,1009,-58,1
741312,-80,1039,108,145,972,-40,-19,1009,-77,1
741375,-70,1039,128,145,981,-60,-9,1009,-67,1
741437,-70,1039,108,145,981,-20,0,1009,-67,1
741500,-101,1029,108,136,972,-50,0,1009,-87,1
741562,-80,1029,128,136,972,-40,0,1019,-77,1
741625,-70,1039,108,145,981,-50,0,1019,-87,1
741687,-60,1019,108,154,981,-50,0,1009,-67,1
741750,-80,1049,108,136,962,-40,9,1009,-87,1
741812,-70,1039,99,136,972,-50,9,1019,-87,1
741875,-60,1039,108,136,981,-60,9,1009,-87,1
741937,-70,1029,118,145,981,-60,9,1019,-87,1
742000,-80,1029,108,154,962,-50,-9,1009,-77,1
742062,-70,1029,118,136,972,-40,0,1009,-87,1
742125,-70,1019,128,145,981,-50,0,1009,-58,1
742187,-80,1049,108,136,990,-50,9,1019,-77,1
742250,-80,1019,99,154,981,-50,0,1009,-67,1
742312,-60,1029,118,154,981,-60,19,1000,-77,1
742375,-80,1049,108,163,962,-60,-9,1028,-67,1
742437,-60,1049,99,154,972,-30,0,1019,-67,1
742500,-50,1029,108,145,972,-40,0,1009,-77,1
742562,-50,1019,118,145,981,-70,0,1028,-97,1
742625,-70,1029,108,263,953,-90,0,1019,-67,1
742687,-121,1029,69,81,972,-70,77,980,-67,1
742750,-20,1019,128,172,972,-50,48,1038,-67,1
742812,-60,1049,99,145,962,-60,29,1000,-106,1
742875,-101,1049,108,163,981,-50,0,1019,-77,1
742937,-80,1039,118,154,981,-80,-9,1028,-77,1
743000,-90,1039,108,145,962,-40,0,1019,-67,1
743062,-90,1019,89,127,981,-40,19,1019,-77,1
743125,-90,1039,128,145,981,-30,-9,1019,-67,1
743187,-101,1039,118,163,990,-50,9,1019,-87,1
743250,-111,1029,108,136,972,-10,9,1000,-58,1
743312,-131,1029,128,127,972,-20,-19,1019,-67,1
743375,-111,1019,118,127,972,-20,-9,1019,-87,1
743437,-101,1039,148,127,990,-10,9,1019,-58,1
743500,-111,1019,138,145,981,0,-9,1009,-77,1
743562,-131,1019,128,136,990,-20,0,1019,-48,1
743625,-131,1019,128,127,981,20,-9,1009,-77,1
743687,-131,1039,128,109,981,10,-9,1019,-58,1
743750,-141,1029,158,109,972,30,-9,1019,-87,1
743812,-131,1019,168,118,990,30,0,1009,-58,1
743875,-161,1019,158,109,981,20,0,1019,-77,1
743937,-141,1000,168,118,972,10,-19,1009,-48,1
744000,-151,1029,158,118,953,20,-9,1028,-67,1
744062,-161,1009,198,118,1000,20,-19,1009,-77,1
744125,-161,1009,168,100,990,30,-19,1009,-67,1
744187,-171,1019,178,100,1000,30,-38,1038,-58,1
744250,-161,1009,168,109,981,40,-19,1000,-77,1
744312,-181,1019,188,90,990,50,-19,1019,-77,1
744375,-171,1019,168,136,981,60,-19,1028,-38,1
744437,-151,1000,198,136,962,70,-29,1009,-29,1
744500,-191,1009,207,127,972,70,-67,1038,-58,1
744562,-191,1009,188,127,972,60,-48,1038,-38,1
744625,-191,1019,168,109,972,101,-29,1000,-19,1
744687,-181,1019,207,127,981,70,-48,1028,-9,1
744750,-161,1009,188,154,981,60,-38,1019,-67,1
744812,-202,1019,158,81,981,80,-19,1009,-38,1
744875,-181,1049,128,109,972,60,-9,1009,-58,1
744937,-151,1029,108,90,981,40,-29,1009,-97,1
745000,-141,1029,128,109,981,10,-19,990,-77,1
745062,-141,1019,108,109,990,0,0,1019,-77,1
745125,-141,1039,79,127,962,-30,9,1000,-126,1
745187,-80,1019,79,127,990,-50,19,1009,-106,1
745250,-131,1039,79,118,972,-40,19,1038,-97,1
745312,-252,990,198,63,981,0,19,1009,-87,1
745375,-131,1019,49,54,962,-20,19,1000,-97,1
745437,50,1078,-79,154,981,-101,-19,1009,-87,1
745500,-141,1019,99,54,981,-20,29,1009,-87,1
745562,-101,1009,79,72,990,-60,9,1009,-67,1
745625,-90,1029,89,118,990,-50,19,1009,-87,1
745687,-90,1029,79,109,990,-50,9,1019,-77,1
745750,-90,1019,99,109,981,-40,-9,1019,-87,1
745812,-101,1049,59,100,981,-50,38,990,-58,1
