B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
600000,-353,950,178,172,953,232,87,1000,-116,1
600062,-343,960,207,163,944,232,106,1000,-97,1
600125,-373,960,198,172,944,222,97,1000,-97,1
600187,-373,960,198,172,944,262,106,1028,-97,1
600250,-373,970,178,181,944,212,106,1000,-87,1
600312,-363,941,198,181,944,202,97,1000,-97,1
600375,-363,960,188,190,944,222,106,1000,-97,1
600437,-373,970,198,181,944,212,97,1000,-126,1
600500,-383,950,188,163,953,232,58,1009,-106,1
600562,-363,950,178,163,944,222,77,1019,-116,1
600625,-363,941,188,163,944,232,87,1000,-106,1
600687,-363,950,178,181,944,252,135,1000,-77,1
600750,-383,950,168,172,935,202,87,1009,-106,1
600812,-373,960,198,154,944,222,77,1009,-97,1
600875,-353,950,188,190,935,222,77,1000,-145,1
600937,-363,980,188,172,935,212,87,990,-126,1
601000,-373,960,168,172,935,232,97,1019,-106,1
601062,-373,941,198,181,944,252,58,980,-135,1
601125,-363,941,178,154,935,232,67,1038,-67,1
601187,-373,941,207,172,944,212,97,990,-106,1
601250,-363,960,198,154,962,232,67,1019,-106,1
601312,-383,950,207,181,935,212,116,990,-67,1
601375,-363,941,198,163,953,232,77,1009,-87,1
601437,-383,960,217,181,935,212,97,990,-97,1
601500,-363,950,188,172,935,222,97,990,-87,1
601562,-393,941,198,154,944,242,97,1019,-106,1
601625,-383,941,178,172,944,242,97,1019,-67,1
601687,-383,950,178,200,925,232,106,980,-97,1
601750,-404,941,207,218,925,292,97,1000,-106,1
601812,-383,921,188,163,944,282,126,1019,-106,1
601875,-424,931,227,127,944,282,106,1028,-38,1
601937,-404,960,237,163,953,262,48,990,-87,1
602000,-444,921,247,163,916,333,77,1047,-29,1
602062,-393,950,227,163,925,333,106,1019,-29,1
602125,-404,921,227,190,935,282,67,1009,-77,1
602187,-414,931,237,181,916,252,97,990,-87,1
602250,-383,931,227,190,916,282,77,990,-67,1
602312,-414,931,217,163,916,303,106,990,-58,1
602375,-434,931,207,163,916,303,58,980,-38,1
602437,-444,911,207,181,898,303,48,990,-38,1
602500,-444,990,247,318,916,282,67,1028,-106,1
602562,-555,1088,207,136,1074,242,0,1104,-145,1
602625,-545,1323,79,300,1138,30,-9,1180,-155,1
602687,-444,1186,198,100,962,101,-87,895,-223,1
602750,-666,921,237,54,1027,383,67,857,-203,1
602812,10,568,39,-236,1111,444,48,1152,-165,1
602875,-70,598,138,0,1009,393,0,1047,-203,1
602937,-101,656,178,-181,925,252,106,933,-155,1
603000,-333,911,217,-181,833,121,155,923,-77,1
603062,-494,1186,148,-127,851,111,184,942,-48,1
603125,-1222,1500,-39,472,805,80,203,876,-77,1
603187,-1313,843,-277,572,907,-262,213,942,-58,1
603250,10,882,821,745,1250,60,203,1352,-67,1
603312,-464,823,415,-554,824,494,213,1114,-223,1
603375,-151,1078,79,254,1000,363,106,1047,-106,1
603437,-242,901,306,381,814,40,-77,790,-242,1
603500,-373,941,247,227,907,222,0,971,-116,1
603562,-343,970,178,300,916,282,9,961,-126,1
603625,-333,941,237,181,916,272,67,1019,-58,1
603687,-404,941,217,181,898,282,38,961,-48,1
603750,-474,931,207,72,925,303,-19,971,-29,1
603812,-484,980,217,200,944,323,-19,990,-48,1
603875,-494,1049,138,309,990,161,-29,1076,-77,1
603937,-565,1294,188,390,1037,80,-67,1095,-135,1
604000,-414,1656,-9,563,1222,-131,116,1095,-213,1
604062,-636,1186,267,18,1027,404,-87,847,-223,1
604125,-202,460,336,27,1092,505,135,1066,-184,1
604187,-80,372,207,-163,990,525,135,990,-223,1
604250,-80,362,237,-363,870,393,155,980,-174,1
604312,-333,735,405,-372,814,252,116,952,-77,1
604375,-646,1490,118,-300,805,70,145,866,-77,1
604437,-1878,1921,-316,727,907,10,203,847,-155,1
604500,-1616,843,-356,572,879,-292,116,1009,-58,1
604562,-919,1470,217,-27,1314,-121,252,1295,-58,1
604625,-393,745,287,-263,814,525,145,971,-223,1
604687,-292,1000,128,181,1018,171,-38,1057,-77,1
604750,-303,960,198,400,907,151,-165,904,-252,1
604812,-434,980,198,100,972,404,87,1085,-106,1
604875,-353,941,168,172,953,262,19,1057,-58,1
604937,-373,950,207,136,935,292,-9,971,-126,1
605000,-363,1000,198,345,907,181,-48,961,-38,1
605062,-404,960,237,300,870,181,19,942,-97,1
605125,-393,990,207,318,925,212,116,1009,-184,1
605187,-484,1049,118,172,1083,171,48,1047,-126,1
605250,-494,1137,49,263,972,-20,-67,1000,-135,1
605312,-555,1117,198,218,1064,151,67,933,-233,1
605375,-616,813,168,-45,1027,303,67,1000,-174,1
605437,-80,529,138,-154,1064,323,126,1114,-97,1
605500,-60,588,0,-90,981,282,87,1076,-126,1
605562,-262,774,118,-63,898,202,116,1000,-116,1
605625,-383,1058,49,-27,935,70,116,980,-135,1
605687,-525,1264,99,100,916,101,174,990,-48,1
605750,-676,1245,0,272,870,30,203,952,-48,1
605812,-737,980,-168,527,861,-60,213,923,-67,1
605875,-787,852,-118,345,833,-80,213,933,-29,1
605937,-181,1264,108,418,1101,30,135,1200,-126,1
606000,-333,1039,396,627,925,-111,97,904,-184,1
606062,-242,980,217,9,898,242,155,1114,-165,1
606125,-353,950,207,118,972,252,-19,961,-203,1
606187,-303,950,267,254,916,212,-67,980,-116,1
606250,-474,960,287,181,935,333,87,1047,-126,1
606312,-343,960,237,227,925,252,97,1000,-106,1
606375,-424,921,207,163,935,252,67,990,-106,1
606437,-434,921,227,218,907,252,58,952,-38,1
606500,-454,941,207,218,898,292,48,971,-67,1
606562,-484,950,198,181,898,282,38,971,-58,1
606625,-494,1039,237,309,879,242,0,990,-29,1
606687,-585,1333,118,300,1074,232,-9,1104,-145,1
606750,-484,1490,0,463,1240,-30,116,1285,-116,1
606812,-404,1490,158,390,1148,-101,-19,1076,-77,1
606875,-676,1058,405,327,1083,181,-87,961,-233,1
606937,-464,676,306,-45,1194,505,106,933,-135,1
607000,191,549,99,-45,1055,494,116,1209,-19,1
607062,90,539,188,-127,814,373,116,866,-174,1
607125,-90,735,277,-109,805,242,135,914,-67,1
607187,-262,1088,316,-200,722,111,155,904,0,1
607250,-525,1519,306,-27,768,20,174,857,-48,1
607312,-1282,1872,-267,781,861,-10,271,923,-58,1
607375,-1383,1088,-356,900,861,-333,213,1114,58,1
607437,-1222,901,-465,145,1268,-222,388,1342,-58,1
607500,-1131,1068,326,-209,1157,555,-67,1485,-242,1
607562,-494,715,297,45,1046,313,174,1085,-155,1
607625,-202,1078,128,300,898,171,-135,847,-300,1
607687,-333,901,336,300,842,333,-48,866,-194,1
607750,-242,1029,207,281,870,292,77,990,-38,1
607812,-383,970,227,181,898,262,67,914,-97,1
607875,-424,960,207,245,879,202,0,923,-106,1
607937,-484,970,237,236,925,292,-48,980,0,1
608000,-565,1127,89,272,1046,50,97,1123,-29,1
608062,-505,1705,158,963,1203,-181,-29,1180,-184,1
608125,-222,1941,574,809,1277,40,87,1142,-349,1
608187,-292,784,871,-218,1305,575,-38,876,-184,1
608250,535,450,-128,-218,1046,434,48,1123,-213,1
608312,70,421,267,-427,777,404,106,809,-184,1
608375,30,784,257,-409,629,232,184,942,-77,1
608437,-686,1813,-138,-236,722,151,252,857,-48,1
608500,-1898,2127,-425,954,833,-60,271,828,-155,1
608562,-1939,794,-207,636,833,-454,242,1190,-19,1
608625,868,1862,-118,645,1314,-404,-29,1733,-77,1
608687,-262,1284,-386,-663,740,575,281,961,-116,1
608750,-292,1068,118,272,1055,282,-106,1009,-330,1
608812,-303,862,346,263,888,434,-9,904,-174,1
608875,-262,970,217,309,870,282,58,990,-9,1
608937,-414,960,168,100,907,292,48,895,-116,1
609000,-464,882,207,154,898,333,-9,904,-48,1
609062,-535,1019,148,254,1009,171,-19,1000,19,1
609125,-535,1235,148,527,1009,0,87,1009,-106,1
609187,-494,1725,138,881,1407,-242,19,1171,-281,1
609250,-727,1441,653,218,1064,484,29,1057,-184,1
609312,646,519,485,136,1342,484,106,1028,-155,1
609375,343,392,217,-354,907,494,87,914,-174,1
609437,30,490,247,-400,759,323,87,857,-184,1
609500,-50,1058,227,-418,601,252,155,933,-29,1
609562,-1212,1872,0,-172,787,141,310,809,-29,1
609625,-1979,833,-138,1172,1175,-101,135,923,-19,1
609687,-1929,1098,-584,690,1000,-242,213,1238,-145,1
609750,-404,1617,-594,-690,907,606,58,952,-155,1
609812,-181,676,237,209,1027,383,135,1142,-106,1
609875,-494,941,267,109,851,333,-145,857,-233,1
609937,-494,794,287,90,870,373,87,1000,9,1
610000,-303,950,128,381,851,181,29,914,-58,1
610062,-505,911,247,145,907,242,9,914,-67,1
610125,-494,980,178,318,944,262,-67,990,38,1
610187,-535,1166,118,427,1018,-10,106,1019,-77,1
610250,-535,1784,198,890,1277,-202,-38,1161,-330,1
610312,-242,1696,554,109,1203,272,38,1104,-203,1
610375,303,745,930,145,1342,575,77,1095,-135,1
610437,494,441,-148,-245,1027,444,97,942,-233,1
610500,30,509,227,-290,759,373,106,866,-135,1
610562,10,705,138,-363,666,212,145,914,-58,1
610625,-696,1627,188,-190,768,121,252,819,-87,1
610687,-1989,1901,-247,1036,1074,-131,174,923,0,1
610750,-1868,941,-207,672,879,-303,291,1104,-77,1
610812,-929,1117,425,27,1129,505,-87,1304,-174,1
610875,-191,764,69,-90,990,383,233,1104,-106,1
610937,-292,1264,158,109,1000,262,-135,952,-252,1
611000,-484,960,356,154,916,373,77,961,-58,1
611062,-313,1009,168,418,861,151,58,942,-19,1
611125,-434,921,237,172,888,262,29,895,-67,1
611187,-484,931,188,236,907,292,-19,971,-9,1
611250,-555,1166,148,309,1046,80,126,1028,-38,1
611312,-454,1931,277,1045,1314,-252,77,1114,-252,1
611375,-565,1117,633,-109,1231,545,165,1123,-126,1
611437,515,490,-49,-172,916,424,97,847,-184,1
611500,90,509,287,-290,694,292,155,904,-126,1
611562,-212,1137,326,-372,712,90,223,933,48,1
611625,-777,1715,118,290,787,151,262,828,-213,1
611687,-2131,1362,-247,963,1129,-40,194,1180,48,1
611750,-1656,950,-277,709,777,0,349,1219,-38,1
611812,1303,2303,-881,236,1185,494,-19,1342,-145,1
611875,-787,950,366,-445,796,505,174,1076,-126,1
611937,-333,892,198,318,962,313,-126,914,-330,1
612000,-464,1127,168,118,925,373,-9,914,-174,1
612062,-505,921,356,218,888,323,67,990,-9,1
612125,-282,941,178,327,870,202,48,914,-77,1
612187,-515,872,257,63,925,292,-19,914,-48,1
612250,-515,960,148,263,935,313,0,1028,-29,1
612312,-555,1147,168,363,1000,10,106,1047,-87,1
612375,-505,1588,138,845,1129,-212,-126,1095,-97,1
612437,-171,2205,405,609,1277,80,165,1114,-300,1
612500,-656,911,485,-209,1203,838,29,1057,-116,1
612562,727,235,178,-63,1074,505,48,961,-242,1
612625,333,401,247,-490,648,484,135,838,-174,1
612687,50,578,316,-363,648,232,165,961,-9,1
612750,-363,1313,336,-63,879,70,233,800,-126,1
612812,-1323,1843,0,836,1212,80,155,895,-48,1
612875,-2686,1372,-326,836,805,-545,194,1428,-116,1
612937,-1979,784,-435,-809,712,676,233,1009,-184,1
613000,-1424,1843,108,345,1074,323,116,1057,-97,1
