B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
440000,-101,1019,198,81,981,80,-106,1019,-116,1
440062,-90,1009,227,90,981,70,-116,1019,-97,1
440125,-111,1009,227,54,990,70,-116,1009,-67,1
440187,-90,1019,237,81,962,70,-116,1009,-97,1
440250,-111,1009,227,45,990,60,-116,1009,-97,1
440312,-131,1000,217,63,990,70,-106,1000,-87,1
440375,-121,1019,207,81,990,60,-126,1019,-97,1
440437,-101,1019,227,81,972,60,-116,1009,-77,1
440500,-101,1000,217,72,1000,70,-116,1000,-87,1
440562,-101,1009,227,90,972,80,-116,1009,-106,1
440625,-90,1009,217,100,981,60,-116,1000,-97,1
440687,-90,1019,227,90,972,60,-116,1000,-97,1
440750,-111,1009,227,90,981,90,-116,1009,-97,1
440812,-80,1000,227,90,981,70,-116,1009,-106,1
440875,-101,1009,198,72,981,90,-106,1000,-116,1
440937,-90,1009,207,72,981,70,-126,1009,-87,1
441000,-111,1009,227,90,972,70,-116,1019,-116,1
441062,-90,1009,217,63,981,70,-106,1009,-97,1
441125,-121,1019,227,63,990,60,-116,1009,-106,1
441187,-101,1019,227,90,990,60,-106,1009,-97,1
441250,-90,1019,217,81,972,70,-106,1009,-106,1
441312,-101,1019,217,72,981,90,-116,1000,-97,1
441375,-101,1009,227,81,981,80,-116,1000,-106,1
441437,-121,1009,217,63,981,70,-116,1009,-67,1
441500,-101,1000,217,81,972,50,-106,1019,-126,1
441562,-101,1009,237,72,990,90,-116,1009,-97,1
441625,-111,1009,217,63,972,70,-106,990,-97,1
441687,-80,1019,217,81,981,80,-126,1009,-77,1
441750,-111,1009,227,90,1000,60,-116,1019,-97,1
441812,-111,1009,217,72,990,70,-116,1000,-106,1
441875,-90,1019,237,90,990,60,-116,1009,-106,1
441937,-101,1019,227,81,981,80,-116,1009,-87,1
442000,-101,1019,198,81,990,70,-106,1019,-126,1
442062,-80,1009,227,54,990,101,-116,1019,-97,1
442125,-101,1009,237,72,990,80,-116,1009,-67,1
442187,-111,1029,227,100,981,60,-106,1000,-97,1
442250,-90,1009,207,90,981,60,-116,1019,-106,1
442312,-101,1029,227,81,990,80,-97,1019,-97,1
442375,-101,1009,217,90,981,60,-126,1009,-77,1
442437,-111,1019,237,100,990,70,-116,1009,-116,1
442500,-111,1009,217,72,981,80,-106,1019,-106,1
442562,-90,1029,237,90,981,80,-126,1019,-87,1
442625,-80,1009,237,81,990,60,-116,1028,-87,1
442687,-101,1009,237,100,972,80,-116,1019,-116,1
442750,-70,1009,217,100,962,80,-116,980,-106,1
442812,-101,1009,237,118,990,111,-106,990,-87,1
442875,-101,1019,247,90,990,90,-106,1028,-97,1
442937,-101,1019,237,81,981,90,-87,1019,-97,1
443000,-80,1009,237,81,972,80,-106,1009,-87,1
443062,-101,1000,227,90,972,80,-116,1009,-97,1
443125,-111,1009,247,90,981,90,-116,1009,-87,1
443187,-101,1019,237,81,972,80,-116,1000,-67,1
443250,-101,1009,227,109,962,70,-106,990,-67,1
443312,-80,1009,227,100,990,90,-106,1019,-87,1
443375,-90,1009,217,63,1000,90,-106,1019,-87,1
443437,-70,1009,247,72,972,80,-116,1009,-77,1
443500,-70,1000,217,127,981,70,-106,980,-97,1
443562,-80,1019,227,109,972,101,-106,1009,-77,1
443625,-90,1029,257,81,1000,80,-116,1019,-77,1
443687,-90,1029,237,100,972,70,-116,1000,-87,1
443750,-80,1009,237,100,972,70,-87,1000,-87,1
443812,-111,1019,237,90,972,70,-97,1009,-77,1
443875,-90,1009,237,90,981,101,-106,1019,-87,1
443937,-101,1019,227,109,990,90,-87,990,-67,1
444000,-90,990,227,90,990,80,-97,1019,-77,1
444062,-101,1009,237,90,972,70,-87,1009,-67,1
444125,-90,1000,247,100,972,80,-106,1019,-97,1
444187,-80,1000,237,100,972,60,-116,1009,-87,1
444250,-111,1019,217,81,1000,60,-135,1009,-97,1
444312,-101,1009,227,90,981,80,-116,1028,-77,1
444375,-101,1009,227,63,990,80,-106,1019,-87,1
444437,-101,1009,217,100,972,70,-97,1000,-58,1
444500,-90,1019,247,100,972,101,-106,1009,-87,1
444562,-101,1019,207,90,990,80,-97,1000,-77,1
444625,-101,1009,237,81,972,70,-97,1009,-77,1
444687,-101,1009,247,90,981,90,-106,1019,-48,1
444750,-90,1009,207,81,990,80,-87,990,-87,1
444812,-90,1000,217,109,972,80,-67,1000,-67,1
444875,-90,1019,247,109,981,70,-58,1000,-48,1
444937,-80,1000,247,109,972,90,-106,1019,-58,1
445000,-131,1000,237,72,972,80,-87,1019,-58,1
445062,-101,1019,237,90,981,70,-87,1028,-29,1
445125,-121,1029,227,72,1000,80,-116,1009,-48,1
445187,-111,1019,257,90,972,70,-58,1000,-77,1
445250,-90,1009,277,63,990,121,-106,1047,-48,1
445312,-90,1019,247,109,981,90,-87,1019,-29,1
445375,-80,1009,237,90,972,90,-97,1009,-58,1
445437,-111,1009,257,54,981,90,-87,1028,-77,1
445500,-111,980,267,72,981,101,-77,1019,-67,1
445562,-111,1000,257,72,962,111,-77,1009,-58,1
445625,-90,1000,267,81,981,80,-77,1019,-67,1
445687,-101,1000,267,109,962,141,-67,1000,-48,1
445750,-111,1019,257,100,981,101,-106,1000,-58,1
445812,-111,1019,247,81,981,101,-77,1038,-87,1
445875,-101,990,277,81,990,111,-48,1028,-77,1
445937,-90,1009,277,90,981,121,-48,1019,-97,1
446000,-101,1000,227,81,990,90,-97,1000,-97,1
446062,-101,1009,227,72,981,70,-145,980,-87,1
446125,-101,1019,257,54,990,80,-116,1000,-77,1
446187,-101,1009,247,90,981,101,-106,1000,-58,1
446250,-70,1009,267,145,972,131,-48,1009,-77,1
446312,-80,990,267,109,981,101,-116,1009,-77,1
446375,-111,1009,247,81,981,121,-97,1019,-58,1
446437,-101,1009,257,118,962,121,-106,1009,-106,1
446500,-101,1000,267,90,972,111,-106,1009,-67,1
446562,-101,1009,267,72,981,121,-97,1019,-67,1
446625,-80,990,267,81,981,111,-97,1019,-87,1
446687,-101,1009,267,90,972,111,-87,1009,-58,1
446750,-101,1000,287,109,981,121,-97,990,-38,1
446812,-101,1009,257,100,990,111,-116,1019,-77,1
446875,-90,1009,227,81,981,101,-106,1019,-87,1
446937,-111,1019,257,81,981,111,-97,1000,-58,1
447000,-70,1039,227,109,962,101,-87,980,-97,1
447062,-101,1019,267,100,990,111,-97,1028,-77,1
447125,-101,990,277,81,972,121,-97,1009,-77,1
447187,-101,1000,247,90,972,90,-116,1000,-77,1
447250,-80,1000,247,118,953,101,-106,1009,-106,1
447312,-80,1009,257,81,972,101,-116,1019,-77,1
447375,-90,1000,257,90,972,121,-97,1009,-116,1
447437,-111,1009,237,109,972,90,-106,1009,-97,1
447500,-111,1009,257,72,981,111,-126,1009,-87,1
447562,-101,1009,257,90,990,111,-116,1000,-126,1
447625,-101,1009,247,90,981,90,-106,1009,-106,1
447687,-80,1009,257,118,962,90,-106,990,-116,1
447750,-90,1009,227,90,972,90,-116,1009,-106,1
447812,-101,1019,257,90,981,111,-97,1000,-106,1
447875,-101,1019,237,90,990,111,-106,1038,-87,1
447937,-80,1009,257,109,962,111,-87,980,-106,1
448000,-80,990,237,109,981,111,-106,1009,-116,1
448062,-90,1019,257,90,972,141,-106,1019,-87,1
448125,-80,980,267,72,990,101,-126,1000,-116,1
448187,-70,1019,237,90,981,90,-106,1009,-106,1
448250,-90,1009,247,100,981,131,-106,1000,-87,1
448312,-90,1009,257,90,981,80,-106,990,-97,1
448375,-90,1009,247,118,981,101,-106,1009,-87,1
448437,-90,1000,247,90,981,121,-97,1019,-97,1
448500,-101,1009,257,100,962,121,-106,1000,-77,1
448562,-70,1009,267,118,972,121,-106,1009,-97,1
448625,-101,990,257,81,990,80,-116,990,-97,1
448687,-101,1009,257,90,972,101,-116,1000,-87,1
