B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
670000,-151,990,267,63,990,80,-9,1019,0,1
670031,-181,1009,247,63,981,70,-9,1019,38,1
670062,-151,1000,257,81,981,80,-9,1000,38,1
670093,-161,1000,267,72,972,50,0,1028,29,1
670125,-161,1000,257,54,990,50,-19,1019,29,1
670156,-161,990,257,54,990,50,-9,1009,38,1
670187,-161,1000,247,54,981,70,-9,1019,48,1
670218,-151,1000,247,63,981,60,-19,1028,19,1
670250,-161,1019,237,54,981,50,-19,1019,29,1
670281,-161,1000,237,36,981,50,-19,1019,29,1
670312,-171,1009,247,45,1000,50,-19,1019,19,1
670343,-151,1000,267,27,990,50,-38,1019,19,1
670375,-151,1009,217,54,981,70,-19,1028,9,1
670406,-161,1009,227,54,972,70,-19,1019,29,1
670437,-161,1009,257,45,990,40,-9,1019,19,1
670468,-151,990,237,45,981,60,-9,1019,9,1
670500,-161,990,227,45,990,60,-9,1028,9,1
670531,-161,1009,227,36,1000,60,-9,1028,29,1
670562,-151,980,267,45,981,70,-9,1019,19,1
670593,-161,980,237,54,981,70,0,1038,19,1
670625,-171,1000,247,45,1000,50,-9,1028,38,1
670656,-161,1009,237,36,981,50,0,1019,19,1
670687,-171,1019,227,45,1000,70,0,1028,9,1
670718,-171,990,247,54,990,70,9,1019,48,1
670750,-161,1009,247,36,990,70,0,1009,38,1
670781,-171,1000,247,72,953,60,9,1028,29,1
670812,-161,990,247,54,990,50,0,1000,29,1
670843,-161,1000,247,54,990,60,0,1009,38,1
670875,-171,1000,247,54,972,60,0,1038,19,1
670906,-161,1009,237,45,981,70,-9,1009,29,1
670937,-161,1000,237,45,990,70,-9,1009,9,1
670968,-161,1000,247,27,990,80,-9,1019,0,1
671000,-161,1009,227,54,981,40,0,1028,0,1
671031,-171,990,237,45,981,70,-9,1019,38,1
671062,-161,990,237,54,990,60,-9,1009,9,1
671093,-161,1000,247,54,981,70,0,1000,19,1
671125,-191,1009,247,36,990,80,0,1028,19,1
671156,-171,990,237,45,981,70,-9,1019,19,1
671187,-171,1009,237,36,990,80,9,1000,19,1
671218,-161,1000,247,36,981,60,-19,1019,9,1
671250,-171,1000,247,45,981,60,-9,1009,19,1
671281,-181,1000,257,45,1000,70,-9,1028,19,1
671312,-171,980,257,27,1000,60,-19,1019,9,1
671343,-171,1000,237,36,990,70,-19,1028,19,1
671375,-171,990,257,45,981,70,-19,1028,19,1
671406,-191,990,237,27,981,60,-19,1019,29,1
671437,-171,990,257,27,990,60,-19,1019,19,1
671468,-171,1000,247,45,1000,90,-29,1009,29,1
671500,-171,1000,247,45,990,70,-29,1019,48,1
671531,-171,1000,267,54,981,80,-29,1009,29,1
671562,-181,1009,247,36,981,60,0,1009,29,1
671593,-161,990,257,45,990,70,-9,1028,29,1
671625,-171,1000,267,45,990,60,0,1009,29,1
671656,-171,1000,247,45,981,70,-19,1009,9,1
671687,-171,1000,247,36,990,60,-19,1028,0,1
671718,-181,1000,237,36,990,70,-9,1028,19,1
671750,-181,1000,247,36,990,70,-19,1028,9,1
671781,-191,1009,267,36,990,101,-19,1019,29,1
