B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
600000,-353,950,178,172,953,232,87,1000,-116,1
600031,-363,950,178,190,935,232,97,1000,-116,1
600062,-343,960,207,163,944,232,106,1000,-97,1
600093,-373,960,178,163,944,232,106,1019,-87,1
600125,-373,960,198,172,944,222,97,1000,-97,1
600156,-353,960,178,181,944,232,106,1009,-97,1
600187,-373,960,198,172,944,262,106,1028,-97,1
600218,-373,941,188,154,953,202,106,1000,-77,1
600250,-373,970,178,181,944,212,106,1000,-87,1
600281,-373,941,188,172,953,232,77,1009,-106,1
600312,-363,941,198,181,944,202,97,1000,-97,1
600343,-353,950,188,172,935,222,116,1000,-126,1
600375,-363,960,188,190,944,222,106,1000,-97,1
600406,-383,960,207,163,944,222,87,1038,-106,1
600437,-373,970,198,181,944,212,97,1000,-126,1
600468,-353,950,198,181,935,242,87,990,-106,1
600500,-383,950,188,163,953,232,58,1009,-106,1
600531,-353,960,198,163,944,222,77,1000,-106,1
600562,-363,950,178,163,944,222,77,1019,-116,1
600593,-373,950,188,163,953,232,97,1009,-77,1
600625,-363,941,188,163,944,232,87,1000,-106,1
600656,-373,970,198,172,944,232,106,1009,-116,1
600687,-363,950,178,181,944,252,135,1000,-77,1
600718,-373,950,217,181,935,212,87,1009,-97,1
600750,-383,950,168,172,935,202,87,1009,-106,1
600781,-353,950,198,172,944,242,97,1000,-106,1
600812,-373,960,198,154,944,222,77,1009,-97,1
600843,-363,960,188,163,944,232,126,1028,-77,1
600875,-353,950,188,190,935,222,77,1000,-145,1
600906,-343,950,207,172,953,232,87,1019,-116,1
600937,-363,980,188,172,935,212,87,990,-126,1
600968,-373,960,198,172,944,252,77,1009,-97,1
601000,-373,960,168,172,935,232,97,1019,-106,1
601031,-373,960,198,136,953,252,106,980,-77,1
601062,-373,941,198,181,944,252,58,980,-135,1
601093,-343,941,188,181,935,242,67,1047,-97,1
601125,-363,941,178,154,935,232,67,1038,-67,1
601156,-373,950,198,145,944,252,87,1019,-77,1
601187,-373,941,207,172,944,212,97,990,-106,1
601218,-363,950,198,181,935,232,67,1009,-116,1
601250,-363,960,198,154,962,232,67,1019,-106,1
601281,-393,941,198,163,962,222,135,1028,-106,1
601312,-383,950,207,181,935,212,116,990,-67,1
601343,-383,960,207,181,953,252,116,980,-87,1
601375,-363,941,198,163,953,232,77,1009,-87,1
601406,-383,950,188,154,935,242,126,1000,-87,1
601437,-383,960,217,181,935,212,97,990,-97,1
601468,-383,941,217,190,935,222,77,1009,-77,1
601500,-363,950,188,172,935,222,97,990,-87,1
