TIME_SAMPLE,MINACCX,MINACCY,MINACCZ,MAXACCX,MAXACCY,MAXACCZ,MEDIANACCX,MEDIANACCY,MEDIANACCZ,MEANACCX,MEANACCY,MEANACCZ,ARMEMANX,ARMMEANY,ARMMEANZ,RMSX,RMSY,RMSZ,VARX,VARY,VARZ,STDX,STDY,STDZ,KURTX,KURTY,KURTZ,SKEWX,SKEWY,SKEWZ,MODEX,MODEY,MODEZ,TRIMX,TRIMY,TRIMZ,ENTROPYX,ENTROPYY,ENTROPYZ,RANGEX,RANGEY,RANGEZ,SMV,SMA,EVA,AAE,FIX,SLFX,FIY,SLFY,FIZ,SLFZ,FREEZE
600000,-87,790,-310,330,1590,-19,97,1000,-97,84.2133333333333,1004.74333333333,-109.793333333333,0,998.279476763193,-82.7610990807617,109.83994416119,1008.36670413099,123.600916932953,4989.55968784838,7318.63958751393,3233.38858416945,70.6368153858056,85.5490478469161,56.8628928579039,3.86622517117867,15.0765502292155,4.16170405734982,-0.0355241320296288,2.14354032561925,-1.11557633630968,97,1009,-97,84.2481481481481,999.918518518519,-106.066666666667,0.961120605935307,0.961120605935307,0.961120605935307,417,800,291,916.520387707217,881.247,7338.23915762291,939730.869000002,0.319829152242431,41203.219784404,2.93408332693846,52379.8664692901,0.263374693142204,25454.2392343578,1
604687,-213,780,-349,388,1733,67,67,980,-106,72.8166666666667,1006.78666666667,-114.07,0,993.387339662161,0,127.025338679598,1014.56156376371,139.111022807924,10869.4010590858,15768.3356075808,6361.11548494983,104.256419749989,125.572033540836,79.7566015132906,3.33599667862332,8.88886099479193,2.79078499364478,0.281721259611033,1.78424032830789,-0.437780432808642,67,971,-48,71.4481481481481,997.262962962963,-111.888888888889,0.972867104360788,0.972867104360788,0.972867104360788,601,953,416,921.997944485055,868.98,15874.7419382633,958340.231999999,0.423896268224334,94253.4025250641,1.03264609792914,129843.260025523,0.649994843498291,58108.894726139,1
609375,-203,761,-359,349,1923,77,87,961,-106,88.62,1002.37,-112.28,0,980.89083290656,0,143.065835660836,1015.40646869452,144.594052436468,12656.5173244147,26392.6552842809,8328.40294314381,112.501188102236,162.458164720278,91.2600840627698,2.5398085102777,8.90429362772299,2.50860539431719,-0.020350725661961,1.88742139523523,-0.212854212819792,48,914,-97,89.5444444444445,986.885185185185,-110.366666666667,0.957253497754164,0.957253497754164,0.957253497754164,552,1162,436,920.948272381623,880.839,26581.2294028303,965183.012999999,0.384078596372214,95533.2499619115,0.915889650739956,201859.588306963,0.70355325664158,68332.9196524608,1
614062,-213,761,-407,339,1780,67,58,980,-126,67.9033333333333,1003.38333333333,-123.906666666667,0,988.7125049204,0,136.333891604399,1012.04414758778,146.667219695927,14022.8100222965,17513.6217948718,6179.00798216279,118.417946369191,132.339041083392,78.6066662705065,2.35128971171578,10.0434960389797,2.89486529620801,0.00175032370233757,1.94687411893657,-0.149449516110087,-58,1009,-174,68.1148148148148,992.674074074074,-122.848148148148,0.982973228491819,0.982973228491819,0.982973228491819,552,1019,474,921.2153700268,852.642,17517.7946969382,957898.403999999,0.310120714578682,122392.556751431,1.456606576148,137524.767195177,0.826286957773733,52995.8736647424,1
618750,-281,771,-368,398,2085,48,58,971,-126,73.0666666666667,999.22,-129.783333333333,0,983.830421837139,0,143.304803362158,1009.7185713521,151.159551467977,15248.3567447046,21161.5233444816,6025.58166109253,123.48423682683,145.470008402013,77.6246201993448,2.59214194959283,21.5766664631011,2.969622295961,0.0601719685602965,3.45656520270355,-0.333775255907041,0,933,-106,73.8962962962963,984.544444444444,-128.281481481481,0.982973228491819,0.982973228491819,0.982973228491819,679,1314,416,918.775629721047,848.253,21534.9984918675,956625.363000001,0.212058490590898,121517.190130972,0.933714000446028,139881.44247623,0.545935298747502,50367.4939193219,1
623437,-223,742,-407,378,1923,116,67,961,-116,72.9133333333333,1001.32333333333,-125.923333333333,0,978.45039817268,0,134.528039208684,1015.15982157162,158.785085361735,12824.1864437012,27994.3599888517,9387.30848383501,113.243924533289,167.315151701368,96.8881235437812,2.6476749876075,8.94871943082256,3.03503608093408,-0.0953687504254883,1.85907442388607,-0.351535945322,9,895,-67,74.5074074074074,987.066666666667,-123.337037037037,0.972235677684166,0.972235677684166,0.972235677684166,601,1181,523,920.791436957354,853.482,28183.0203307768,966473.964,0.328952693747444,89586.7821139325,0.825489883300265,205484.962721845,0.744941969437502,70495.9060288461,1
628125,-262,752,-339,388,1838,48,77,980,-111,77.9533333333333,1005.01666666667,-116.156666666667,0,988.586533900752,0,138.368445343101,1015.26609812403,139.041876186037,13112.8138684504,20776.0030657748,5859.80480490522,114.511195384776,144.138832608617,76.5493618843764,2.82177463582383,12.277680982521,2.76952239787101,-0.0935008665235568,2.39739946698402,-0.263653650272528,9,990,-106,79.1814814814815,991.4,-114.97037037037,0.968967292510196,0.968967292510196,0.968967292510196,650,1086,387,921.630363395223,870.132,21224.0598560145,962319.348,0.385848148990276,88945.8190204806,1.10420915150433,131117.068864913,0.747050796103707,47185.0552189142,1
632812,-398,761,-378,368,1914,48,58,980,-111,79.53,1001.82666666667,-121.706666666667,0,985.910448808866,0,145.1779712399,1012.01110665842,144.723230109521,14800.9589632107,20578.4046376812,6152.80998885173,121.65919185664,143.4517502078,78.4398494953409,3.07626267962831,15.4259829322449,3.06584410026148,-0.0659728112084096,2.75063886624072,-0.562218190479054,9,990,-106,80.962962962963,988.392592592593,-118.703703703704,0.975913351755244,0.975913351755244,0.975913351755244,766,1153,426,920.555883972992,863.685,20980.9314055838,959569.143,0.244867040560015,111472.600019314,1.20346771313758,133734.712907762,0.689293418326174,50179.9693555688,1
637500,-388,752,-388,339,2104,67,48,942,-126,67.04,1000.76333333333,-129.66,0,976.455540686478,0,138.150183978645,1016.33705531187,158.408669796406,14639.9114381271,31518.8234002229,8309.28869565218,120.995501726829,177.535414495877,91.1552998769253,3.22985906183715,11.1487549859835,2.63159093709937,-0.132023651343724,2.25490859634603,-0.383190231076543,0,904,-77,68.462962962963,982.144444444444,-126.977777777778,0.981453895033654,0.981453895033654,0.981453895033654,727,1352,455,920.26085733768,844.329,32753.0109188142,969407.811,0.415954961685377,93759.3192289647,0.617812653869935,224231.20086641,0.540226470475222,67903.9681561124,1
642187,-223,752,-378,339,1800,48,67,980,-145,64.1466666666667,1004.78,-131.303333333333,0,988.074077716767,0,127.0722104422,1014.87507934064,151.085593842254,12072.7944704571,20456.7674916388,5604.97457079152,109.876268913979,143.027156483092,74.8663781065407,2.59901366022782,10.4030838965107,2.87855410392712,-0.0794173691589148,2.08218661271908,0.0729592414306566,0,961,-174,65.2074074074074,991.7,-131.225925925926,0.982973228491819,0.982973228491819,0.982973228491819,562,1048,426,921.984762947996,843.861,20627.0238873621,962051.067,0.494497659652886,97503.0564420466,1.50344692675283,147423.28971498,0.748298834323887,45567.3056174882,1
